"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk_endast_manuell_disk","zoner_convrate_Fisk_endast_manuell_disk","zoner_count_Deli_endast_manuell","zoner_convrate_Deli_endast_manuell","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_ABP","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_ABP","kampanj_count_Kampanj_1_bladet_eller_skagen","kampanj_convrate_Kampanj_1_bladet_eller_skagen","kampanj_count_Kampanj_1_Triangeln_Mölnlycke_Dala_Järna","kampanj_convrate_Kampanj_1_Triangeln_Mölnlycke_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_ABP","kampanj_convrate_ABP","kampanj_count_Kampanj_1_dryck","kampanj_convrate_Kampanj_1_dryck","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbvara","skylttyp_convrate_klubbvara","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie"
"STOCKHOLM VÄSTERTORP",202229,5304,507,0.0955882352941176,93,0.0175339366515837,52,0.00980392156862745,21,0.00395927601809955,57,0.0107466063348416,0,0,0,0,13,0.00245098039215686,29,0.00546757164404223,58,0.0109351432880845,7,0.00131975867269985,177,0.0333710407239819,500,0.0942684766214178,342,0.0644796380090498,93,0.0175339366515837,45,0.0084841628959276,20,0.00377073906485671,1,0.000188536953242836,57,0.0107466063348416,0,0,0,0,0,0,13,0.00245098039215686,13,0.00245098039215686,16,0.00301659125188537,58,0.0109351432880845,7,0.00131975867269985,75,0.0141402714932127,102,0.0192307692307692,500,0.0942684766214178,7,0.00131975867269985,58,0.0109351432880845,64,0.0120663650075415,29,0.00546757164404223,0,0
"STOCKHOLM VÄSTERTORP",202228,5431,573,0.105505431780519,96,0.0176763027066839,74,0.0136254833364021,20,0.00368256306389247,87,0.0160191493279322,0,0,0,0,7,0.00128889707236236,34,0.0062603572086172,40,0.00736512612778494,6,0.00110476891916774,209,0.0384827840176763,560,0.103111765788989,380,0.0699686982139569,96,0.0176763027066839,61,0.011231817344872,19,0.00349843491069785,1,0.000184128153194623,87,0.0160191493279322,0,0,0,0,0,0,7,0.00128889707236236,14,0.00257779414472473,20,0.00368256306389247,40,0.00736512612778494,6,0.00110476891916774,94,0.0173080464002946,115,0.0211747376173817,560,0.103111765788989,13,0.00239366599153011,40,0.00736512612778494,93,0.0171239182471,34,0.0062603572086172,0,0
"STOCKHOLM VÄSTERTORP",202227,5843,533,0.0912202635632381,94,0.0160876262194078,48,0.00821495806948485,26,0.0044497689543043,53,0.00907068286838953,0,0,0,0,3,0.000513434879342803,31,0.00530549375320897,43,0.00735923327058018,12,0.00205373951737121,223,0.0381653260311484,529,0.0905356837241143,386,0.0660619544754407,94,0.0160876262194078,44,0.00753037823036112,23,0.00393633407496149,3,0.000513434879342803,53,0.00907068286838953,0,0,0,0,0,0,3,0.000513434879342803,17,0.00290946431627589,14,0.00239602943693308,43,0.00735923327058018,12,0.00205373951737121,130,0.0222488447715215,93,0.0159164812596269,529,0.0905356837241143,4,0.000684579839123738,43,0.00735923327058018,65,0.0111244223857607,31,0.00530549375320897,0,0
"STOCKHOLM VÄSTERTORP",202226,6303,551,0.0874186895129303,123,0.0195145168967158,70,0.0111058226241472,16,0.00253847374266222,81,0.0128510233222275,0,0,0,0,11,0.00174520069808028,36,0.00571156592099,57,0.00904331270823417,4,0.000634618435665556,153,0.0242741551642075,530,0.0840869427256862,331,0.0525146755513248,123,0.0195145168967158,49,0.00777407583690306,13,0.00206250991591306,3,0.000475963826749167,81,0.0128510233222275,0,0,0,0,0,0,11,0.00174520069808028,16,0.00253847374266222,20,0.00317309217832778,57,0.00904331270823417,4,0.000634618435665556,42,0.00666349357448834,111,0.0176106615897192,530,0.0840869427256862,21,0.00333174678724417,57,0.00904331270823417,85,0.0134856417578931,36,0.00571156592099,0,0
"STOCKHOLM VÄSTERTORP",202225,6330,568,0.0897314375987362,114,0.0180094786729858,61,0.00963665086887836,34,0.00537124802527646,50,0.00789889415481832,0,0,0,0,16,0.00252764612954186,30,0.004739336492891,39,0.00616113744075829,9,0.0014218009478673,215,0.0339652448657188,550,0.0868878357030016,404,0.0638230647709321,114,0.0180094786729858,43,0.00679304897314376,31,0.00489731437598736,3,0.0004739336492891,50,0.00789889415481832,0,0,0,0,0,0,16,0.00252764612954186,9,0.0014218009478673,21,0.0033175355450237,39,0.00616113744075829,9,0.0014218009478673,101,0.015955766192733,114,0.0180094786729858,550,0.0868878357030016,18,0.0028436018957346,39,0.00616113744075829,59,0.00932069510268562,30,0.004739336492891,0,0
"STOCKHOLM VÄSTERTORP",202224,7050,813,0.11531914893617,163,0.0231205673758865,78,0.011063829787234,40,0.00567375886524823,60,0.00851063829787234,0,0,0,0,18,0.0025531914893617,162,0.0229787234042553,68,0.00964539007092199,10,0.00141843971631206,214,0.030354609929078,793,0.112482269503546,473,0.0670921985815603,163,0.0231205673758865,58,0.00822695035460993,35,0.0049645390070922,5,0.000709219858156028,60,0.00851063829787234,0,0,0,0,0,0,18,0.0025531914893617,58,0.00822695035460993,104,0.0147517730496454,68,0.00964539007092199,10,0.00141843971631206,32,0.00453900709219858,182,0.0258156028368794,793,0.112482269503546,20,0.00283687943262411,68,0.00964539007092199,70,0.0099290780141844,162,0.0229787234042553,0,0
"STOCKHOLM VÄSTERTORP",202223,7354,738,0.100353549088931,106,0.0144139243948871,63,0.00856676638564047,41,0.00557519717160729,176,0.0239325537122654,0,0,0,0,19,0.00258362795757411,71,0.00965460973619799,53,0.00720696219744357,4,0.00054392167527876,205,0.0278759858580364,727,0.0988577644819146,412,0.0560239325537123,106,0.0144139243948871,52,0.00707098177862388,39,0.00530323633396791,2,0.00027196083763938,174,0.0236605928746261,2,0.00027196083763938,0,0,0,0,19,0.00258362795757411,45,0.00611911884688605,26,0.00353549088931194,53,0.00720696219744357,4,0.00054392167527876,56,0.00761490345390264,149,0.0202610824041338,727,0.0988577644819146,11,0.00149578460701659,53,0.00720696219744357,178,0.0242045145499048,73,0.00992657057383737,0,0
"STOCKHOLM VÄSTERTORP",202222,6969,696,0.0998708566508825,111,0.0159276797244942,50,0.00717463050652891,36,0.00516573396470082,128,0.018367054096714,0,0,0,0,22,0.00315683742287272,53,0.00760510833692065,77,0.0110489309800545,4,0.000573970440522313,215,0.0308509111780743,696,0.0998708566508825,434,0.062275792796671,111,0.0159276797244942,50,0.00717463050652891,34,0.00487874874443966,2,0.000286985220261157,128,0.018367054096714,0,0,0,0,0,0,22,0.00315683742287272,29,0.00416128569378677,24,0.00344382264313388,77,0.0110489309800545,4,0.000573970440522313,67,0.00961400487874874,148,0.0212369062993256,696,0.0998708566508825,0,0,77,0.0110489309800545,132,0.0189410245372363,53,0.00760510833692065,0,0
"STOCKHOLM VÄSTERTORP",202221,6826,765,0.112071491356578,118,0.0172868444184002,59,0.00864342220920012,36,0.00527395253442719,50,0.00732493407559332,0,0,0,0,12,0.0017579841781424,98,0.0143568707881629,77,0.0112803984764137,6,0.000878992089071198,309,0.0452680925871667,765,0.112071491356578,534,0.0782302959273367,118,0.0172868444184002,59,0.00864342220920012,34,0.00498095517140346,2,0.000292997363023733,50,0.00732493407559332,0,0,0,0,0,0,12,0.0017579841781424,19,0.00278347494872546,79,0.0115733958394374,77,0.0112803984764137,6,0.000878992089071198,117,0.0171403457368884,192,0.0281277468502783,765,0.112071491356578,0,0,77,0.0112803984764137,56,0.00820392616466452,98,0.0143568707881629,0,0
"STOCKHOLM SKARPNÄCK",202234,9603,8212.099,0.855159741747371,3168,0.329896907216495,1034,0.107674684994273,190,0.0197854837030095,229,0.0238467145683641,0,0,5.099,0.000530979902113923,6,0.000624804748516089,414,0.0431115276476101,2651,0.276059564719359,15,0.00156201187129022,500,0.0520670623763407,7904.099,0.823086431323545,4287.099,0.446433302093096,3168,0.329896907216495,726,0.0756013745704467,140,0.0145787774653754,50,0.00520670623763407,158,0.0164531917109237,71,0.00739352285744038,0,0,5.099,0.000530979902113923,6,0.000624804748516089,178,0.0185358742059773,236,0.0245756534416328,2651,0.276059564719359,15,0.00156201187129022,134,0.0139539727168593,366,0.0381130896594814,7904.099,0.823086431323545,308,0.0320733104238259,2651,0.276059564719359,173,0.0180152035822139,485,0.0505050505050505,0,0
"STOCKHOLM SKARPNÄCK",202233,10644,1535,0.144212701991732,309,0.0290304396843292,117,0.0109921082299887,68,0.00638857572341225,138,0.0129650507328072,0,0,0,0,25,0.00234874107478392,113,0.0106163096580233,181,0.0170048853814356,11,0.00103344607290492,573,0.0538331454340474,1485,0.139515219842165,992,0.0931980458474258,309,0.0290304396843292,67,0.00629462608042089,58,0.00544907929349868,10,0.000939496429913566,135,0.0126832018038331,3,0.00028184892897407,0,0,0,0,25,0.00234874107478392,66,0.00620067643742954,47,0.00441563322059376,181,0.0170048853814356,11,0.00103344607290492,324,0.0304396843291995,249,0.0233934611048478,1485,0.139515219842165,50,0.00469748214956783,181,0.0170048853814356,146,0.0137166478767381,116,0.0108981585869974,0,0
"STOCKHOLM SKARPNÄCK",202232,9955,1740.864,0.174873329984932,567.864,0.0570430939226519,451,0.0453038674033149,49,0.00492214967353089,95,0.0095429432446007,0,0,0,0,20,0.00200904068307383,91,0.00914113510798594,106,0.0106479156202913,15,0.00150678051230537,346,0.0347564038171773,1374.864,0.138107885484681,701.864,0.0705036664992466,567.864,0.0570430939226519,85,0.00853842290306379,43,0.00431943746860874,6,0.00060271220492215,88,0.00883977900552486,7,0.000703164239075841,0,0,0,0,20,0.00200904068307383,49,0.00492214967353089,42,0.00421898543445505,106,0.0106479156202913,15,0.00150678051230537,97,0.00974384731290809,249,0.0250125565042692,1374.864,0.138107885484681,366,0.0367654445002511,106,0.0106479156202913,103,0.0103465595178302,98,0.00984429934706178,0,0
"STOCKHOLM SKARPNÄCK",202231,8567,1793,0.209291467258083,233,0.0271973853157465,678,0.0791408894595541,76,0.00887125014590872,49,0.00571962180459904,0,0,0,0,30,0.00350180926812186,88,0.0102719738531575,119,0.0138905100968834,13,0.00151745068285281,507,0.0591805766312595,1745,0.203688572429088,1428,0.166686121162601,233,0.0271973853157465,630,0.0735379946305591,62,0.00723707248745185,14,0.00163417765845687,44,0.00513598692657873,5,0.000583634878020311,0,0,0,0,30,0.00350180926812186,45,0.00525271390218279,43,0.00501925995097467,119,0.0138905100968834,13,0.00151745068285281,295,0.0344344578031983,212,0.0247461188280612,1745,0.203688572429088,48,0.00560289482899498,119,0.0138905100968834,57,0.00665343760943154,93,0.0108556087311778,0,0
"STOCKHOLM SKARPNÄCK",202230,7762,1286,0.165678948724556,300,0.0386498325173924,95,0.0122391136305076,54,0.00695696985313064,52,0.00669930430301469,0,0,0,0,20,0.0025766555011595,65,0.00837413037876836,127,0.0163617624323628,11,0.00141716052563772,562,0.0724040195825818,1254,0.1615562999227,967,0.124581293481062,300,0.0386498325173924,63,0.00811646482865241,53,0.00682813707807266,1,0.000128832775057975,48,0.00618397320278279,4,0.000515331100231899,0,0,0,0,20,0.0025766555011595,34,0.00438031435197114,31,0.00399381602679722,127,0.0163617624323628,11,0.00141716052563772,285,0.0367173408915228,277,0.035686678691059,1254,0.1615562999227,32,0.00412264880185519,127,0.0163617624323628,59,0.00760113372842051,69,0.00888946147900026,0,0
"STOCKHOLM SKARPNÄCK",202229,7785,1135,0.145793192035967,198,0.0254335260115607,72,0.0092485549132948,57,0.00732177263969172,129,0.0165703275529865,0,0,0,0,13,0.00166987797045601,74,0.00950545921644188,138,0.0177263969171484,5,0.000642260757867694,449,0.0576750160565189,1118,0.143609505459216,755,0.0969813744380218,198,0.0254335260115607,55,0.00706486833654464,47,0.00603725112395633,10,0.00128452151573539,118,0.0151573538856776,11,0.00141297366730893,0,0,0,0,13,0.00166987797045601,39,0.00500963391136802,35,0.00449582530507386,138,0.0177263969171484,5,0.000642260757867694,279,0.0358381502890173,170,0.0218368657675016,1118,0.143609505459216,17,0.00218368657675016,138,0.0177263969171484,123,0.0157996146435453,85,0.0109184328837508,0,0
"STOCKHOLM SKARPNÄCK",202228,7701,1298.444,0.168607193870926,236,0.0306453707310739,70,0.00908972860667446,66,0.00857031554343592,139,0.0180496039475393,0,0,2.444,0.000317361381638748,19,0.00246721205038307,71,0.00921958187248409,133,0.0172704843526815,11,0.00142838592390599,551,0.0715491494611089,1277.444,0.165880275288924,902.444,0.11718530061031,236,0.0306453707310739,49,0.00636281002467212,56,0.00727178288533957,10,0.00129853265809635,130,0.0168809245552526,9,0.00116867939228672,0,0,2.444,0.000317361381638748,19,0.00246721205038307,32,0.00415530450590832,39,0.00506427736657577,133,0.0172704843526815,11,0.00142838592390599,382,0.0496039475392806,169,0.0219452019218283,1277.444,0.165880275288924,21,0.00272691858200234,133,0.0172704843526815,141,0.0183093104791586,80,0.0103882612647708,0,0
"STOCKHOLM SKARPNÄCK",202227,8081,1560.56,0.193114713525554,332,0.041084024254424,80,0.00989976488058409,59,0.00730107659943076,150,0.0185620591510952,0,0,2.56,0.000316792476178691,7,0.000866229427051108,74,0.00915728251454028,246,0.0304417770077961,8,0.000989976488058409,602,0.0744957307263952,1539.56,0.1905160252444,1040.56,0.128766241801757,332,0.041084024254424,59,0.00730107659943076,53,0.00655859423338696,6,0.000742482366043806,142,0.0175720826630368,8,0.000989976488058409,0,0,2.56,0.000316792476178691,7,0.000866229427051108,37,0.00457864125727014,37,0.00457864125727014,246,0.0304417770077961,8,0.000989976488058409,449,0.0555624303922782,153,0.0189333003341171,1539.56,0.1905160252444,21,0.00259868828115332,246,0.0304417770077961,150,0.0185620591510952,82,0.0101472590025987,0,0
"STOCKHOLM SKARPNÄCK",202226,9224,1714.91,0.185918256721596,360.726,0.039107328707719,89,0.00964874241110147,63,0.00683000867302689,279,0.0302471812662619,0,0,1.184,0.000128360797918474,28,0.00303555941023417,108,0.0117085862966175,238,0.0258022549869905,10,0.00108412836079792,538,0.058326105810928,1673.91,0.181473330442324,997.91,0.108186253252385,360.726,0.039107328707719,48,0.00520381613183001,50,0.00542064180398959,13,0.00140936686903729,267,0.0289462272333044,12,0.0013009540329575,0,0,1.184,0.000128360797918474,28,0.00303555941023417,57,0.00617953165654814,51,0.00552905464006938,238,0.0258022549869905,10,0.00108412836079792,317,0.034366869037294,221,0.023959236773634,1673.91,0.181473330442324,41,0.00444492627927147,238,0.0258022549869905,277,0.0300303555941023,120,0.013009540329575,0,0
"STOCKHOLM SKARPNÄCK",202225,9639,1438.998,0.149289137877373,321,0.033302209772798,108,0.0112044817927171,61,0.00632845730884947,192,0.0199190787426082,0,0,2.998,0.000311028114949684,28,0.00290486564996369,101,0.0104782653802262,146,0.015146799460525,8,0.00082996161427534,471,0.0488639900404606,1385.998,0.143790642182799,885.998,0.0919180412905903,321,0.033302209772798,55,0.00570598609814296,41,0.00425355327316112,20,0.00207490403568835,185,0.0191928623301172,7,0.000726216412490922,0,0,2.998,0.000311028114949684,28,0.00290486564996369,49,0.00508351488743646,52,0.00539475049278971,146,0.015146799460525,8,0.00082996161427534,235,0.0243801224193381,236,0.0244838676211225,1385.998,0.143790642182799,53,0.00549849569457413,146,0.015146799460525,193,0.0200228239443926,108,0.0112044817927171,0,0
"STOCKHOLM SKARPNÄCK",202224,9768,1777.25,0.181946150696151,542,0.0554873054873055,127,0.013001638001638,70,0.00716625716625717,104,0.0106470106470106,0,0,1.25,0.000127968877968878,26,0.00266175266175266,249,0.0254914004914005,243,0.0248771498771499,7,0.000716625716625717,408,0.0417690417690418,1705.25,0.174575143325143,1030.25,0.105471949221949,542,0.0554873054873055,55,0.00563063063063063,63,0.00644963144963145,7,0.000716625716625717,92,0.00941850941850942,12,0.00122850122850123,0,0,1.25,0.000127968877968878,26,0.00266175266175266,70,0.00716625716625717,179,0.0183251433251433,243,0.0248771498771499,7,0.000716625716625717,38,0.00389025389025389,370,0.0378787878787879,1705.25,0.174575143325143,72,0.00737100737100737,243,0.0248771498771499,99,0.0101351351351351,261,0.0267199017199017,0,0
"STOCKHOLM SKARPNÄCK",202223,10224,1942.35,0.189979460093897,467,0.0456768388106416,178,0.0174100156494523,89,0.00870500782472614,299,0.0292449139280125,0,0,2.35,0.000229851330203443,46,0.00449921752738654,202,0.0197574334898279,273,0.0267018779342723,14,0.00136932707355243,372,0.0363849765258216,1839.35,0.179905125195618,948.35,0.0927572378716745,467,0.0456768388106416,75,0.00733568075117371,74,0.00723787167449139,15,0.00146713615023474,290,0.0283646322378717,9,0.000880281690140845,0,0,2.35,0.000229851330203443,46,0.00449921752738654,143,0.0139866979655712,59,0.00577073552425665,273,0.0267018779342723,14,0.00136932707355243,41,0.00401017214397496,331,0.0323748043818466,1839.35,0.179905125195618,103,0.0100743348982786,273,0.0267018779342723,304,0.0297339593114241,211,0.0206377151799687,0,0
"STOCKHOLM SKARPNÄCK",202222,9630,1761.158,0.182882450674974,409,0.0424714434060228,154,0.0159916926272066,56,0.00581516095534787,177,0.018380062305296,0,0,0.158,1.64070612668743e-05,36,0.00373831775700935,92,0.00955347871235722,273,0.0283489096573209,18,0.00186915887850467,546,0.0566978193146417,1703.158,0.176859605399792,1085.158,0.112685150571132,409,0.0424714434060228,96,0.00996884735202492,51,0.00529595015576324,5,0.000519210799584631,166,0.0172377985462098,11,0.00114226375908619,0,0,0.158,1.64070612668743e-05,36,0.00373831775700935,54,0.00560747663551402,38,0.0039460020768432,273,0.0283489096573209,18,0.00186915887850467,288,0.0299065420560748,258,0.026791277258567,1703.158,0.176859605399792,58,0.00602284527518172,273,0.0283489096573209,184,0.0191069574247144,103,0.0106957424714434,0,0
"STOCKHOLM SKARPNÄCK",202221,9253,1704.21,0.184179185129147,289,0.0312331135847833,127,0.0137252782881228,71,0.00767318707446234,234,0.0252890954285097,0,0,2.21,0.000238841456824814,50,0.00540365286933967,206,0.0222630498216795,203,0.0219388306495191,29,0.00313411866421701,493,0.0532800172916892,1668.21,0.180288555063223,960.21,0.103772830433373,289,0.0312331135847833,91,0.00983464822219821,52,0.00561979898411326,19,0.00205338809034908,222,0.0239922187398682,12,0.00129687668864152,0,0,2.21,0.000238841456824814,50,0.00540365286933967,70,0.00756511401707554,136,0.0146979358046039,203,0.0219388306495191,29,0.00313411866421701,232,0.0250729493137361,261,0.0282070679779531,1668.21,0.180288555063223,36,0.00389063006592456,203,0.0219388306495191,251,0.0271263374040852,218,0.023559926510321,0,0
"STOCKHOLM HÄSSELBY STRAND",202234,14130,6815,0.482307147912243,2503,0.177140835102619,1050,0.0743099787685775,126,0.0089171974522293,429,0.0303609341825902,0,0,0,0,11,0.000778485491861288,412,0.0291578202406228,1726,0.122151450813871,1,7.07714083510262e-05,557,0.0394196744515216,6270,0.443736730360934,3157,0.22342533616419,2503,0.177140835102619,505,0.0357395612172682,102,0.00721868365180467,24,0.00169851380042463,386,0.0273177636234961,43,0.00304317055909413,0,0,0,0,11,0.000778485491861288,132,0.00934182590233546,280,0.0198159943382873,1726,0.122151450813871,1,7.07714083510262e-05,130,0.0092002830856334,427,0.0302193913658882,6270,0.443736730360934,545,0.0385704175513093,1726,0.122151450813871,387,0.0273885350318471,455,0.0322009907997169,0,0
"STOCKHOLM HÄSSELBY STRAND",202233,14300,1150,0.0804195804195804,153,0.0106993006993007,35,0.00244755244755245,42,0.00293706293706294,346,0.0241958041958042,0,0,0,0,20,0.0013986013986014,59,0.00412587412587413,123,0.0086013986013986,7,0.00048951048951049,365,0.0255244755244755,1120,0.0783216783216783,555,0.0388111888111888,153,0.0106993006993007,5,0.00034965034965035,36,0.00251748251748252,6,0.00041958041958042,346,0.0241958041958042,0,0,0,0,0,0,20,0.0013986013986014,21,0.00146853146853147,38,0.00265734265734266,123,0.0086013986013986,7,0.00048951048951049,43,0.00300699300699301,322,0.0225174825174825,1120,0.0783216783216783,30,0.0020979020979021,123,0.0086013986013986,353,0.0246853146853147,59,0.00412587412587413,0,0
"STOCKHOLM HÄSSELBY STRAND",202232,14041,1796,0.127911117441778,450,0.03204899935902,438,0.0311943593761128,49,0.0034897799302044,400,0.02848799943024,0,0,0,0,27,0.0019229399615412,58,0.0041307599173848,65,0.004629299907414,0,0,309,0.0220069795598604,1411,0.100491417990172,503,0.0358236592835268,450,0.03204899935902,53,0.0037746599245068,38,0.0027063599458728,11,0.0007834199843316,400,0.02848799943024,0,0,0,0,0,0,27,0.0019229399615412,20,0.001424399971512,38,0.0027063599458728,65,0.004629299907414,0,0,25,0.00178049996439,284,0.0202264795954704,1411,0.100491417990172,385,0.027419699451606,65,0.004629299907414,400,0.02848799943024,58,0.0041307599173848,0,0
"STOCKHOLM HÄSSELBY STRAND",202231,12391,1367,0.110322007908966,115,0.00928092970704544,364,0.0293761601162134,54,0.0043580017754822,347,0.0280041965943023,0,0,0,0,25,0.00201759341457509,72,0.00581066903397627,82,0.00661770639980631,3,0.000242111209749011,305,0.0246146396578162,1334,0.107658784601727,797,0.064320878056654,115,0.00928092970704544,331,0.0267129368089743,49,0.00395448309256719,5,0.000403518682915019,347,0.0280041965943023,0,0,0,0,0,0,25,0.00201759341457509,28,0.00225970462432411,44,0.00355096440965217,82,0.00661770639980631,3,0.000242111209749011,27,0.0021790008877411,278,0.0224356387700751,1334,0.107658784601727,33,0.00266322330723913,82,0.00661770639980631,350,0.0282463078040513,72,0.00581066903397627,0,0
"STOCKHOLM HÄSSELBY STRAND",202230,12251,1308,0.106766794547384,253,0.0206513753979267,82,0.00669333115664027,46,0.00375479552689576,386,0.0315076320300384,0,0,0,0,23,0.00187739776344788,56,0.00457105542404702,55,0.00448942943433189,4,0.000326503958860501,403,0.0328952738551955,1284,0.104807770794221,759,0.0619541261937801,253,0.0206513753979267,58,0.00473430740347727,37,0.00302016161945964,9,0.000734633907436128,386,0.0315076320300384,0,0,0,0,0,0,23,0.00187739776344788,24,0.00195902375316301,32,0.00261203167088401,55,0.00448942943433189,4,0.000326503958860501,19,0.00155089380458738,384,0.0313443800506081,1284,0.104807770794221,24,0.00195902375316301,55,0.00448942943433189,390,0.0318341359888989,56,0.00457105542404702,0,0
"STOCKHOLM HÄSSELBY STRAND",202229,12522,1038,0.0828941063727839,77,0.00614917744769206,57,0.00455198850023958,43,0.00343395623702284,405,0.0323430761859128,0,0,0,0,9,0.000718735026353618,76,0.00606931800031944,63,0.00503114518447532,1,7.98594473726242e-05,307,0.0245168503433956,1024,0.0817760741095672,465,0.0371346430282702,77,0.00614917744769206,43,0.00343395623702284,33,0.0026353617632966,10,0.000798594473726242,405,0.0323430761859128,0,0,0,0,0,0,9,0.000718735026353618,26,0.00207634563168823,50,0.00399297236863121,63,0.00503114518447532,1,7.98594473726242e-05,23,0.00183676728957036,284,0.0226800830538253,1024,0.0817760741095672,14,0.00111803226321674,63,0.00503114518447532,406,0.0324229356332854,76,0.00606931800031944,0,0
"STOCKHOLM HÄSSELBY STRAND",202228,12568,1105,0.0879217059197963,111,0.00883195416931891,75,0.00596753660089115,38,0.00302355187778485,416,0.0330999363462763,0,0,0,0,16,0.00127307447485678,57,0.00453532781667728,82,0.00652450668364099,6,0.000477402928071292,304,0.0241884150222788,1076,0.0856142584341184,486,0.0386696371737747,111,0.00883195416931891,46,0.00366008911521324,34,0.00270528325907066,4,0.000318268618714195,416,0.0330999363462763,0,0,0,0,0,0,16,0.00127307447485678,21,0.00167091024824952,36,0.00286441756842775,82,0.00652450668364099,6,0.000477402928071292,35,0.0027848504137492,269,0.0214035646085296,1076,0.0856142584341184,29,0.00230744748567791,82,0.00652450668364099,422,0.0335773392743475,57,0.00453532781667728,0,0
"STOCKHOLM HÄSSELBY STRAND",202227,12536,1043,0.0832003828972559,120,0.00957243139757498,49,0.00390874282067645,42,0.00335035098915124,335,0.0267230376515635,0,0,0,0,7,0.000558391831525207,65,0.00518506700701978,95,0.00757817485641353,4,0.000319081046585833,326,0.0260051052967454,1018,0.0812061263560944,494,0.0394065092533504,120,0.00957243139757498,24,0.001914486279515,36,0.0028717294192725,6,0.000478621569878749,335,0.0267230376515635,0,0,0,0,0,0,7,0.000558391831525207,28,0.00223356732610083,37,0.00295149968091895,95,0.00757817485641353,4,0.000319081046585833,39,0.00311104020421187,287,0.0228940650925335,1018,0.0812061263560944,25,0.00199425654116145,95,0.00757817485641353,339,0.0270421186981493,65,0.00518506700701978,0,0
"STOCKHOLM HÄSSELBY STRAND",202226,13913,1215,0.0873283979012434,118,0.00848127650398908,56,0.00402501257816431,43,0.00309063465823331,470,0.0337813555667361,0,0,0,0,17,0.00122187881837131,76,0.00546251707036585,74,0.00531876662114569,6,0.000431251347660461,355,0.0255157047365773,1171,0.0841658880184001,501,0.0360094875296485,118,0.00848127650398908,12,0.000862502695320923,37,0.00265938331057285,6,0.000431251347660461,470,0.0337813555667361,0,0,0,0,0,0,17,0.00122187881837131,39,0.002803133759793,37,0.00265938331057285,74,0.00531876662114569,6,0.000431251347660461,51,0.00366563645511392,304,0.0218500682814634,1171,0.0841658880184001,44,0.00316250988284338,74,0.00531876662114569,476,0.0342126069143966,76,0.00546251707036585,0,0
"STOCKHOLM HÄSSELBY STRAND",202225,14318,1366,0.0954043860874424,126,0.00880011174745076,46,0.00321273920938679,51,0.00356194999301578,322,0.0224891744657075,0,0,0,0,28,0.00195558038832239,77,0.00537784606788658,80,0.00558737253806398,7,0.000488895097080598,629,0.043930716580528,1320,0.0921916468780556,788,0.0550356194999302,126,0.00880011174745076,0,0,41,0.00286352842575779,10,0.000698421567257997,322,0.0224891744657075,0,0,0,0,0,0,28,0.00195558038832239,33,0.00230479117195139,44,0.00307305489593519,80,0.00558737253806398,7,0.000488895097080598,236,0.0164827489872887,393,0.0274479675932393,1320,0.0921916468780556,46,0.00321273920938679,80,0.00558737253806398,329,0.0229780695627881,77,0.00537784606788658,0,0
