"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk_endast_manuell_disk","zoner_convrate_Fisk_endast_manuell_disk","zoner_count_Deli_endast_manuell","zoner_convrate_Deli_endast_manuell","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_ABP","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_ABP","kampanj_count_Kampanj_1_bladet_eller_skagen","kampanj_convrate_Kampanj_1_bladet_eller_skagen","kampanj_count_Kampanj_1_Triangeln_Mölnlycke_Dala_Järna","kampanj_convrate_Kampanj_1_Triangeln_Mölnlycke_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_ABP","kampanj_convrate_ABP","kampanj_count_Kampanj_1_dryck","kampanj_convrate_Kampanj_1_dryck","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbvara","skylttyp_convrate_klubbvara","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie"
"ÖSTERVÅLA TORGET",202233,2022-08-20,819,112,0.136752136752137,21,0.0256410256410256,12,0.0146520146520147,2,0.00244200244200244,12,0.0146520146520147,0,0,0,0,2,0.00244200244200244,0,0,10,0.0122100122100122,0,0,53,0.0647130647130647,107,0.130647130647131,80,0.0976800976800977,21,0.0256410256410256,7,0.00854700854700855,2,0.00244200244200244,0,0,12,0.0146520146520147,0,0,0,0,0,0,2,0.00244200244200244,0,0,0,0,10,0.0122100122100122,0,0,1,0.00122100122100122,52,0.0634920634920635,107,0.130647130647131,5,0.00610500610500611,10,0.0122100122100122,12,0.0146520146520147,0,0,0,0
"ÖSTERVÅLA TORGET",202233,2022-08-19,1021,143,0.140058765915769,16,0.0156709108716944,15,0.0146914789422135,6,0.00587659157688541,13,0.0127326150832517,0,0,0,0,2,0.0019588638589618,2,0.0019588638589618,2,0.0019588638589618,0,0,87,0.0852105778648384,137,0.134182174338883,114,0.111655239960823,16,0.0156709108716944,9,0.00881488736532811,6,0.00587659157688541,0,0,13,0.0127326150832517,0,0,0,0,0,0,2,0.0019588638589618,1,0.000979431929480901,1,0.000979431929480901,2,0.0019588638589618,0,0,5,0.00489715964740451,82,0.0803134182174339,137,0.134182174338883,6,0.00587659157688541,2,0.0019588638589618,13,0.0127326150832517,2,0.0019588638589618,0,0
"ÖSTERVÅLA TORGET",202233,2022-08-18,806,61,0.075682382133995,15,0.0186104218362283,7,0.0086848635235732,0,0,9,0.011166253101737,0,0,0,0,1,0.00124069478908189,5,0.00620347394540943,5,0.00620347394540943,0,0,19,0.0235732009925558,61,0.075682382133995,42,0.0521091811414392,15,0.0186104218362283,7,0.0086848635235732,0,0,0,0,9,0.011166253101737,0,0,0,0,0,0,1,0.00124069478908189,5,0.00620347394540943,0,0,5,0.00620347394540943,0,0,3,0.00372208436724566,16,0.0198511166253102,61,0.075682382133995,0,0,5,0.00620347394540943,9,0.011166253101737,5,0.00620347394540943,0,0
"ÖSTERVÅLA TORGET",202233,2022-08-17,883,68,0.0770101925254813,14,0.0158550396375991,14,0.0158550396375991,8,0.00906002265005663,1,0.00113250283125708,0,0,0,0,3,0.00339750849377123,4,0.00453001132502831,2,0.00226500566251416,6,0.00679501698754247,16,0.0181200453001133,64,0.072480181200453,47,0.0532276330690827,14,0.0158550396375991,10,0.0113250283125708,6,0.00679501698754247,2,0.00226500566251416,1,0.00113250283125708,0,0,0,0,0,0,3,0.00339750849377123,3,0.00339750849377123,1,0.00113250283125708,2,0.00226500566251416,6,0.00679501698754247,1,0.00113250283125708,15,0.0169875424688562,64,0.072480181200453,4,0.00453001132502831,2,0.00226500566251416,7,0.00792751981879955,4,0.00453001132502831,0,0
"ÖSTERVÅLA TORGET",202233,2022-08-16,829,59,0.0711700844390832,9,0.0108564535585042,14,0.0168878166465621,3,0.00361881785283474,2,0.00241254523522316,0,0,0,0,0,0,8,0.00965018094089264,2,0.00241254523522316,2,0.00241254523522316,19,0.02291917973462,55,0.0663449939686369,37,0.0446320868516285,9,0.0108564535585042,10,0.0120627261761158,2,0.00241254523522316,1,0.00120627261761158,2,0.00241254523522316,0,0,0,0,0,0,0,0,4,0.00482509047044632,4,0.00482509047044632,2,0.00241254523522316,2,0.00241254523522316,3,0.00361881785283474,16,0.0193003618817853,55,0.0663449939686369,4,0.00482509047044632,2,0.00241254523522316,4,0.00482509047044632,8,0.00965018094089264,0,0
"ÖSTERVÅLA TORGET",202233,2022-08-15,849,81,0.0954063604240283,18,0.0212014134275618,14,0.016489988221437,5,0.00588928150765607,12,0.0141342756183746,0,0,0,0,2,0.00235571260306243,5,0.00588928150765607,5,0.00588928150765607,0,0,20,0.0235571260306243,75,0.088339222614841,47,0.055359246171967,18,0.0212014134275618,8,0.0094228504122497,5,0.00588928150765607,0,0,12,0.0141342756183746,0,0,0,0,0,0,2,0.00235571260306243,4,0.00471142520612485,1,0.00117785630153121,5,0.00588928150765607,0,0,5,0.00588928150765607,15,0.0176678445229682,75,0.088339222614841,6,0.00706713780918728,5,0.00588928150765607,12,0.0141342756183746,5,0.00588928150765607,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-14,685,106,0.154744525547445,30,0.0437956204379562,16,0.0233576642335766,4,0.00583941605839416,21,0.0306569343065693,0,0,0,0,1,0.00145985401459854,2,0.00291970802919708,8,0.0116788321167883,0,0,24,0.035036496350365,95,0.138686131386861,53,0.0773722627737226,30,0.0437956204379562,5,0.0072992700729927,3,0.00437956204379562,1,0.00145985401459854,21,0.0306569343065693,0,0,0,0,0,0,1,0.00145985401459854,1,0.00145985401459854,1,0.00145985401459854,8,0.0116788321167883,0,0,6,0.00875912408759124,18,0.0262773722627737,95,0.138686131386861,11,0.0160583941605839,8,0.0116788321167883,21,0.0306569343065693,2,0.00291970802919708,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-13,909,171,0.188118811881188,39,0.0429042904290429,33,0.0363036303630363,1,0.0011001100110011,22,0.0242024202420242,0,0,0,0,3,0.0033003300330033,0,0,0,0,0,0,73,0.0803080308030803,144,0.158415841584158,95,0.104510451045105,39,0.0429042904290429,6,0.0066006600660066,1,0.0011001100110011,0,0,22,0.0242024202420242,0,0,0,0,0,0,3,0.0033003300330033,0,0,0,0,0,0,0,0,3,0.0033003300330033,70,0.077007700770077,144,0.158415841584158,27,0.0297029702970297,0,0,22,0.0242024202420242,0,0,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-12,950,190,0.2,50,0.0526315789473684,44,0.0463157894736842,5,0.00526315789473684,11,0.0115789473684211,0,0,0,0,2,0.00210526315789474,5,0.00526315789473684,3,0.00315789473684211,2,0.00210526315789474,68,0.071578947368421,153,0.161052631578947,95,0.1,50,0.0526315789473684,7,0.00736842105263158,5,0.00526315789473684,0,0,11,0.0115789473684211,0,0,0,0,0,0,2,0.00210526315789474,1,0.00105263157894737,4,0.00421052631578947,3,0.00315789473684211,2,0.00210526315789474,5,0.00526315789473684,63,0.0663157894736842,153,0.161052631578947,37,0.0389473684210526,3,0.00315789473684211,13,0.0136842105263158,5,0.00526315789473684,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-11,850,147,0.172941176470588,48,0.0564705882352941,47,0.0552941176470588,4,0.00470588235294118,17,0.02,0,0,0,0,3,0.00352941176470588,2,0.00235294117647059,2,0.00235294117647059,0,0,24,0.0282352941176471,106,0.124705882352941,44,0.0517647058823529,48,0.0564705882352941,6,0.00705882352941176,3,0.00352941176470588,1,0.00117647058823529,17,0.02,0,0,0,0,0,0,3,0.00352941176470588,2,0.00235294117647059,0,0,2,0.00235294117647059,0,0,3,0.00352941176470588,21,0.0247058823529412,106,0.124705882352941,41,0.0482352941176471,2,0.00235294117647059,17,0.02,2,0.00235294117647059,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-10,901,157,0.174250832408435,53,0.0588235294117647,61,0.0677025527192009,2,0.00221975582685905,9,0.00998890122086571,0,0,0,0,7,0.00776914539400666,4,0.00443951165371809,1,0.00110987791342952,0,0,20,0.0221975582685905,110,0.122086570477247,49,0.0543840177580466,53,0.0588235294117647,14,0.0155382907880133,2,0.00221975582685905,0,0,9,0.00998890122086571,0,0,0,0,0,0,7,0.00776914539400666,4,0.00443951165371809,0,0,1,0.00110987791342952,0,0,2,0.00221975582685905,18,0.0199778024417314,110,0.122086570477247,47,0.0521642619311876,1,0.00110987791342952,9,0.00998890122086571,4,0.00443951165371809,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-09,835,105,0.125748502994012,34,0.0407185628742515,35,0.0419161676646707,4,0.00479041916167665,0,0,0,0,0,0,1,0.00119760479041916,4,0.00479041916167665,4,0.00479041916167665,0,0,23,0.0275449101796407,83,0.0994011976047904,53,0.0634730538922156,34,0.0407185628742515,13,0.0155688622754491,4,0.00479041916167665,0,0,0,0,0,0,0,0,0,0,1,0.00119760479041916,4,0.00479041916167665,0,0,4,0.00479041916167665,0,0,6,0.00718562874251497,17,0.0203592814371257,83,0.0994011976047904,22,0.0263473053892216,4,0.00479041916167665,0,0,4,0.00479041916167665,0,0
"ÖSTERVÅLA TORGET",202232,2022-08-08,831,102,0.122743682310469,31,0.0373044524669073,31,0.0373044524669073,7,0.00842358604091456,5,0.00601684717208183,0,0,0,0,2,0.00240673886883273,5,0.00601684717208183,4,0.00481347773766546,0,0,17,0.0204572803850782,82,0.098676293622142,48,0.0577617328519856,31,0.0373044524669073,11,0.01323706377858,4,0.00481347773766546,3,0.0036101083032491,5,0.00601684717208183,0,0,0,0,0,0,2,0.00240673886883273,4,0.00481347773766546,1,0.00120336943441637,4,0.00481347773766546,0,0,3,0.0036101083032491,14,0.0168471720818291,82,0.098676293622142,20,0.0240673886883273,4,0.00481347773766546,5,0.00601684717208183,5,0.00601684717208183,0,0
"ÖSTERVÅLA TORGET",202231,2022-08-07,694,63,0.0907780979827089,15,0.0216138328530259,13,0.0187319884726225,1,0.00144092219020173,4,0.00576368876080692,0,0,0,0,2,0.00288184438040346,4,0.00576368876080692,4,0.00576368876080692,2,0.00288184438040346,18,0.0259365994236311,62,0.0893371757925072,47,0.0677233429394813,15,0.0216138328530259,12,0.0172910662824208,0,0,1,0.00144092219020173,4,0.00576368876080692,0,0,0,0,0,0,2,0.00288184438040346,2,0.00288184438040346,2,0.00288184438040346,4,0.00576368876080692,2,0.00288184438040346,5,0.00720461095100865,13,0.0187319884726225,62,0.0893371757925072,1,0.00144092219020173,4,0.00576368876080692,6,0.00864553314121038,4,0.00576368876080692,0,0
"ÖSTERVÅLA TORGET",202231,2022-08-06,836,129,0.154306220095694,14,0.0167464114832536,50,0.0598086124401914,1,0.00119617224880383,5,0.00598086124401914,0,0,0,0,1,0.00119617224880383,2,0.00239234449760766,4,0.00478468899521531,0,0,52,0.062200956937799,125,0.149521531100478,110,0.131578947368421,14,0.0167464114832536,46,0.0550239234449761,1,0.00119617224880383,0,0,5,0.00598086124401914,0,0,0,0,0,0,1,0.00119617224880383,2,0.00239234449760766,0,0,4,0.00478468899521531,0,0,2,0.00239234449760766,50,0.0598086124401914,125,0.149521531100478,4,0.00478468899521531,4,0.00478468899521531,5,0.00598086124401914,2,0.00239234449760766,0,0
