"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Kampanj_1_Deli","kampanj_convrate_Kampanj_1_Deli","kampanj_count_Kampanj_2_Deli","kampanj_convrate_Kampanj_2_Deli","kampanj_count_Kampanj_3_Deli","kampanj_convrate_Kampanj_3_Deli","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_Vara_1_Gavel_2","kampanj_convrate_Vara_1_Gavel_2","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie"
"UPPSALA VÄSTERTORG",202212,2022-03-25,1256,59,0.0469745222929936,4,0.00318471337579618,4,0.00318471337579618,4,0.00318471337579618,14,0.0111464968152866,0,0,0,0,0,0,14,0.0111464968152866,10,0.00796178343949045,7,0.00557324840764331,2,0.00159235668789809,55,0.0437898089171974,11,0.00875796178343949,4,0.00318471337579618,0,0,0,0,0,0,1,0.000796178343949045,3,0.00238853503184713,0,0,14,0.0111464968152866,0,0,0,0,0,0,0,0,0,0,7,0.00557324840764331,7,0.00557324840764331,9,0.0071656050955414,1,0.000796178343949045,7,0.00557324840764331,2,0.00159235668789809,55,0.0437898089171974,13,0.0103503184713376,0,0,30,0.0238853503184713,1,0.000796178343949045
"UPPSALA VÄSTERTORG",202212,2022-03-24,1221,36,0.0294840294840295,0,0,0,0,5,0.0040950040950041,10,0.00819000819000819,0,0,0,0,2,0.00163800163800164,8,0.00655200655200655,4,0.00327600327600328,6,0.00491400491400491,1,0.000819000819000819,36,0.0294840294840295,13,0.0106470106470106,0,0,0,0,0,0,0,0,3,0.00245700245700246,2,0.00163800163800164,0,0,10,0.00819000819000819,0,0,0,0,0,0,0,0,2,0.00163800163800164,2,0.00163800163800164,6,0.00491400491400491,4,0.00327600327600328,0,0,6,0.00491400491400491,1,0.000819000819000819,36,0.0294840294840295,3,0.00245700245700246,0,0,20,0.0163800163800164,0,0
"UPPSALA VÄSTERTORG",202212,2022-03-23,1199,41,0.0341951626355296,2,0.00166805671392827,2,0.00166805671392827,4,0.00333611342785655,12,0.0100083402835696,0,0,0,0,0,0,10,0.00834028356964137,2,0.00166805671392827,8,0.00667222685571309,1,0.000834028356964137,39,0.0325271059216013,10,0.00834028356964137,2,0.00166805671392827,0,0,0,0,0,0,4,0.00333611342785655,0,0,0,0,12,0.0100083402835696,0,0,0,0,0,0,0,0,0,0,4,0.00333611342785655,6,0.00500417014178482,1,0.000834028356964137,1,0.000834028356964137,8,0.00667222685571309,1,0.000834028356964137,39,0.0325271059216013,7,0.00583819849874896,0,0,21,0.0175145954962469,1,0.000834028356964137
"UPPSALA VÄSTERTORG",202212,2022-03-22,1282,60,0.046801872074883,0,0,0,0,5,0.00390015600624025,17,0.0132605304212168,0,0,0,0,1,0.00078003120124805,21,0.016380655226209,9,0.00702028081123245,5,0.00390015600624025,2,0.0015600624024961,60,0.046801872074883,19,0.0148205928237129,0,0,0,0,0,0,0,0,3,0.00234009360374415,2,0.0015600624024961,0,0,17,0.0132605304212168,0,0,0,0,0,0,0,0,1,0.00078003120124805,8,0.0062402496099844,13,0.0101404056162246,9,0.00702028081123245,0,0,5,0.00390015600624025,2,0.0015600624024961,60,0.046801872074883,10,0.0078003120124805,0,0,31,0.0241809672386895,0,0
"UPPSALA VÄSTERTORG",202212,2022-03-21,1251,47,0.0375699440447642,1,0.000799360511590727,1,0.000799360511590727,10,0.00799360511590727,13,0.0103916866506795,0,0,0,0,0,0,11,0.008792965627498,5,0.00399680255795364,3,0.00239808153477218,3,0.00239808153477218,46,0.0367705835331735,17,0.0135891286970424,1,0.000799360511590727,0,0,0,0,0,0,6,0.00479616306954436,4,0.00319744204636291,0,0,13,0.0103916866506795,0,0,0,0,0,0,0,0,0,0,4,0.00319744204636291,7,0.00559552358113509,4,0.00319744204636291,1,0.000799360511590727,3,0.00239808153477218,3,0.00239808153477218,46,0.0367705835331735,8,0.00639488409272582,0,0,20,0.0159872102318145,1,0.000799360511590727
"UPPSALA VÄSTERTORG",202211,2022-03-20,1101,57,0.0517711171662125,4,0.0036330608537693,4,0.0036330608537693,8,0.0072661217075386,11,0.00999091734786558,0,0,0,0,3,0.00272479564032698,13,0.0118074477747502,9,0.00817438692098093,3,0.00272479564032698,2,0.00181653042688465,53,0.0481380563124432,19,0.0172570390554042,4,0.0036330608537693,0,0,0,0,0,0,4,0.0036330608537693,4,0.0036330608537693,0,0,11,0.00999091734786558,0,0,0,0,0,0,0,0,3,0.00272479564032698,5,0.00454132606721163,8,0.0072661217075386,8,0.0072661217075386,1,0.000908265213442325,3,0.00272479564032698,2,0.00181653042688465,53,0.0481380563124432,11,0.00999091734786558,0,0,22,0.0199818346957312,1,0.000908265213442325
"UPPSALA VÄSTERTORG",202211,2022-03-19,1173,45,0.0383631713554987,3,0.00255754475703325,3,0.00255754475703325,7,0.00596760443307758,9,0.00767263427109974,0,0,0,0,2,0.00170502983802217,5,0.00426257459505541,5,0.00426257459505541,8,0.00682011935208866,3,0.00255754475703325,42,0.0358056265984655,13,0.0110826939471441,3,0.00255754475703325,0,0,0,0,0,0,3,0.00255754475703325,4,0.00341005967604433,0,0,9,0.00767263427109974,0,0,0,0,0,0,0,0,2,0.00170502983802217,1,0.000852514919011083,4,0.00341005967604433,4,0.00341005967604433,1,0.000852514919011083,8,0.00682011935208866,3,0.00255754475703325,42,0.0358056265984655,7,0.00596760443307758,0,0,21,0.0179028132992327,1,0.000852514919011083
"UPPSALA VÄSTERTORG",202211,2022-03-18,1272,51,0.0400943396226415,3,0.00235849056603774,3,0.00235849056603774,7,0.00550314465408805,6,0.00471698113207547,0,0,0,0,0,0,5,0.00393081761006289,18,0.0141509433962264,4,0.00314465408805031,5,0.00393081761006289,48,0.0377358490566038,9,0.00707547169811321,3,0.00235849056603774,0,0,0,0,0,0,4,0.00314465408805031,3,0.00235849056603774,0,0,6,0.00471698113207547,0,0,0,0,0,0,0,0,0,0,3,0.00235849056603774,2,0.00157232704402516,16,0.0125786163522013,2,0.00157232704402516,4,0.00314465408805031,5,0.00393081761006289,48,0.0377358490566038,11,0.00864779874213836,0,0,26,0.020440251572327,2,0.00157232704402516
"UPPSALA VÄSTERTORG",202211,2022-03-17,1123,46,0.0409617097061443,2,0.00178094390026714,2,0.00178094390026714,7,0.006233303650935,7,0.006233303650935,0,0,0,0,0,0,18,0.0160284951024043,6,0.00534283170080142,2,0.00178094390026714,2,0.00178094390026714,44,0.0391807658058771,16,0.0142475512021371,2,0.00178094390026714,0,0,0,0,0,0,5,0.00445235975066785,2,0.00178094390026714,0,0,7,0.006233303650935,0,0,0,0,0,0,0,0,0,0,9,0.00801424755120214,9,0.00801424755120214,5,0.00445235975066785,1,0.000890471950133571,2,0.00178094390026714,2,0.00178094390026714,44,0.0391807658058771,13,0.0115761353517364,0,0,14,0.01246660730187,1,0.000890471950133571
"UPPSALA VÄSTERTORG",202211,2022-03-16,1164,35,0.0300687285223368,0,0,0,0,5,0.00429553264604811,8,0.00687285223367698,0,0,0,0,0,0,14,0.0120274914089347,4,0.00343642611683849,2,0.00171821305841924,2,0.00171821305841924,35,0.0300687285223368,12,0.0103092783505155,0,0,0,0,0,0,0,0,4,0.00343642611683849,1,0.000859106529209622,0,0,8,0.00687285223367698,0,0,0,0,0,0,0,0,0,0,7,0.00601374570446735,7,0.00601374570446735,3,0.00257731958762887,1,0.000859106529209622,2,0.00171821305841924,2,0.00171821305841924,35,0.0300687285223368,9,0.0077319587628866,0,0,13,0.0111683848797251,1,0.000859106529209622
"UPPSALA VÄSTERTORG",202211,2022-03-15,1258,55,0.0437201907790143,2,0.00158982511923688,2,0.00158982511923688,7,0.00556438791732909,7,0.00556438791732909,0,0,3,0.00238473767885533,2,0.00158982511923688,13,0.0103338632750397,9,0.00715421303656598,8,0.00635930047694754,2,0.00158982511923688,53,0.0421303656597774,20,0.0158982511923688,2,0.00158982511923688,0,0,0,0,0,0,6,0.00476947535771065,1,0.000794912559618442,0,0,7,0.00556438791732909,0,0,0,0,0,0,3,0.00238473767885533,2,0.00158982511923688,5,0.00397456279809221,8,0.00635930047694754,7,0.00556438791732909,2,0.00158982511923688,8,0.00635930047694754,2,0.00158982511923688,53,0.0421303656597774,9,0.00715421303656598,0,0,22,0.0174880763116057,2,0.00158982511923688
"UPPSALA VÄSTERTORG",202211,2022-03-14,1160,51,0.0439655172413793,4,0.00344827586206897,4,0.00344827586206897,9,0.00775862068965517,5,0.00431034482758621,0,0,0,0,2,0.00172413793103448,18,0.0155172413793103,8,0.00689655172413793,1,0.000862068965517241,0,0,47,0.0405172413793103,23,0.0198275862068966,4,0.00344827586206897,0,0,0,0,0,0,5,0.00431034482758621,4,0.00344827586206897,0,0,5,0.00431034482758621,0,0,0,0,0,0,0,0,2,0.00172413793103448,6,0.00517241379310345,12,0.0103448275862069,4,0.00344827586206897,4,0.00344827586206897,1,0.000862068965517241,0,0,47,0.0405172413793103,10,0.00862068965517241,0,0,10,0.00862068965517241,4,0.00344827586206897
"UPPSALA VÄSTERTORG",202210,2022-03-13,994,72,0.0724346076458753,8,0.00804828973843058,8,0.00804828973843058,9,0.00905432595573441,11,0.0110663983903421,0,0,6,0.00603621730382294,2,0.00201207243460765,19,0.0191146881287726,6,0.00603621730382294,2,0.00201207243460765,1,0.00100603621730382,64,0.0643863179074447,28,0.028169014084507,8,0.00804828973843058,0,0,0,0,0,0,5,0.00503018108651911,4,0.00402414486921529,0,0,11,0.0110663983903421,0,0,0,0,0,0,6,0.00603621730382294,2,0.00201207243460765,8,0.00804828973843058,11,0.0110663983903421,3,0.00301810865191147,3,0.00301810865191147,2,0.00201207243460765,1,0.00100603621730382,64,0.0643863179074447,17,0.017102615694165,0,0,16,0.0160965794768612,3,0.00301810865191147
"UPPSALA VÄSTERTORG",202210,2022-03-12,1143,54,0.047244094488189,5,0.00437445319335083,5,0.00437445319335083,4,0.00349956255468067,6,0.005249343832021,0,0,5,0.00437445319335083,1,0.000874890638670166,10,0.00874890638670166,16,0.0139982502187227,2,0.00174978127734033,0,0,49,0.0428696412948381,17,0.0148731408573928,5,0.00437445319335083,0,0,0,0,0,0,2,0.00174978127734033,2,0.00174978127734033,0,0,6,0.005249343832021,0,0,0,0,0,0,5,0.00437445319335083,1,0.000874890638670166,3,0.0026246719160105,7,0.00612423447069116,14,0.0122484689413823,2,0.00174978127734033,2,0.00174978127734033,0,0,49,0.0428696412948381,8,0.00699912510936133,0,0,22,0.0192475940507437,2,0.00174978127734033
"UPPSALA VÄSTERTORG",202210,2022-03-11,1274,65,0.0510204081632653,9,0.00706436420722135,9,0.00706436420722135,12,0.00941915227629513,7,0.00549450549450549,0,0,8,0.00627943485086342,0,0,7,0.00549450549450549,10,0.00784929356357928,1,0.000784929356357928,2,0.00156985871271586,56,0.043956043956044,21,0.0164835164835165,9,0.00706436420722135,0,0,0,0,0,0,6,0.00470957613814757,6,0.00470957613814757,0,0,7,0.00549450549450549,0,0,0,0,0,0,8,0.00627943485086342,0,0,6,0.00470957613814757,1,0.000784929356357928,8,0.00627943485086342,2,0.00156985871271586,1,0.000784929356357928,2,0.00156985871271586,56,0.043956043956044,17,0.0133437990580848,0,0,16,0.0125588697017268,2,0.00156985871271586
"UPPSALA VÄSTERTORG",202210,2022-03-10,1074,41,0.0381750465549348,3,0.00279329608938547,3,0.00279329608938547,1,0.000931098696461825,0,0,0,0,12,0.0111731843575419,0,0,12,0.0111731843575419,3,0.00279329608938547,2,0.00186219739292365,5,0.00465549348230913,38,0.0353817504655493,21,0.0195530726256983,3,0.00279329608938547,0,0,0,0,0,0,0,0,1,0.000931098696461825,0,0,0,0,0,0,0,0,0,0,12,0.0111731843575419,0,0,4,0.0037243947858473,8,0.0074487895716946,3,0.00279329608938547,0,0,2,0.00186219739292365,5,0.00465549348230913,38,0.0353817504655493,12,0.0111731843575419,0,0,5,0.00465549348230913,0,0
"UPPSALA VÄSTERTORG",202210,2022-03-09,1188,61,0.0513468013468013,5,0.00420875420875421,5,0.00420875420875421,5,0.00420875420875421,6,0.00505050505050505,0,0,15,0.0126262626262626,3,0.00252525252525253,9,0.00757575757575758,7,0.00589225589225589,5,0.00420875420875421,1,0.000841750841750842,56,0.0471380471380471,29,0.0244107744107744,5,0.00420875420875421,0,0,0,0,0,0,3,0.00252525252525253,2,0.00168350168350168,0,0,6,0.00505050505050505,0,0,0,0,0,0,15,0.0126262626262626,3,0.00252525252525253,3,0.00252525252525253,6,0.00505050505050505,5,0.00420875420875421,2,0.00168350168350168,5,0.00420875420875421,1,0.000841750841750842,56,0.0471380471380471,9,0.00757575757575758,0,0,16,0.0134680134680135,2,0.00168350168350168
"UPPSALA VÄSTERTORG",202210,2022-03-08,1213,61,0.0502885408079143,0,0,0,0,5,0.00412201154163232,6,0.00494641384995878,0,0,15,0.0123660346248969,2,0.00164880461665293,24,0.0197856553998351,0,0,8,0.00659521846661171,1,0.000824402308326463,61,0.0502885408079143,45,0.0370981038746908,0,0,0,0,0,0,0,0,5,0.00412201154163232,0,0,0,0,6,0.00494641384995878,0,0,0,0,0,0,15,0.0123660346248969,2,0.00164880461665293,1,0.000824402308326463,23,0.0189612530915087,0,0,0,0,8,0.00659521846661171,1,0.000824402308326463,61,0.0502885408079143,2,0.00164880461665293,0,0,14,0.0115416323165705,0,0
"UPPSALA VÄSTERTORG",202210,2022-03-07,1184,74,0.0625,4,0.00337837837837838,4,0.00337837837837838,5,0.00422297297297297,6,0.00506756756756757,0,0,11,0.00929054054054054,1,0.000844594594594595,31,0.0261824324324324,5,0.00422297297297297,5,0.00422297297297297,2,0.00168918918918919,70,0.0591216216216216,41,0.0346283783783784,4,0.00337837837837838,0,0,0,0,0,0,5,0.00422297297297297,0,0,0,0,6,0.00506756756756757,0,0,0,0,0,0,11,0.00929054054054054,1,0.000844594594594595,7,0.00591216216216216,24,0.0202702702702703,0,0,5,0.00422297297297297,5,0.00422297297297297,2,0.00168918918918919,70,0.0591216216216216,13,0.0109797297297297,0,0,11,0.00929054054054054,5,0.00422297297297297
"UPPSALA VÄSTERTORG",202209,2022-03-06,1041,146,0.140249759846302,28,0.0268972142170989,28,0.0268972142170989,8,0.00768491834774256,4,0.00384245917387128,0,0,0,0,1,0.000960614793467819,57,0.0547550432276657,8,0.00768491834774256,6,0.00576368876080692,6,0.00576368876080692,118,0.113352545629203,61,0.058597502401537,28,0.0268972142170989,0,0,0,0,0,0,5,0.0048030739673391,3,0.00288184438040346,0,0,4,0.00384245917387128,0,0,0,0,0,0,0,0,1,0.000960614793467819,5,0.0048030739673391,52,0.0499519692603266,5,0.0048030739673391,3,0.00288184438040346,6,0.00576368876080692,6,0.00576368876080692,118,0.113352545629203,39,0.037463976945245,0,0,15,0.0144092219020173,3,0.00288184438040346
"UPPSALA VÄSTERTORG",202209,2022-03-05,1081,134,0.123959296947271,35,0.032377428307123,35,0.032377428307123,4,0.00370027752081406,5,0.00462534690101758,0,0,0,0,1,0.000925069380203515,44,0.0407030527289547,3,0.00277520814061055,7,0.00647548566142461,0,0,99,0.091581868640148,41,0.0379278445883441,35,0.032377428307123,0,0,0,0,0,0,3,0.00277520814061055,1,0.000925069380203515,0,0,5,0.00462534690101758,0,0,0,0,0,0,0,0,1,0.000925069380203515,8,0.00740055504162812,36,0.0333024976873266,2,0.00185013876040703,1,0.000925069380203515,7,0.00647548566142461,0,0,99,0.091581868640148,43,0.0397779833487512,0,0,14,0.0129509713228492,1,0.000925069380203515
"UPPSALA VÄSTERTORG",202209,2022-03-04,1305,135,0.103448275862069,17,0.0130268199233716,17,0.0130268199233716,10,0.00766283524904215,5,0.00383141762452107,0,0,0,0,0,0,71,0.0544061302681992,13,0.00996168582375479,2,0.00153256704980843,0,0,118,0.0904214559386973,76,0.0582375478927203,17,0.0130268199233716,0,0,0,0,0,0,6,0.00459770114942529,4,0.00306513409961686,0,0,5,0.00383141762452107,0,0,0,0,0,0,0,0,0,0,5,0.00383141762452107,66,0.0505747126436782,11,0.00842911877394636,2,0.00153256704980843,2,0.00153256704980843,0,0,118,0.0904214559386973,22,0.0168582375478927,0,0,18,0.0137931034482759,2,0.00153256704980843
"UPPSALA VÄSTERTORG",202209,2022-03-03,1210,132,0.109090909090909,20,0.0165289256198347,20,0.0165289256198347,7,0.00578512396694215,3,0.00247933884297521,0,0,0,0,0,0,71,0.0586776859504132,5,0.00413223140495868,4,0.00330578512396694,2,0.00165289256198347,112,0.0925619834710744,71,0.0586776859504132,20,0.0165289256198347,0,0,0,0,0,0,3,0.00247933884297521,4,0.00330578512396694,0,0,3,0.00247933884297521,0,0,0,0,0,0,0,0,0,0,7,0.00578512396694215,64,0.0528925619834711,3,0.00247933884297521,2,0.00165289256198347,4,0.00330578512396694,2,0.00165289256198347,112,0.0925619834710744,29,0.0239669421487603,0,0,10,0.00826446280991736,2,0.00165289256198347
"UPPSALA VÄSTERTORG",202209,2022-03-02,1226,173,0.141109298531811,42,0.034257748776509,42,0.034257748776509,6,0.00489396411092985,4,0.0032626427406199,0,0,0,0,1,0.000815660685154976,62,0.0505709624796085,5,0.00407830342577488,10,0.00815660685154975,1,0.000815660685154976,131,0.106851549755302,62,0.0505709624796085,42,0.034257748776509,0,0,0,0,0,0,2,0.00163132137030995,4,0.0032626427406199,0,0,4,0.0032626427406199,0,0,0,0,0,0,0,0,1,0.000815660685154976,7,0.00570962479608483,55,0.0448613376835237,5,0.00407830342577488,0,0,10,0.00815660685154975,1,0.000815660685154976,131,0.106851549755302,50,0.0407830342577488,0,0,19,0.0154975530179445,0,0
"UPPSALA VÄSTERTORG",202209,2022-03-01,1272,183,0.143867924528302,35,0.0275157232704403,35,0.0275157232704403,4,0.00314465408805031,5,0.00393081761006289,0,0,0,0,3,0.00235849056603774,89,0.0699685534591195,6,0.00471698113207547,4,0.00314465408805031,2,0.00157232704402516,148,0.116352201257862,95,0.074685534591195,35,0.0275157232704403,0,0,0,0,0,0,3,0.00235849056603774,1,0.000786163522012579,0,0,5,0.00393081761006289,0,0,0,0,0,0,0,0,3,0.00235849056603774,1,0.000786163522012579,88,0.0691823899371069,6,0.00471698113207547,0,0,4,0.00314465408805031,2,0.00157232704402516,148,0.116352201257862,38,0.029874213836478,0,0,15,0.0117924528301887,0,0
"UPPSALA VÄSTERTORG",202209,2022-02-28,1173,182,0.155157715260017,33,0.0281329923273657,33,0.0281329923273657,10,0.00852514919011083,4,0.00341005967604433,0,0,0,0,0,0,87,0.0741687979539642,4,0.00341005967604433,11,0.00937766410912191,0,0,149,0.127024722932651,92,0.0784313725490196,33,0.0281329923273657,0,0,0,0,0,0,6,0.0051150895140665,4,0.00341005967604433,0,0,4,0.00341005967604433,0,0,0,0,0,0,0,0,0,0,5,0.00426257459505541,82,0.0699062233589088,2,0.00170502983802217,2,0.00170502983802217,11,0.00937766410912191,0,0,149,0.127024722932651,38,0.0323955669224211,0,0,17,0.0144927536231884,2,0.00170502983802217
"UPPSALA VÄSTERTORG",202208,2022-02-27,1109,63,0.0568079350766456,2,0.0018034265103697,2,0.0018034265103697,15,0.0135256988277728,7,0.00631199278629396,0,0,0,0,0,0,22,0.0198376916140667,7,0.00631199278629396,7,0.00631199278629396,1,0.000901713255184851,61,0.0550045085662759,31,0.0279531109107304,2,0.0018034265103697,0,0,0,0,0,0,8,0.00721370604147881,7,0.00631199278629396,0,0,7,0.00631199278629396,0,0,0,0,0,0,0,0,0,0,6,0.00541027953110911,16,0.0144274120829576,3,0.00270513976555455,4,0.0036068530207394,7,0.00631199278629396,1,0.000901713255184851,61,0.0550045085662759,9,0.00811541929666366,0,0,17,0.0153291253381425,4,0.0036068530207394
"UPPSALA VÄSTERTORG",202208,2022-02-26,1007,55,0.054617676266137,4,0.00397219463753724,4,0.00397219463753724,17,0.0168818272095333,3,0.00297914597815293,0,0,0,0,0,0,13,0.012909632571996,11,0.0109235352532274,0,0,3,0.00297914597815293,51,0.0506454816285998,24,0.0238331678252234,4,0.00397219463753724,0,0,0,0,0,0,4,0.00397219463753724,13,0.012909632571996,0,0,3,0.00297914597815293,0,0,0,0,0,0,0,0,0,0,6,0.00595829195630586,7,0.00695134061569017,7,0.00695134061569017,4,0.00397219463753724,0,0,3,0.00297914597815293,51,0.0506454816285998,13,0.012909632571996,0,0,10,0.0099304865938431,4,0.00397219463753724
"UPPSALA VÄSTERTORG",202208,2022-02-25,1127,58,0.0514640638864241,2,0.00177462289263532,2,0.00177462289263532,15,0.0133096716947649,6,0.00532386867790594,0,0,0,0,1,0.000887311446317658,13,0.0115350488021295,16,0.0141969831410825,2,0.00177462289263532,1,0.000887311446317658,56,0.0496894409937888,24,0.0212954747116238,2,0.00177462289263532,0,0,0,0,0,0,7,0.0062111801242236,8,0.00709849157054126,0,0,6,0.00532386867790594,0,0,0,0,0,0,0,0,1,0.000887311446317658,5,0.00443655723158829,8,0.00709849157054126,11,0.00976042590949423,5,0.00443655723158829,2,0.00177462289263532,1,0.000887311446317658,56,0.0496894409937888,8,0.00709849157054126,0,0,19,0.0168589174800355,5,0.00443655723158829
"UPPSALA VÄSTERTORG",202208,2022-02-24,1007,49,0.0486593843098312,2,0.00198609731876862,2,0.00198609731876862,6,0.00595829195630586,4,0.00397219463753724,0,0,0,0,0,0,11,0.0109235352532274,15,0.0148957298907646,4,0.00397219463753724,5,0.00496524329692155,47,0.0466732869910626,13,0.012909632571996,2,0.00198609731876862,0,0,0,0,0,0,2,0.00198609731876862,4,0.00397219463753724,0,0,4,0.00397219463753724,0,0,0,0,0,0,0,0,0,0,4,0.00397219463753724,7,0.00695134061569017,11,0.0109235352532274,4,0.00397219463753724,4,0.00397219463753724,5,0.00496524329692155,47,0.0466732869910626,11,0.0109235352532274,0,0,19,0.0188679245283019,4,0.00397219463753724
"UPPSALA VÄSTERTORG",202208,2022-02-23,1057,25,0.0236518448438978,0,0,0,0,6,0.00567644276253548,0,0,0,0,0,0,0,0,8,0.0075685903500473,5,0.00473036896877956,5,0.00473036896877956,1,0.000946073793755913,25,0.0236518448438978,13,0.0122989593188269,0,0,0,0,0,0,0,0,3,0.00283822138126774,3,0.00283822138126774,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.000946073793755913,7,0.00662251655629139,4,0.00378429517502365,1,0.000946073793755913,5,0.00473036896877956,1,0.000946073793755913,25,0.0236518448438978,2,0.00189214758751183,0,0,9,0.00851466414380322,1,0.000946073793755913
"UPPSALA VÄSTERTORG",202208,2022-02-22,1113,36,0.032345013477089,2,0.00179694519317161,2,0.00179694519317161,12,0.0107816711590297,7,0.00628930817610063,0,0,0,0,0,0,6,0.00539083557951483,4,0.00359389038634322,2,0.00179694519317161,1,0.000898472596585804,34,0.0305480682839173,15,0.0134770889487871,2,0.00179694519317161,0,0,0,0,0,0,6,0.00539083557951483,6,0.00539083557951483,0,0,7,0.00628930817610063,0,0,0,0,0,0,0,0,0,0,3,0.00269541778975741,3,0.00269541778975741,3,0.00269541778975741,1,0.000898472596585804,2,0.00179694519317161,1,0.000898472596585804,34,0.0305480682839173,6,0.00539083557951483,0,0,12,0.0107816711590297,1,0.000898472596585804
"UPPSALA VÄSTERTORG",202208,2022-02-21,872,21,0.0240825688073395,1,0.00114678899082569,1,0.00114678899082569,4,0.00458715596330275,0,0,0,0,0,0,2,0.00229357798165138,10,0.0114678899082569,1,0.00114678899082569,2,0.00229357798165138,0,0,20,0.0229357798165138,15,0.0172018348623853,1,0.00114678899082569,0,0,0,0,0,0,4,0.00458715596330275,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00229357798165138,1,0.00114678899082569,9,0.0103211009174312,0,0,1,0.00114678899082569,2,0.00229357798165138,0,0,20,0.0229357798165138,2,0.00229357798165138,0,0,2,0.00229357798165138,1,0.00114678899082569
"UPPSALA VÄSTERTORG",202207,2022-02-20,1015,36,0.0354679802955665,0,0,0,0,16,0.0157635467980296,0,0,0,0,0,0,0,0,12,0.0118226600985222,5,0.00492610837438424,3,0.00295566502463054,0,0,36,0.0354679802955665,25,0.0246305418719212,0,0,0,0,0,0,0,0,11,0.0108374384236453,5,0.00492610837438424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00295566502463054,9,0.00886699507389163,5,0.00492610837438424,0,0,3,0.00295566502463054,0,0,36,0.0354679802955665,3,0.00295566502463054,0,0,8,0.00788177339901478,0,0
"UPPSALA VÄSTERTORG",202207,2022-02-19,1098,48,0.0437158469945355,1,0.000910746812386157,1,0.000910746812386157,4,0.00364298724954463,0,0,0,0,0,0,3,0.00273224043715847,19,0.017304189435337,15,0.0136612021857923,4,0.00364298724954463,1,0.000910746812386157,47,0.0428051001821494,17,0.0154826958105647,1,0.000910746812386157,0,0,0,0,0,0,1,0.000910746812386157,3,0.00273224043715847,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00273224043715847,9,0.00819672131147541,10,0.00910746812386157,13,0.01183970856102,2,0.00182149362477231,4,0.00364298724954463,1,0.000910746812386157,47,0.0428051001821494,11,0.0100182149362477,0,0,17,0.0154826958105647,2,0.00182149362477231
