"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Ordinariepris_test_(endast_produkt_ej_pris)","kampanj_convrate_Ordinariepris_test_(endast_produkt_ej_pris)","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_Veckans_klipp","skylttyp_convrate_Veckans_klipp","skylttyp_count_Alltid_bra_pris","skylttyp_convrate_Alltid_bra_pris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"STOCKHOLM SKARPNÄCK",202230,2022-07-26,1029,163.348,0.158744412050535,14,0.0136054421768707,11,0.010689990281827,1,0.000971817298347911,10,0.00971817298347911,0,0,1.656,0.00160932944606414,8,0.00777453838678328,35,0.0340136054421769,3,0.00291545189504373,12,0.0116618075801749,67.692,0.0657842565597668,158.348,0.153885325558795,84.692,0.0823051506316813,5,0.00485908649173955,3,0.00291545189504373,6,0.00583090379008746,6,0.00583090379008746,1,0.000971817298347911,10,0.00971817298347911,0,0,0,0,0.098,9.52380952380952e-05,0,0,1.558,0.00151409135082604,19,0.0184645286686103,8,0.00777453838678328,16,0.0155490767735666,7,0.00680272108843537,8,0.00777453838678328,54,0.0524781341107872,13.692,0.0133061224489796,152.348,0.148054421768708,27,0.0262390670553936,6,0.00583090379008746,0,0,25,0.0242954324586978,9.656,0.00938386783284743
"STOCKHOLM SKARPNÄCK",202230,2022-07-25,1120,209.967,0.187470535714286,12,0.0107142857142857,7,0.00625,0,0,22,0.0196428571428571,0,0,0.81,0.000723214285714286,15,0.0133928571428571,45,0.0401785714285714,12,0.0107142857142857,26,0.0232142857142857,70.157,0.0626401785714286,208.967,0.186577678571429,86.157,0.0769258928571429,1,0.000892857142857143,5,0.00446428571428571,6,0.00535714285714286,6,0.00535714285714286,0,0,22,0.0196428571428571,0,0,0,0,0.07,6.25e-05,0,0,0.74,0.000660714285714286,35,0.03125,9,0.00803571428571428,16,0.0142857142857143,21,0.01875,17,0.0151785714285714,58,0.0517857142857143,12.157,0.0108544642857143,202.967,0.181220535714286,41,0.0366071428571429,6,0.00535714285714286,0,0,60,0.0535714285714286,9.81,0.00875892857142857
"STOCKHOLM SKARPNÄCK",202229,2022-07-24,1064,182.538,0.171558270676692,18,0.0169172932330827,15,0.0140977443609023,0,0,7,0.00657894736842105,0,0,0.632,0.000593984962406015,15,0.0140977443609023,30,0.0281954887218045,10,0.0093984962406015,26,0.0244360902255639,60.906,0.0572424812030075,181.538,0.170618421052632,68.906,0.0647612781954887,1,0.00093984962406015,3,0.00281954887218045,14,0.0131578947368421,14,0.0131578947368421,0,0,7,0.00657894736842105,0,0,0,0,0.632,0.000593984962406015,0,0,0,0,27,0.0253759398496241,10,0.0093984962406015,8,0.0075187969924812,12,0.0112781954887218,24,0.0225563909774436,48,0.0451127819548872,12.906,0.0121296992481203,167.538,0.157460526315789,31,0.0291353383458647,14,0.0131578947368421,0,0,43,0.0404135338345865,10.632,0.00999248120300752
"STOCKHOLM SKARPNÄCK",202229,2022-07-23,1050,218.567,0.208159047619048,8,0.00761904761904762,6,0.00571428571428571,3,0.00285714285714286,6,0.00571428571428571,0,0,0.47,0.000447619047619048,12,0.0114285714285714,42,0.04,20,0.019047619047619,23,0.0219047619047619,98.097,0.0934257142857143,216.567,0.206254285714286,120.097,0.114378095238095,2,0.0019047619047619,2,0.0019047619047619,4,0.00380952380952381,4,0.00380952380952381,3,0.00285714285714286,6,0.00571428571428571,0,0,0,0,0.27,0.000257142857142857,0,0,0.2,0.00019047619047619,24,0.0228571428571429,11,0.0104761904761905,19,0.0180952380952381,24,0.0228571428571429,19,0.0180952380952381,66,0.0628571428571429,32.097,0.0305685714285714,212.567,0.202444761904762,28,0.0266666666666667,4,0.00380952380952381,0,0,49,0.0466666666666667,11.47,0.0109238095238095
"STOCKHOLM SKARPNÄCK",202229,2022-07-22,1131,262.763,0.232328028293546,17,0.0150309460654288,16,0.0141467727674624,6,0.00530503978779841,9,0.00795755968169761,0,0,0.764,0.000675508399646331,7,0.00618921308576481,61,0.0539345711759505,8,0.00707338638373121,11,0.00972590627763042,126.999,0.112289124668435,261.763,0.231443854995579,145.999,0.129088417329797,1,0.000884173297966401,1,0.000884173297966401,15,0.013262599469496,15,0.013262599469496,6,0.00530503978779841,9,0.00795755968169761,0,0,0,0,0.36,0.000318302387267905,0,0,0.404,0.000357206012378426,50,0.0442086648983201,5,0.00442086648983201,13,0.0114942528735632,11,0.00972590627763042,8,0.00707338638373121,101,0.0893015030946065,25.999,0.0229876215738285,246.763,0.218181255526083,52,0.0459770114942529,15,0.013262599469496,0,0,28,0.0247568523430592,5.764,0.00509637488947834
"STOCKHOLM SKARPNÄCK",202229,2022-07-21,1139,173.622,0.152433713784021,16,0.0140474100087796,15,0.0131694468832309,2,0.00175592625109745,22,0.019315188762072,0,0,0.596,0.000523266022827041,8,0.00702370500438982,39,0.0342405618964004,7,0.00614574187884109,14,0.0122914837576822,50.026,0.0439209833187006,170.622,0.149799824407375,67.026,0.058846356453029,3,0.00263388937664618,1,0.000877963125548727,12,0.0105355575065847,12,0.0105355575065847,2,0.00175592625109745,22,0.019315188762072,0,0,0,0,0,0,0,0,0.596,0.000523266022827041,26,0.0228270412642669,6,0.00526777875329236,15,0.0131694468832309,13,0.0114135206321334,8,0.00702370500438982,42,0.0368744512730465,8.026,0.00704653204565408,158.622,0.13926426690079,30,0.0263388937664618,12,0.0105355575065847,0,0,43,0.0377524143985953,6.596,0.0057910447761194
"STOCKHOLM SKARPNÄCK",202229,2022-07-20,1214,192.995,0.158974464579901,12,0.00988467874794069,12,0.00988467874794069,5,0.00411861614497529,24,0.0197693574958814,0,0,0.428,0.000352553542009885,14,0.0115321252059308,34,0.028006589785832,7,0.0057660626029654,32,0.0263591433278418,52.567,0.0433006589785832,187.995,0.154855848434926,80.567,0.0663649093904448,5,0.00411861614497529,0,0,7,0.0057660626029654,7,0.0057660626029654,5,0.00411861614497529,24,0.0197693574958814,0,0,0.072,5.93080724876441e-05,0.156,0.000128500823723229,0,0,0.2,0.000164744645799012,11,0.00906095551894563,14,0.0115321252059308,23,0.0189456342668863,17,0.014003294892916,22,0.0181219110378913,46,0.0378912685337726,6.567,0.00540939044481054,180.995,0.14908978583196,16,0.0131795716639209,7,0.0057660626029654,0,0,63,0.0518945634266886,14.428,0.0118846787479407
"STOCKHOLM SKARPNÄCK",202229,2022-07-19,1119,204.616,0.182856121537087,23,0.0205540661304736,21,0.0187667560321716,2,0.00178731009830206,20,0.0178731009830206,2,0.00178731009830206,0.568,0.000507596067917784,12,0.0107238605898123,34,0.0303842716711349,6,0.00536193029490617,37,0.033065236818588,47.048,0.0420446827524576,202.616,0.181068811438785,65.048,0.058130473637176,2,0.00178731009830206,2,0.00178731009830206,19,0.0169794459338695,19,0.0169794459338695,2,0.00178731009830206,20,0.0178731009830206,2,0.00178731009830206,0.1,8.93655049151028e-05,0.396,0.000353887399463807,0,0,0.072,6.4343163538874e-05,23,0.0205540661304736,9,0.00804289544235925,14,0.0125111706881144,21,0.0187667560321716,22,0.0196604110813226,35,0.031277926720286,12.048,0.0107667560321716,183.616,0.164089365504915,27,0.0241286863270777,19,0.0169794459338695,0,0,63,0.0563002680965147,9.568,0.00855049151027703
"STOCKHOLM SKARPNÄCK",202229,2022-07-18,1068,205.768,0.192666666666667,10,0.00936329588014981,10,0.00936329588014981,0,0,30,0.0280898876404494,1,0.000936329588014981,0.848,0.000794007490636704,10,0.00936329588014981,36,0.0337078651685393,9,0.00842696629213483,41,0.0383895131086142,57.92,0.0542322097378277,202.768,0.189857677902622,72.92,0.0682771535580524,3,0.00280898876404494,0,0,7,0.00655430711610487,7,0.00655430711610487,0,0,30,0.0280898876404494,1,0.000936329588014981,0.252,0.000235955056179775,0.496,0.000464419475655431,0,0,0.1,9.36329588014981e-05,24,0.0224719101123595,8,0.00749063670411985,14,0.0131086142322097,17,0.0159176029962547,33,0.0308988764044944,47,0.0440074906367041,10.92,0.0102247191011236,195.768,0.183303370786517,27,0.0252808988764045,7,0.00655430711610487,0,0,80,0.0749063670411985,8.848,0.00828464419475656
"STOCKHOLM SKARPNÄCK",202228,2022-07-17,1096,169.218,0.15439598540146,7,0.00638686131386861,7,0.00638686131386861,5,0.00456204379562044,28,0.0255474452554745,1,0.000912408759124088,1.336,0.00121897810218978,22,0.0200729927007299,21,0.0191605839416058,10,0.00912408759124088,17,0.0155109489051095,49.882,0.0455127737226277,168.218,0.153483576642336,64.882,0.0591989051094891,1,0.000912408759124088,0,0,6,0.00547445255474453,6,0.00547445255474453,5,0.00456204379562044,28,0.0255474452554745,1,0.000912408759124088,0.404,0.000368613138686131,0.626,0.000571167883211679,0,0,0.306,0.000279197080291971,16,0.0145985401459854,18,0.0164233576642336,9,0.00821167883211679,10,0.00912408759124088,17,0.0155109489051095,39,0.0355839416058394,10.882,0.00992883211678832,162.218,0.148009124087591,17,0.0155109489051095,6,0.00547445255474453,0,0,55,0.0501824817518248,19.336,0.0176423357664234
"STOCKHOLM SKARPNÄCK",202228,2022-07-16,1081,199.616,0.184658649398705,5,0.00462534690101758,3,0.00277520814061055,2,0.00185013876040703,11,0.0101757631822387,0,0,1.994,0.00184458834412581,12,0.0111008325624422,40,0.0370027752081406,10,0.00925069380203515,18,0.0166512488436633,96.622,0.089382053654024,199.616,0.184658649398705,114.622,0.106033302497687,0,0,2,0.00185013876040703,3,0.00277520814061055,3,0.00277520814061055,2,0.00185013876040703,11,0.0101757631822387,0,0,1.424,0.00131729879740981,0.57,0.000527289546716004,0,0,0,0,27,0.0249768732654949,9,0.00832562442183164,16,0.0148011100832562,11,0.0101757631822387,17,0.0157261794634598,65,0.0601295097132285,31.622,0.0292525439407956,196.616,0.181883441258094,29,0.0268270120259019,3,0.00277520814061055,0,0,39,0.0360777058279371,10.994,0.0101702127659574
"STOCKHOLM SKARPNÄCK",202228,2022-07-15,1106,267.712,0.24205424954792,7,0.00632911392405063,6,0.0054249547920434,2,0.00180831826401447,28,0.0253164556962025,0,0,0.848,0.000766726943942134,15,0.0135623869801085,57,0.0515370705244123,9,0.0081374321880651,13,0.011754068716094,129.864,0.117417721518987,263.712,0.238437613019891,144.864,0.130980108499096,4,0.00361663652802893,1,0.000904159132007233,2,0.00180831826401447,2,0.00180831826401447,2,0.00180831826401447,28,0.0253164556962025,0,0,0,0,0.474,0.000428571428571429,0,0,0.374,0.000338155515370705,47,0.04249547920434,12,0.0108499095840868,13,0.011754068716094,9,0.0081374321880651,13,0.011754068716094,113,0.102169981916817,16.864,0.01524773960217,261.712,0.236629294755877,52,0.0470162748643761,2,0.00180831826401447,0,0,50,0.0452079566003617,12.848,0.0116166365280289
"STOCKHOLM SKARPNÄCK",202228,2022-07-14,1044,203.984,0.195386973180077,16,0.0153256704980843,16,0.0153256704980843,5,0.00478927203065134,17,0.0162835249042146,0,0,0.624,0.000597701149425287,15,0.014367816091954,37,0.0354406130268199,3,0.0028735632183908,28,0.0268199233716475,66.36,0.0635632183908046,197.984,0.189639846743295,83.36,0.0798467432950192,6,0.00574712643678161,0,0,10,0.00957854406130268,10,0.00957854406130268,5,0.00478927203065134,17,0.0162835249042146,0,0,0.314,0.000300766283524904,0.112,0.00010727969348659,0,0,0.198,0.000189655172413793,28,0.0268199233716475,12,0.0114942528735632,12,0.0114942528735632,4,0.00383141762452107,27,0.0258620689655172,54,0.0517241379310345,12.36,0.0118390804597701,187.984,0.180061302681992,34,0.0325670498084291,10,0.00957854406130268,0,0,48,0.0459770114942529,12.624,0.0120919540229885
"STOCKHOLM SKARPNÄCK",202228,2022-07-13,1107,205.811,0.185917795844625,11,0.00993676603432701,9,0.00813008130081301,3,0.002710027100271,16,0.014453477868112,1,0.000903342366757001,1.252,0.00113098464317977,5,0.004516711833785,71,0.0641373080397471,6,0.00542005420054201,20,0.01806684733514,62.559,0.0565121951219512,203.811,0.184111111111111,76.559,0.0691589882565492,2,0.001806684733514,2,0.001806684733514,7,0.00632339656729901,7,0.00632339656729901,3,0.002710027100271,16,0.014453477868112,1,0.000903342366757001,0.606,0.000547425474254743,0.646,0.000583559168925023,0,0,0,0,64,0.0578139114724481,2,0.001806684733514,10,0.00903342366757001,7,0.00632339656729901,19,0.017163504968383,51,0.046070460704607,11.559,0.0104417344173442,196.811,0.177787714543812,68,0.0614272809394761,7,0.00632339656729901,0,0,42,0.037940379403794,3.252,0.00293766937669377
"STOCKHOLM SKARPNÄCK",202228,2022-07-12,1180,209.302,0.177374576271186,13,0.0110169491525424,12,0.0101694915254237,4,0.00338983050847458,22,0.0186440677966102,0,0,1.693,0.00143474576271186,18,0.0152542372881356,69,0.0584745762711864,4,0.00338983050847458,13,0.0110169491525424,52.609,0.0445838983050847,203.302,0.172289830508475,63.609,0.0539059322033898,6,0.00508474576271186,1,0.000847457627118644,6,0.00508474576271186,6,0.00508474576271186,4,0.00338983050847458,22,0.0186440677966102,0,0,1.261,0.00106864406779661,0.432,0.000366101694915254,0,0,0,0,65,0.0550847457627119,15,0.0127118644067797,7,0.00593220338983051,2,0.00169491525423729,15,0.0127118644067797,45,0.038135593220339,7.609,0.00644830508474576,197.302,0.167205084745763,72,0.0610169491525424,6,0.00508474576271186,0,0,39,0.0330508474576271,16.693,0.0141466101694915
"STOCKHOLM SKARPNÄCK",202228,2022-07-11,1087,165.142,0.151924563017479,8,0.00735970561177553,8,0.00735970561177553,0,0,8,0.00735970561177553,0,0,0.632,0.000581416743330267,13,0.0119595216191352,56,0.0515179392824287,7,0.00643974241030359,21,0.0193192272309108,43.51,0.0400275988960442,163.142,0.150084636614535,48.51,0.0446274149034039,2,0.00183992640294388,0,0,6,0.00551977920883165,6,0.00551977920883165,0,0,8,0.00735970561177553,0,0,0.324,0.000298068077276909,0.206,0.00018951241950322,0,0,0.102,9.3836246550138e-05,56,0.0515179392824287,8,0.00735970561177553,5,0.00459981600735971,3,0.00275988960441582,25,0.0229990800367985,36,0.0331186752529899,7.51,0.00690892364305428,157.142,0.144564857405704,58,0.0533578656853726,6,0.00551977920883165,0,0,36,0.0331186752529899,8.632,0.0079411223551058
"STOCKHOLM SKARPNÄCK",202227,2022-07-10,1154,251.307,0.217770363951473,10,0.00866551126516464,10,0.00866551126516464,1,0.000866551126516464,17,0.0147313691507799,0,0,0.832,0.000720970537261698,19,0.0164644714038128,84,0.072790294627383,27,0.0233968804159445,31,0.0268630849220104,51.475,0.044605719237435,250.307,0.216903812824957,65.475,0.0567374350086655,1,0.000866551126516464,0,0,9,0.00779896013864818,9,0.00779896013864818,1,0.000866551126516464,17,0.0147313691507799,0,0,0.438,0.000379549393414211,0.278,0.000240901213171577,0,0,0.116,0.00010051993067591,77,0.0667244367417678,13,0.011265164644714,13,0.011265164644714,27,0.0233968804159445,31,0.0268630849220104,38,0.0329289428076256,13.475,0.0116767764298094,241.307,0.209104852686308,78,0.0675909878682842,9,0.00779896013864818,0,0,75,0.0649913344887348,13.832,0.0119861351819757
"STOCKHOLM SKARPNÄCK",202227,2022-07-09,1148,315.212,0.274574912891986,17,0.014808362369338,14,0.0121951219512195,5,0.00435540069686411,12,0.0104529616724739,0,0,5.49,0.00478222996515679,8,0.00696864111498258,76,0.0662020905923345,30,0.0261324041811847,22,0.0191637630662021,125.722,0.10951393728223,313.212,0.27283275261324,143.722,0.125193379790941,2,0.00174216027874564,3,0.00261324041811847,12,0.0104529616724739,12,0.0104529616724739,5,0.00435540069686411,12,0.0104529616724739,0,0,4.004,0.00348780487804878,1.086,0.000945993031358885,0,0,0.4,0.000348432055749129,66,0.0574912891986063,5,0.00435540069686411,13,0.0113240418118467,34,0.029616724738676,18,0.0156794425087108,83,0.0722996515679443,42.722,0.0372142857142857,301.212,0.262379790940767,71,0.0618466898954704,12,0.0104529616724739,0,0,64,0.0557491289198606,10.49,0.00913763066202091
"STOCKHOLM SKARPNÄCK",202227,2022-07-08,1186,310.995,0.262221753794266,19,0.0160202360876897,18,0.015177065767285,1,0.000843170320404722,30,0.0252951096121417,0,0,1.876,0.00158178752107926,4,0.00337268128161889,72,0.06070826306914,26,0.0219224283305228,14,0.0118043844856661,125.119,0.105496627318718,305.995,0.258005902192243,133.119,0.112241989881956,5,0.00421585160202361,1,0.000843170320404722,13,0.0109612141652614,13,0.0109612141652614,1,0.000843170320404722,30,0.0252951096121417,0,0,1.17,0.000986509274873524,0.266,0.000224283305227656,0,0,0.44,0.000370994940978078,68,0.0573355817875211,1,0.000843170320404722,7,0.00590219224283305,29,0.0244519392917369,11,0.00927487352445194,108,0.0910623946037099,17.119,0.0144342327150084,292.995,0.247044688026981,74,0.0623946037099494,13,0.0109612141652614,0,0,70,0.0590219224283305,2.876,0.00242495784148398
"STOCKHOLM SKARPNÄCK",202227,2022-07-07,1022,222.759,0.217963796477495,13,0.012720156555773,11,0.0107632093933464,5,0.00489236790606654,13,0.012720156555773,0,0,1.282,0.00125440313111546,13,0.012720156555773,68,0.0665362035225049,21,0.0205479452054795,25,0.0244618395303327,52.477,0.0513473581213307,219.759,0.215028375733855,79.477,0.07776614481409,3,0.00293542074363992,2,0.00195694716242661,8,0.00782778864970646,8,0.00782778864970646,5,0.00489236790606654,13,0.012720156555773,0,0,0.614,0.000600782778864971,0.668,0.000653620352250489,0,0,0,0,48,0.0469667318982387,11,0.0107632093933464,22,0.0215264187866928,22,0.0215264187866928,24,0.0234833659491194,37,0.0362035225048924,15.477,0.0151438356164384,211.759,0.207200587084149,53,0.0518590998043053,8,0.00782778864970646,0,0,59,0.0577299412915851,12.282,0.0120176125244618
"STOCKHOLM SKARPNÄCK",202227,2022-07-06,1185,261.86,0.220978902953587,17,0.0143459915611814,17,0.0143459915611814,3,0.00253164556962025,23,0.0194092827004219,0,0,4.841,0.00408523206751055,12,0.010126582278481,93,0.0784810126582278,33,0.0278481012658228,19,0.0160337552742616,40.019,0.0337713080168776,256.86,0.216759493670886,55.019,0.0464295358649789,5,0.00421940928270042,0,0,12,0.010126582278481,12,0.010126582278481,3,0.00253164556962025,23,0.0194092827004219,0,0,4.149,0.00350126582278481,0.442,0.000372995780590717,0,0,0.25,0.000210970464135021,81,0.0683544303797468,12,0.010126582278481,12,0.010126582278481,35,0.029535864978903,17,0.0143459915611814,31,0.0261603375527426,9.019,0.00761097046413502,244.86,0.206632911392405,86,0.0725738396624473,12,0.010126582278481,0,0,75,0.0632911392405063,16.841,0.0142118143459916
"STOCKHOLM SKARPNÄCK",202227,2022-07-05,1210,198.535,0.164078512396694,14,0.0115702479338843,12,0.00991735537190083,0,0,9,0.00743801652892562,0,0,1.516,0.00125289256198347,17,0.0140495867768595,67,0.0553719008264463,29,0.0239669421487603,16,0.0132231404958678,33.019,0.0272884297520661,195.535,0.161599173553719,46.019,0.0380322314049587,3,0.00247933884297521,2,0.00165289256198347,9,0.00743801652892562,9,0.00743801652892562,0,0,9,0.00743801652892562,0,0,1.082,0.000894214876033058,0.104,8.59504132231405e-05,0,0,0.33,0.000272727272727273,56,0.0462809917355372,15,0.012396694214876,13,0.0107438016528926,33,0.0272727272727273,12,0.00991735537190083,24,0.0198347107438017,9.019,0.00745371900826446,186.535,0.154161157024793,61,0.0504132231404959,9,0.00743801652892562,0,0,54,0.0446280991735537,16.516,0.0136495867768595
"STOCKHOLM SKARPNÄCK",202227,2022-07-04,1176,252.408,0.214632653061224,8,0.00680272108843537,5,0.00425170068027211,3,0.00255102040816327,38,0.032312925170068,0,0,0.904,0.000768707482993197,15,0.0127551020408163,61,0.0518707482993197,46,0.0391156462585034,30,0.0255102040816327,45.504,0.0386938775510204,250.408,0.212931972789116,63.504,0.054,2,0.00170068027210884,3,0.00255102040816327,3,0.00255102040816327,3,0.00255102040816327,3,0.00255102040816327,38,0.032312925170068,0,0,0.586,0.000498299319727891,0.206,0.000175170068027211,0,0,0.112,9.52380952380952e-05,49,0.0416666666666667,12,0.0102040816326531,15,0.0127551020408163,50,0.0425170068027211,26,0.022108843537415,33,0.0280612244897959,12.504,0.0106326530612245,247.408,0.210380952380952,54,0.0459183673469388,3,0.00255102040816327,0,0,114,0.0969387755102041,12.904,0.0109727891156463
"STOCKHOLM SKARPNÄCK",202226,2022-07-03,1293,321.867,0.248930394431555,39,0.0301624129930394,39,0.0301624129930394,9,0.00696055684454756,54,0.0417633410672854,0,0,1.46,0.0011291569992266,22,0.017014694508894,65,0.0502706883217324,3,0.00232018561484919,47,0.0363495746326373,42.407,0.0327973704563032,317.867,0.245836813611756,59.407,0.0459450889404486,4,0.00309358081979892,0,0,35,0.0270688321732405,35,0.0270688321732405,9,0.00696055684454756,54,0.0417633410672854,0,0,0.658,0.000508894044856922,0.324,0.000250580046403712,0,0,0.478,0.000369682907965971,70,0.0541376643464811,9,0.00696055684454756,8,0.00618716163959783,5,0.00386697602474865,45,0.0348027842227378,28,0.0216550657385924,14.407,0.0111423047177108,282.867,0.218767981438515,74,0.05723124516628,35,0.0270688321732405,0,0,104,0.0804331013147719,10.46,0.00808971384377417
"STOCKHOLM SKARPNÄCK",202226,2022-07-02,1332,377.481,0.283394144144144,40,0.03003003003003,38,0.0285285285285285,0,0,27,0.0202702702702703,0,0,1.874,0.00140690690690691,18,0.0135135135135135,92,0.0690690690690691,15,0.0112612612612613,30,0.0225225225225225,115.607,0.086792042042042,375.481,0.281892642642643,135.607,0.101807057057057,2,0.0015015015015015,2,0.0015015015015015,36,0.027027027027027,36,0.027027027027027,0,0,27,0.0202702702702703,0,0,1.24,0.000930930930930931,0.414,0.000310810810810811,0,0,0.22,0.000165165165165165,83,0.0623123123123123,7,0.00525525525525526,20,0.015015015015015,15,0.0112612612612613,30,0.0225225225225225,69,0.0518018018018018,46.607,0.0349902402402402,339.481,0.254865615615616,87,0.0653153153153153,36,0.027027027027027,0,0,72,0.0540540540540541,8.874,0.00666216216216216
"STOCKHOLM SKARPNÄCK",202226,2022-07-01,1328,347.369,0.261573042168675,33,0.0248493975903614,29,0.0218373493975904,0,0,26,0.019578313253012,0,0,1.404,0.00105722891566265,25,0.0188253012048193,73,0.0549698795180723,16,0.0120481927710843,35,0.026355421686747,108.965,0.0820519578313253,339.369,0.255548945783133,117.965,0.0888290662650602,8,0.00602409638554217,4,0.00301204819277108,21,0.0158132530120482,21,0.0158132530120482,0,0,26,0.019578313253012,0,0,0.908,0.000683734939759036,0.1,7.53012048192771e-05,0,0,0.396,0.000298192771084337,77,0.0579819277108434,12,0.00903614457831325,9,0.00677710843373494,21,0.0158132530120482,30,0.0225903614457831,86,0.0647590361445783,22.965,0.017292921686747,318.369,0.239735692771084,89,0.0670180722891566,21,0.0158132530120482,0,0,77,0.0579819277108434,13.404,0.0100933734939759
"STOCKHOLM SKARPNÄCK",202226,2022-06-30,1245,264.089,0.212119678714859,43,0.0345381526104418,42,0.0337349397590361,2,0.00160642570281125,40,0.0321285140562249,0,0,0.292,0.000234538152610442,13,0.0104417670682731,38,0.0305220883534137,8,0.00642570281124498,36,0.0289156626506024,41.797,0.0335718875502008,257.089,0.20649718875502,61.797,0.0496361445783133,7,0.00562248995983936,1,0.000803212851405623,35,0.0281124497991968,35,0.0281124497991968,2,0.00160642570281125,40,0.0321285140562249,0,0,0,0,0.178,0.000142971887550201,0,0,0.114,9.1566265060241e-05,24,0.0192771084337349,9,0.0072289156626506,18,0.0144578313253012,8,0.00642570281124498,36,0.0289156626506024,32,0.0257028112449799,9.797,0.00786907630522088,222.089,0.178384738955823,32,0.0257028112449799,35,0.0281124497991968,0,0,84,0.0674698795180723,9.292,0.00746345381526104
"STOCKHOLM SKARPNÄCK",202226,2022-06-29,1253,221.146,0.176493216280926,14,0.0111731843575419,11,0.00877893056664006,3,0.00239425379090184,32,0.0255387071029529,0,0,0.31,0.000247406225059856,26,0.0207501995211492,38,0.0303272146847566,8,0.00638467677573823,48,0.0383080606544294,40.836,0.0325905826017558,216.146,0.172502793296089,59.836,0.0477541899441341,5,0.00399042298483639,3,0.00239425379090184,6,0.00478850758180367,6,0.00478850758180367,3,0.00239425379090184,32,0.0255387071029529,0,0,0,0,0.31,0.000247406225059856,0,0,0,0,36,0.028731045490822,12,0.00957701516360734,16,0.0127693535514765,8,0.00638467677573823,48,0.0383080606544294,31,0.0247406225059856,9.836,0.00784996009577015,210.146,0.167714285714286,44,0.0351157222665603,6,0.00478850758180367,0,0,88,0.0702314445331205,12.31,0.0098244213886672
"STOCKHOLM SKARPNÄCK",202226,2022-06-28,1369,228.571,0.166962016070124,24,0.0175310445580716,23,0.0168005843681519,1,0.000730460189919649,45,0.0328707085463842,0,0,0.472,0.000344777209642074,28,0.0204528853177502,27,0.0197224251278305,12,0.00876552227903579,36,0.0262965668371074,32.099,0.0234470416362308,220.571,0.161118334550767,41.099,0.0300211833455077,8,0.0058436815193572,1,0.000730460189919649,15,0.0109569028487947,15,0.0109569028487947,1,0.000730460189919649,45,0.0328707085463842,0,0,0,0,0.168,0.000122717311906501,0,0,0.304,0.000222059897735573,29,0.0211833455076698,18,0.0131482834185537,8,0.0058436815193572,12,0.00876552227903579,36,0.0262965668371074,26,0.0189919649379109,6.099,0.00445507669831994,205.571,0.150161431701972,38,0.0277574872169467,15,0.0109569028487947,0,0,93,0.0679327976625274,18.472,0.0134930606281958
