"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_ABP","kampanj_convrate_ABP","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris"
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-18,810,45,0.0555555555555556,13,0.0160493827160494,22,0.0271604938271605,1,0.00123456790123457,6,0.00740740740740741,3,0.0037037037037037,45,0.0555555555555556,13,0.0160493827160494,13,0.0160493827160494,22,0.0271604938271605,1,0.00123456790123457,6,0.00740740740740741,3,0.0037037037037037,45,0.0555555555555556,6,0.00740740740740741,25,0.0308641975308642,1,0.00123456790123457
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-17,780,41,0.0525641025641026,7,0.00897435897435897,22,0.0282051282051282,1,0.00128205128205128,7,0.00897435897435897,4,0.00512820512820513,41,0.0525641025641026,7,0.00897435897435897,7,0.00897435897435897,22,0.0282051282051282,1,0.00128205128205128,7,0.00897435897435897,4,0.00512820512820513,41,0.0525641025641026,7,0.00897435897435897,26,0.0333333333333333,1,0.00128205128205128
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-16,795,31,0.0389937106918239,5,0.00628930817610063,21,0.0264150943396226,0,0,5,0.00628930817610063,0,0,31,0.0389937106918239,5,0.00628930817610063,5,0.00628930817610063,21,0.0264150943396226,0,0,5,0.00628930817610063,0,0,31,0.0389937106918239,5,0.00628930817610063,21,0.0264150943396226,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-15,870,23,0.0264367816091954,5,0.00574712643678161,13,0.0149425287356322,3,0.00344827586206897,0,0,2,0.00229885057471264,23,0.0264367816091954,5,0.00574712643678161,5,0.00574712643678161,13,0.0149425287356322,3,0.00344827586206897,0,0,2,0.00229885057471264,23,0.0264367816091954,0,0,15,0.0172413793103448,3,0.00344827586206897
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-14,781,51,0.0653008962868118,13,0.0166453265044814,27,0.0345710627400768,2,0.00256081946222791,7,0.0089628681177977,2,0.00256081946222791,51,0.0653008962868118,13,0.0166453265044814,13,0.0166453265044814,27,0.0345710627400768,2,0.00256081946222791,7,0.0089628681177977,2,0.00256081946222791,51,0.0653008962868118,7,0.0089628681177977,29,0.0371318822023047,2,0.00256081946222791
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-13,811,22,0.0271270036991369,6,0.00739827373612824,14,0.0172626387176326,0,0,0,0,2,0.00246609124537608,22,0.0271270036991369,6,0.00739827373612824,6,0.00739827373612824,14,0.0172626387176326,0,0,0,0,2,0.00246609124537608,22,0.0271270036991369,0,0,16,0.0197287299630086,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-12,834,45,0.0539568345323741,10,0.0119904076738609,29,0.0347721822541966,4,0.00479616306954436,2,0.00239808153477218,0,0,45,0.0539568345323741,10,0.0119904076738609,10,0.0119904076738609,29,0.0347721822541966,4,0.00479616306954436,2,0.00239808153477218,0,0,45,0.0539568345323741,2,0.00239808153477218,29,0.0347721822541966,4,0.00479616306954436
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-11,781,33,0.0422535211267606,11,0.0140845070422535,13,0.0166453265044814,3,0.00384122919334187,4,0.00512163892445583,2,0.00256081946222791,33,0.0422535211267606,11,0.0140845070422535,11,0.0140845070422535,13,0.0166453265044814,3,0.00384122919334187,4,0.00512163892445583,2,0.00256081946222791,33,0.0422535211267606,4,0.00512163892445583,15,0.0192061459667093,3,0.00384122919334187
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-10,798,41,0.0513784461152882,10,0.012531328320802,27,0.0338345864661654,1,0.0012531328320802,3,0.0037593984962406,0,0,41,0.0513784461152882,10,0.012531328320802,10,0.012531328320802,27,0.0338345864661654,1,0.0012531328320802,3,0.0037593984962406,0,0,41,0.0513784461152882,3,0.0037593984962406,27,0.0338345864661654,1,0.0012531328320802
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-09,901,32,0.0355160932297447,9,0.00998890122086571,12,0.0133185349611543,4,0.00443951165371809,3,0.00332963374028857,4,0.00443951165371809,32,0.0355160932297447,9,0.00998890122086571,9,0.00998890122086571,12,0.0133185349611543,4,0.00443951165371809,3,0.00332963374028857,4,0.00443951165371809,32,0.0355160932297447,3,0.00332963374028857,16,0.0177580466148724,4,0.00443951165371809
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-08,821,22,0.0267965895249695,8,0.0097442143727162,11,0.0133982947624848,0,0,0,0,3,0.00365408038976857,22,0.0267965895249695,8,0.0097442143727162,8,0.0097442143727162,11,0.0133982947624848,0,0,0,0,3,0.00365408038976857,22,0.0267965895249695,0,0,14,0.0170523751522534,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-07,811,35,0.0431565967940814,15,0.0184956843403206,9,0.0110974106041924,2,0.00246609124537608,9,0.0110974106041924,0,0,35,0.0431565967940814,15,0.0184956843403206,15,0.0184956843403206,9,0.0110974106041924,2,0.00246609124537608,9,0.0110974106041924,0,0,35,0.0431565967940814,9,0.0110974106041924,9,0.0110974106041924,2,0.00246609124537608
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-06,766,42,0.0548302872062663,11,0.0143603133159269,20,0.0261096605744125,4,0.00522193211488251,7,0.00913838120104439,0,0,42,0.0548302872062663,11,0.0143603133159269,11,0.0143603133159269,20,0.0261096605744125,4,0.00522193211488251,7,0.00913838120104439,0,0,42,0.0548302872062663,7,0.00913838120104439,20,0.0261096605744125,4,0.00522193211488251
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-05,737,29,0.039348710990502,14,0.0189959294436906,4,0.00542740841248304,1,0.00135685210312076,7,0.00949796472184532,3,0.00407055630936228,29,0.039348710990502,14,0.0189959294436906,14,0.0189959294436906,4,0.00542740841248304,1,0.00135685210312076,7,0.00949796472184532,3,0.00407055630936228,29,0.039348710990502,7,0.00949796472184532,7,0.00949796472184532,1,0.00135685210312076
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,2022-07-04,801,22,0.0274656679151061,7,0.00873907615480649,14,0.017478152309613,1,0.00124843945068664,0,0,0,0,22,0.0274656679151061,7,0.00873907615480649,7,0.00873907615480649,14,0.017478152309613,1,0.00124843945068664,0,0,0,0,22,0.0274656679151061,0,0,14,0.017478152309613,1,0.00124843945068664
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-07-03,806,33,0.0409429280397022,11,0.0136476426799007,12,0.0148883374689826,3,0.00372208436724566,5,0.00620347394540943,2,0.00248138957816377,33,0.0409429280397022,11,0.0136476426799007,11,0.0136476426799007,12,0.0148883374689826,3,0.00372208436724566,5,0.00620347394540943,2,0.00248138957816377,33,0.0409429280397022,5,0.00620347394540943,14,0.0173697270471464,3,0.00372208436724566
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-07-02,790,13,0.0164556962025316,0,0,11,0.0139240506329114,2,0.00253164556962025,0,0,0,0,13,0.0164556962025316,0,0,0,0,11,0.0139240506329114,2,0.00253164556962025,0,0,0,0,13,0.0164556962025316,0,0,11,0.0139240506329114,2,0.00253164556962025
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-07-01,863,35,0.0405561993047509,5,0.00579374275782155,28,0.0324449594438007,1,0.00115874855156431,1,0.00115874855156431,0,0,35,0.0405561993047509,5,0.00579374275782155,5,0.00579374275782155,28,0.0324449594438007,1,0.00115874855156431,1,0.00115874855156431,0,0,35,0.0405561993047509,1,0.00115874855156431,28,0.0324449594438007,1,0.00115874855156431
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-06-30,748,33,0.0441176470588235,5,0.00668449197860963,18,0.0240641711229947,3,0.00401069518716578,5,0.00668449197860963,2,0.00267379679144385,33,0.0441176470588235,5,0.00668449197860963,5,0.00668449197860963,18,0.0240641711229947,3,0.00401069518716578,5,0.00668449197860963,2,0.00267379679144385,33,0.0441176470588235,5,0.00668449197860963,20,0.0267379679144385,3,0.00401069518716578
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-06-29,769,25,0.0325097529258778,2,0.00260078023407022,21,0.0273081924577373,0,0,2,0.00260078023407022,0,0,25,0.0325097529258778,2,0.00260078023407022,2,0.00260078023407022,21,0.0273081924577373,0,0,2,0.00260078023407022,0,0,25,0.0325097529258778,2,0.00260078023407022,21,0.0273081924577373,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-06-28,659,11,0.0166919575113809,1,0.00151745068285281,9,0.0136570561456753,0,0,1,0.00151745068285281,0,0,11,0.0166919575113809,1,0.00151745068285281,1,0.00151745068285281,9,0.0136570561456753,0,0,1,0.00151745068285281,0,0,11,0.0166919575113809,1,0.00151745068285281,9,0.0136570561456753,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,2022-06-27,730,37,0.0506849315068493,8,0.010958904109589,22,0.0301369863013699,5,0.00684931506849315,0,0,2,0.00273972602739726,37,0.0506849315068493,8,0.010958904109589,8,0.010958904109589,22,0.0301369863013699,5,0.00684931506849315,0,0,2,0.00273972602739726,37,0.0506849315068493,0,0,24,0.0328767123287671,5,0.00684931506849315
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-26,838,37,0.0441527446300716,10,0.0119331742243437,18,0.0214797136038186,2,0.00238663484486874,3,0.0035799522673031,4,0.00477326968973747,37,0.0441527446300716,10,0.0119331742243437,10,0.0119331742243437,18,0.0214797136038186,2,0.00238663484486874,3,0.0035799522673031,4,0.00477326968973747,37,0.0441527446300716,3,0.0035799522673031,22,0.0262529832935561,2,0.00238663484486874
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-25,835,42,0.0502994011976048,13,0.0155688622754491,25,0.029940119760479,2,0.00239520958083832,2,0.00239520958083832,0,0,42,0.0502994011976048,13,0.0155688622754491,13,0.0155688622754491,25,0.029940119760479,2,0.00239520958083832,2,0.00239520958083832,0,0,42,0.0502994011976048,2,0.00239520958083832,25,0.029940119760479,2,0.00239520958083832
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-24,832,31,0.0372596153846154,8,0.00961538461538462,22,0.0264423076923077,1,0.00120192307692308,0,0,0,0,31,0.0372596153846154,8,0.00961538461538462,8,0.00961538461538462,22,0.0264423076923077,1,0.00120192307692308,0,0,0,0,31,0.0372596153846154,0,0,22,0.0264423076923077,1,0.00120192307692308
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-23,981,29,0.0295616717635066,9,0.00917431192660551,16,0.0163098878695209,2,0.00203873598369011,1,0.00101936799184506,1,0.00101936799184506,29,0.0295616717635066,9,0.00917431192660551,9,0.00917431192660551,16,0.0163098878695209,2,0.00203873598369011,1,0.00101936799184506,1,0.00101936799184506,29,0.0295616717635066,1,0.00101936799184506,17,0.017329255861366,2,0.00203873598369011
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-22,801,24,0.0299625468164794,7,0.00873907615480649,15,0.0187265917602996,2,0.00249687890137328,0,0,0,0,24,0.0299625468164794,7,0.00873907615480649,7,0.00873907615480649,15,0.0187265917602996,2,0.00249687890137328,0,0,0,0,24,0.0299625468164794,0,0,15,0.0187265917602996,2,0.00249687890137328
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-21,822,29,0.0352798053527981,8,0.0097323600973236,19,0.0231143552311436,0,0,2,0.0024330900243309,0,0,29,0.0352798053527981,8,0.0097323600973236,8,0.0097323600973236,19,0.0231143552311436,0,0,2,0.0024330900243309,0,0,29,0.0352798053527981,2,0.0024330900243309,19,0.0231143552311436,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,2022-06-20,807,49,0.0607187112763321,12,0.0148698884758364,25,0.0309789343246592,6,0.00743494423791822,4,0.00495662949194548,2,0.00247831474597274,49,0.0607187112763321,12,0.0148698884758364,12,0.0148698884758364,25,0.0309789343246592,6,0.00743494423791822,4,0.00495662949194548,2,0.00247831474597274,49,0.0607187112763321,4,0.00495662949194548,27,0.033457249070632,6,0.00743494423791822
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-19,796,70,0.0879396984924623,25,0.0314070351758794,24,0.0301507537688442,15,0.0188442211055276,6,0.00753768844221105,0,0,70,0.0879396984924623,25,0.0314070351758794,25,0.0314070351758794,24,0.0301507537688442,15,0.0188442211055276,6,0.00753768844221105,0,0,70,0.0879396984924623,6,0.00753768844221105,24,0.0301507537688442,15,0.0188442211055276
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-18,892,70,0.07847533632287,40,0.0448430493273543,23,0.0257847533632287,3,0.00336322869955157,2,0.00224215246636771,2,0.00224215246636771,70,0.07847533632287,40,0.0448430493273543,40,0.0448430493273543,23,0.0257847533632287,3,0.00336322869955157,2,0.00224215246636771,2,0.00224215246636771,70,0.07847533632287,2,0.00224215246636771,25,0.0280269058295964,3,0.00336322869955157
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-17,894,81,0.0906040268456376,55,0.0615212527964206,20,0.0223713646532438,4,0.00447427293064877,2,0.00223713646532438,0,0,81,0.0906040268456376,55,0.0615212527964206,55,0.0615212527964206,20,0.0223713646532438,4,0.00447427293064877,2,0.00223713646532438,0,0,81,0.0906040268456376,2,0.00223713646532438,20,0.0223713646532438,4,0.00447427293064877
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-16,830,60,0.072289156626506,36,0.0433734939759036,17,0.0204819277108434,7,0.00843373493975904,0,0,0,0,60,0.072289156626506,36,0.0433734939759036,36,0.0433734939759036,17,0.0204819277108434,7,0.00843373493975904,0,0,0,0,60,0.072289156626506,0,0,17,0.0204819277108434,7,0.00843373493975904
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-15,826,62,0.0750605326876513,35,0.0423728813559322,21,0.0254237288135593,0,0,4,0.00484261501210654,2,0.00242130750605327,62,0.0750605326876513,35,0.0423728813559322,35,0.0423728813559322,21,0.0254237288135593,0,0,4,0.00484261501210654,2,0.00242130750605327,62,0.0750605326876513,4,0.00484261501210654,23,0.0278450363196126,0,0
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-14,782,42,0.0537084398976982,34,0.0434782608695652,1,0.00127877237851662,2,0.00255754475703325,5,0.00639386189258312,0,0,42,0.0537084398976982,34,0.0434782608695652,34,0.0434782608695652,1,0.00127877237851662,2,0.00255754475703325,5,0.00639386189258312,0,0,42,0.0537084398976982,5,0.00639386189258312,1,0.00127877237851662,2,0.00255754475703325
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,2022-06-13,832,58,0.0697115384615385,40,0.0480769230769231,7,0.00841346153846154,9,0.0108173076923077,1,0.00120192307692308,1,0.00120192307692308,58,0.0697115384615385,40,0.0480769230769231,40,0.0480769230769231,7,0.00841346153846154,9,0.0108173076923077,1,0.00120192307692308,1,0.00120192307692308,58,0.0697115384615385,1,0.00120192307692308,8,0.00961538461538462,9,0.0108173076923077
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-12,820,30,0.0365853658536585,9,0.0109756097560976,15,0.0182926829268293,5,0.00609756097560976,1,0.00121951219512195,0,0,30,0.0365853658536585,9,0.0109756097560976,9,0.0109756097560976,15,0.0182926829268293,5,0.00609756097560976,1,0.00121951219512195,0,0,30,0.0365853658536585,1,0.00121951219512195,15,0.0182926829268293,5,0.00609756097560976
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-11,935,37,0.039572192513369,8,0.00855614973262032,20,0.0213903743315508,6,0.00641711229946524,3,0.00320855614973262,0,0,37,0.039572192513369,8,0.00855614973262032,8,0.00855614973262032,20,0.0213903743315508,6,0.00641711229946524,3,0.00320855614973262,0,0,37,0.039572192513369,3,0.00320855614973262,20,0.0213903743315508,6,0.00641711229946524
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-10,855,24,0.0280701754385965,3,0.00350877192982456,16,0.0187134502923977,5,0.00584795321637427,0,0,0,0,24,0.0280701754385965,3,0.00350877192982456,3,0.00350877192982456,16,0.0187134502923977,5,0.00584795321637427,0,0,0,0,24,0.0280701754385965,0,0,16,0.0187134502923977,5,0.00584795321637427
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-09,849,50,0.0588928150765607,12,0.0141342756183746,29,0.0341578327444052,6,0.00706713780918728,3,0.00353356890459364,0,0,50,0.0588928150765607,12,0.0141342756183746,12,0.0141342756183746,29,0.0341578327444052,6,0.00706713780918728,3,0.00353356890459364,0,0,50,0.0588928150765607,3,0.00353356890459364,29,0.0341578327444052,6,0.00706713780918728
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-08,819,35,0.0427350427350427,7,0.00854700854700855,14,0.0170940170940171,11,0.0134310134310134,1,0.00122100122100122,2,0.00244200244200244,35,0.0427350427350427,7,0.00854700854700855,7,0.00854700854700855,14,0.0170940170940171,11,0.0134310134310134,1,0.00122100122100122,2,0.00244200244200244,35,0.0427350427350427,1,0.00122100122100122,16,0.0195360195360195,11,0.0134310134310134
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-07,777,44,0.0566280566280566,11,0.0141570141570142,17,0.0218790218790219,7,0.00900900900900901,7,0.00900900900900901,2,0.00257400257400257,44,0.0566280566280566,11,0.0141570141570142,11,0.0141570141570142,17,0.0218790218790219,7,0.00900900900900901,7,0.00900900900900901,2,0.00257400257400257,44,0.0566280566280566,7,0.00900900900900901,19,0.0244530244530245,7,0.00900900900900901
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,2022-06-06,818,32,0.039119804400978,16,0.019559902200489,7,0.00855745721271394,1,0.00122249388753056,6,0.00733496332518337,2,0.00244498777506112,32,0.039119804400978,16,0.019559902200489,16,0.019559902200489,7,0.00855745721271394,1,0.00122249388753056,6,0.00733496332518337,2,0.00244498777506112,32,0.039119804400978,6,0.00733496332518337,9,0.0110024449877751,1,0.00122249388753056
"OSKARSTRÖM BLÅKLINTSVÄGEN",202222,2022-06-05,919,28,0.0304678998911861,9,0.00979325353645267,13,0.014145810663765,1,0.00108813928182807,1,0.00108813928182807,4,0.0043525571273123,28,0.0304678998911861,9,0.00979325353645267,9,0.00979325353645267,13,0.014145810663765,1,0.00108813928182807,1,0.00108813928182807,4,0.0043525571273123,28,0.0304678998911861,1,0.00108813928182807,17,0.0184983677910773,1,0.00108813928182807
