"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_OBS_snabbnudlar_Trianglen","kampanj_convrate_OBS_snabbnudlar_Trianglen","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_Veckans_klipp","skylttyp_convrate_Veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie"
"UPPSALA VÄSTERTORG",202224,8162,961.84,0.117843665768194,247.42,0.0303136486155354,96.42,0.0118132810585641,0,0,267,0.0327125704484195,0,0,2,0.000245037980887037,71,0.00869884832148983,37,0.00453320264641019,167,0.0204606714040676,74,0.00906640529282039,865.42,0.10603038470963,172.42,0.0211247243322715,96.42,0.0118132810585641,0,0,151,0.0185003675569713,0,0,0,0,99,0.0121293800539084,168,0.0205831903945112,0,0,0,0,0,0,2,0.000245037980887037,35,0.00428816466552316,36,0.00441068365596667,30,0.00367556971330556,7,0.000857632933104631,151,0.0185003675569713,16,0.0019603038470963,62,0.00759617740749816,12,0.00147022788532222,865.42,0.10603038470963,151,0.0185003675569713,500,0.0612594952217594,0,0,35,0.00428816466552316,7,0.000857632933104631
"UPPSALA VÄSTERTORG",202223,8481,958.81,0.113053885155052,235.405,0.0277567503832095,92.405,0.01089553118736,0,0,238,0.0280627284518335,0,0,3,0.000353731871241599,63,0.00742836929607358,34,0.00400896120740479,199,0.0234642141256927,94,0.0110835986322368,866.405,0.102158353967692,189.405,0.0223328616908383,92.405,0.01089553118736,0,0,143,0.0168612191958495,0,0,0,0,118,0.0139134536021696,120,0.014149274849664,0,0,0,0,0,0,3,0.000353731871241599,22,0.00259403372243839,41,0.00483433557363518,21,0.00247612309869119,13,0.0015328381087136,177,0.0208701804032543,22,0.00259403372243839,70,0.00825374366230397,24,0.00282985496993279,866.405,0.102158353967692,143,0.0168612191958495,499,0.0588374012498526,0,0,22,0.00259403372243839,13,0.0015328381087136
"UPPSALA VÄSTERTORG",202222,8677,944.08,0.108802581537398,230.04,0.0265114670969229,91.04,0.01049210556644,0,0,269,0.0310014982136683,0,0,5,0.000576236026276363,78,0.00898928200991126,41,0.00472513541546617,145,0.0167108447620145,85,0.00979601244669817,853.04,0.0983104759709577,181.04,0.0208643540394145,91.04,0.01049210556644,0,0,139,0.0160193615304829,0,0,0,0,78,0.00898928200991126,191,0.0220122162037571,0,0,0,0,0,0,5,0.000576236026276363,37,0.00426414659444509,41,0.00472513541546617,31,0.00357266336291345,10,0.00115247205255273,116,0.0133686758096116,29,0.0033421689524029,64,0.00737582113633744,21,0.00242019131036072,853.04,0.0983104759709577,139,0.0160193615304829,486,0.0560101417540625,0,0,37,0.00426414659444509,10,0.00115247205255273
"UPPSALA VÄSTERTORG",202221,8337,1039.51,0.124686338011275,339.255,0.0406926952141058,113.255,0.013584622765983,0,0,254,0.0304665946983327,0,0,7,0.000839630562552477,66,0.00791651673263764,34,0.0040782055895406,147,0.017632241813602,79,0.00947583063452081,926.255,0.111101715245292,199.255,0.0239000839630563,113.255,0.013584622765983,0,0,226,0.0271080724481228,0,0,0,0,85,0.0101955139738515,169,0.0202710807244812,0,0,0,0,0,0,7,0.000839630562552477,34,0.0040782055895406,32,0.00383831114309704,25,0.00299868058054456,9,0.00107952500899604,115,0.013793930670505,32,0.00383831114309704,64,0.00767662228619407,15,0.00179920834832674,926.255,0.111101715245292,226,0.0271080724481228,458,0.0549358282355763,0,0,34,0.0040782055895406,9,0.00107952500899604
"UPPSALA VÄSTERTORG",202220,8764,1042.06,0.118902327704245,300.03,0.0342343678685532,118.03,0.0134675947056139,0,0,249,0.0284116841624829,0,0,4,0.000456412596987677,67,0.00764491099954359,72,0.00821542674577818,158,0.0180282975810132,74,0.00844363304427202,924.03,0.105434732998631,196.03,0.0223676403468736,118.03,0.0134675947056139,0,0,182,0.0207667731629393,0,0,0,0,66,0.00753080785029667,183,0.0208808763121862,0,0,0,0,0,0,4,0.000456412596987677,29,0.00330899132816066,38,0.00433591967138293,54,0.00616157005933364,18,0.00205385668644455,133,0.0151757188498403,25,0.00285257873117298,63,0.00718849840255591,11,0.00125513464171611,924.03,0.105434732998631,182,0.0207667731629393,499,0.0569374714742127,0,0,29,0.00330899132816066,18,0.00205385668644455
"UPPSALA VÄSTERTORG",202219,8617,1064.04,0.123481490077753,303.02,0.0351653707786933,131.02,0.0152048276662412,0,0,212,0.0246025298827898,0,0,9,0.00104444702332598,81,0.00940002320993385,51,0.00591853313218057,200,0.0232099338516885,77,0.00893582453290008,933.02,0.108276662411512,217.02,0.0251850992224672,131.02,0.0152048276662412,0,0,172,0.0199605431124521,0,0,0,0,56,0.00649878147847279,156,0.018103748404317,0,0,0,0,0,0,9,0.00104444702332598,41,0.00475803643959615,40,0.0046419867703377,42,0.00487408610885459,9,0.00104444702332598,168,0.0194963444354184,32,0.00371358941627016,63,0.00731112916328188,14,0.0016246953696182,933.02,0.108276662411512,172,0.0199605431124521,494,0.0573285366136706,0,0,41,0.00475803643959615,9,0.00104444702332598
"UPPSALA VÄSTERTORG",202218,8613,1058.76,0.122925809822362,252.38,0.0293022175780796,102.38,0.0118866829211657,4,0.000464414257517706,323,0.0375014512945547,0,0,6,0.000696621386276559,67,0.00777893881342157,59,0.00685011029838616,176,0.0204342273307791,69,0.00801114594218042,956.38,0.111039126901196,181.38,0.0210588645071404,102.38,0.0118866829211657,0,0,150,0.017415534656914,0,0,4,0.000464414257517706,79,0.00917218158597469,244,0.0283292697085801,0,0,0,0,0,0,6,0.000696621386276559,39,0.00452803901079763,28,0.00325089980262394,51,0.00592128178335075,8,0.000928828515035412,147,0.0170672239637757,29,0.00336700336700337,50,0.00580517821897132,19,0.0022059677232091,956.38,0.111039126901196,150,0.017415534656914,578,0.0671078602113085,0,0,39,0.00452803901079763,8,0.000928828515035412
"UPPSALA VÄSTERTORG",202217,8670,1135.887,0.131013494809689,327.827,0.0378116493656286,108.06,0.0124636678200692,106,0.0122260668973472,227,0.0261822376009227,0,0,5,0.000576701268742791,64,0.00738177623990773,53,0.00611303344867359,178,0.0205305651672434,67,0.0077277970011534,1027.827,0.118549826989619,350.827,0.0404644752018454,108.06,0.0124636678200692,64.767,0.00747024221453287,155,0.0178777393310265,0,0,106,0.0122260668973472,70,0.00807381776239908,157,0.0181084198385236,0,0,0,0,0,0,5,0.000576701268742791,44,0.00507497116493656,20,0.00230680507497117,39,0.00449826989619377,14,0.00161476355247982,151,0.0174163783160323,27,0.00311418685121107,59,0.00680507497116494,8,0.000922722029988466,1027.827,0.118549826989619,155,0.0178777393310265,464,0.053517877739331,0,0,44,0.00507497116493656,14,0.00161476355247982
"UPPSALA VÄSTERTORG",202216,8624,948.01,0.109926948051948,238.505,0.0276559601113173,108.505,0.0125817486085343,0,0,201,0.0233070500927644,0,0,5,0.000579777365491651,73,0.00846474953617811,58,0.00672541743970315,212,0.024582560296846,52,0.00602968460111317,839.505,0.0973451994434137,165.505,0.0191912105751391,108.505,0.0125817486085343,0,0,130,0.0150742115027829,0,0,0,0,54,0.00626159554730983,147,0.0170454545454545,0,0,0,0,0,0,5,0.000579777365491651,36,0.00417439703153989,37,0.00429035250463822,40,0.00463821892393321,18,0.00208719851576994,189,0.0219155844155844,23,0.0026669758812616,37,0.00429035250463822,15,0.00173933209647495,839.505,0.0973451994434137,130,0.0150742115027829,490,0.0568181818181818,0,0,36,0.00417439703153989,18,0.00208719851576994
"UPPSALA VÄSTERTORG",202215,7268,798.23,0.109828013208586,188.615,0.0259514309301046,92.615,0.0127428453494772,0,0,199,0.0273802971931756,0,0,6,0.000825536598789213,61,0.00839295542102367,37,0.00509080902586681,152,0.0209135938359934,62,0.0085305448541552,705.615,0.0970851678591084,160.615,0.0220989268024216,92.615,0.0127428453494772,0,0,96,0.0132085855806274,0,0,0,0,87,0.0119702806824436,112,0.015410016510732,0,0,0,0,0,0,6,0.000825536598789213,33,0.00454045129334067,28,0.00385250412768299,22,0.00302696752889378,15,0.00206384149697303,137,0.0188497523390204,15,0.00206384149697303,47,0.00646670335718217,15,0.00206384149697303,705.615,0.0970851678591084,96,0.0132085855806274,401,0.0551733626857457,0,0,33,0.00454045129334067,15,0.00206384149697303
"UPPSALA VÄSTERTORG",202214,7915,1449.71,0.183159823120657,269.355,0.0340309538850284,114.355,0.0144478837650032,0,0,656,0.0828806064434618,0,0,5,0.000631711939355654,67,0.00846493998736576,61,0.00770688566013898,205,0.0259001895135818,72,0.00909665192672142,1335.355,0.168711939355654,191.355,0.0241762476310802,114.355,0.0144478837650032,0,0,155,0.0195830701200253,0,0,0,0,537,0.0678458622867972,119,0.0150347441566646,0,0,0,0,0,0,5,0.000631711939355654,33,0.00416929879974732,34,0.00429564118761845,47,0.00593809222994315,14,0.00176879343019583,166,0.0209728363866077,39,0.0049273531269741,49,0.00619077700568541,23,0.00290587492103601,1335.355,0.168711939355654,155,0.0195830701200253,942,0.119014529374605,0,0,33,0.00416929879974732,14,0.00176879343019583
"UPPSALA VÄSTERTORG",202213,8286,1144.24,0.138093169201062,279.12,0.033685734974656,125.12,0.015100168959691,0,0,351,0.0423606082548878,0,0,0,0,83,0.0100168959691045,42,0.00506879073135409,197,0.0237750422399228,67,0.00808592807144581,1019.12,0.122993000241371,192.12,0.0231860970311369,125.12,0.015100168959691,0,0,154,0.018585566014965,0,0,0,0,145,0.017499396572532,206,0.0248612116823558,0,0,0,0,0,0,0,0,50,0.00603427468018344,33,0.00398262128892107,29,0.0034998793145064,13,0.00156891141684769,164,0.0197924209510017,33,0.00398262128892107,47,0.00567221819937244,20,0.00241370987207338,1019.12,0.122993000241371,154,0.018585566014965,610,0.073618151098238,0,0,50,0.00603427468018344,13,0.00156891141684769
"UPPSALA VÄSTERTORG",202212,8440,828.802,0.0981992890995261,299.222,0.0354528436018957,125.58,0.0148791469194313,0,0,60,0.00710900473933649,0,0,5,0.000592417061611374,67,0.00793838862559242,57,0.00675355450236967,165,0.0195497630331754,50,0.00592417061611374,703.222,0.0833201421800948,213.222,0.0252632701421801,125.58,0.0148791469194313,32.642,0.0038675355450237,141,0.0167061611374408,0,0,0,0,0,0,60,0.00710900473933649,0,0,0,0,0,0,5,0.000592417061611374,28,0.0033175355450237,39,0.00462085308056872,52,0.00616113744075829,5,0.000592417061611374,128,0.0151658767772512,37,0.00438388625592417,43,0.00509478672985782,7,0.000829383886255924,703.222,0.0833201421800948,141,0.0167061611374408,316,0.0374407582938389,0,0,28,0.0033175355450237,5,0.000592417061611374
"UPPSALA VÄSTERTORG",202211,8251,1101.49,0.133497757847534,247.745,0.0300260574475821,100.745,0.0122100351472549,0,0,131,0.0158768634104957,0,0,3,0.000363592291843413,277,0.0335716882802085,59,0.00715064840625379,177,0.0214519452187614,106,0.0128469276451339,1000.745,0.121287722700279,209.745,0.0254205550842322,100.745,0.0122100351472549,0,0,147,0.0178160223003272,0,0,0,0,9,0.00109077687553024,122,0.0147860865349655,0,0,0,0,0,0,3,0.000363592291843413,243,0.0294509756393164,34,0.00412071264089201,47,0.00569627923888014,12,0.00145436916737365,149,0.0180584171615562,28,0.00339352805720519,50,0.00605987153072355,56,0.00678705611441037,1000.745,0.121287722700279,147,0.0178160223003272,389,0.0471458005090292,0,0,243,0.0294509756393164,12,0.00145436916737365
"UPPSALA VÄSTERTORG",202210,8070,863.59,0.10701239157373,268.295,0.0332459727385378,117.295,0.0145346964064436,0,0,192,0.0237918215613383,0,0,1,0.000123915737298637,62,0.00768277571251549,47,0.00582403965303594,118,0.0146220570012392,58,0.00718711276332094,746.295,0.0924776951672862,176.295,0.0218457249070632,117.295,0.0145346964064436,0,0,151,0.0187112763320942,0,0,0,0,19,0.0023543990086741,173,0.0214374225526642,0,0,0,0,0,0,1,0.000123915737298637,31,0.00384138785625774,31,0.00384138785625774,33,0.00408921933085502,14,0.00173482032218092,93,0.0115241635687732,25,0.00309789343246592,58,0.00718711276332094,0,0,746.295,0.0924776951672862,151,0.0187112763320942,374,0.0463444857496902,0,0,31,0.00384138785625774,14,0.00173482032218092
"UPPSALA VÄSTERTORG",202209,8308,771.33,0.0928418391911411,265.165,0.0319168271545498,96.165,0.0115749879634088,0,0,155,0.0186567164179104,0,0,6,0.000722195474241695,67,0.00806451612903226,44,0.00529610014443909,89,0.0107125662012518,49,0.00589792970630717,675.165,0.0812668512277323,151.165,0.0181951131439576,96.165,0.0115749879634088,0,0,169,0.0203418391911411,0,0,0,0,11,0.00132402503610977,144,0.0173326913818007,0,0,0,0,0,0,6,0.000722195474241695,36,0.00433317284545017,31,0.00373134328358209,34,0.00409244102070294,10,0.00120365912373616,45,0.00541646605681271,44,0.00529610014443909,49,0.00589792970630717,0,0,675.165,0.0812668512277323,169,0.0203418391911411,309,0.0371930669234473,0,0,36,0.00433317284545017,10,0.00120365912373616
"UPPSALA VÄSTERTORG",202208,7292,804.23,0.110289358200768,234.615,0.032174300603401,98.615,0.0135237246297312,61,0.00836533187054306,152,0.0208447613823368,0,0,12,0.00164563905650027,69,0.00946242457487658,59,0.00809105869445968,45,0.00617114646187603,73,0.0100109709270433,705.615,0.0967656335710367,244.615,0.0335456664838179,98.615,0.0135237246297312,0,0,136,0.0186505759736698,0,0,61,0.00836533187054306,7,0.000959956116291827,145,0.019884805266045,0,0,0,0,0,0,12,0.00164563905650027,33,0.00452550740537575,36,0.00493691716950082,39,0.00534832693362589,20,0.00274273176083379,23,0.00315414152495886,22,0.00301700493691717,73,0.0100109709270433,0,0,705.615,0.0967656335710367,136,0.0186505759736698,272,0.0373011519473396,0,0,33,0.00452550740537575,20,0.00274273176083379
"UPPSALA VÄSTERTORG",202207,8153,1027.697,0.126051392125598,266.827,0.0327274622838219,95.87,0.0117588617686741,9,0.00110388813933521,302,0.0370415797865816,0,0,9,0.00110388813933521,89,0.0109162271556482,54,0.00662332883601128,153,0.0187660983686986,49,0.00601005764749172,931.827,0.114292530356924,164.827,0.0202167300380228,95.87,0.0117588617686741,1.957,0.000240034343186557,169,0.0207285661719612,0,0,9,0.00110388813933521,16,0.0019624678032626,286,0.035079111983319,0,0,0,0,0,0,9,0.00110388813933521,48,0.00588740340978781,41,0.00502882374586042,44,0.00539678645897216,10,0.00122654237703913,128,0.0156997424261008,25,0.00306635594259782,49,0.00601005764749172,0,0,931.827,0.114292530356924,169,0.0207285661719612,540,0.0662332883601128,0,0,48,0.00588740340978781,10,0.00122654237703913
"UPPSALA VÄSTERTORG",202206,7882,951.57,0.120726972849531,320.46,0.0406571936056838,105.11,0.0133354478558741,0,0,184,0.0233443288505455,0,0,25,0.00317178381121543,61,0.00773915249936564,49,0.00621669626998224,165,0.0209337731540218,42,0.00532859680284192,846.46,0.107391524993656,202.46,0.025686374016747,105.11,0.0133354478558741,30.35,0.00385054554681553,185,0.0234712002029942,0,0,0,0,10,0.00126871352448617,174,0.0220756153260594,0,0,0,0,0,0,25,0.00317178381121543,28,0.00355239786856128,33,0.00418675463080436,30,0.00380614057345851,19,0.00241055569652372,128,0.016239533113423,37,0.00469424004059883,42,0.00532859680284192,0,0,846.46,0.107391524993656,185,0.0234712002029942,412,0.0522709972088302,0,0,28,0.00355239786856128,19,0.00241055569652372
"UPPSALA VÄSTERTORG",202205,7954,1013.62,0.127435252703042,290.31,0.0364986170480261,125.31,0.0157543374402816,0,0,205,0.0257731958762887,0,0,14,0.00176012069399044,64,0.00804626602967061,48,0.00603469952225295,212,0.0266532562232839,55,0.00691475986924818,888.31,0.111680915262761,194.31,0.0244292180035202,125.31,0.0157543374402816,0,0,165,0.0207442796077445,0,0,0,0,124,0.0155896404324868,81,0.0101835554438019,0,0,0,0,0,0,14,0.00176012069399044,34,0.00427457882826251,30,0.0037716872014081,34,0.00427457882826251,14,0.00176012069399044,183,0.0230072919285894,29,0.00364596429469449,55,0.00691475986924818,0,0,888.31,0.111680915262761,165,0.0207442796077445,481,0.0604727181292431,0,0,34,0.00427457882826251,14,0.00176012069399044
"UPPSALA VÄSTERTORG",202204,7721,951.81,0.12327548245046,274.405,0.0355400854811553,116.405,0.0150764149721539,0,0,207,0.026809998704831,0,0,13,0.00168371972542417,75,0.00971376764667789,43,0.00556922678409532,169,0.0218883564305142,54,0.00699391270560808,835.405,0.108199067478306,183.405,0.0237540474031861,116.405,0.0150764149721539,0,0,158,0.0204636705090014,0,0,0,0,49,0.00634632819582956,158,0.0204636705090014,0,0,0,0,0,0,13,0.00168371972542417,41,0.00531019298018391,34,0.00440357466649398,38,0.0049216422743168,5,0.000647584509778526,149,0.0192980183914001,20,0.0025903380391141,54,0.00699391270560808,0,0,835.405,0.108199067478306,158,0.0204636705090014,448,0.0580235720761559,0,0,41,0.00531019298018391,5,0.000647584509778526
"UPPSALA VÄSTERTORG",202203,8031,1280.63,0.159460839247914,472.315,0.0588114805130121,303.315,0.037768023907359,0,0,146,0.0181795542273689,0,0,19,0.00236583239945212,65,0.00809363715602042,50,0.00622587473540032,144,0.0179305192379529,81,0.0100859170713485,977.315,0.121692815340555,403.315,0.0502197733781596,303.315,0.037768023907359,0,0,169,0.0210434566056531,0,0,0,0,0,0,146,0.0181795542273689,0,0,0,0,0,0,19,0.00236583239945212,31,0.0038600423359482,34,0.00423359482007222,38,0.00473166479890425,12,0.00149420993649608,99,0.0123272319760926,45,0.00560328726186029,81,0.0100859170713485,0,0,977.315,0.121692815340555,169,0.0210434566056531,362,0.0450753330842983,0,0,31,0.0038600423359482,12,0.00149420993649608
"UPPSALA VÄSTERTORG",202202,7903,777.36,0.0983626470960395,258.18,0.0326686068581551,109.18,0.0138150069593825,0,0,118,0.0149310388460078,0,0,14,0.00177147918511957,72,0.00911046438061496,26,0.00328988991522207,123,0.0155637099835506,57,0.00721245096798684,668.18,0.084547640136657,180.18,0.0227989371124889,109.18,0.0138150069593825,0,0,149,0.0188535998987726,0,0,0,0,0,0,118,0.0149310388460078,0,0,0,0,0,0,14,0.00177147918511957,32,0.00404909528027331,40,0.00506136910034164,21,0.00265721877767936,5,0.000632671137542705,73,0.0092369986081235,50,0.00632671137542705,57,0.00721245096798684,0,0,668.18,0.084547640136657,149,0.0188535998987726,302,0.0382133367075794,0,0,32,0.00404909528027331,5,0.000632671137542705
"UPPSALA VÄSTERTORG",202201,7243,817.98,0.112933867182107,262.99,0.0363095402457545,127.99,0.0176708546182521,0,0,122,0.0168438492337429,0,0,15,0.00207096506972249,70,0.00966450365870496,71,0.00980256799668646,101,0.0139444981361314,48,0.00662708822311197,689.99,0.0952630125638548,190.99,0.0263689079110866,127.99,0.0176708546182521,0,0,135,0.0186386856275024,0,0,0,0,0,0,122,0.0168438492337429,0,0,0,0,0,0,15,0.00207096506972249,31,0.00427999447742648,39,0.00538450918127848,49,0.00676515256109347,22,0.00303741543559299,60,0.00828386027888996,41,0.00566063785724147,48,0.00662708822311197,0,0,689.99,0.0952630125638548,135,0.0186386856275024,311,0.0429380091122463,0,0,31,0.00427999447742648,22,0.00303741543559299
"OSKARSTRÖM BLÅKLINTSVÄGEN",202239,5455,6465.266,1.1852,5137.726,0.941837946837763,572.54,0.104956920256645,214,0.0392300641613199,66,0.0120989917506874,0,0,33,0.00604949587534372,107,0.0196150320806599,57,0.0104491292392301,178,0.0326306141154904,100,0.0183318056828598,5909.331,1.08328707607699,965.331,0.176962603116407,555.935,0.101912923923006,45.791,0.00839431714023831,4536,0.831530705774519,16.605,0.00304399633363886,214,0.0392300641613199,39,0.00714940421631531,27,0.00494958753437214,0,0,0,0,0,0,33,0.00604949587534372,97,0.017781851512374,10,0.00183318056828598,33,0.00604949587534372,24,0.00439963336388634,156,0.0285976168652612,22,0.00403299725022915,82,0.015032080659945,18,0.00329972502291476,5909.331,1.08328707607699,4536,0.831530705774519,287,0.0526122823098075,0,0,97,0.017781851512374,24,0.00439963336388634
"OSKARSTRÖM BLÅKLINTSVÄGEN",202233,5986,783.327,0.130859839625794,317.732,0.0530791847644504,96.595,0.0161368192449048,29,0.00484463748747076,62,0.0103575008352823,0,0,4,0.000668225860340795,32,0.00534580688272636,51,0.00851987971934514,101,0.0168727029736051,90,0.0150350818576679,686.732,0.114723020380889,292.732,0.0489027731373204,96.595,0.0161368192449048,73.137,0.0122180086869362,148,0.0247243568326094,0,0,29,0.00484463748747076,1,0.000167056465085199,61,0.0101904443701971,0,0,0,0,0,0,4,0.000668225860340795,28,0.00467758102238557,4,0.000668225860340795,40,0.00668225860340795,11,0.00183762111593719,94,0.0157033077180087,7,0.00116939525559639,76,0.0126962913464751,14,0.00233879051119278,686.732,0.114723020380889,148,0.0247243568326094,207,0.0345806882726361,0,0,28,0.00467758102238557,11,0.00183762111593719
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,5809,759.83,0.130802203477363,305.045,0.0525124806334997,96.785,0.0166612153554829,36,0.0061972800826304,27,0.0046479600619728,0,0,8,0.00137717335169564,31,0.00533654673782062,35,0.00602513341366845,96,0.0165260802203477,125,0.0215183336202444,663.045,0.11414098812188,273.045,0.0470037872267172,96.785,0.0166612153554829,7.26,0.0012497848166638,201,0.0346014804613531,0,0,36,0.0061972800826304,2,0.000344293337923911,25,0.00430366672404889,0,0,0,0,0,0,8,0.00137717335169564,29,0.00499225339989671,2,0.000344293337923911,28,0.00482010673093476,7,0.00120502668273369,93,0.0160096402134619,3,0.000516440006885867,63,0.0108452401446032,62,0.0106730934756412,663.045,0.11414098812188,201,0.0346014804613531,153,0.0263384403511792,0,0,29,0.00499225339989671,7,0.00120502668273369
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,5588,1063.145,0.190255010737294,287.825,0.0515076950608447,96.32,0.0172369362920544,96,0.0171796707229778,41,0.00733715103793844,0,0,11,0.00196850393700787,40,0.00715819613457409,52,0.00930565497494631,124,0.0221904080171797,315,0.0563707945597709,966.825,0.17301807444524,531.825,0.0951726914817466,96.32,0.0172369362920544,13.505,0.00241678596993558,178,0.0318539727988547,0,0,96,0.0171796707229778,11,0.00196850393700787,30,0.00536864710093057,0,0,0,0,0,0,11,0.00196850393700787,34,0.00608446671438797,6,0.00107372942018611,34,0.00608446671438797,18,0.00322118826055834,120,0.0214745884037223,4,0.000715819613457409,84,0.0150322118826056,231,0.0413385826771654,966.825,0.17301807444524,178,0.0318539727988547,205,0.0366857551896922,0,0,34,0.00608446671438797,18,0.00322118826055834
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,5499,767.625,0.139593562465903,268.575,0.0488406983087834,79.05,0.0143753409710857,25,0.00454628114202582,77,0.0140025459174395,0,0,1,0.000181851245681033,43,0.00781960356428442,44,0.00800145480996545,109,0.0198217857792326,121,0.022004000727405,688.575,0.125218221494817,249.575,0.0453855246408438,79.05,0.0143753409710857,23.525,0.0042780505546463,166,0.0301873067830515,0,0,25,0.00454628114202582,3,0.000545553737043099,74,0.0134569921803964,0,0,0,0,0,0,1,0.000181851245681033,34,0.00618294235315512,9,0.0016366612111293,31,0.00563738861611202,13,0.00236406619385343,101,0.0183669758137843,8,0.00145480996544826,61,0.011092925986543,60,0.010911074740862,688.575,0.125218221494817,166,0.0301873067830515,226,0.0410983815239134,0,0,34,0.00618294235315512,13,0.00236406619385343
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,5777,1218.223,0.210874675437078,249.133,0.0431249783624719,79.09,0.0136904967976458,20,0.00346200450060585,109,0.0188679245283019,0,0,10,0.00173100225030293,47,0.00813571057642375,515,0.0891466158906007,103,0.0178293231781201,86,0.0148866193526052,1139.133,0.197184178639432,202.133,0.0349892677860481,79.09,0.0136904967976458,7.043,0.00121914488488835,163,0.0282153366799377,0,0,20,0.00346200450060585,7,0.00121170157521205,102,0.0176562229530898,0,0,0,0,0,0,10,0.00173100225030293,38,0.00657780855115112,9,0.00155790202527263,500,0.0865501125151463,15,0.00259650337545439,99,0.017136922277999,4,0.00069240090012117,58,0.010039813051757,28,0.00484680630084819,1139.133,0.197184178639432,163,0.0282153366799377,721,0.124805262246841,0,0,38,0.00657780855115112,15,0.00259650337545439
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,5652,762.413,0.134892604387827,243.203,0.0430295470629866,93.21,0.0164915074309979,72,0.0127388535031847,80,0.0141542816702052,0,0,7,0.00123849964614296,40,0.00707714083510262,29,0.0051309271054494,111,0.0196390658174098,87,0.0153927813163482,669.203,0.118401096956829,261.203,0.0462142604387827,93.21,0.0164915074309979,1.993,0.000352618542108988,148,0.0261854210898797,0,0,72,0.0127388535031847,1,0.000176928520877565,79,0.0139773531493277,0,0,0,0,0,0,7,0.00123849964614296,31,0.00548478414720453,9,0.00159235668789809,13,0.00230007077140835,16,0.00283085633404105,99,0.017515923566879,12,0.00212314225053079,65,0.0115003538570418,22,0.00389242745930644,669.203,0.118401096956829,148,0.0261854210898797,213,0.0376857749469214,0,0,31,0.00548478414720453,16,0.00283085633404105
