"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"STOCKHOLM VÄSTERTORP",202242,2022-10-23,1053,272.862,0.259128205128205,41.804,0.0396999050332384,72,0.0683760683760684,11,0.0104463437796771,38,0.0360873694207028,0,0,0,0,7,0.00664767331433998,38,0.0360873694207028,4,0.00379867046533713,23,0.0218423551756885,38.058,0.0361424501424501,259.862,0.246782526115859,96,0.0911680911680912,13,0.0123456790123457,21.804,0.0207065527065527,7,0.00664767331433998,59,0.0560303893637227,11,0.0104463437796771,26,0.0246913580246914,12,0.0113960113960114,0,0,0,0,0,0,0,0,0,0,7,0.00664767331433998,38,0.0360873694207028,20,0.0189933523266857,7,0.00664767331433998,7.058,0.00670275403608737,31,0.0294396961063628,259.862,0.246782526115859,112.862,0.10718138651472,7,0.00664767331433998,39,0.037037037037037,5,0.00474833808167141
"STOCKHOLM VÄSTERTORP",202242,2022-10-22,1001,237.461,0.237223776223776,38.36,0.0383216783216783,45,0.044955044955045,14,0.013986013986014,43,0.042957042957043,0,0,0,0,15,0.014985014985015,25,0.024975024975025,0,0,14,0.013986013986014,43.101,0.0430579420579421,219.461,0.219241758241758,68,0.0679320679320679,18,0.017982017982018,14.36,0.0143456543456543,6,0.00599400599400599,27,0.026973026973027,14,0.013986013986014,27,0.026973026973027,16,0.015984015984016,0,0,0,0,0,0,0,0,0,0,19,0.018981018981019,21,0.020979020979021,8,0.00799200799200799,6,0.00599400599400599,9.101,0.00909190809190809,34,0.033966033966034,219.461,0.219241758241758,105.461,0.105355644355644,6,0.00599400599400599,30,0.02997002997003,10,0.00999000999000999
"STOCKHOLM VÄSTERTORP",202242,2022-10-21,1006,247.974,0.246495029821074,54.167,0.0538439363817097,45,0.0447316103379722,22,0.0218687872763419,21,0.0208747514910537,2,0.00198807157057654,0,0,5,0.00497017892644135,34,0.0337972166998012,6,0.00596421471172962,10,0.0099403578528827,48.807,0.0485159045725646,232.974,0.231584493041749,74,0.073558648111332,15,0.0149105367793241,10.167,0.0101063618290258,29,0.0288270377733598,30,0.0298210735586481,22,0.0218687872763419,20,0.0198807157057654,1,0.00099403578528827,2,0.00198807157057654,0,0,0,0,0,0,0,0,17,0.0168986083499006,22,0.0218687872763419,5,0.00497017892644135,11,0.010934393638171,8.807,0.0087544731610338,40,0.0397614314115308,232.974,0.231584493041749,109.974,0.109318091451292,29,0.0288270377733598,17,0.0168986083499006,3,0.00298210735586481
"STOCKHOLM VÄSTERTORP",202242,2022-10-20,914,277.767,0.303902625820569,69.7,0.0762582056892779,52,0.0568927789934354,20,0.0218818380743982,25,0.0273522975929978,2,0.00218818380743982,0,0,5,0.00547045951859956,46,0.050328227571116,2,0.00218818380743982,10,0.0109409190371991,46.067,0.0504015317286652,251.767,0.275456236323851,70,0.0765864332603939,26,0.0284463894967177,6.7,0.00733041575492341,37,0.0404814004376368,26,0.0284463894967177,20,0.0218818380743982,22,0.0240700218818381,3,0.00328227571115974,2,0.00218818380743982,0,0,0,0,0,0,0,0,19,0.0207877461706783,32,0.0350109409190372,5,0.00547045951859956,7,0.00765864332603939,7.067,0.00773194748358862,39,0.0426695842450766,251.767,0.275456236323851,127.767,0.139788840262582,37,0.0404814004376368,15,0.0164113785557987,2,0.00218818380743982
"STOCKHOLM VÄSTERTORP",202242,2022-10-19,892,362.418,0.406298206278027,123.446,0.138392376681614,69,0.0773542600896861,16,0.0179372197309417,31,0.0347533632286996,0,0,0,0,7,0.007847533632287,52,0.0582959641255605,3,0.00336322869955157,12,0.0134529147982063,48.972,0.0549013452914798,317.418,0.355849775784753,60,0.0672645739910314,45,0.0504484304932735,17.446,0.0195582959641256,61,0.0683856502242152,24,0.0269058295964126,16,0.0179372197309417,20,0.0224215246636771,11,0.0123318385650224,0,0,0,0,0,0,0,0,0,0,21,0.023542600896861,38,0.0426008968609865,2,0.00224215246636771,13,0.0145739910313901,8.972,0.0100582959641256,40,0.0448430493273543,317.418,0.355849775784753,167.418,0.187688340807175,61,0.0683856502242152,26,0.0291479820627803,3,0.00336322869955157
"STOCKHOLM VÄSTERTORP",202242,2022-10-18,944,421.606,0.446616525423729,132.88,0.140762711864407,101,0.106991525423729,18,0.0190677966101695,37,0.0391949152542373,4,0.00423728813559322,0,0,15,0.0158898305084746,68,0.0720338983050847,7,0.00741525423728814,24,0.0254237288135593,14.726,0.0155995762711864,370.606,0.392591101694915,102,0.108050847457627,51,0.0540254237288136,17.88,0.0189406779661017,64,0.0677966101694915,50,0.0529661016949153,18,0.0190677966101695,30,0.0317796610169492,7,0.00741525423728814,4,0.00423728813559322,0,0,0,0,0,0,0,0,29,0.0307203389830508,54,0.0572033898305085,16,0.0169491525423729,15,0.0158898305084746,3.726,0.00394703389830508,11,0.0116525423728814,370.606,0.392591101694915,163.606,0.173311440677966,64,0.0677966101694915,38,0.0402542372881356,3,0.00317796610169492
"STOCKHOLM VÄSTERTORP",202242,2022-10-17,956,337.075,0.352588912133891,115.889,0.12122280334728,84,0.0878661087866109,9,0.00941422594142259,33,0.0345188284518828,0,0,0,0,1,0.00104602510460251,47,0.049163179916318,2,0.00209205020920502,31,0.0324267782426778,14.186,0.0148389121338912,287.075,0.300287656903766,65,0.0679916317991632,50,0.0523012552301255,10.889,0.0113901673640167,55,0.0575313807531381,34,0.0355648535564854,9,0.00941422594142259,22,0.0230125523012552,11,0.0115062761506276,0,0,0,0,0,0,0,0,0,0,10,0.0104602510460251,38,0.0397489539748954,14,0.0146443514644351,19,0.0198744769874477,5.186,0.00542468619246862,9,0.00941422594142259,287.075,0.300287656903766,122.075,0.127693514644351,55,0.0575313807531381,44,0.0460251046025105,1,0.00104602510460251
"STOCKHOLM VÄSTERTORP",202233,2022-08-21,1066,59.774,0.0560731707317073,7.76,0.00727954971857411,0,0,0,0,17,0.0159474671669794,0,0,0,0,5,0.00469043151969981,1,0.000938086303939962,4,0.00375234521575985,19,0.0178236397748593,6.014,0.00564165103189493,59.774,0.0560731707317073,13,0.0121951219512195,0,0,2.76,0.0025891181988743,5,0.00469043151969981,0,0,0,0,13,0.0121951219512195,4,0.00375234521575985,0,0,0,0,0,0,0,0,0,0,5,0.00469043151969981,1,0.000938086303939962,7,0.00656660412757974,16,0.0150093808630394,4.014,0.00376547842401501,2,0.00187617260787992,59.774,0.0560731707317073,12.774,0.0119831144465291,5,0.00469043151969981,27,0.025328330206379,2,0.00187617260787992
"STOCKHOLM VÄSTERTORP",202233,2022-08-20,937,99.661,0.106361792956243,9.976,0.0106467449306297,0,0,2,0.00213447171824973,21,0.0224119530416222,0,0,0,0,14,0.0149413020277481,13,0.0138740661686233,3,0.0032017075773746,26,0.0277481323372465,10.685,0.0114034151547492,99.661,0.106361792956243,16,0.0170757737459979,0,0,1.976,0.00210885805763074,8,0.00853788687299893,0,0,2,0.00213447171824973,14,0.0149413020277481,7,0.00747065101387407,0,0,0,0,0,0,0,0,0,0,23,0.0245464247598719,4,0.00426894343649947,17,0.0181430096051227,12,0.0128068303094984,5.685,0.00606723585912487,5,0.00533617929562433,99.661,0.106361792956243,26.661,0.0284535752401281,8,0.00853788687299893,36,0.0384204909284952,13,0.0138740661686233
"STOCKHOLM VÄSTERTORP",202233,2022-08-19,1046,63.79,0.0609847036328872,2,0.00191204588910134,0,0,3,0.00286806883365201,12,0.011472275334608,0,0,0,0,5,0.00478011472275335,16,0.0152963671128107,4,0.00382409177820268,15,0.01434034416826,6.79,0.00649139579349904,63.79,0.0609847036328872,12,0.011472275334608,0,0,0,0,2,0.00191204588910134,0,0,3,0.00286806883365201,9,0.00860420650095602,3,0.00286806883365201,0,0,0,0,0,0,0,0,0,0,17,0.0162523900573614,4,0.00382409177820268,6,0.00573613766730402,13,0.0124282982791587,3.79,0.00362332695984704,3,0.00286806883365201,63.79,0.0609847036328872,23.79,0.0227437858508604,2,0.00191204588910134,22,0.0210325047801147,4,0.00382409177820268
"STOCKHOLM VÄSTERTORP",202233,2022-08-18,1017,74.731,0.0734818092428712,3.986,0.00391937069813176,0,0,0,0,17,0.0167158308751229,0,0,0,0,10,0.00983284169124877,17,0.0167158308751229,4,0.00393313667649951,15,0.0147492625368732,7.745,0.00761553588987217,74.731,0.0734818092428712,17,0.0167158308751229,0,0,0.986,0.000969518190757129,3,0.00294985250737463,0,0,0,0,17,0.0167158308751229,0,0,0,0,0,0,0,0,0,0,0,0,24,0.023598820058997,3,0.00294985250737463,3,0.00294985250737463,16,0.015732546705998,4.745,0.00466568338249754,3,0.00294985250737463,74.731,0.0734818092428712,30.731,0.0302173058013766,3,0.00294985250737463,19,0.0186823992133727,5,0.00491642084562439
"STOCKHOLM VÄSTERTORP",202233,2022-08-17,1018,82.031,0.0805805500982318,4.933,0.00484577603143418,0,0,3,0.00294695481335953,20,0.0196463654223969,0,0,0,0,10,0.00982318271119843,16,0.0157170923379175,3,0.00294695481335953,18,0.0176817288801572,7.098,0.00697249508840864,82.031,0.0805805500982318,23,0.0225933202357564,0,0,0.933,0.000916502946954813,4,0.00392927308447937,0,0,3,0.00294695481335953,20,0.0196463654223969,0,0,0,0,0,0,0,0,0,0,0,0,24,0.0235756385068762,2,0.00196463654223969,10,0.00982318271119843,11,0.0108055009823183,3.098,0.00304322200392927,4,0.00392927308447937,82.031,0.0805805500982318,31.031,0.0304823182711198,4,0.00392927308447937,21,0.0206286836935167,3,0.00294695481335953
"STOCKHOLM VÄSTERTORP",202233,2022-08-16,1040,88.698,0.0852865384615385,5,0.00480769230769231,0,0,8,0.00769230769230769,12,0.0115384615384615,0,0,0,0,12,0.0115384615384615,15,0.0144230769230769,13,0.0125,20,0.0192307692307692,3.698,0.00355576923076923,88.698,0.0852865384615385,20,0.0192307692307692,0,0,0,0,5,0.00480769230769231,0,0,8,0.00769230769230769,12,0.0115384615384615,0,0,0,0,0,0,0,0,0,0,0,0,25,0.0240384615384615,2,0.00192307692307692,13,0.0125,20,0.0192307692307692,2.698,0.00259423076923077,1,0.000961538461538462,88.698,0.0852865384615385,28.698,0.0275942307692308,5,0.00480769230769231,33,0.0317307692307692,2,0.00192307692307692
"STOCKHOLM VÄSTERTORP",202233,2022-08-15,1070,61.168,0.0571663551401869,0.868,0.000811214953271028,0,0,4,0.00373831775700935,4,0.00373831775700935,0,0,0,0,6,0.00560747663551402,16,0.0149532710280374,6,0.00560747663551402,18,0.0168224299065421,6.3,0.00588785046728972,61.168,0.0571663551401869,8,0.00747663551401869,0,0,0.868,0.000811214953271028,0,0,0,0,4,0.00373831775700935,4,0.00373831775700935,0,0,0,0,0,0,0,0,0,0,0,0,17,0.0158878504672897,5,0.00467289719626168,9,0.00841121495327103,15,0.014018691588785,6.3,0.00588785046728972,0,0,61.168,0.0571663551401869,24.168,0.0225869158878505,0,0,24,0.0224299065420561,5,0.00467289719626168
"STOCKHOLM VÄSTERTORP",202232,2022-08-14,973,79.4,0.0816032887975334,9.71,0.00997944501541624,0,0,1,0.00102774922918808,17,0.0174717368961973,0,0,0,0,7,0.00719424460431655,3,0.00308324768756423,9,0.0092497430626927,29,0.0298047276464543,3.69,0.00379239465570401,79.4,0.0816032887975334,18,0.0184994861253854,0,0,7.71,0.00792394655704008,2,0.00205549845837616,0,0,1,0.00102774922918808,17,0.0174717368961973,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00719424460431655,3,0.00308324768756423,13,0.013360739979445,25,0.025693730729702,0.69,0.000709146968139774,3,0.00308324768756423,79.4,0.0816032887975334,14.4,0.0147995889003083,2,0.00205549845837616,38,0.039054470709147,7,0.00719424460431655
"STOCKHOLM VÄSTERTORP",202232,2022-08-13,889,66.51,0.074814398200225,9.746,0.010962879640045,0,0,1,0.00112485939257593,16,0.0179977502812148,0,0,0,0,3,0.00337457817772778,0,0,4,0.00449943757030371,28,0.031496062992126,4.764,0.00535883014623172,66.51,0.074814398200225,17,0.0191226096737908,0,0,8.746,0.00983802024746907,1,0.00112485939257593,0,0,1,0.00112485939257593,16,0.0179977502812148,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00337457817772778,0,0,7,0.0078740157480315,25,0.0281214848143982,1.764,0.00198425196850394,3,0.00337457817772778,66.51,0.074814398200225,13.51,0.0151968503937008,1,0.00112485939257593,32,0.0359955005624297,3,0.00337457817772778
"STOCKHOLM VÄSTERTORP",202232,2022-08-12,909,60.362,0.0664048404840484,6.965,0.00766226622662266,0,0,5,0.0055005500550055,19,0.0209020902090209,0,0,0,0,6,0.0066006600660066,0,0,2,0.0022002200220022,18,0.0198019801980198,3.397,0.00373707370737074,60.362,0.0664048404840484,24,0.0264026402640264,0,0,5.965,0.00656215621562156,1,0.0011001100110011,0,0,5,0.0055005500550055,19,0.0209020902090209,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0066006600660066,0,0,10,0.011001100110011,10,0.011001100110011,1.397,0.00153685368536854,2,0.0022002200220022,60.362,0.0664048404840484,12.362,0.0135995599559956,1,0.0011001100110011,20,0.022002200220022,3,0.0033003300330033
"STOCKHOLM VÄSTERTORP",202232,2022-08-11,818,72.449,0.0885684596577017,14.804,0.0180977995110024,0,0,6,0.00733496332518337,15,0.0183374083129584,0,0,0,0,5,0.00611246943765281,2,0.00244498777506112,7,0.00855745721271394,18,0.0220048899755501,4.645,0.00567848410757946,72.449,0.0885684596577017,21,0.0256723716381418,0,0,4.804,0.00587286063569682,10,0.0122249388753056,0,0,6,0.00733496332518337,15,0.0183374083129584,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00611246943765281,2,0.00244498777506112,5,0.00611246943765281,20,0.0244498777506112,0.645,0.000788508557457213,4,0.00488997555012225,72.449,0.0885684596577017,11.449,0.0139963325183374,10,0.0122249388753056,25,0.0305623471882641,5,0.00611246943765281
"STOCKHOLM VÄSTERTORP",202232,2022-08-10,887,55.214,0.0622480270574972,4.794,0.00540473506200677,0,0,5,0.0056369785794814,9,0.0101465614430665,0,0,0,0,2,0.00225479143179256,1,0.00112739571589628,14,0.0157835400225479,17,0.0191657271702368,2.42,0.002728297632469,55.214,0.0622480270574972,14,0.0157835400225479,0,0,2.794,0.00314994363021421,2,0.00225479143179256,0,0,5,0.0056369785794814,9,0.0101465614430665,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00225479143179256,1,0.00112739571589628,6,0.00676437429537768,25,0.028184892897407,0.42,0.000473506200676437,2,0.00225479143179256,55.214,0.0622480270574972,6.214,0.00700563697857948,2,0.00225479143179256,31,0.0349492671927847,2,0.00225479143179256
"STOCKHOLM VÄSTERTORP",202232,2022-08-09,946,40.887,0.0432209302325581,4.497,0.00475369978858351,0,0,1,0.00105708245243129,13,0.0137420718816068,0,0,0,0,1,0.00105708245243129,0,0,4,0.00422832980972516,15,0.0158562367864693,2.39,0.00252642706131078,40.887,0.0432209302325581,11,0.0116279069767442,0,0,4.497,0.00475369978858351,0,0,0,0,1,0.00105708245243129,10,0.0105708245243129,3,0.00317124735729387,0,0,0,0,0,0,0,0,0,0,1,0.00105708245243129,0,0,2,0.00211416490486258,17,0.0179704016913319,1.39,0.00146934460887949,1,0.00105708245243129,40.887,0.0432209302325581,6.887,0.00728012684989429,0,0,22,0.0232558139534884,1,0.00105708245243129
"STOCKHOLM VÄSTERTORP",202232,2022-08-08,961,90.387,0.0940551508844953,9.453,0.0098366285119667,0,0,6,0.00624349635796046,20,0.0208116545265349,0,0,0,0,8,0.00832466181061394,2,0.00208116545265349,4,0.00416233090530697,35,0.036420395421436,5.934,0.00617481789802289,90.387,0.0940551508844953,22,0.0228928199791883,0,0,6.453,0.00671488033298647,3,0.00312174817898023,0,0,6,0.00624349635796046,16,0.0166493236212279,4,0.00416233090530697,0,0,0,0,0,0,0,0,0,0,8,0.00832466181061394,2,0.00208116545265349,16,0.0166493236212279,23,0.0239334027055151,0.934,0.000971904266389178,5,0.00520291363163371,90.387,0.0940551508844953,14.387,0.0149708636836629,3,0.00312174817898023,43,0.0447450572320499,8,0.00832466181061394
"STOCKHOLM VÄSTERTORP",202231,2022-08-07,981,115.105,0.117334352701325,52.761,0.053782874617737,0,0,4,0.00407747196738022,19,0.0193679918450561,0,0,0,0,6,0.00611620795107034,0,0,4,0.00407747196738022,20,0.0203873598369011,9.344,0.0095249745158002,115.105,0.117334352701325,23,0.0234454638124363,0,0,4.761,0.00485321100917431,48,0.0489296636085627,0,0,4,0.00407747196738022,19,0.0193679918450561,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00611620795107034,0,0,11,0.0112130479102956,13,0.0132517838939857,2.344,0.00238939857288481,7,0.00713557594291539,115.105,0.117334352701325,14.105,0.0143781855249745,48,0.0489296636085627,24,0.0244648318042813,6,0.00611620795107034
"STOCKHOLM VÄSTERTORP",202231,2022-08-06,777,67.613,0.087018018018018,31.998,0.0411814671814672,0,0,2,0.00257400257400257,12,0.0154440154440154,0,0,0,0,6,0.00772200772200772,0,0,2,0.00257400257400257,8,0.0102960102960103,5.615,0.00722651222651223,67.613,0.087018018018018,14,0.018018018018018,0,0,0.998,0.00128442728442728,31,0.0398970398970399,0,0,2,0.00257400257400257,12,0.0154440154440154,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00772200772200772,0,0,4,0.00514800514800515,6,0.00772200772200772,1.615,0.00207850707850708,4,0.00514800514800515,67.613,0.087018018018018,7.613,0.0097979407979408,31,0.0398970398970399,10,0.0128700128700129,5,0.00643500643500643
"STOCKHOLM VÄSTERTORP",202231,2022-08-05,787,91.004,0.115634053367217,33,0.0419313850063532,0,0,3,0.00381194409148666,20,0.0254129606099111,0,0,0,0,7,0.00889453621346887,4,0.00508259212198221,2,0.00254129606099111,17,0.0216010165184244,5.004,0.00635832274459975,91.004,0.115634053367217,23,0.0292249047013977,0,0,0,0,33,0.0419313850063532,0,0,3,0.00381194409148666,20,0.0254129606099111,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00889453621346887,4,0.00508259212198221,10,0.0127064803049555,9,0.01143583227446,2.004,0.00254637865311309,3,0.00381194409148666,91.004,0.115634053367217,10.004,0.0127115628970775,33,0.0419313850063532,19,0.0241423125794155,6,0.00762388818297332
"STOCKHOLM VÄSTERTORP",202231,2022-08-04,848,110.17,0.129917452830189,51,0.0601415094339623,0,0,4,0.00471698113207547,18,0.0212264150943396,0,0,0,0,4,0.00471698113207547,1,0.00117924528301887,4,0.00471698113207547,20,0.0235849056603774,8.17,0.00963443396226415,110.17,0.129917452830189,22,0.0259433962264151,0,0,0,0,51,0.0601415094339623,0,0,4,0.00471698113207547,18,0.0212264150943396,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00471698113207547,1,0.00117924528301887,4,0.00471698113207547,20,0.0235849056603774,1.17,0.00137971698113208,7,0.00825471698113208,110.17,0.129917452830189,9.17,0.010813679245283,51,0.0601415094339623,24,0.0283018867924528,4,0.00471698113207547
"STOCKHOLM VÄSTERTORP",202231,2022-08-03,773,56.605,0.0732276843467012,19,0.0245795601552393,0,0,0,0,15,0.019404915912031,3,0.00388098318240621,0,0,1,0.00129366106080207,1,0.00129366106080207,0,0,14,0.018111254851229,3.605,0.00466364812419146,56.605,0.0732276843467012,18,0.0232858990944373,0,0,0,0,19,0.0245795601552393,0,0,0,0,15,0.019404915912031,0,0,3,0.00388098318240621,0,0,0,0,0,0,0,0,1,0.00129366106080207,1,0.00129366106080207,4,0.00517464424320828,10,0.0129366106080207,1.605,0.00207632600258732,2,0.00258732212160414,56.605,0.0732276843467012,4.605,0.00595730918499353,19,0.0245795601552393,14,0.018111254851229,1,0.00129366106080207
"STOCKHOLM VÄSTERTORP",202231,2022-08-02,842,110.32,0.131021377672209,51.761,0.0614738717339667,0,0,1,0.00118764845605701,22,0.0261282660332542,0,0,0,0,4,0.00475059382422803,2,0.00237529691211401,5,0.00593824228028504,22,0.0261282660332542,2.559,0.00303919239904988,110.32,0.131021377672209,23,0.0273159144893112,0,0,1.761,0.00209144893111639,50,0.0593824228028504,0,0,1,0.00118764845605701,22,0.0261282660332542,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00475059382422803,2,0.00237529691211401,15,0.0178147268408551,12,0.0142517814726841,1.559,0.00185154394299287,1,0.00118764845605701,110.32,0.131021377672209,6.32,0.00750593824228029,50,0.0593824228028504,27,0.0320665083135392,4,0.00475059382422803
"STOCKHOLM VÄSTERTORP",202231,2022-08-01,835,94.964,0.113729341317365,53.762,0.064385628742515,0,0,3,0.00359281437125748,17,0.0203592814371257,1,0.00119760479041916,0,0,7,0.00838323353293413,4,0.00479041916167665,4,0.00479041916167665,4,0.00479041916167665,1.202,0.00143952095808383,94.964,0.113729341317365,17,0.0203592814371257,0,0,1.762,0.00211017964071856,52,0.0622754491017964,0,0,3,0.00359281437125748,13,0.0155688622754491,4,0.00479041916167665,1,0.00119760479041916,0,0,0,0,0,0,0,0,7,0.00838323353293413,4,0.00479041916167665,2,0.00239520958083832,6,0.00718562874251497,1.202,0.00143952095808383,0,0,94.964,0.113729341317365,6.964,0.00834011976047904,52,0.0622754491017964,12,0.0143712574850299,7,0.00838323353293413
"STOCKHOLM VÄSTERTORP",202230,2022-07-31,871,87.256,0.100179104477612,2.801,0.0032158438576349,0,0,3,0.0034443168771527,41,0.0470723306544202,0,0,0,0,8,0.00918484500574053,2,0.00229621125143513,5,0.00574052812858783,22,0.0252583237657865,3.455,0.00396670493685419,87.256,0.100179104477612,42,0.0482204362801378,0,0,0.801,0.00091963260619977,2,0.00229621125143513,0,0,3,0.0034443168771527,39,0.0447761194029851,2,0.00229621125143513,0,0,0,0,0,0,0,0,0,0,8,0.00918484500574053,2,0.00229621125143513,10,0.0114810562571757,17,0.0195177956371986,1.455,0.00167049368541906,2,0.00229621125143513,87.256,0.100179104477612,6.256,0.00718254879448909,2,0.00229621125143513,29,0.0332950631458094,8,0.00918484500574053
"STOCKHOLM VÄSTERTORP",202230,2022-07-30,803,81.594,0.101611457036115,3.839,0.00478082191780822,0,0,3,0.0037359900373599,44,0.0547945205479452,1,0.0012453300124533,0,0,5,0.0062266500622665,3,0.0037359900373599,2,0.0024906600249066,13,0.0161892901618929,6.755,0.00841220423412204,81.594,0.101611457036115,39,0.0485678704856787,0,0,0.839,0.00104483188044832,3,0.0037359900373599,0,0,3,0.0037359900373599,35,0.0435865504358655,9,0.0112079701120797,1,0.0012453300124533,0,0,0,0,0,0,0,0,5,0.0062266500622665,3,0.0037359900373599,6,0.0074719800747198,9,0.0112079701120797,1.755,0.00218555417185554,5,0.0062266500622665,81.594,0.101611457036115,10.594,0.0131930261519303,3,0.0037359900373599,24,0.0298879202988792,5,0.0062266500622665
"STOCKHOLM VÄSTERTORP",202230,2022-07-29,807,84.695,0.104950433705081,2.88,0.00356877323420074,0,0,3,0.00371747211895911,46,0.057001239157373,3,0.00371747211895911,0,0,8,0.00991325898389095,1,0.00123915737298637,4,0.00495662949194548,14,0.0173482032218092,2.815,0.00348822800495663,84.695,0.104950433705081,37,0.0458488228004957,0,0,0.88,0.001090458488228,2,0.00247831474597274,0,0,3,0.00371747211895911,31,0.0384138785625774,15,0.0185873605947955,3,0.00371747211895911,0,0,0,0,0,0,0,0,8,0.00991325898389095,1,0.00123915737298637,6,0.00743494423791822,12,0.0148698884758364,1.815,0.00224907063197026,1,0.00123915737298637,84.695,0.104950433705081,5.695,0.00705700123915737,2,0.00247831474597274,33,0.0408921933085502,7,0.00867410161090459
"STOCKHOLM VÄSTERTORP",202230,2022-07-28,737,61.178,0.0830094979647218,3.063,0.00415603799185889,0,0,5,0.0067842605156038,37,0.0502035278154681,0,0,0,0,5,0.0067842605156038,1,0.00135685210312076,4,0.00542740841248304,4,0.00542740841248304,2.115,0.00286974219810041,61.178,0.0830094979647218,35,0.0474898236092266,0,0,1.063,0.00144233378561737,2,0.00271370420624152,0,0,5,0.0067842605156038,30,0.0407055630936228,7,0.00949796472184532,0,0,0,0,0,0,0,0,0,0,5,0.0067842605156038,1,0.00135685210312076,5,0.0067842605156038,3,0.00407055630936228,2.115,0.00286974219810041,0,0,61.178,0.0830094979647218,4.178,0.00566892808683853,2,0.00271370420624152,15,0.0203527815468114,5,0.0067842605156038
"STOCKHOLM VÄSTERTORP",202230,2022-07-27,758,59.935,0.0790699208443272,5,0.00659630606860158,0,0,3,0.00395778364116095,15,0.0197889182058048,0,0,0,0,3,0.00395778364116095,1,0.00131926121372032,8,0.0105540897097625,20,0.0263852242744063,4.935,0.00651055408970976,59.935,0.0790699208443272,13,0.0171503957783641,0,0,0,0,5,0.00659630606860158,0,0,3,0.00395778364116095,10,0.0131926121372032,5,0.00659630606860158,0,0,0,0,0,0,0,0,0,0,3,0.00395778364116095,1,0.00131926121372032,17,0.0224274406332454,11,0.0145118733509235,1.935,0.00255277044854881,3,0.00395778364116095,59.935,0.0790699208443272,5.935,0.00782981530343008,5,0.00659630606860158,33,0.0435356200527705,3,0.00395778364116095
