"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Vara_1_Deli","kampanj_convrate_Vara_1_Deli","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_OBS_snabbnudlar_Triangeln","kampanj_convrate_OBS_snabbnudlar_Triangeln","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"OSKARSTRÖM BLÅKLINTSVÄGEN",202218,2022-05-04,677,125,0.184638109305761,12,0.017725258493353,0,0,4,0.00590841949778434,28,0.0413589364844904,0,0,6,0.00886262924667651,30,0.0443131462333826,10,0.0147710487444609,0,0,17,0.0251107828655835,18,0.0265878877400295,125,0.184638109305761,44,0.0649926144756278,0,0,12,0.017725258493353,0,0,2,0.00295420974889217,2,0.00295420974889217,6,0.00886262924667651,22,0.0324963072378139,0,0,0,0,6,0.00886262924667651,0,0,0,0,30,0.0443131462333826,0,0,10,0.0147710487444609,0,0,0,0,17,0.0251107828655835,0,0,13,0.0192023633677991,5,0.00738552437223043,125,0.184638109305761,12,0.017725258493353,63,0.0930576070901034,6,0.00886262924667651
"OSKARSTRÖM BLÅKLINTSVÄGEN",202218,2022-05-03,762,111,0.145669291338583,13,0.0170603674540682,0,0,1,0.00131233595800525,27,0.0354330708661417,0,0,0,0,31,0.0406824146981627,11,0.0144356955380577,6,0.0078740157480315,11,0.0144356955380577,11,0.0144356955380577,111,0.145669291338583,43,0.0564304461942257,0,0,13,0.0170603674540682,0,0,1,0.00131233595800525,0,0,9,0.0118110236220472,18,0.0236220472440945,0,0,0,0,0,0,0,0,0,0,31,0.0406824146981627,1,0.00131233595800525,10,0.0131233595800525,5,0.00656167979002625,1,0.00131233595800525,9,0.0118110236220472,2,0.0026246719160105,7,0.00918635170603675,4,0.005249343832021,111,0.145669291338583,13,0.0170603674540682,54,0.0708661417322835,1,0.00131233595800525
"OSKARSTRÖM BLÅKLINTSVÄGEN",202218,2022-05-02,718,131,0.182451253481894,8,0.011142061281337,0,0,5,0.00696378830083565,29,0.0403899721448468,0,0,7,0.00974930362116992,25,0.0348189415041783,12,0.0167130919220056,3,0.00417827298050139,29,0.0403899721448468,13,0.0181058495821727,131,0.182451253481894,42,0.0584958217270195,0,0,8,0.011142061281337,0,0,4,0.00557103064066852,1,0.00139275766016713,9,0.0125348189415042,20,0.0278551532033426,0,0,0,0,7,0.00974930362116992,0,0,0,0,25,0.0348189415041783,2,0.00278551532033426,10,0.0139275766016713,2,0.00278551532033426,1,0.00139275766016713,27,0.0376044568245125,2,0.00278551532033426,11,0.0153203342618384,2,0.00278551532033426,131,0.182451253481894,8,0.011142061281337,73,0.101671309192201,8,0.011142061281337
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-05-01,771,185,0.239948119325551,23,0.0298313878080415,0,0,4,0.00518806744487678,38,0.0492866407263294,0,0,7,0.00907911802853437,10,0.012970168612192,37,0.0479896238651102,0,0,36,0.0466926070038911,30,0.0389105058365759,185,0.239948119325551,51,0.066147859922179,0,0,23,0.0298313878080415,0,0,1,0.0012970168612192,3,0.00389105058365759,18,0.0233463035019455,20,0.0259403372243839,0,0,0,0,7,0.00907911802853437,0,0,0,0,10,0.012970168612192,4,0.00518806744487678,33,0.0428015564202335,0,0,0,0,34,0.0440985732814527,2,0.00259403372243839,23,0.0298313878080415,7,0.00907911802853437,185,0.239948119325551,23,0.0298313878080415,104,0.134889753566796,7,0.00907911802853437
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-30,875,187,0.213714285714286,18,0.0205714285714286,0,0,2,0.00228571428571429,49,0.056,0,0,9,0.0102857142857143,3,0.00342857142857143,28,0.032,1,0.00114285714285714,7,0.008,70,0.08,187,0.213714285714286,33,0.0377142857142857,0,0,18,0.0205714285714286,0,0,2,0.00228571428571429,0,0,14,0.016,35,0.04,0,0,0,0,9,0.0102857142857143,0,0,0,0,3,0.00342857142857143,7,0.008,21,0.024,0,0,1,0.00114285714285714,7,0.008,0,0,64,0.0731428571428571,6,0.00685714285714286,187,0.213714285714286,18,0.0205714285714286,126,0.144,10,0.0114285714285714
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-29,836,212,0.253588516746411,15,0.0179425837320574,0,0,4,0.00478468899521531,52,0.062200956937799,2,0.00239234449760766,13,0.0155502392344498,8,0.00956937799043062,30,0.0358851674641148,11,0.0131578947368421,14,0.0167464114832536,63,0.0753588516746412,212,0.253588516746411,44,0.0526315789473684,0,0,15,0.0179425837320574,0,0,3,0.00358851674641148,1,0.00119617224880383,22,0.0263157894736842,30,0.0358851674641148,2,0.00239234449760766,0,0,13,0.0155502392344498,0,0,0,0,8,0.00956937799043062,6,0.00717703349282297,24,0.0287081339712919,11,0.0131578947368421,0,0,14,0.0167464114832536,0,0,58,0.069377990430622,5,0.00598086124401914,212,0.253588516746411,15,0.0179425837320574,140,0.167464114832536,13,0.0155502392344498
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-28,713,148,0.207573632538569,12,0.0168302945301543,0,0,3,0.00420757363253857,38,0.0532959326788219,2,0.00280504908835905,15,0.0210378681626928,12,0.0168302945301543,31,0.0434782608695652,6,0.00841514726507714,3,0.00420757363253857,26,0.0364656381486676,148,0.207573632538569,48,0.0673211781206171,0,0,12,0.0168302945301543,0,0,1,0.00140252454417952,2,0.00280504908835905,18,0.0252454417952314,20,0.0280504908835905,2,0.00280504908835905,0,0,15,0.0210378681626928,0,0,0,0,12,0.0168302945301543,2,0.00280504908835905,29,0.0406732117812062,4,0.00561009817671809,2,0.00280504908835905,3,0.00420757363253857,0,0,22,0.0308555399719495,4,0.00561009817671809,148,0.207573632538569,12,0.0168302945301543,71,0.0995792426367461,17,0.0238429172510519
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-27,725,160,0.220689655172414,5,0.00689655172413793,0,0,4,0.00551724137931034,63,0.0868965517241379,0,0,10,0.0137931034482759,9,0.0124137931034483,33,0.0455172413793103,5,0.00689655172413793,14,0.0193103448275862,17,0.023448275862069,160,0.220689655172414,46,0.063448275862069,0,0,5,0.00689655172413793,0,0,2,0.00275862068965517,2,0.00275862068965517,18,0.0248275862068966,45,0.0620689655172414,0,0,0,0,10,0.0137931034482759,0,0,0,0,9,0.0124137931034483,4,0.00551724137931034,29,0.04,2,0.00275862068965517,3,0.00413793103448276,10,0.0137931034482759,4,0.00551724137931034,13,0.0179310344827586,4,0.00551724137931034,160,0.220689655172414,5,0.00689655172413793,96,0.132413793103448,13,0.0179310344827586
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-26,785,146,0.185987261146497,14,0.0178343949044586,0,0,3,0.00382165605095541,43,0.0547770700636943,0,0,14,0.0178343949044586,7,0.0089171974522293,38,0.0484076433121019,4,0.00509554140127389,6,0.00764331210191083,17,0.021656050955414,146,0.185987261146497,48,0.0611464968152866,0,0,14,0.0178343949044586,0,0,2,0.00254777070063694,1,0.00127388535031847,22,0.0280254777070064,21,0.0267515923566879,0,0,0,0,14,0.0178343949044586,0,0,0,0,7,0.0089171974522293,11,0.0140127388535032,27,0.0343949044585987,4,0.00509554140127389,0,0,6,0.00764331210191083,0,0,12,0.0152866242038217,5,0.00636942675159236,146,0.185987261146497,14,0.0178343949044586,70,0.089171974522293,14,0.0178343949044586
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,2022-04-25,749,149,0.198931909212283,5,0.00667556742323097,0,0,4,0.00534045393858478,54,0.0720961281708945,0,0,6,0.00801068090787717,10,0.0133511348464619,27,0.0360480640854473,0,0,29,0.0387182910547397,14,0.0186915887850467,149,0.198931909212283,41,0.054739652870494,0,0,5,0.00667556742323097,0,0,2,0.00267022696929239,2,0.00267022696929239,22,0.0293724966622163,32,0.0427236315086782,0,0,0,0,6,0.00801068090787717,0,0,0,0,10,0.0133511348464619,3,0.00400534045393859,24,0.0320427236315087,0,0,0,0,29,0.0387182910547397,0,0,11,0.0146862483311081,3,0.00400534045393859,149,0.198931909212283,5,0.00667556742323097,97,0.129506008010681,6,0.00801068090787717
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-24,804,121,0.150497512437811,12,0.0149253731343284,0,0,3,0.00373134328358209,42,0.0522388059701493,0,0,5,0.00621890547263682,7,0.00870646766169154,16,0.0199004975124378,2,0.00248756218905473,9,0.0111940298507463,25,0.0310945273631841,121,0.150497512437811,26,0.0323383084577114,0,0,12,0.0149253731343284,0,0,2,0.00248756218905473,1,0.00124378109452736,40,0.0497512437810945,2,0.00248756218905473,0,0,0,0,5,0.00621890547263682,0,0,0,0,7,0.00870646766169154,0,0,16,0.0199004975124378,1,0.00124378109452736,1,0.00124378109452736,7,0.00870646766169154,2,0.00248756218905473,22,0.027363184079602,3,0.00373134328358209,121,0.150497512437811,12,0.0149253731343284,77,0.095771144278607,6,0.00746268656716418
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-23,902,128,0.141906873614191,4,0.00443458980044346,0,0,4,0.00443458980044346,31,0.0343680709534368,0,0,5,0.00554323725055432,5,0.00554323725055432,11,0.0121951219512195,5,0.00554323725055432,21,0.0232815964523282,42,0.0465631929046563,128,0.141906873614191,20,0.0221729490022173,0,0,4,0.00443458980044346,0,0,2,0.00221729490022173,2,0.00221729490022173,27,0.0299334811529933,4,0.00443458980044346,0,0,0,0,5,0.00554323725055432,0,0,0,0,5,0.00554323725055432,0,0,11,0.0121951219512195,2,0.00221729490022173,3,0.00332594235033259,21,0.0232815964523282,0,0,38,0.0421286031042129,4,0.00443458980044346,128,0.141906873614191,4,0.00443458980044346,96,0.106430155210643,8,0.00886917960088692
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-22,913,193,0.211391018619934,2,0.00219058050383352,0,0,6,0.00657174151150055,38,0.0416210295728368,0,0,13,0.0142387732749179,8,0.00876232201533406,24,0.0262869660460022,15,0.0164293537787514,20,0.0219058050383352,67,0.0733844468784228,193,0.211391018619934,38,0.0416210295728368,0,0,2,0.00219058050383352,0,0,3,0.00328587075575027,3,0.00328587075575027,22,0.0240963855421687,16,0.0175246440306681,0,0,0,0,13,0.0142387732749179,0,0,0,0,8,0.00876232201533406,1,0.00109529025191676,23,0.0251916757940854,12,0.0131434830230011,3,0.00328587075575027,20,0.0219058050383352,0,0,59,0.0646221248630887,8,0.00876232201533406,193,0.211391018619934,2,0.00219058050383352,137,0.150054764512596,16,0.0175246440306681
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-21,765,117,0.152941176470588,6,0.00784313725490196,0,0,1,0.00130718954248366,28,0.0366013071895425,0,0,10,0.0130718954248366,12,0.0156862745098039,14,0.0183006535947712,3,0.00392156862745098,27,0.0352941176470588,16,0.0209150326797386,117,0.152941176470588,27,0.0352941176470588,0,0,6,0.00784313725490196,0,0,1,0.00130718954248366,0,0,28,0.0366013071895425,0,0,0,0,0,0,10,0.0130718954248366,0,0,0,0,12,0.0156862745098039,0,0,14,0.0183006535947712,3,0.00392156862745098,0,0,27,0.0352941176470588,0,0,12,0.0156862745098039,4,0.00522875816993464,117,0.152941176470588,6,0.00784313725490196,74,0.0967320261437909,10,0.0130718954248366
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-20,816,107,0.131127450980392,9,0.0110294117647059,0,0,2,0.00245098039215686,17,0.0208333333333333,0,0,9,0.0110294117647059,9,0.0110294117647059,14,0.017156862745098,2,0.00245098039215686,23,0.0281862745098039,22,0.0269607843137255,107,0.131127450980392,25,0.0306372549019608,0,0,9,0.0110294117647059,0,0,1,0.00122549019607843,1,0.00122549019607843,17,0.0208333333333333,0,0,0,0,0,0,9,0.0110294117647059,0,0,0,0,9,0.0110294117647059,0,0,14,0.017156862745098,1,0.00122549019607843,1,0.00122549019607843,18,0.0220588235294118,5,0.00612745098039216,19,0.0232843137254902,3,0.00367647058823529,107,0.131127450980392,9,0.0110294117647059,63,0.0772058823529412,10,0.0122549019607843
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-19,792,110,0.138888888888889,4,0.00505050505050505,0,0,9,0.0113636363636364,25,0.0315656565656566,0,0,6,0.00757575757575758,9,0.0113636363636364,16,0.0202020202020202,4,0.00505050505050505,15,0.0189393939393939,22,0.0277777777777778,110,0.138888888888889,34,0.0429292929292929,0,0,4,0.00505050505050505,0,0,4,0.00505050505050505,5,0.00631313131313131,25,0.0315656565656566,0,0,0,0,0,0,6,0.00757575757575758,0,0,0,0,9,0.0113636363636364,0,0,16,0.0202020202020202,4,0.00505050505050505,0,0,15,0.0189393939393939,0,0,18,0.0227272727272727,4,0.00505050505050505,110,0.138888888888889,4,0.00505050505050505,66,0.0833333333333333,6,0.00757575757575758
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,2022-04-18,835,133,0.159281437125748,30,0.0359281437125748,0,0,0,0,36,0.0431137724550898,0,0,5,0.00598802395209581,18,0.0215568862275449,11,0.0131736526946108,5,0.00598802395209581,14,0.0167664670658683,14,0.0167664670658683,133,0.159281437125748,29,0.0347305389221557,0,0,30,0.0359281437125748,0,0,0,0,0,0,33,0.0395209580838323,3,0.00359281437125748,0,0,0,0,5,0.00598802395209581,0,0,0,0,18,0.0215568862275449,1,0.00119760479041916,10,0.0119760479041916,4,0.00479041916167665,1,0.00119760479041916,12,0.0143712574850299,2,0.00239520958083832,12,0.0143712574850299,2,0.00239520958083832,133,0.159281437125748,30,0.0359281437125748,68,0.081437125748503,6,0.00718562874251497
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-17,783,148,0.189016602809706,39,0.0498084291187739,0,0,1,0.00127713920817369,26,0.033205619412516,1,0.00127713920817369,3,0.00383141762452107,7,0.00893997445721584,8,0.0102171136653895,3,0.00383141762452107,19,0.0242656449553001,41,0.0523627075351213,148,0.189016602809706,17,0.0217113665389527,0,0,39,0.0498084291187739,0,0,0,0,1,0.00127713920817369,26,0.033205619412516,0,0,1,0.00127713920817369,0,0,3,0.00383141762452107,0,0,0,0,7,0.00893997445721584,1,0.00127713920817369,7,0.00893997445721584,1,0.00127713920817369,2,0.00255427841634738,17,0.0217113665389527,2,0.00255427841634738,37,0.0472541507024266,4,0.00510855683269476,148,0.189016602809706,39,0.0498084291187739,87,0.111111111111111,5,0.00638569604086846
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-16,847,154,0.181818181818182,44,0.051948051948052,0,0,1,0.00118063754427391,31,0.0365997638724911,0,0,12,0.0141676505312869,2,0.00236127508854782,18,0.0212514757969303,9,0.0106257378984652,3,0.00354191263282172,34,0.0401416765053129,154,0.181818181818182,21,0.0247933884297521,0,0,44,0.051948051948052,0,0,0,0,1,0.00118063754427391,28,0.0330578512396694,3,0.00354191263282172,0,0,0,0,12,0.0141676505312869,0,0,0,0,2,0.00236127508854782,0,0,18,0.0212514757969303,6,0.00708382526564345,3,0.00354191263282172,3,0.00354191263282172,0,0,29,0.0342384887839433,5,0.00590318772136954,154,0.181818181818182,44,0.051948051948052,74,0.0873671782762692,15,0.0177095631641086
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-15,915,244,0.266666666666667,83,0.0907103825136612,0,0,2,0.00218579234972678,35,0.0382513661202186,1,0.00109289617486339,1,0.00109289617486339,1,0.00109289617486339,12,0.0131147540983607,4,0.00437158469945355,19,0.0207650273224044,86,0.0939890710382514,244,0.266666666666667,16,0.0174863387978142,0,0,83,0.0907103825136612,0,0,1,0.00109289617486339,1,0.00109289617486339,22,0.0240437158469945,13,0.014207650273224,1,0.00109289617486339,0,0,1,0.00109289617486339,0,0,0,0,1,0.00109289617486339,0,0,12,0.0131147540983607,2,0.00218579234972678,2,0.00218579234972678,19,0.0207650273224044,0,0,82,0.0896174863387978,4,0.00437158469945355,244,0.266666666666667,83,0.0907103825136612,142,0.155191256830601,3,0.00327868852459016
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-14,858,310,0.361305361305361,116,0.135198135198135,0,0,10,0.0116550116550117,27,0.0314685314685315,1,0.00116550116550117,5,0.00582750582750583,10,0.0116550116550117,14,0.0163170163170163,3,0.0034965034965035,47,0.0547785547785548,77,0.0897435897435897,310,0.361305361305361,35,0.0407925407925408,0,0,116,0.135198135198135,0,0,7,0.00815850815850816,3,0.0034965034965035,16,0.0186480186480186,11,0.0128205128205128,1,0.00116550116550117,0,0,5,0.00582750582750583,0,0,0,0,10,0.0116550116550117,1,0.00116550116550117,13,0.0151515151515152,2,0.00233100233100233,1,0.00116550116550117,45,0.0524475524475524,2,0.00233100233100233,64,0.0745920745920746,13,0.0151515151515152,310,0.361305361305361,116,0.135198135198135,153,0.178321678321678,6,0.00699300699300699
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-13,852,222,0.26056338028169,95,0.11150234741784,0,0,2,0.00234741784037559,23,0.0269953051643192,1,0.00117370892018779,6,0.00704225352112676,9,0.0105633802816901,8,0.00938967136150235,3,0.00352112676056338,31,0.0363849765258216,44,0.0516431924882629,222,0.26056338028169,20,0.0234741784037559,0,0,95,0.11150234741784,0,0,2,0.00234741784037559,0,0,23,0.0269953051643192,0,0,1,0.00117370892018779,0,0,6,0.00704225352112676,0,0,0,0,9,0.0105633802816901,0,0,8,0.00938967136150235,2,0.00234741784037559,1,0.00117370892018779,30,0.0352112676056338,1,0.00117370892018779,38,0.0446009389671361,6,0.00704225352112676,222,0.26056338028169,95,0.11150234741784,100,0.117370892018779,7,0.00821596244131455
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-12,842,244,0.28978622327791,117,0.13895486935867,0,0,3,0.00356294536817102,37,0.0439429928741093,0,0,5,0.00593824228028504,11,0.0130641330166271,6,0.00712589073634204,6,0.00712589073634204,28,0.0332541567695962,31,0.0368171021377672,244,0.28978622327791,20,0.0237529691211401,0,0,117,0.13895486935867,0,0,1,0.00118764845605701,2,0.00237529691211401,23,0.0273159144893112,14,0.0166270783847981,0,0,0,0,5,0.00593824228028504,0,0,0,0,11,0.0130641330166271,0,0,6,0.00712589073634204,5,0.00593824228028504,1,0.00118764845605701,28,0.0332541567695962,0,0,29,0.0344418052256532,2,0.00237529691211401,244,0.28978622327791,117,0.13895486935867,101,0.119952494061758,6,0.00712589073634204
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,2022-04-11,752,192,0.25531914893617,108,0.143617021276596,0,0,5,0.00664893617021277,12,0.0159574468085106,1,0.00132978723404255,5,0.00664893617021277,7,0.00930851063829787,11,0.0146276595744681,5,0.00664893617021277,18,0.023936170212766,20,0.0265957446808511,192,0.25531914893617,24,0.0319148936170213,0,0,108,0.143617021276596,0,0,5,0.00664893617021277,0,0,8,0.0106382978723404,4,0.00531914893617021,1,0.00132978723404255,0,0,5,0.00664893617021277,0,0,0,0,7,0.00930851063829787,1,0.00132978723404255,10,0.0132978723404255,3,0.00398936170212766,2,0.00265957446808511,18,0.023936170212766,0,0,17,0.0226063829787234,3,0.00398936170212766,192,0.25531914893617,108,0.143617021276596,53,0.0704787234042553,7,0.00930851063829787
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-10,749,104,0.138851802403204,18,0.0240320427236315,0,0,4,0.00534045393858478,8,0.0106809078771696,0,0,5,0.00667556742323097,10,0.0133511348464619,15,0.0200267022696929,1,0.00133511348464619,25,0.0333778371161549,18,0.0240320427236315,104,0.138851802403204,29,0.0387182910547397,0,0,18,0.0240320427236315,0,0,4,0.00534045393858478,0,0,8,0.0106809078771696,0,0,0,0,0,0,5,0.00667556742323097,0,0,0,0,10,0.0133511348464619,2,0.00267022696929239,13,0.0173564753004005,1,0.00133511348464619,0,0,25,0.0333778371161549,0,0,14,0.0186915887850467,4,0.00534045393858478,104,0.138851802403204,18,0.0240320427236315,52,0.0694259012016021,5,0.00667556742323097
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-09,911,151,0.165751920965971,23,0.0252469813391877,0,0,7,0.00768386388583974,31,0.0340285400658617,0,0,6,0.00658616904500549,2,0.0021953896816685,7,0.00768386388583974,3,0.00329308452250274,16,0.017563117453348,56,0.0614709110867179,151,0.165751920965971,16,0.017563117453348,0,0,23,0.0252469813391877,0,0,3,0.00329308452250274,4,0.00439077936333699,25,0.0274423710208562,6,0.00658616904500549,0,0,0,0,6,0.00658616904500549,0,0,0,0,2,0.0021953896816685,0,0,7,0.00768386388583974,3,0.00329308452250274,0,0,12,0.013172338090011,4,0.00439077936333699,42,0.0461031833150384,14,0.0153677277716795,151,0.165751920965971,23,0.0252469813391877,106,0.11635565312843,6,0.00658616904500549
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-08,889,171,0.192350956130484,30,0.0337457817772778,0,0,6,0.00674915635545557,25,0.0281214848143982,0,0,6,0.00674915635545557,8,0.00899887514060742,13,0.0146231721034871,5,0.00562429696287964,1,0.00112485939257593,77,0.0866141732283465,171,0.192350956130484,27,0.0303712035995501,0,0,30,0.0337457817772778,0,0,2,0.00224971878515186,4,0.00449943757030371,25,0.0281214848143982,0,0,0,0,0,0,6,0.00674915635545557,0,0,0,0,8,0.00899887514060742,1,0.00112485939257593,12,0.0134983127109111,3,0.00337457817772778,2,0.00224971878515186,0,0,1,0.00112485939257593,70,0.078740157480315,7,0.0078740157480315,171,0.192350956130484,30,0.0337457817772778,106,0.119235095613048,8,0.00899887514060742
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-07,702,125,0.178062678062678,3,0.00427350427350427,0,0,4,0.0056980056980057,50,0.0712250712250712,0,0,8,0.0113960113960114,6,0.00854700854700855,12,0.0170940170940171,3,0.00427350427350427,12,0.0170940170940171,27,0.0384615384615385,125,0.178062678062678,22,0.0313390313390313,0,0,3,0.00427350427350427,0,0,3,0.00427350427350427,1,0.00142450142450142,27,0.0384615384615385,23,0.0327635327635328,0,0,0,0,8,0.0113960113960114,0,0,0,0,6,0.00854700854700855,0,0,12,0.0170940170940171,1,0.00142450142450142,2,0.00284900284900285,8,0.0113960113960114,4,0.0056980056980057,20,0.0284900284900285,7,0.00997150997150997,125,0.178062678062678,3,0.00427350427350427,90,0.128205128205128,10,0.0142450142450142
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-06,688,83,0.120639534883721,5,0.00726744186046512,0,0,2,0.00290697674418605,23,0.0334302325581395,0,0,7,0.0101744186046512,5,0.00726744186046512,9,0.0130813953488372,9,0.0130813953488372,9,0.0130813953488372,14,0.0203488372093023,83,0.120639534883721,16,0.0232558139534884,0,0,5,0.00726744186046512,0,0,1,0.00145348837209302,1,0.00145348837209302,15,0.0218023255813953,8,0.0116279069767442,0,0,0,0,7,0.0101744186046512,0,0,0,0,5,0.00726744186046512,0,0,9,0.0130813953488372,8,0.0116279069767442,1,0.00145348837209302,9,0.0130813953488372,0,0,11,0.0159883720930233,3,0.00436046511627907,83,0.120639534883721,5,0.00726744186046512,54,0.0784883720930233,8,0.0116279069767442
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-05,780,99,0.126923076923077,4,0.00512820512820513,0,0,7,0.00897435897435897,28,0.0358974358974359,0,0,5,0.00641025641025641,18,0.0230769230769231,15,0.0192307692307692,4,0.00512820512820513,4,0.00512820512820513,14,0.0179487179487179,99,0.126923076923077,40,0.0512820512820513,0,0,4,0.00512820512820513,0,0,5,0.00641025641025641,2,0.00256410256410256,23,0.0294871794871795,5,0.00641025641025641,0,0,0,0,5,0.00641025641025641,0,0,0,0,18,0.0230769230769231,0,0,15,0.0192307692307692,2,0.00256410256410256,2,0.00256410256410256,4,0.00512820512820513,0,0,11,0.0141025641025641,3,0.00384615384615385,99,0.126923076923077,4,0.00512820512820513,48,0.0615384615384615,7,0.00897435897435897
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,2022-04-04,698,83,0.1189111747851,3,0.00429799426934097,0,0,5,0.00716332378223496,22,0.0315186246418338,0,0,5,0.00716332378223496,7,0.0100286532951289,12,0.0171919770773639,3,0.00429799426934097,13,0.0186246418338109,13,0.0186246418338109,83,0.1189111747851,24,0.0343839541547278,0,0,3,0.00429799426934097,0,0,5,0.00716332378223496,0,0,13,0.0186246418338109,9,0.0128939828080229,0,0,0,0,5,0.00716332378223496,0,0,0,0,7,0.0100286532951289,0,0,12,0.0171919770773639,2,0.00286532951289398,1,0.00143266475644699,13,0.0186246418338109,0,0,9,0.0128939828080229,4,0.00573065902578797,83,0.1189111747851,3,0.00429799426934097,50,0.0716332378223496,6,0.00859598853868195
