"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie","skylttyp_count_Deli","skylttyp_convrate_Deli","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"VÄNERSBORG TORPA",202232,2022-08-09,2190,685.262,0.31290502283105,38.056,0.0173771689497717,56,0.0255707762557078,9,0.00410958904109589,489,0.223287671232877,0,0,5.206,0.00237716894977169,0,0,12,0.00547945205479452,27,0.0123287671232877,0,0,49,0.0223744292237443,650.262,0.296923287671233,141,0.0643835616438356,35,0.0159817351598174,3.056,0.00139543378995434,0,0,21,0.00958904109589041,2,0.00091324200913242,7,0.00319634703196347,56,0.0255707762557078,433,0.197716894977169,0,0,0,0,0.34,0.000155251141552511,0,0,4.866,0.00222191780821918,0,0,12,0.00547945205479452,27,0.0123287671232877,0,0,15,0.00684931506849315,34,0.0155251141552511,650.262,0.296923287671233,44.056,0.0201168949771689,0,0,433,0.197716894977169,0,0,5.206,0.00237716894977169,27,0.0123287671232877
"VÄNERSBORG TORPA",202232,2022-08-08,2198,496.324,0.225807097361237,20.064,0.00912829845313922,32,0.0145586897179254,12,0.00545950864422202,323,0.146951774340309,0,0,5.26,0.00239308462238399,0,0,11,0.00500454959053685,42,0.0191082802547771,4,0.00181983621474067,47,0.0213830755232029,479.324,0.21807279344859,115,0.0523202911737944,17,0.00773430391264786,3.064,0.00139399454049136,0,0,15,0.00682438580527752,2,0.000909918107370337,10,0.00454959053685168,55,0.0250227479526843,268,0.121929026387625,0,0,0,0,0.252,0.000114649681528662,0,0,5.008,0.00227843494085532,0,0,11,0.00500454959053685,42,0.0191082802547771,4,0.00181983621474067,15,0.00682438580527752,32,0.0145586897179254,479.324,0.21807279344859,45.064,0.0205022747952684,0,0,268,0.121929026387625,0,0,5.26,0.00239308462238399,46,0.0209281164695177
"VÄNERSBORG TORPA",202231,2022-08-07,1837,359.095,0.195479041916168,4.041,0.00219978225367447,12,0.0065323897659227,22,0.0119760479041916,208,0.113228089275993,0,0,2.054,0.00111812738160044,0,0,10,0.00544365813826892,30,0.0163309744148067,0,0,71,0.0386499727817093,357.095,0.194390310288514,198,0.107784431137725,2,0.00108873162765378,2.041,0.00111105062602069,0,0,10,0.00544365813826892,2,0.00108873162765378,20,0.0108873162765378,147,0.0800217746325531,61,0.0332063146434404,0,0,0,0,0.398,0.000216657593903103,0,0,1.656,0.000901469787697333,2,0.00108873162765378,8,0.00435492651061513,30,0.0163309744148067,0,0,27,0.0146978769733261,44,0.0239520958083832,357.095,0.194390310288514,66.041,0.0359504627109418,0,0,61,0.0332063146434404,0,0,2.054,0.00111812738160044,30,0.0163309744148067
"VÄNERSBORG TORPA",202231,2022-08-06,1963,487.826,0.248510443199185,3.014,0.00153540499235863,23,0.0117167600611309,6,0.00305654610290372,323,0.164544065206317,0,0,3.812,0.00194192562404483,0,0,18,0.00916963830871116,19,0.00967906265919511,0,0,92,0.0468670402445237,485.826,0.247491594498217,363,0.184921039225675,2,0.00101884870096791,1.014,0.000516556291390728,0,0,21,0.010697911360163,1,0.000509424350483953,5,0.00254712175241977,283,0.144167091186959,40,0.0203769740193581,0,0,0,0,0.694,0.000353540499235863,0,0,3.118,0.00158838512480897,7,0.00356597045338767,11,0.00560366785532348,19,0.00967906265919511,0,0,38,0.0193581253183902,54,0.0275089149261335,485.826,0.247491594498217,60.014,0.030572592969944,0,0,40,0.0203769740193581,0,0,3.812,0.00194192562404483,19,0.00967906265919511
"VÄNERSBORG TORPA",202231,2022-08-05,2165,691.105,0.319217090069284,6.089,0.00281247113163972,27,0.0124711316397229,12,0.00554272517321016,474,0.218937644341801,0,0,7.016,0.00324064665127021,0,0,12,0.00554272517321016,26,0.0120092378752887,2,0.00092378752886836,125,0.0577367205542725,687.105,0.317369515011547,537,0.248036951501155,4,0.00184757505773672,2.089,0.000964896073903002,0,0,23,0.0106235565819861,4,0.00184757505773672,8,0.00369515011547344,428,0.197690531177829,46,0.0212471131639723,0,0,0,0,1.422,0.000656812933025404,0,0,5.594,0.0025838337182448,1,0.00046189376443418,11,0.00508083140877598,26,0.0120092378752887,2,0.00092378752886836,66,0.0304849884526559,59,0.0272517321016166,687.105,0.317369515011547,69.089,0.0319117782909931,0,0,46,0.0212471131639723,0,0,7.016,0.00324064665127021,28,0.012933025404157
"VÄNERSBORG TORPA",202231,2022-08-04,1895,597.943,0.315537203166227,8.393,0.00442902374670185,13,0.00686015831134565,10,0.00527704485488127,442,0.233245382585752,0,0,3.55,0.00187335092348285,0,0,12,0.00633245382585752,20,0.0105540897097625,0,0,89,0.0469656992084433,595.943,0.314481794195251,459,0.24221635883905,2,0.00105540897097625,6.393,0.00337361477572559,0,0,11,0.00580474934036939,1,0.000527704485488127,9,0.00474934036939314,392,0.206860158311346,50,0.0263852242744063,0,0,0,0,0.37,0.000195250659630607,0,0,3.18,0.00167810026385224,7,0.00369393139841689,5,0.00263852242744063,20,0.0105540897097625,0,0,41,0.0216358839050132,48,0.0253298153034301,595.943,0.314481794195251,63.393,0.0334527704485488,0,0,50,0.0263852242744063,0,0,3.55,0.00187335092348285,20,0.0105540897097625
"VÄNERSBORG TORPA",202231,2022-08-03,1905,558.867,0.293368503937008,17.649,0.00926456692913386,13,0.0068241469816273,9,0.0047244094488189,379,0.198950131233596,0,0,4.218,0.00221417322834646,2,0.0010498687664042,12,0.0062992125984252,44,0.0230971128608924,2,0.0010498687664042,76,0.0398950131233596,557.867,0.292843569553806,414,0.217322834645669,1,0.0005249343832021,16.649,0.00873963254593176,0,0,12,0.0062992125984252,2,0.0010498687664042,7,0.0036745406824147,360,0.188976377952756,19,0.00997375328083989,0,0,0,0,0.38,0.000199475065616798,0,0,3.838,0.00201469816272966,6,0.0031496062992126,8,0.0041994750656168,44,0.0230971128608924,2,0.0010498687664042,27,0.0141732283464567,49,0.0257217847769029,557.867,0.292843569553806,74.649,0.0391858267716535,0,0,19,0.00997375328083989,0,0,4.218,0.00221417322834646,46,0.0241469816272966
"VÄNERSBORG TORPA",202231,2022-08-02,2024,485.177,0.239711956521739,23.689,0.0117040513833992,17,0.00839920948616601,12,0.00592885375494071,329,0.162549407114625,0,0,4.488,0.00221739130434783,1,0.000494071146245059,13,0.00642292490118577,14,0.00691699604743083,0,0,71,0.0350790513833992,482.177,0.238229743083004,337,0.166501976284585,3,0.00148221343873518,20.689,0.010221837944664,0,0,14,0.00691699604743083,0,0,12,0.00592885375494071,285,0.140810276679842,44,0.0217391304347826,0,0,0,0,0.278,0.000137351778656126,0,0,4.21,0.0020800395256917,2,0.000988142292490119,12,0.00592885375494071,14,0.00691699604743083,0,0,22,0.0108695652173913,49,0.0242094861660079,482.177,0.238229743083004,82.689,0.0408542490118577,0,0,44,0.0217391304347826,0,0,4.488,0.00221739130434783,14,0.00691699604743083
"VÄNERSBORG TORPA",202231,2022-08-01,1926,554.769,0.288042056074766,18.579,0.00964641744548287,17,0.00882658359293873,17,0.00882658359293873,381,0.197819314641745,0,0,5.19,0.00269470404984424,0,0,16,0.0083073727933541,40,0.0207684319833853,4,0.00207684319833853,56,0.0290758047767394,552.769,0.287003634475597,416,0.215991692627207,2,0.00103842159916926,16.579,0.0086079958463136,0,0,15,0.00778816199376947,4,0.00207684319833853,13,0.00674974039460021,363,0.188473520249221,18,0.00934579439252336,0,0,0,0,0,0,0,0,5.19,0.00269470404984424,2,0.00103842159916926,14,0.00726895119418484,40,0.0207684319833853,4,0.00207684319833853,16,0.0083073727933541,40,0.0207684319833853,552.769,0.287003634475597,69.579,0.0361261682242991,0,0,18,0.00934579439252336,0,0,5.19,0.00269470404984424,44,0.0228452751817238
"VÄNERSBORG TORPA",202230,2022-07-31,1850,274.118,0.148171891891892,33.846,0.0182951351351351,24,0.012972972972973,15,0.00810810810810811,101,0.0545945945945946,0,0,3.272,0.00176864864864865,1,0.000540540540540541,14,0.00756756756756757,25,0.0135135135135135,2,0.00108108108108108,55,0.0297297297297297,263.118,0.142225945945946,103,0.0556756756756757,11,0.00594594594594595,22.846,0.0123491891891892,0,0,13,0.00702702702702703,6,0.00324324324324324,9,0.00486486486486486,40,0.0216216216216216,61,0.032972972972973,0,0,0,0,0.298,0.000161081081081081,0,0,2.974,0.00160756756756757,4,0.00216216216216216,11,0.00594594594594595,25,0.0135135135135135,2,0.00108108108108108,19,0.0102702702702703,36,0.0194594594594595,263.118,0.142225945945946,68.846,0.0372140540540541,0,0,61,0.032972972972973,0,0,3.272,0.00176864864864865,27,0.0145945945945946
"VÄNERSBORG TORPA",202230,2022-07-30,1913,263.123,0.137544694197595,26.415,0.0138081547307893,32,0.0167276529012023,15,0.00784108729743858,72,0.0376372190277052,0,0,2.708,0.00141557762676424,1,0.000522739153162572,19,0.00993204391008887,19,0.00993204391008887,2,0.00104547830632514,74,0.0386826973340303,250.123,0.130749085206482,125,0.0653423941453215,13,0.00679560899111343,13.415,0.0070125457396759,0,0,19,0.00993204391008887,5,0.00261369576581286,10,0.00522739153162572,37,0.0193413486670152,35,0.01829587036069,0,0,0,0,0.25,0.000130684788290643,0,0,2.458,0.0012848928384736,8,0.00418191322530057,12,0.00627286983795086,19,0.00993204391008887,2,0.00104547830632514,32,0.0167276529012023,42,0.021955044432828,250.123,0.130749085206482,66.415,0.0347177208572922,0,0,35,0.01829587036069,0,0,2.708,0.00141557762676424,21,0.010977522216414
"VÄNERSBORG TORPA",202230,2022-07-29,2162,311.873,0.144252081406105,15.231,0.00704486586493987,31,0.0143385753931545,4,0.00185013876040703,117,0.0541165587419056,0,0,5.642,0.00260962072155412,0,0,15,0.00693802035152636,14,0.00647548566142461,1,0.000462534690101758,109,0.0504162812210916,305.873,0.141476873265495,162,0.0749306197964847,6,0.00277520814061055,9.231,0.00426965772432932,0,0,25,0.0115633672525439,1,0.000462534690101758,3,0.00138760407030527,74,0.0342275670675301,43,0.0198889916743756,0,0,0,0,0.918,0.000424606845513414,0,0,4.724,0.0021850138760407,5,0.00231267345050879,10,0.00462534690101758,14,0.00647548566142461,1,0.000462534690101758,41,0.0189639222941721,68,0.0314523589269195,305.873,0.141476873265495,80.231,0.0371096207215541,0,0,43,0.0198889916743756,0,0,5.642,0.00260962072155412,15,0.00693802035152636
"VÄNERSBORG TORPA",202230,2022-07-28,1931,222.35,0.115147591921284,22.286,0.0115411703780425,21,0.0108751941998964,14,0.00725012946659762,72,0.0372863801139306,0,0,6.064,0.00314034179181771,1,0.000517866390471258,7,0.00362506473329881,15,0.00776799585706888,2,0.00103573278094252,62,0.032107716209218,215.35,0.111522527187985,104,0.0538581046090109,7,0.00362506473329881,15.286,0.00791610564474366,0,0,14,0.00725012946659762,2,0.00103573278094252,12,0.0062143966856551,51,0.0264111859140342,21,0.0108751941998964,0,0,0,0,0.936,0.000484722941481098,0,0,5.128,0.00265561885033661,3,0.00155359917141378,5,0.00258933195235629,15,0.00776799585706888,2,0.00103573278094252,23,0.0119109269808389,39,0.0201967892283791,215.35,0.111522527187985,67.286,0.0348451579492491,0,0,21,0.0108751941998964,0,0,6.064,0.00314034179181771,17,0.00880372863801139
"VÄNERSBORG TORPA",202230,2022-07-27,2014,266.635,0.132390764647468,10.117,0.00502333664349553,11,0.0054617676266137,15,0.00744786494538232,94,0.0466732869910626,0,0,4.518,0.00224329692154916,1,0.000496524329692155,13,0.00645481628599801,37,0.0183714001986097,0,0,81,0.0402184707050645,259.635,0.128915094339623,99,0.0491559086395233,7,0.00347567030784508,3.117,0.00154766633565045,0,0,4,0.00198609731876862,5,0.00248262164846077,10,0.00496524329692155,44,0.0218470705064548,50,0.0248262164846077,0,0,0,0,0.618,0.000306852035749752,0,0,3.9,0.0019364448857994,8,0.00397219463753724,6,0.00297914597815293,37,0.0183714001986097,0,0,26,0.012909632571996,55,0.0273088381330685,259.635,0.128915094339623,69.117,0.0343182720953327,0,0,50,0.0248262164846077,0,0,4.518,0.00224329692154916,37,0.0183714001986097
"VÄNERSBORG TORPA",202230,2022-07-26,2079,325.716,0.156669552669553,9.082,0.00436844636844637,30,0.0144300144300144,15,0.00721500721500722,114,0.0548340548340548,0,0,3.634,0.00174795574795575,3,0.00144300144300144,22,0.0105820105820106,42,0.0202020202020202,4,0.00192400192400192,83,0.0399230399230399,320.716,0.15426455026455,153,0.0735930735930736,5,0.00240500240500241,4.082,0.00196344396344396,0,0,25,0.012025012025012,2,0.000962000962000962,13,0.00625300625300625,68,0.0327080327080327,46,0.0221260221260221,0,0,0,0,0.23,0.000110630110630111,0,0,3.404,0.00163732563732564,11,0.00529100529100529,14,0.00673400673400673,42,0.0202020202020202,4,0.00192400192400192,31,0.0149110149110149,52,0.025012025012025,320.716,0.15426455026455,72.082,0.0346714766714767,0,0,46,0.0221260221260221,0,0,3.634,0.00174795574795575,46,0.0221260221260221
"VÄNERSBORG TORPA",202230,2022-07-25,1875,296.385,0.158072,4.899,0.0026128,26,0.0138666666666667,15,0.008,102,0.0544,0,0,3.486,0.0018592,3,0.0016,21,0.0112,38,0.0202666666666667,4,0.00213333333333333,79,0.0421333333333333,292.385,0.155938666666667,120,0.064,4,0.00213333333333333,0.899,0.000479466666666667,0,0,22,0.0117333333333333,1,0.000533333333333333,14,0.00746666666666667,58,0.0309333333333333,44,0.0234666666666667,0,0,0,0,0.536,0.000285866666666667,0,0,2.95,0.00157333333333333,10,0.00533333333333333,14,0.00746666666666667,38,0.0202666666666667,4,0.00213333333333333,14,0.00746666666666667,65,0.0346666666666667,292.385,0.155938666666667,82.899,0.0442128,0,0,44,0.0234666666666667,0,0,3.486,0.0018592,42,0.0224
"VÄNERSBORG TORPA",202229,2022-07-24,1763,232.144,0.1316755530346,3,0.00170164492342598,12,0.00680657969370391,19,0.0107770845150312,83,0.0470788428814521,0,0,3.144,0.00178332387975043,13,0.00737379466817924,13,0.00737379466817924,27,0.0153148043108338,0,0,59,0.0334656834940442,229.144,0.129973908111174,105,0.0595575723199092,3,0.00170164492342598,0,0,0,0,9,0.00510493477027794,1,0.000567214974475326,18,0.0102098695405559,66,0.0374361883153715,17,0.00964265456608054,0,0,0,0,0,0,0,0,3.144,0.00178332387975043,17,0.00964265456608054,9,0.00510493477027794,27,0.0153148043108338,0,0,13,0.00737379466817924,46,0.026091888825865,229.144,0.129973908111174,77,0.0436755530346001,0,0,17,0.00964265456608054,0,0,3.144,0.00178332387975043,27,0.0153148043108338
"VÄNERSBORG TORPA",202229,2022-07-23,1962,280.066,0.142745158002039,8.92,0.00454638124362895,27,0.0137614678899083,7,0.0035677879714577,113,0.0575942915392457,0,0,2.146,0.00109378185524975,14,0.00713557594291539,6,0.00305810397553517,17,0.00866462793068298,2,0.00101936799184506,83,0.0423037716615698,275.066,0.140196738022426,146,0.0744138634046891,5,0.00254841997961264,3.92,0.00199796126401631,0,0,22,0.0112130479102956,2,0.00101936799184506,5,0.00254841997961264,81,0.0412844036697248,32,0.0163098878695209,0,0,0,0,0.444,0.000226299694189602,0,0,1.702,0.000867482161060143,17,0.00866462793068298,3,0.00152905198776758,17,0.00866462793068298,2,0.00101936799184506,30,0.0152905198776758,53,0.027013251783894,275.066,0.140196738022426,75.92,0.0386952089704383,0,0,32,0.0163098878695209,0,0,2.146,0.00109378185524975,19,0.00968399592252803
"VÄNERSBORG TORPA",202229,2022-07-22,2201,382.184,0.173641072239891,11.876,0.00539572921399364,28,0.0127214902317129,12,0.00545206724216265,123,0.0558836892321672,0,0,5.308,0.00241163107678328,6,0.00272603362108133,18,0.00817810086324398,31,0.0140845070422535,4,0.00181735574738755,143,0.064970467969105,378.184,0.171823716492503,161,0.0731485688323489,4,0.00181735574738755,7.876,0.00357837346660609,0,0,24,0.0109041344843253,4,0.00181735574738755,8,0.0036347114947751,64,0.0290776919582008,59,0.0268059972739664,0,0,0,0,1.16,0.00052703316674239,0,0,4.148,0.00188459791004089,14,0.00636074511585643,10,0.00454338936846888,31,0.0140845070422535,4,0.00181735574738755,47,0.0213539300318037,96,0.0436165379373012,378.184,0.171823716492503,117.876,0.0535556565197637,0,0,59,0.0268059972739664,0,0,5.308,0.00241163107678328,35,0.0159018627896411
"VÄNERSBORG TORPA",202229,2022-07-21,2037,312.004,0.153168384879725,10.138,0.00497692685321551,21,0.0103092783505155,9,0.00441826215022091,160,0.078546882670594,0,0,3.866,0.00189788905252823,10,0.00490918016691213,7,0.00343642611683849,20,0.00981836033382425,2,0.000981836033382425,69,0.0338733431516937,307.004,0.150713794796269,138,0.0677466863033873,5,0.00245459008345606,5.138,0.00252233676975945,0,0,16,0.0078546882670594,3,0.00147275405007364,6,0.00294550810014728,85,0.0417280314187531,75,0.0368188512518409,0,0,0,0,0.392,0.000192439862542955,0,0,3.474,0.00170544918998527,10,0.00490918016691213,7,0.00343642611683849,20,0.00981836033382425,2,0.000981836033382425,22,0.0108001963672067,47,0.023073146784487,307.004,0.150713794796269,68.138,0.0334501718213058,0,0,75,0.0368188512518409,0,0,3.866,0.00189788905252823,22,0.0108001963672067
"VÄNERSBORG TORPA",202229,2022-07-20,2090,265.611,0.127086602870813,7.033,0.00336507177033493,17,0.00813397129186603,17,0.00813397129186603,134,0.0641148325358852,0,0,3.578,0.00171196172248804,13,0.0062200956937799,6,0.00287081339712919,10,0.00478468899521531,0,0,58,0.0277511961722488,259.611,0.124215789473684,145,0.069377990430622,6,0.00287081339712919,1.033,0.000494258373205742,0,0,11,0.00526315789473684,5,0.00239234449760766,12,0.00574162679425837,99,0.0473684210526316,35,0.0167464114832536,0,0,0,0,0.624,0.000298564593301435,0,0,2.954,0.0014133971291866,15,0.00717703349282297,4,0.00191387559808612,10,0.00478468899521531,0,0,18,0.00861244019138756,40,0.0191387559808612,259.611,0.124215789473684,66.033,0.0315947368421053,0,0,35,0.0167464114832536,0,0,3.578,0.00171196172248804,10,0.00478468899521531
"VÄNERSBORG TORPA",202229,2022-07-19,2089,250.047,0.119696984202968,11.175,0.00534944949736716,29,0.0138822403063667,14,0.00670177118238392,105,0.0502632838678794,0,0,3.872,0.00185351842987075,14,0.00670177118238392,12,0.00574437529918621,21,0.0100526567735759,0,0,40,0.019147917663954,244.047,0.116824796553375,116,0.0555289612254667,6,0.00287218764959311,5.175,0.00247726184777405,0,0,23,0.0110100526567736,1,0.000478697941598851,13,0.00622307324078506,62,0.0296792723791288,43,0.0205840114887506,0,0,0,0,0.756,0.000361895643848731,0,0,3.116,0.00149162278602202,17,0.00813786500718047,9,0.00430828147438966,21,0.0100526567735759,0,0,12,0.00574437529918621,28,0.0134035423647678,244.047,0.116824796553375,60.175,0.0288056486357109,0,0,43,0.0205840114887506,0,0,3.872,0.00185351842987075,21,0.0100526567735759
"VÄNERSBORG TORPA",202229,2022-07-18,2110,267.832,0.126934597156398,8.99,0.004260663507109,25,0.0118483412322275,13,0.00616113744075829,100,0.0473933649289099,0,0,5.842,0.00276872037914692,7,0.0033175355450237,16,0.00758293838862559,24,0.0113744075829384,4,0.0018957345971564,64,0.0303317535545024,260.832,0.123617061611374,103,0.0488151658767772,7,0.0033175355450237,1.99,0.000943127962085308,0,0,18,0.00853080568720379,4,0.0018957345971564,9,0.0042654028436019,45,0.0213270142180095,55,0.0260663507109005,0,0,0,0,0.364,0.000172511848341232,0,0,5.478,0.00259620853080569,13,0.00616113744075829,10,0.004739336492891,24,0.0113744075829384,4,0.0018957345971564,13,0.00616113744075829,51,0.0241706161137441,260.832,0.123617061611374,68.99,0.032696682464455,0,0,55,0.0260663507109005,0,0,5.842,0.00276872037914692,28,0.0132701421800948
"VÄNERSBORG TORPA",202228,2022-07-17,1877,219.86,0.117133724027704,5.192,0.00276611614278103,13,0.00692594565796484,9,0.00479488545551412,89,0.0474160895045285,0,0,2.668,0.00142141715503463,0,0,9,0.00479488545551412,22,0.011720831113479,0,0,70,0.0372935535428876,216.86,0.115535428875866,98,0.0522109749600426,3,0.00159829515183804,2.192,0.00116782099094299,0,0,10,0.0053276505061268,0,0,9,0.00479488545551412,53,0.028236547682472,36,0.0191795418220565,0,0,0,0,0,0,0,0,2.668,0.00142141715503463,1,0.00053276505061268,8,0.00426212040490144,22,0.011720831113479,0,0,23,0.0122535961640916,47,0.025039957378796,216.86,0.115535428875866,58.192,0.0310026638252531,0,0,36,0.0191795418220565,0,0,2.668,0.00142141715503463,22,0.011720831113479
"VÄNERSBORG TORPA",202228,2022-07-16,1997,266.526,0.133463194792188,3.05,0.00152729093640461,22,0.0110165247871808,14,0.00701051577366049,90,0.0450676014021032,0,0,2.476,0.00123985978968453,0,0,15,0.00751126690035053,26,0.0130195292939409,0,0,94,0.0470706059088633,264.526,0.132461692538808,140,0.0701051577366049,2,0.00100150225338007,1.05,0.000525788683024537,0,0,20,0.0100150225338007,2,0.00100150225338007,12,0.00600901352028042,56,0.028042063094642,34,0.0170255383074612,0,0,0,0,0.382,0.000191286930395593,0,0,2.094,0.00104857285928893,4,0.00200300450676014,11,0.00550826239359039,26,0.0130195292939409,0,0,45,0.0225338007010516,49,0.0245368052078117,264.526,0.132461692538808,62.05,0.0310716074111167,0,0,34,0.0170255383074612,0,0,2.476,0.00123985978968453,26,0.0130195292939409
"VÄNERSBORG TORPA",202228,2022-07-15,2111,241.57,0.114433917574609,5.99,0.00283751776409285,21,0.00994789199431549,13,0.00615821885362387,85,0.0402652771198484,0,0,5.58,0.0026432970156324,1,0.000473709142586452,6,0.00284225485551871,15,0.00710563713879678,0,0,89,0.0421601136901942,239.57,0.113486499289436,120,0.0568450971103742,2,0.000947418285172904,3.99,0.00189009947891994,0,0,19,0.00900047370914259,5,0.00236854571293226,8,0.00378967314069162,43,0.0203694931312174,42,0.019895783988631,0,0,0,0,1.326,0.000628138323069635,0,0,4.254,0.00201515869256277,1,0.000473709142586452,6,0.00284225485551871,15,0.00710563713879678,0,0,45,0.0213169114163903,44,0.0208432022738039,239.57,0.113486499289436,56.99,0.0269966840360019,0,0,42,0.019895783988631,0,0,5.58,0.0026432970156324,15,0.00710563713879678
"VÄNERSBORG TORPA",202228,2022-07-14,2005,257.597,0.128477306733167,7.361,0.0036713216957606,14,0.00698254364089776,13,0.00648379052369077,91,0.0453865336658354,0,0,2.236,0.00111521197007481,1,0.000498753117206983,9,0.00448877805486284,35,0.0174563591022444,0,0,85,0.0423940149625935,252.597,0.125983541147132,112,0.055860349127182,5,0.00249376558603491,2.361,0.00117755610972569,0,0,9,0.00448877805486284,5,0.00249376558603491,8,0.00399002493765586,53,0.0264339152119701,38,0.0189526184538653,0,0,0,0,0.638,0.000318204488778055,0,0,1.598,0.000797007481296758,4,0.00199501246882793,6,0.0029925187032419,35,0.0174563591022444,0,0,31,0.0154613466334165,54,0.0269326683291771,252.597,0.125983541147132,65.361,0.0325990024937656,0,0,38,0.0189526184538653,0,0,2.236,0.00111521197007481,35,0.0174563591022444
"VÄNERSBORG TORPA",202228,2022-07-13,2114,215.952,0.102153263954588,2,0.000946073793755913,7,0.0033112582781457,17,0.00804162724692526,96,0.0454115421002838,0,0,3.952,0.00186944181646168,0,0,16,0.0075685903500473,11,0.00520340586565752,2,0.000946073793755913,61,0.0288552507095553,213.952,0.101207190160833,90,0.0425733207190161,2,0.000946073793755913,0,0,0,0,5,0.00236518448438978,6,0.00283822138126774,11,0.00520340586565752,39,0.0184484389782403,57,0.0269631031220435,0,0,0,0,0.64,0.000302743614001892,0,0,3.312,0.00156669820245979,4,0.00189214758751183,12,0.00567644276253548,11,0.00520340586565752,2,0.000946073793755913,22,0.010406811731315,39,0.0184484389782403,213.952,0.101207190160833,50,0.0236518448438978,0,0,57,0.0269631031220435,0,0,3.952,0.00186944181646168,13,0.00614947965941343
"VÄNERSBORG TORPA",202228,2022-07-12,2116,226.084,0.106844990548204,7.044,0.0033289224952741,17,0.00803402646502836,9,0.00425330812854442,104,0.0491493383742911,0,0,3.04,0.00143667296786389,0,0,14,0.00661625708884688,9,0.00425330812854442,0,0,63,0.029773156899811,226.084,0.106844990548204,117,0.0552930056710775,0,0,7.044,0.0033289224952741,0,0,17,0.00803402646502836,0,0,9,0.00425330812854442,63,0.029773156899811,41,0.0193761814744802,0,0,0,0,0.596,0.000281663516068053,0,0,2.444,0.00115500945179584,7,0.00330812854442344,7,0.00330812854442344,9,0.00425330812854442,0,0,23,0.0108695652173913,40,0.0189035916824197,226.084,0.106844990548204,56.044,0.0264858223062382,0,0,41,0.0193761814744802,0,0,3.04,0.00143667296786389,9,0.00425330812854442
