"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Extra","kampanj_convrate_Extra","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"UPPSALA VÄSTERTORG",202233,2022-08-18,1299,85,0.0654349499615089,16,0.0123171670515781,11,0.00846805234795997,8,0.00615858352578907,0,0,0,0,1,0.000769822940723634,9,0.0069284064665127,13,0.0100076982294072,19,0.014626635873749,8,0.00615858352578907,74,0.0569668976135489,30,0.023094688221709,11,0.00846805234795997,0,0,5,0.00384911470361817,0,0,0,0,8,0.00615858352578907,0,0,0,0,0,0,0,0,0,0,0,0,6,0.0046189376443418,1,0.000769822940723634,3,0.0023094688221709,27,0.0207852193995381,5,0.00384911470361817,7,0.00538876058506543,1,0.000769822940723634,74,0.0569668976135489,5,0.00384911470361817,6,0.0046189376443418,1,0.000769822940723634,32,0.0246343341031563
"UPPSALA VÄSTERTORG",202233,2022-08-17,1224,68,0.0555555555555556,7,0.00571895424836601,4,0.00326797385620915,7,0.00571895424836601,4,0.00326797385620915,0,0,0,0,9,0.00735294117647059,10,0.00816993464052288,23,0.0187908496732026,4,0.00326797385620915,64,0.0522875816993464,17,0.0138888888888889,4,0.00326797385620915,0,0,3,0.00245098039215686,0,0,0,0,7,0.00571895424836601,4,0.00326797385620915,0,0,0,0,0,0,0,0,0,0,7,0.00571895424836601,0,0,2,0.00163398692810458,13,0.0106209150326797,20,0.0163398692810458,4,0.00326797385620915,0,0,64,0.0522875816993464,3,0.00245098039215686,11,0.00898692810457516,0,0,33,0.0269607843137255
"UPPSALA VÄSTERTORG",202233,2022-08-16,1253,70,0.0558659217877095,7,0.00558659217877095,7,0.00558659217877095,6,0.00478850758180367,5,0.00399042298483639,0,0,4,0.00319233838786911,8,0.00638467677573823,10,0.00798084596967279,17,0.0135674381484437,6,0.00478850758180367,63,0.0502793296089385,25,0.019952114924182,7,0.00558659217877095,0,0,0,0,0,0,0,0,6,0.00478850758180367,5,0.00399042298483639,0,0,0,0,0,0,0,0,0,0,8,0.00638467677573823,1,0.000798084596967279,3,0.00239425379090184,11,0.00877893056664006,16,0.0127693535514765,4,0.00319233838786911,2,0.00159616919393456,63,0.0502793296089385,0,0,10,0.00798084596967279,1,0.000798084596967279,27,0.0215482841181165
"UPPSALA VÄSTERTORG",202233,2022-08-15,1300,128,0.0984615384615385,26,0.02,8,0.00615384615384615,10,0.00769230769230769,3,0.00230769230769231,0,0,0,0,13,0.01,20,0.0153846153846154,41,0.0315384615384615,7,0.00538461538461538,120,0.0923076923076923,30,0.0230769230769231,8,0.00615384615384615,0,0,18,0.0138461538461538,0,0,3,0.00230769230769231,7,0.00538461538461538,3,0.00230769230769231,0,0,0,0,0,0,0,0,0,0,8,0.00615384615384615,0,0,5,0.00384615384615385,33,0.0253846153846154,28,0.0215384615384615,7,0.00538461538461538,0,0,120,0.0923076923076923,18,0.0138461538461538,11,0.00846153846153846,0,0,61,0.0469230769230769
"UPPSALA VÄSTERTORG",202232,2022-08-14,1079,133,0.123262279888786,24,0.0222428174235403,8,0.00741427247451344,13,0.0120481927710843,6,0.00556070435588508,0,0,1,0.00092678405931418,13,0.0120481927710843,21,0.0194624652455978,37,0.0342910101946247,10,0.0092678405931418,125,0.115848007414272,35,0.0324374420759963,8,0.00741427247451344,0,0,16,0.0148285449490269,0,0,5,0.0046339202965709,8,0.00741427247451344,6,0.00556070435588508,0,0,0,0,0,0,0,0,0,0,11,0.010194624652456,0,0,3,0.00278035217794254,42,0.0389249304911956,16,0.0148285449490269,7,0.00648748841519926,3,0.00278035217794254,125,0.115848007414272,16,0.0148285449490269,16,0.0148285449490269,0,0,58,0.0537534754402224
"UPPSALA VÄSTERTORG",202232,2022-08-13,984,84,0.0853658536585366,24,0.024390243902439,7,0.00711382113821138,7,0.00711382113821138,6,0.00609756097560976,0,0,2,0.00203252032520325,5,0.00508130081300813,5,0.00508130081300813,16,0.016260162601626,12,0.0121951219512195,77,0.0782520325203252,29,0.0294715447154472,7,0.00711382113821138,0,0,17,0.0172764227642276,0,0,1,0.00101626016260163,6,0.00609756097560976,6,0.00609756097560976,0,0,0,0,0,0,0,0,0,0,6,0.00609756097560976,0,0,1,0.00101626016260163,9,0.00914634146341463,12,0.0121951219512195,7,0.00711382113821138,5,0.00508130081300813,77,0.0782520325203252,17,0.0172764227642276,10,0.0101626016260163,0,0,21,0.0213414634146341
"UPPSALA VÄSTERTORG",202232,2022-08-12,1101,121,0.109900090826521,24,0.0217983651226158,16,0.0145322434150772,11,0.00999091734786558,6,0.00544959128065395,0,0,3,0.00272479564032698,8,0.0072661217075386,12,0.0108991825613079,27,0.0245231607629428,14,0.0127157129881926,105,0.0953678474114441,42,0.0381471389645777,16,0.0145322434150772,0,0,8,0.0072661217075386,0,0,3,0.00272479564032698,8,0.0072661217075386,6,0.00544959128065395,0,0,0,0,0,0,0,0,0,0,9,0.00817438692098093,2,0.00181653042688465,0,0,28,0.0254314259763851,11,0.00999091734786558,5,0.00454132606721163,9,0.00817438692098093,105,0.0953678474114441,8,0.0072661217075386,14,0.0127157129881926,2,0.00181653042688465,39,0.0354223433242507
"UPPSALA VÄSTERTORG",202232,2022-08-11,1068,78,0.0730337078651685,16,0.0149812734082397,8,0.00749063670411985,7,0.00655430711610487,5,0.00468164794007491,0,0,3,0.00280898876404494,8,0.00749063670411985,4,0.00374531835205993,16,0.0149812734082397,11,0.0102996254681648,70,0.0655430711610487,32,0.0299625468164794,8,0.00749063670411985,0,0,8,0.00749063670411985,0,0,1,0.000936329588014981,6,0.00561797752808989,5,0.00468164794007491,0,0,0,0,0,0,0,0,0,0,6,0.00561797752808989,1,0.000936329588014981,4,0.00374531835205993,8,0.00749063670411985,12,0.0112359550561798,5,0.00468164794007491,6,0.00561797752808989,70,0.0655430711610487,8,0.00749063670411985,9,0.00842696629213483,1,0.000936329588014981,20,0.0187265917602996
"UPPSALA VÄSTERTORG",202232,2022-08-10,1063,116,0.109125117591722,22,0.0206961429915334,10,0.00940733772342427,11,0.0103480714957667,11,0.0103480714957667,0,0,0,0,5,0.00470366886171214,20,0.0188146754468485,25,0.0235183443085607,12,0.0112888052681091,106,0.0997177798682973,34,0.0319849482596425,10,0.00940733772342427,0,0,12,0.0112888052681091,0,0,4,0.00376293508936971,7,0.00658513640639699,11,0.0103480714957667,0,0,0,0,0,0,0,0,0,0,4,0.00376293508936971,0,0,1,0.000940733772342427,25,0.0235183443085607,20,0.0188146754468485,6,0.00564440263405456,6,0.00564440263405456,106,0.0997177798682973,12,0.0112888052681091,15,0.0141110065851364,0,0,45,0.0423330197554092
"UPPSALA VÄSTERTORG",202232,2022-08-09,1032,80,0.0775193798449612,15,0.0145348837209302,7,0.00678294573643411,5,0.00484496124031008,5,0.00484496124031008,0,0,1,0.000968992248062015,6,0.00581395348837209,10,0.00968992248062015,26,0.0251937984496124,5,0.00484496124031008,73,0.0707364341085271,20,0.0193798449612403,7,0.00678294573643411,0,0,8,0.00775193798449612,0,0,1,0.000968992248062015,4,0.00387596899224806,5,0.00484496124031008,0,0,0,0,0,0,0,0,0,0,5,0.00484496124031008,0,0,2,0.00193798449612403,23,0.0222868217054264,13,0.0125968992248062,2,0.00193798449612403,3,0.00290697674418605,73,0.0707364341085271,8,0.00775193798449612,9,0.00872093023255814,0,0,36,0.0348837209302326
"UPPSALA VÄSTERTORG",202232,2022-08-08,1137,109,0.0958663148636763,18,0.0158311345646438,9,0.0079155672823219,7,0.00615655233069481,8,0.00703605980650836,0,0,2,0.00175901495162709,6,0.00527704485488127,31,0.0272647317502199,23,0.0202286719437115,5,0.00439753737906772,100,0.0879507475813544,25,0.0219876868953386,9,0.0079155672823219,0,0,9,0.0079155672823219,0,0,0,0,7,0.00615655233069481,8,0.00703605980650836,0,0,0,0,0,0,0,0,0,0,4,0.00351802990325418,1,0.000879507475813544,3,0.00263852242744063,30,0.0263852242744063,24,0.0211081794195251,3,0.00263852242744063,2,0.00175901495162709,100,0.0879507475813544,9,0.0079155672823219,11,0.00967458223394899,1,0.000879507475813544,54,0.0474934036939314
"UPPSALA VÄSTERTORG",202231,2022-08-07,971,92,0.0947476828012358,19,0.01956745623069,8,0.0082389289392379,7,0.00720906282183316,13,0.0133882595262616,0,0,1,0.00102986611740474,11,0.0113285272914521,5,0.00514933058702369,23,0.023686920700309,5,0.00514933058702369,84,0.0865087538619979,26,0.0267765190525232,8,0.0082389289392379,0,0,11,0.0113285272914521,0,0,4,0.00411946446961895,3,0.00308959835221421,13,0.0133882595262616,0,0,0,0,0,0,0,0,0,0,7,0.00720906282183316,0,0,5,0.00514933058702369,18,0.0185375901132853,10,0.0102986611740474,4,0.00411946446961895,1,0.00102986611740474,84,0.0865087538619979,11,0.0113285272914521,19,0.01956745623069,0,0,28,0.0288362512873326
"UPPSALA VÄSTERTORG",202231,2022-08-06,996,109,0.109437751004016,16,0.0160642570281124,5,0.00502008032128514,14,0.0140562248995984,9,0.00903614457831325,0,0,3,0.00301204819277108,11,0.0110441767068273,14,0.0140562248995984,28,0.0281124497991968,9,0.00903614457831325,104,0.104417670682731,35,0.035140562248996,5,0.00502008032128514,0,0,11,0.0110441767068273,0,0,6,0.00602409638554217,8,0.00803212851405622,9,0.00903614457831325,0,0,0,0,0,0,0,0,0,0,8,0.00803212851405622,1,0.00100401606425703,5,0.00502008032128514,31,0.0311244979919679,11,0.0110441767068273,8,0.00803212851405622,1,0.00100401606425703,104,0.104417670682731,11,0.0110441767068273,15,0.0150602409638554,1,0.00100401606425703,42,0.0421686746987952
"UPPSALA VÄSTERTORG",202231,2022-08-05,935,80,0.0855614973262032,12,0.0128342245989305,4,0.00427807486631016,9,0.00962566844919786,11,0.0117647058823529,0,0,1,0.00106951871657754,6,0.00641711229946524,11,0.0117647058823529,17,0.0181818181818182,9,0.00962566844919786,76,0.081283422459893,26,0.027807486631016,4,0.00427807486631016,0,0,8,0.00855614973262032,0,0,4,0.00427807486631016,5,0.0053475935828877,11,0.0117647058823529,0,0,0,0,0,0,0,0,0,0,4,0.00427807486631016,0,0,3,0.00320855614973262,19,0.0203208556149733,9,0.00962566844919786,9,0.00962566844919786,0,0,76,0.081283422459893,8,0.00855614973262032,14,0.0149732620320856,0,0,28,0.0299465240641711
"UPPSALA VÄSTERTORG",202231,2022-08-04,972,85,0.0874485596707819,19,0.0195473251028807,10,0.0102880658436214,9,0.00925925925925926,8,0.00823045267489712,0,0,3,0.00308641975308642,8,0.00823045267489712,11,0.0113168724279835,15,0.0154320987654321,2,0.00205761316872428,75,0.0771604938271605,24,0.0246913580246914,10,0.0102880658436214,0,0,9,0.00925925925925926,0,0,0,0,9,0.00925925925925926,8,0.00823045267489712,0,0,0,0,0,0,0,0,0,0,5,0.0051440329218107,3,0.00308641975308642,3,0.00308641975308642,15,0.0154320987654321,11,0.0113168724279835,2,0.00205761316872428,0,0,75,0.0771604938271605,9,0.00925925925925926,13,0.0133744855967078,3,0.00308641975308642,26,0.0267489711934156
"UPPSALA VÄSTERTORG",202231,2022-08-03,889,84,0.094488188976378,15,0.0168728908886389,6,0.00674915635545557,13,0.0146231721034871,11,0.0123734533183352,0,0,2,0.00224971878515186,8,0.00899887514060742,10,0.0112485939257593,18,0.0202474690663667,1,0.00112485939257593,78,0.0877390326209224,25,0.0281214848143982,6,0.00674915635545557,0,0,9,0.0101237345331834,0,0,0,0,13,0.0146231721034871,11,0.0123734533183352,0,0,0,0,0,0,0,0,0,0,7,0.0078740157480315,0,0,3,0.00337457817772778,15,0.0168728908886389,13,0.0146231721034871,1,0.00112485939257593,0,0,78,0.0877390326209224,9,0.0101237345331834,16,0.0179977502812148,0,0,28,0.031496062992126
"UPPSALA VÄSTERTORG",202231,2022-08-02,987,61,0.0618034447821682,12,0.0121580547112462,1,0.00101317122593718,9,0.00911854103343465,7,0.00709219858156028,0,0,1,0.00101317122593718,4,0.00405268490374873,4,0.00405268490374873,21,0.0212765957446809,2,0.00202634245187437,60,0.060790273556231,12,0.0121580547112462,1,0.00101317122593718,0,0,11,0.011144883485309,0,0,5,0.00506585612968592,4,0.00405268490374873,7,0.00709219858156028,0,0,0,0,0,0,0,0,0,0,4,0.00405268490374873,1,0.00101317122593718,0,0,17,0.0172239108409321,8,0.00810536980749747,2,0.00202634245187437,0,0,60,0.060790273556231,11,0.011144883485309,11,0.011144883485309,1,0.00101317122593718,25,0.0253292806484296
"UPPSALA VÄSTERTORG",202231,2022-08-01,1000,85,0.085,24,0.024,12,0.012,16,0.016,2,0.002,0,0,3,0.003,10,0.01,5,0.005,9,0.009,4,0.004,73,0.073,36,0.036,12,0.012,0,0,12,0.012,0,0,2,0.002,14,0.014,2,0.002,0,0,0,0,0,0,0,0,0,0,10,0.01,1,0.001,2,0.002,9,0.009,5,0.005,3,0.003,1,0.001,73,0.073,12,0.012,10,0.01,1,0.001,14,0.014
"UPPSALA VÄSTERTORG",202230,2022-07-31,962,86,0.0893970893970894,27,0.0280665280665281,13,0.0135135135135135,8,0.00831600831600832,0,0,0,0,3,0.00311850311850312,2,0.00207900207900208,9,0.00935550935550936,21,0.0218295218295218,3,0.00311850311850312,73,0.0758835758835759,28,0.0291060291060291,13,0.0135135135135135,0,0,14,0.0145530145530146,0,0,3,0.00311850311850312,5,0.0051975051975052,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00415800415800416,0,0,1,0.00103950103950104,13,0.0135135135135135,17,0.0176715176715177,3,0.00311850311850312,0,0,73,0.0758835758835759,14,0.0145530145530146,1,0.00103950103950104,0,0,30,0.0311850311850312
"UPPSALA VÄSTERTORG",202230,2022-07-30,876,78,0.089041095890411,21,0.023972602739726,4,0.0045662100456621,13,0.0148401826484018,0,0,0,0,3,0.00342465753424658,7,0.00799086757990868,5,0.00570776255707763,20,0.0228310502283105,5,0.00570776255707763,74,0.0844748858447489,27,0.0308219178082192,4,0.0045662100456621,0,0,17,0.0194063926940639,0,0,5,0.00570776255707763,8,0.0091324200913242,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00684931506849315,1,0.00114155251141553,3,0.00342465753424658,11,0.0125570776255708,14,0.0159817351598174,4,0.0045662100456621,1,0.00114155251141553,74,0.0844748858447489,17,0.0194063926940639,4,0.0045662100456621,1,0.00114155251141553,25,0.0285388127853881
"UPPSALA VÄSTERTORG",202230,2022-07-29,1019,106,0.104023552502453,20,0.0196270853778214,9,0.00883218842001963,8,0.00785083415112856,5,0.00490677134445535,0,0,3,0.00294406280667321,12,0.0117762512266928,11,0.0107948969578018,31,0.0304219823356232,7,0.00686947988223749,97,0.0951913640824338,26,0.0255152109911678,9,0.00883218842001963,0,0,11,0.0107948969578018,0,0,1,0.00098135426889107,7,0.00686947988223749,5,0.00490677134445535,0,0,0,0,0,0,0,0,0,0,12,0.0117762512266928,2,0.00196270853778214,1,0.00098135426889107,18,0.0176643768400393,24,0.0235525024533857,6,0.00588812561334642,1,0.00098135426889107,97,0.0951913640824338,11,0.0107948969578018,16,0.0157016683022571,2,0.00196270853778214,42,0.0412168792934249
"UPPSALA VÄSTERTORG",202230,2022-07-28,1015,76,0.0748768472906404,17,0.0167487684729064,4,0.00394088669950739,3,0.00295566502463054,15,0.0147783251231527,0,0,2,0.00197044334975369,7,0.00689655172413793,9,0.00886699507389163,14,0.0137931034482759,5,0.00492610837438424,72,0.070935960591133,16,0.0157635467980296,4,0.00394088669950739,0,0,13,0.012807881773399,0,0,1,0.000985221674876847,2,0.00197044334975369,15,0.0147783251231527,0,0,0,0,0,0,0,0,0,0,5,0.00492610837438424,1,0.000985221674876847,3,0.00295566502463054,18,0.0177339901477833,5,0.00492610837438424,4,0.00394088669950739,1,0.000985221674876847,72,0.070935960591133,13,0.012807881773399,19,0.0187192118226601,1,0.000985221674876847,23,0.0226600985221675
"UPPSALA VÄSTERTORG",202230,2022-07-27,985,109,0.110659898477157,20,0.0203045685279188,8,0.00812182741116751,21,0.0213197969543147,10,0.0101522842639594,0,0,0,0,4,0.00406091370558376,1,0.00101522842639594,39,0.0395939086294416,6,0.00609137055837563,101,0.10253807106599,37,0.0375634517766497,8,0.00812182741116751,0,0,12,0.0121827411167513,0,0,4,0.00406091370558376,17,0.017258883248731,10,0.0101522842639594,0,0,0,0,0,0,0,0,0,0,2,0.00203045685279188,0,0,2,0.00203045685279188,13,0.0131979695431472,27,0.0274111675126904,6,0.00609137055837563,0,0,101,0.10253807106599,12,0.0121827411167513,12,0.0121827411167513,0,0,40,0.0406091370558376
"UPPSALA VÄSTERTORG",202230,2022-07-26,1019,89,0.0873405299313052,23,0.0225711481844946,8,0.00785083415112856,11,0.0107948969578018,4,0.00392541707556428,0,0,5,0.00490677134445535,9,0.00883218842001963,10,0.0098135426889107,10,0.0098135426889107,9,0.00883218842001963,81,0.0794896957801766,34,0.0333660451422964,8,0.00785083415112856,0,0,15,0.014720314033366,0,0,3,0.00294406280667321,8,0.00785083415112856,4,0.00392541707556428,0,0,0,0,0,0,0,0,0,0,13,0.0127576054955839,0,0,1,0.00098135426889107,14,0.013738959764475,6,0.00588812561334642,9,0.00883218842001963,0,0,81,0.0794896957801766,15,0.014720314033366,12,0.0117762512266928,0,0,20,0.0196270853778214
"UPPSALA VÄSTERTORG",202230,2022-07-25,998,107,0.107214428857715,17,0.0170340681362725,5,0.00501002004008016,6,0.00601202404809619,7,0.00701402805611222,0,0,1,0.00100200400801603,5,0.00501002004008016,30,0.030060120240481,33,0.0330661322645291,3,0.0030060120240481,102,0.102204408817635,17,0.0170340681362725,5,0.00501002004008016,0,0,12,0.0120240480961924,0,0,0,0,6,0.00601202404809619,7,0.00701402805611222,0,0,0,0,0,0,0,0,0,0,4,0.00400801603206413,0,0,2,0.00200400801603206,45,0.0450901803607214,18,0.0180360721442886,3,0.0030060120240481,0,0,102,0.102204408817635,12,0.0120240480961924,10,0.0100200400801603,0,0,63,0.06312625250501
"UPPSALA VÄSTERTORG",202229,2022-07-24,944,79,0.0836864406779661,16,0.0169491525423729,8,0.00847457627118644,4,0.00423728813559322,2,0.00211864406779661,0,0,1,0.00105932203389831,12,0.0127118644067797,11,0.0116525423728814,22,0.0233050847457627,3,0.00317796610169492,71,0.0752118644067797,20,0.0211864406779661,8,0.00847457627118644,0,0,8,0.00847457627118644,0,0,1,0.00105932203389831,3,0.00317796610169492,2,0.00211864406779661,0,0,0,0,0,0,0,0,0,0,7,0.00741525423728814,1,0.00105932203389831,5,0.00529661016949153,15,0.0158898305084746,18,0.0190677966101695,3,0.00317796610169492,0,0,71,0.0752118644067797,8,0.00847457627118644,9,0.00953389830508475,1,0.00105932203389831,33,0.0349576271186441
"UPPSALA VÄSTERTORG",202229,2022-07-23,889,90,0.101237345331834,24,0.0269966254218223,7,0.0078740157480315,9,0.0101237345331834,6,0.00674915635545557,0,0,4,0.00449943757030371,11,0.0123734533183352,9,0.0101237345331834,18,0.0202474690663667,2,0.00224971878515186,83,0.093363329583802,19,0.0213723284589426,7,0.0078740157480315,0,0,17,0.0191226096737908,0,0,1,0.00112485939257593,8,0.00899887514060742,6,0.00674915635545557,0,0,0,0,0,0,0,0,0,0,12,0.0134983127109111,3,0.00337457817772778,0,0,16,0.0179977502812148,11,0.0123734533183352,2,0.00224971878515186,0,0,83,0.093363329583802,17,0.0191226096737908,17,0.0191226096737908,3,0.00337457817772778,27,0.0303712035995501
"UPPSALA VÄSTERTORG",202229,2022-07-22,994,93,0.0935613682092555,14,0.0140845070422535,1,0.00100603621730382,12,0.0120724346076459,6,0.00603621730382294,0,0,3,0.00301810865191147,7,0.00704225352112676,9,0.00905432595573441,25,0.0251509054325956,16,0.0160965794768612,92,0.0925553319919517,32,0.0321931589537223,1,0.00100603621730382,0,0,13,0.0130784708249497,0,0,5,0.00503018108651911,7,0.00704225352112676,6,0.00603621730382294,0,0,0,0,0,0,0,0,0,0,8,0.00804828973843058,1,0.00100603621730382,1,0.00100603621730382,17,0.017102615694165,17,0.017102615694165,15,0.0150905432595573,1,0.00100603621730382,92,0.0925553319919517,13,0.0130784708249497,12,0.0120724346076459,1,0.00100603621730382,34,0.03420523138833
"UPPSALA VÄSTERTORG",202229,2022-07-21,957,72,0.0752351097178683,24,0.0250783699059561,4,0.00417972831765935,10,0.0104493207941484,0,0,0,0,1,0.00104493207941484,10,0.0104493207941484,6,0.00626959247648903,11,0.0114942528735632,6,0.00626959247648903,68,0.071055381400209,21,0.0219435736677116,4,0.00417972831765935,0,0,20,0.0208986415882968,0,0,2,0.00208986415882968,8,0.00835945663531871,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00940438871473354,1,0.00104493207941484,1,0.00104493207941484,10,0.0104493207941484,7,0.00731452455590387,6,0.00626959247648903,0,0,68,0.071055381400209,20,0.0208986415882968,9,0.00940438871473354,1,0.00104493207941484,17,0.0177638453500522
"UPPSALA VÄSTERTORG",202229,2022-07-20,980,85,0.086734693877551,14,0.0142857142857143,4,0.00408163265306122,11,0.0112244897959184,0,0,0,0,3,0.00306122448979592,12,0.0122448979591837,9,0.00918367346938776,20,0.0204081632653061,12,0.0122448979591837,81,0.0826530612244898,33,0.0336734693877551,4,0.00408163265306122,0,0,10,0.0102040816326531,0,0,3,0.00306122448979592,8,0.00816326530612245,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0122448979591837,0,0,3,0.00306122448979592,11,0.0112244897959184,18,0.0183673469387755,12,0.0122448979591837,0,0,81,0.0826530612244898,10,0.0102040816326531,9,0.00918367346938776,0,0,29,0.0295918367346939
"UPPSALA VÄSTERTORG",202229,2022-07-19,990,90,0.0909090909090909,31,0.0313131313131313,9,0.00909090909090909,12,0.0121212121212121,0,0,0,0,2,0.00202020202020202,9,0.00909090909090909,6,0.00606060606060606,17,0.0171717171717172,4,0.00404040404040404,81,0.0818181818181818,27,0.0272727272727273,9,0.00909090909090909,0,0,22,0.0222222222222222,0,0,4,0.00404040404040404,8,0.00808080808080808,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00707070707070707,2,0.00202020202020202,2,0.00202020202020202,10,0.0101010101010101,13,0.0131313131313131,4,0.00404040404040404,0,0,81,0.0818181818181818,22,0.0222222222222222,7,0.00707070707070707,2,0.00202020202020202,23,0.0232323232323232
"UPPSALA VÄSTERTORG",202229,2022-07-18,1021,78,0.0763956904995103,17,0.0166503428011753,0,0,5,0.00489715964740451,0,0,0,0,0,0,5,0.00489715964740451,17,0.0166503428011753,28,0.0274240940254652,6,0.00587659157688541,78,0.0763956904995103,12,0.0117531831537708,0,0,0,0,17,0.0166503428011753,0,0,0,0,5,0.00489715964740451,0,0,0,0,0,0,0,0,0,0,0,0,4,0.0039177277179236,0,0,1,0.000979431929480901,21,0.0205680705190989,24,0.0235063663075416,6,0.00587659157688541,0,0,78,0.0763956904995103,17,0.0166503428011753,4,0.0039177277179236,0,0,45,0.0440744368266405
"UPPSALA VÄSTERTORG",202228,2022-07-17,949,79,0.083245521601686,16,0.0168598524762908,2,0.00210748155953635,4,0.00421496311907271,1,0.00105374077976818,0,0,0,0,16,0.0168598524762908,10,0.0105374077976818,18,0.0189673340358272,12,0.0126448893572181,77,0.0811380400421496,28,0.029504741833509,2,0.00210748155953635,0,0,14,0.0147523709167545,0,0,0,0,4,0.00421496311907271,1,0.00105374077976818,0,0,0,0,0,0,0,0,0,0,6,0.00632244467860906,0,0,10,0.0105374077976818,7,0.00737618545837724,21,0.0221285563751317,6,0.00632244467860906,6,0.00632244467860906,77,0.0811380400421496,14,0.0147523709167545,7,0.00737618545837724,0,0,28,0.029504741833509
"UPPSALA VÄSTERTORG",202228,2022-07-16,915,113,0.123497267759563,13,0.014207650273224,4,0.00437158469945355,4,0.00437158469945355,6,0.00655737704918033,0,0,3,0.00327868852459016,23,0.0251366120218579,23,0.0251366120218579,28,0.0306010928961749,9,0.00983606557377049,109,0.119125683060109,28,0.0306010928961749,4,0.00437158469945355,0,0,9,0.00983606557377049,0,0,0,0,4,0.00437158469945355,6,0.00655737704918033,0,0,0,0,0,0,0,0,0,0,16,0.0174863387978142,1,0.00109289617486339,9,0.00983606557377049,25,0.0273224043715847,26,0.0284153005464481,9,0.00983606557377049,0,0,109,0.119125683060109,9,0.00983606557377049,20,0.0218579234972678,1,0.00109289617486339,51,0.0557377049180328
"UPPSALA VÄSTERTORG",202228,2022-07-15,996,88,0.0883534136546185,17,0.0170682730923695,4,0.00401606425702811,9,0.00903614457831325,7,0.0070281124497992,0,0,2,0.00200803212851406,13,0.0130522088353414,10,0.0100401606425703,21,0.0210843373493976,5,0.00502008032128514,84,0.0843373493975904,27,0.0271084337349398,4,0.00401606425702811,0,0,13,0.0130522088353414,0,0,2,0.00200803212851406,7,0.0070281124497992,7,0.0070281124497992,0,0,0,0,0,0,0,0,0,0,8,0.00803212851405622,0,0,7,0.0070281124497992,20,0.0200803212851406,11,0.0110441767068273,5,0.00502008032128514,0,0,84,0.0843373493975904,13,0.0130522088353414,13,0.0130522088353414,0,0,31,0.0311244979919679
