"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_ABP","kampanj_convrate_ABP","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris"
"UPPSALA VÄSTERTORG",202224,8162,400,0.0490075961774075,159,0.0194805194805195,152,0.0186228865474148,49,0.00600343053173242,24,0.00294045577064445,16,0.0019603038470963,400,0.0490075961774075,159,0.0194805194805195,159,0.0194805194805195,152,0.0186228865474148,49,0.00600343053173242,24,0.00294045577064445,16,0.0019603038470963,400,0.0490075961774075,24,0.00294045577064445,168,0.0205831903945112,49,0.00600343053173242
"UPPSALA VÄSTERTORG",202223,8481,589,0.0694493573871006,89,0.0104940455135008,168,0.0198089847895295,265,0.0312463152930079,45,0.00530597806862398,22,0.00259403372243839,589,0.0694493573871006,89,0.0104940455135008,89,0.0104940455135008,168,0.0198089847895295,265,0.0312463152930079,45,0.00530597806862398,22,0.00259403372243839,589,0.0694493573871006,45,0.00530597806862398,190,0.0224030185119679,265,0.0312463152930079
"UPPSALA VÄSTERTORG",202222,8677,330,0.0380315777342399,66,0.00760631554684799,171,0.0197072720986516,40,0.0046098882102109,24,0.00276593292612654,29,0.0033421689524029,330,0.0380315777342399,66,0.00760631554684799,66,0.00760631554684799,171,0.0197072720986516,40,0.0046098882102109,24,0.00276593292612654,29,0.0033421689524029,330,0.0380315777342399,24,0.00276593292612654,200,0.0230494410510545,40,0.0046098882102109
"UPPSALA VÄSTERTORG",202221,8337,332,0.0398224781096318,79,0.00947583063452081,153,0.0183519251529327,35,0.00419815281276238,33,0.00395825836631882,32,0.00383831114309704,332,0.0398224781096318,79,0.00947583063452081,79,0.00947583063452081,153,0.0183519251529327,35,0.00419815281276238,33,0.00395825836631882,32,0.00383831114309704,332,0.0398224781096318,33,0.00395825836631882,185,0.0221902362960297,35,0.00419815281276238
"UPPSALA VÄSTERTORG",202220,8764,522,0.0595618439068918,160,0.0182565038795071,179,0.0204244637151985,41,0.00467822911912369,117,0.0133500684618895,25,0.00285257873117298,522,0.0595618439068918,160,0.0182565038795071,160,0.0182565038795071,179,0.0204244637151985,41,0.00467822911912369,117,0.0133500684618895,25,0.00285257873117298,522,0.0595618439068918,117,0.0133500684618895,204,0.0232770424463715,41,0.00467822911912369
"UPPSALA VÄSTERTORG",202219,8617,341,0.0395729372171289,82,0.00951607287919229,131,0.015202506672856,47,0.0054543344551468,49,0.00568643379366369,32,0.00371358941627016,341,0.0395729372171289,82,0.00951607287919229,82,0.00951607287919229,131,0.015202506672856,47,0.0054543344551468,49,0.00568643379366369,32,0.00371358941627016,341,0.0395729372171289,49,0.00568643379366369,163,0.0189160960891261,47,0.0054543344551468
"UPPSALA VÄSTERTORG",202218,8613,342,0.0397074190177638,89,0.010333217229769,142,0.0164867061418786,48,0.00557297109021247,34,0.0039475211889005,29,0.00336700336700337,342,0.0397074190177638,89,0.010333217229769,89,0.010333217229769,142,0.0164867061418786,48,0.00557297109021247,34,0.0039475211889005,29,0.00336700336700337,342,0.0397074190177638,34,0.0039475211889005,171,0.0198537095088819,48,0.00557297109021247
"UPPSALA VÄSTERTORG",202217,8670,712,0.0821222606689735,88,0.0101499423298731,165,0.0190311418685121,406,0.0468281430219146,26,0.00299884659746251,27,0.00311418685121107,712,0.0821222606689735,88,0.0101499423298731,88,0.0101499423298731,165,0.0190311418685121,406,0.0468281430219146,26,0.00299884659746251,27,0.00311418685121107,712,0.0821222606689735,26,0.00299884659746251,192,0.0221453287197232,406,0.0468281430219146
"UPPSALA VÄSTERTORG",202216,8624,321,0.037221706864564,92,0.0106679035250464,127,0.0147263450834879,45,0.00521799628942486,34,0.00394248608534323,23,0.0026669758812616,321,0.037221706864564,92,0.0106679035250464,92,0.0106679035250464,127,0.0147263450834879,45,0.00521799628942486,34,0.00394248608534323,23,0.0026669758812616,321,0.037221706864564,34,0.00394248608534323,150,0.0173933209647495,45,0.00521799628942486
"UPPSALA VÄSTERTORG",202215,7268,251,0.0345349477160154,58,0.00798018712162906,120,0.0165107319757843,48,0.0066042927903137,10,0.00137589433131536,15,0.00206384149697303,251,0.0345349477160154,58,0.00798018712162906,58,0.00798018712162906,120,0.0165107319757843,48,0.0066042927903137,10,0.00137589433131536,15,0.00206384149697303,251,0.0345349477160154,10,0.00137589433131536,135,0.0185745734727573,48,0.0066042927903137
"UPPSALA VÄSTERTORG",202214,7915,274,0.0346178142766898,64,0.00808591282375237,103,0.0130132659507265,44,0.00555906506632975,24,0.00303221730890714,39,0.0049273531269741,274,0.0346178142766898,64,0.00808591282375237,64,0.00808591282375237,103,0.0130132659507265,44,0.00555906506632975,24,0.00303221730890714,39,0.0049273531269741,274,0.0346178142766898,24,0.00303221730890714,142,0.0179406190777006,44,0.00555906506632975
"UPPSALA VÄSTERTORG",202213,8286,431,0.0520154477431813,220,0.0265508085928071,92,0.0111030654115375,39,0.00470673425054309,47,0.00567221819937244,33,0.00398262128892107,431,0.0520154477431813,220,0.0265508085928071,220,0.0265508085928071,92,0.0111030654115375,39,0.00470673425054309,47,0.00567221819937244,33,0.00398262128892107,431,0.0520154477431813,47,0.00567221819937244,125,0.0150856867004586,39,0.00470673425054309
"UPPSALA VÄSTERTORG",202212,8440,378,0.0447867298578199,107,0.0126777251184834,127,0.0150473933649289,52,0.00616113744075829,55,0.00651658767772512,37,0.00438388625592417,378,0.0447867298578199,107,0.0126777251184834,107,0.0126777251184834,127,0.0150473933649289,52,0.00616113744075829,55,0.00651658767772512,37,0.00438388625592417,378,0.0447867298578199,55,0.00651658767772512,164,0.0194312796208531,52,0.00616113744075829
"UPPSALA VÄSTERTORG",202211,8251,364,0.0441158647436674,99,0.0119985456308326,136,0.0164828505635681,50,0.00605987153072355,51,0.00618106896133802,28,0.00339352805720519,364,0.0441158647436674,99,0.0119985456308326,99,0.0119985456308326,136,0.0164828505635681,50,0.00605987153072355,51,0.00618106896133802,28,0.00339352805720519,364,0.0441158647436674,51,0.00618106896133802,164,0.0198763786207732,50,0.00605987153072355
"UPPSALA VÄSTERTORG",202210,8070,385,0.0477075588599752,91,0.011276332094176,136,0.0168525402726146,80,0.00991325898389095,53,0.00656753407682776,25,0.00309789343246592,385,0.0477075588599752,91,0.011276332094176,91,0.011276332094176,136,0.0168525402726146,80,0.00991325898389095,53,0.00656753407682776,25,0.00309789343246592,385,0.0477075588599752,53,0.00656753407682776,161,0.0199504337050805,80,0.00991325898389095
"UPPSALA VÄSTERTORG",202209,8308,742,0.0893115069812229,108,0.0129995185363505,91,0.010953298025999,443,0.0533220991815118,56,0.00674049109292248,44,0.00529610014443909,742,0.0893115069812229,108,0.0129995185363505,108,0.0129995185363505,91,0.010953298025999,443,0.0533220991815118,56,0.00674049109292248,44,0.00529610014443909,742,0.0893115069812229,56,0.00674049109292248,135,0.0162493981704381,443,0.0533220991815118
"UPPSALA VÄSTERTORG",202208,7292,519,0.0711738891936369,226,0.0309928688974218,154,0.0211190345584202,57,0.0078167855183763,60,0.00822819528250137,22,0.00301700493691717,519,0.0711738891936369,226,0.0309928688974218,226,0.0309928688974218,154,0.0211190345584202,57,0.0078167855183763,60,0.00822819528250137,22,0.00301700493691717,519,0.0711738891936369,60,0.00822819528250137,176,0.0241360394953374,57,0.0078167855183763
"UPPSALA VÄSTERTORG",202207,8153,362,0.0444008340488164,90,0.0110388813933521,132,0.0161903593769165,66,0.00809517968845824,49,0.00601005764749172,25,0.00306635594259782,362,0.0444008340488164,90,0.0110388813933521,90,0.0110388813933521,132,0.0161903593769165,66,0.00809517968845824,49,0.00601005764749172,25,0.00306635594259782,362,0.0444008340488164,49,0.00601005764749172,157,0.0192567153195143,66,0.00809517968845824
"UPPSALA VÄSTERTORG",202206,7882,541,0.0686374016747019,103,0.0130677493022076,319,0.0404719614311089,35,0.0044404973357016,47,0.005962953565085,37,0.00469424004059883,541,0.0686374016747019,103,0.0130677493022076,103,0.0130677493022076,319,0.0404719614311089,35,0.0044404973357016,47,0.005962953565085,37,0.00469424004059883,541,0.0686374016747019,47,0.005962953565085,356,0.0451662014717077,35,0.0044404973357016
"UPPSALA VÄSTERTORG",202205,7954,1360,0.1709831531305,576,0.0724163942670355,106,0.0133266281116419,117,0.0147095800854916,532,0.0668845863716369,29,0.00364596429469449,1360,0.1709831531305,576,0.0724163942670355,576,0.0724163942670355,106,0.0133266281116419,117,0.0147095800854916,532,0.0668845863716369,29,0.00364596429469449,1360,0.1709831531305,532,0.0668845863716369,135,0.0169725924063364,117,0.0147095800854916
"UPPSALA VÄSTERTORG",202204,7721,636,0.0823727496438285,197,0.0255148296852739,89,0.0115270042740578,308,0.0398912058023572,22,0.00284937184302551,20,0.0025903380391141,636,0.0823727496438285,197,0.0255148296852739,197,0.0255148296852739,89,0.0115270042740578,308,0.0398912058023572,22,0.00284937184302551,20,0.0025903380391141,636,0.0823727496438285,22,0.00284937184302551,109,0.0141173423131719,308,0.0398912058023572
"UPPSALA VÄSTERTORG",202203,8031,294,0.0366081434441539,75,0.00933881210310048,79,0.00983688208193251,66,0.00821815465072843,29,0.00361100734653219,45,0.00560328726186029,294,0.0366081434441539,75,0.00933881210310048,75,0.00933881210310048,79,0.00983688208193251,66,0.00821815465072843,29,0.00361100734653219,45,0.00560328726186029,294,0.0366081434441539,29,0.00361100734653219,124,0.0154401693437928,66,0.00821815465072843
"UPPSALA VÄSTERTORG",202202,7903,296,0.0374541313425282,67,0.00847779324307225,113,0.0142983677084651,45,0.00569404023788435,21,0.00265721877767936,50,0.00632671137542705,296,0.0374541313425282,67,0.00847779324307225,67,0.00847779324307225,113,0.0142983677084651,45,0.00569404023788435,21,0.00265721877767936,50,0.00632671137542705,296,0.0374541313425282,21,0.00265721877767936,163,0.0206250790838922,45,0.00569404023788435
"UPPSALA VÄSTERTORG",202201,7243,291.182,0.040201850062129,66.182,0.00913737401629159,98,0.0135303051221869,64,0.00883611763081596,22,0.00303741543559299,41,0.00566063785724147,291.182,0.040201850062129,66.182,0.00913737401629159,66.182,0.00913737401629159,98,0.0135303051221869,64,0.00883611763081596,22,0.00303741543559299,41,0.00566063785724147,291.182,0.040201850062129,22,0.00303741543559299,139,0.0191909429794284,64,0.00883611763081596
"OSKARSTRÖM BLÅKLINTSVÄGEN",202234,5449,2341,0.429620113782345,1218,0.223527252706919,104,0.019086070838686,47,0.00862543585979079,963,0.176729675169756,9,0.00165167920719398,2341,0.429620113782345,1218,0.223527252706919,1218,0.223527252706919,104,0.019086070838686,47,0.00862543585979079,963,0.176729675169756,9,0.00165167920719398,2341,0.429620113782345,963,0.176729675169756,113,0.02073775004588,47,0.00862543585979079
"OSKARSTRÖM BLÅKLINTSVÄGEN",202233,5986,386,0.0644837955228867,132,0.0220514533912462,128,0.0213832275309054,15,0.00250584697627798,104,0.0173738723688607,7,0.00116939525559639,386,0.0644837955228867,132,0.0220514533912462,132,0.0220514533912462,128,0.0213832275309054,15,0.00250584697627798,104,0.0173738723688607,7,0.00116939525559639,386,0.0644837955228867,104,0.0173738723688607,135,0.0225526227865018,15,0.00250584697627798
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,5809,353,0.0607677741435703,139,0.0239283869857118,114,0.0196247202616629,15,0.00258220003442933,82,0.0141160268548804,3,0.000516440006885867,353,0.0607677741435703,139,0.0239283869857118,139,0.0239283869857118,114,0.0196247202616629,15,0.00258220003442933,82,0.0141160268548804,3,0.000516440006885867,353,0.0607677741435703,82,0.0141160268548804,117,0.0201411602685488,15,0.00258220003442933
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,5588,321,0.0574445239799571,108,0.01932712956335,147,0.0263063707945598,14,0.00250536864710093,48,0.00858983536148891,4,0.000715819613457409,321,0.0574445239799571,108,0.01932712956335,108,0.01932712956335,147,0.0263063707945598,14,0.00250536864710093,48,0.00858983536148891,4,0.000715819613457409,321,0.0574445239799571,48,0.00858983536148891,151,0.0270221904080172,14,0.00250536864710093
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,5499,388,0.0705582833242408,236,0.0429168939807238,95,0.0172758683396981,17,0.00309147117657756,32,0.00581923986179305,8,0.00145480996544826,388,0.0705582833242408,236,0.0429168939807238,236,0.0429168939807238,95,0.0172758683396981,17,0.00309147117657756,32,0.00581923986179305,8,0.00145480996544826,388,0.0705582833242408,32,0.00581923986179305,103,0.0187306783051464,17,0.00309147117657756
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,5777,244,0.0422364549073914,87,0.0150597195776355,117,0.0202527263285442,18,0.00311580405054527,18,0.00311580405054527,4,0.00069240090012117,244,0.0422364549073914,87,0.0150597195776355,87,0.0150597195776355,117,0.0202527263285442,18,0.00311580405054527,18,0.00311580405054527,4,0.00069240090012117,244,0.0422364549073914,18,0.00311580405054527,121,0.0209451272286654,18,0.00311580405054527
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,5652,246,0.0435244161358811,57,0.0100849256900212,139,0.0245930644019816,13,0.00230007077140835,25,0.00442321302193914,12,0.00212314225053079,246,0.0435244161358811,57,0.0100849256900212,57,0.0100849256900212,139,0.0245930644019816,13,0.00230007077140835,25,0.00442321302193914,12,0.00212314225053079,246,0.0435244161358811,25,0.00442321302193914,151,0.0267162066525124,13,0.00230007077140835
"OSKARSTRÖM BLÅKLINTSVÄGEN",202227,5635,223,0.0395740905057675,74,0.0131322094055013,97,0.0172138420585626,13,0.00230700976042591,29,0.00514640638864241,10,0.00177462289263532,223,0.0395740905057675,74,0.0131322094055013,74,0.0131322094055013,97,0.0172138420585626,13,0.00230700976042591,29,0.00514640638864241,10,0.00177462289263532,223,0.0395740905057675,29,0.00514640638864241,107,0.0189884649511979,13,0.00230700976042591
"OSKARSTRÖM BLÅKLINTSVÄGEN",202226,5365,187,0.0348555452003728,32,0.0059645852749301,121,0.0225535880708294,14,0.00260950605778192,14,0.00260950605778192,6,0.00111835973904939,187,0.0348555452003728,32,0.0059645852749301,32,0.0059645852749301,121,0.0225535880708294,14,0.00260950605778192,14,0.00260950605778192,6,0.00111835973904939,187,0.0348555452003728,14,0.00260950605778192,127,0.0236719478098788,14,0.00260950605778192
"OSKARSTRÖM BLÅKLINTSVÄGEN",202225,5916,241,0.040736984448952,67,0.0113252197430696,140,0.0236646382691007,15,0.00253549695740365,12,0.00202839756592292,7,0.00118323191345504,241,0.040736984448952,67,0.0113252197430696,67,0.0113252197430696,140,0.0236646382691007,15,0.00253549695740365,12,0.00202839756592292,7,0.00118323191345504,241,0.040736984448952,12,0.00202839756592292,147,0.0248478701825558,15,0.00253549695740365
"OSKARSTRÖM BLÅKLINTSVÄGEN",202224,5852,443,0.0757006151742994,265,0.0452836637047163,113,0.0193096377306904,40,0.00683526999316473,20,0.00341763499658236,5,0.000854408749145591,443,0.0757006151742994,265,0.0452836637047163,265,0.0452836637047163,113,0.0193096377306904,40,0.00683526999316473,20,0.00341763499658236,5,0.000854408749145591,443,0.0757006151742994,20,0.00341763499658236,118,0.020164046479836,40,0.00683526999316473
"OSKARSTRÖM BLÅKLINTSVÄGEN",202223,5873,252,0.0429082240762813,66,0.0112378682104546,118,0.0200919461944492,41,0.00698109994891878,21,0.00357568533969011,6,0.0010216243827686,252,0.0429082240762813,66,0.0112378682104546,66,0.0112378682104546,118,0.0200919461944492,41,0.00698109994891878,21,0.00357568533969011,6,0.0010216243827686,252,0.0429082240762813,21,0.00357568533969011,124,0.0211135705772178,41,0.00698109994891878
"OSKARSTRÖM BLÅKLINTSVÄGEN",202222,5778,249,0.0430944963655244,54,0.00934579439252336,151,0.0261336102457598,20,0.00346140533056421,11,0.00190377293181032,13,0.00224991346486674,249,0.0430944963655244,54,0.00934579439252336,54,0.00934579439252336,151,0.0261336102457598,20,0.00346140533056421,11,0.00190377293181032,13,0.00224991346486674,249,0.0430944963655244,11,0.00190377293181032,164,0.0283835237106265,20,0.00346140533056421
"OSKARSTRÖM BLÅKLINTSVÄGEN",202221,5725,278,0.0485589519650655,70,0.0122270742358079,176,0.0307423580786026,9,0.00157205240174672,16,0.00279475982532751,7,0.00122270742358079,278,0.0485589519650655,70,0.0122270742358079,70,0.0122270742358079,176,0.0307423580786026,9,0.00157205240174672,16,0.00279475982532751,7,0.00122270742358079,278,0.0485589519650655,16,0.00279475982532751,183,0.0319650655021834,9,0.00157205240174672
"OSKARSTRÖM BLÅKLINTSVÄGEN",202220,5821,402,0.0690602989177117,134,0.0230200996392372,157,0.0269713107713451,15,0.00257687682528775,92,0.0158048445284315,4,0.000687167153410067,402,0.0690602989177117,134,0.0230200996392372,134,0.0230200996392372,157,0.0269713107713451,15,0.00257687682528775,92,0.0158048445284315,4,0.000687167153410067,402,0.0690602989177117,92,0.0158048445284315,161,0.0276584779247552,15,0.00257687682528775
"OSKARSTRÖM BLÅKLINTSVÄGEN",202219,5657,294,0.0519710093689235,83,0.0146720876789818,139,0.0245713275587767,25,0.0044193035177656,41,0.00724765776913558,6,0.00106063284426374,294,0.0519710093689235,83,0.0146720876789818,83,0.0146720876789818,139,0.0245713275587767,25,0.0044193035177656,41,0.00724765776913558,6,0.00106063284426374,294,0.0519710093689235,41,0.00724765776913558,145,0.0256319604030405,25,0.0044193035177656
"OSKARSTRÖM BLÅKLINTSVÄGEN",202218,5555,221.504,0.0398747074707471,76.504,0.013772097209721,94,0.0169216921692169,7,0.00126012601260126,40,0.0072007200720072,4,0.00072007200720072,221.504,0.0398747074707471,76.504,0.013772097209721,76.504,0.013772097209721,94,0.0169216921692169,7,0.00126012601260126,40,0.0072007200720072,4,0.00072007200720072,221.504,0.0398747074707471,40,0.0072007200720072,98,0.0176417641764176,7,0.00126012601260126
"OSKARSTRÖM BLÅKLINTSVÄGEN",202217,5454,343,0.0628896222955629,93,0.0170517051705171,134,0.0245691235790246,91,0.0166850018335167,19,0.00348368170150348,6,0.0011001100110011,343,0.0628896222955629,93,0.0170517051705171,93,0.0170517051705171,134,0.0245691235790246,91,0.0166850018335167,19,0.00348368170150348,6,0.0011001100110011,343,0.0628896222955629,19,0.00348368170150348,140,0.0256692335900257,91,0.0166850018335167
"OSKARSTRÖM BLÅKLINTSVÄGEN",202216,5827,383,0.0657285052342543,107,0.0183627938905097,192,0.0329500600652137,21,0.00360391281963274,54,0.00926720439334134,9,0.00154453406555689,383,0.0657285052342543,107,0.0183627938905097,107,0.0183627938905097,192,0.0329500600652137,21,0.00360391281963274,54,0.00926720439334134,9,0.00154453406555689,383,0.0657285052342543,54,0.00926720439334134,201,0.0344945941307706,21,0.00360391281963274
"OSKARSTRÖM BLÅKLINTSVÄGEN",202215,5849,281,0.0480424004103265,75,0.0128227047358523,146,0.0249615318857924,17,0.00290647974012652,38,0.00649683706616516,5,0.000854846982390152,281,0.0480424004103265,75,0.0128227047358523,75,0.0128227047358523,146,0.0249615318857924,17,0.00290647974012652,38,0.00649683706616516,5,0.000854846982390152,281,0.0480424004103265,38,0.00649683706616516,151,0.0258163788681826,17,0.00290647974012652
"OSKARSTRÖM BLÅKLINTSVÄGEN",202214,5417,258,0.0476278382868747,69,0.0127376776813735,136,0.0251061473140114,17,0.00313826841425143,27,0.00498430865792874,9,0.00166143621930958,258,0.0476278382868747,69,0.0127376776813735,69,0.0127376776813735,136,0.0251061473140114,17,0.00313826841425143,27,0.00498430865792874,9,0.00166143621930958,258,0.0476278382868747,27,0.00498430865792874,145,0.026767583533321,17,0.00313826841425143
"OSKARSTRÖM BLÅKLINTSVÄGEN",202213,5377,533,0.09912590663939,292,0.0543053747442812,160,0.0297563697228938,21,0.00390552352612981,52,0.00967082015994049,8,0.00148781848614469,533,0.09912590663939,292,0.0543053747442812,292,0.0543053747442812,160,0.0297563697228938,21,0.00390552352612981,52,0.00967082015994049,8,0.00148781848614469,533,0.09912590663939,52,0.00967082015994049,168,0.0312441882090385,21,0.00390552352612981
"OSKARSTRÖM BLÅKLINTSVÄGEN",202212,5456,291,0.0533357771260997,90,0.0164956011730205,149,0.0273093841642229,18,0.00329912023460411,30,0.00549853372434018,4,0.000733137829912023,291,0.0533357771260997,90,0.0164956011730205,90,0.0164956011730205,149,0.0273093841642229,18,0.00329912023460411,30,0.00549853372434018,4,0.000733137829912023,291,0.0533357771260997,30,0.00549853372434018,153,0.0280425219941349,18,0.00329912023460411
"OSKARSTRÖM BLÅKLINTSVÄGEN",202211,5340,338,0.0632958801498127,106,0.0198501872659176,147,0.0275280898876404,17,0.00318352059925094,64,0.0119850187265918,4,0.000749063670411985,338,0.0632958801498127,106,0.0198501872659176,106,0.0198501872659176,147,0.0275280898876404,17,0.00318352059925094,64,0.0119850187265918,4,0.000749063670411985,338,0.0632958801498127,64,0.0119850187265918,151,0.0282771535580524,17,0.00318352059925094
"OSKARSTRÖM BLÅKLINTSVÄGEN",202210,5261,293,0.0556928340619654,76,0.0144459228283596,121,0.0229994297662041,23,0.00437179243489831,50,0.00950389659760502,23,0.00437179243489831,293,0.0556928340619654,76,0.0144459228283596,76,0.0144459228283596,121,0.0229994297662041,23,0.00437179243489831,50,0.00950389659760502,23,0.00437179243489831,293,0.0556928340619654,50,0.00950389659760502,144,0.0273712222011025,23,0.00437179243489831
