"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"UPPSALA VÄSTERTORG",202236,8947,3697.334,0.413248463172013,1329,0.148541410528669,812,0.0907566782161618,540,0.0603554263999106,263,0.0293953280429194,19.334,0.00216094780373309,35,0.00391192578517939,111,0.0124063932044261,335,0.0374427182295742,129,0.0144182407510897,23,0.0025706940874036,101,0.0112887001229462,3253.334,0.363622890354309,1433.334,0.16020274952498,444,0.0496255728177043,73,0.00815915949480273,812,0.0907566782161618,368,0.0411311053984576,345,0.038560411311054,195,0.0217950150888566,175,0.0195596289258969,88,0.00983569911702247,19.334,0.00216094780373309,35,0.00391192578517939,0,0,224,0.0250363250251481,222,0.0248127864088521,129,0.0144182407510897,23,0.0025706940874036,39,0.00435900301777132,62,0.00692969710517492,3253.334,0.363622890354309,519,0.058008270928803,812,0.0907566782161618,454,0.0507432658991841,35,0.00391192578517939
"UPPSALA VÄSTERTORG",202233,8577,1618.537,0.188706657339396,573,0.0668065757257782,474,0.0552640783490731,57,0.00664568030779993,213,0.024833857992305,12.537,0.00146169989506821,27,0.00314795383001049,10,0.00116590882592981,98,0.0114259064941122,47,0.00547977148187012,29,0.00338113559519646,78,0.00909408884225254,1144.537,0.133442578990323,589.537,0.0687346391512184,474,0.0552640783490731,10,0.00116590882592981,89,0.0103765885507753,0,0,1,0.000116590882592981,56,0.00652908942520695,146,0.0170222688585753,67,0.00781158913372974,12.537,0.00146169989506821,27,0.00314795383001049,0,0,47,0.00547977148187012,61,0.00711204383817186,47,0.00547977148187012,29,0.00338113559519646,32,0.0037309082429754,46,0.00536318059927714,1144.537,0.133442578990323,118,0.0137577241459718,89,0.0103765885507753,321,0.037425673312347,27,0.00314795383001049
"UPPSALA VÄSTERTORG",202232,7464,746,0.09994640943194,111,0.0148713826366559,82,0.0109860664523044,59,0.00790460878885316,219,0.0293408360128617,0,0,47,0.00629689174705252,7,0.000937834941050375,86,0.0115219721329046,34,0.00455519828510182,12,0.00160771704180064,89,0.0119239013933548,706,0.0945873526259378,196,0.0262593783494105,40,0.00535905680600214,8,0.00107181136120043,63,0.00844051446945338,42,0.00562700964630225,17,0.00227759914255091,42,0.00562700964630225,143,0.0191586280814577,76,0.0101822079314041,0,0,47,0.00629689174705252,0,0,21,0.00281350482315113,72,0.00964630225080386,34,0.00455519828510182,12,0.00160771704180064,34,0.00455519828510182,55,0.00736870310825295,706,0.0945873526259378,101,0.0135316184351554,63,0.00844051446945338,299,0.040058949624866,47,0.00629689174705252
"UPPSALA VÄSTERTORG",202231,6750,1302,0.192888888888889,440,0.0651851851851852,446,0.0660740740740741,58,0.00859259259259259,114,0.0168888888888889,0,0,24,0.00355555555555556,7,0.00103703703703704,84,0.0124444444444444,52,0.0077037037037037,10,0.00148148148148148,67,0.00992592592592593,940,0.139259259259259,545,0.0807407407407407,362,0.0536296296296296,9,0.00133333333333333,69,0.0102222222222222,84,0.0124444444444444,16,0.00237037037037037,42,0.00622222222222222,81,0.012,33,0.00488888888888889,0,0,24,0.00355555555555556,0,0,36,0.00533333333333333,55,0.00814814814814815,52,0.0077037037037037,10,0.00148148148148148,26,0.00385185185185185,41,0.00607407407407407,940,0.139259259259259,100,0.0148148148148148,69,0.0102222222222222,202,0.0299259259259259,24,0.00355555555555556
"UPPSALA VÄSTERTORG",202230,6874,915,0.133110270584812,129,0.0187663660168752,131,0.0190573174279895,52,0.00756473668897294,138,0.0200756473668897,0,0,124,0.0180389874890893,10,0.00145475705557172,219,0.0318591795170207,39,0.00567355251672971,8,0.00116380564445738,65,0.00945592086121618,873,0.127000290951411,220,0.0320046552225778,42,0.00610997963340122,7,0.0010183299389002,80,0.0116380564445738,89,0.0129473377945883,10,0.00145475705557172,42,0.00610997963340122,91,0.0132382892057026,47,0.00683735816118708,0,0,124,0.0180389874890893,0,0,44,0.00640093104451557,185,0.0269130055280768,39,0.00567355251672971,8,0.00116380564445738,28,0.00407331975560081,37,0.00538260110561536,873,0.127000290951411,236,0.0343322665114926,80,0.0116380564445738,213,0.0309863252836776,124,0.0180389874890893
"UPPSALA VÄSTERTORG",202229,6775,831,0.122656826568266,151,0.0222878228782288,305,0.0450184501845018,36,0.00531365313653136,109,0.0160885608856089,0,0,41,0.00605166051660517,9,0.00132841328413284,81,0.0119557195571956,29,0.00428044280442804,17,0.00250922509225092,53,0.00782287822878229,754,0.111291512915129,375,0.0553505535055351,77,0.0113653136531365,9,0.00132841328413284,65,0.00959409594095941,228,0.0336531365313653,1,0.00014760147601476,35,0.00516605166051661,70,0.0103321033210332,39,0.00575645756457565,0,0,41,0.00605166051660517,0,0,41,0.00605166051660517,49,0.00723247232472325,29,0.00428044280442804,17,0.00250922509225092,19,0.00280442804428044,34,0.00501845018450185,754,0.111291512915129,99,0.0146125461254613,65,0.00959409594095941,174,0.0256826568265683,41,0.00605166051660517
"UPPSALA VÄSTERTORG",202228,6838,1323,0.19347762503656,431,0.0630301257677684,355,0.0519157648435215,131,0.019157648435215,174,0.025446036852881,0,0,47,0.00687335478210003,1,0.000146241591108511,71,0.0103831529687043,32,0.00467973091547236,23,0.00336355659549576,58,0.00848201228429365,968,0.141561860193039,531,0.0776542848786195,355,0.0519157648435215,6,0.000877449546651068,70,0.0102369113775958,0,0,16,0.00233986545773618,115,0.0168177829774788,130,0.0190114068441065,44,0.0064346300087745,0,0,47,0.00687335478210003,0,0,34,0.00497221409768938,38,0.00555718046212343,32,0.00467973091547236,23,0.00336355659549576,13,0.00190114068441065,45,0.00658087159988301,968,0.141561860193039,78,0.0114068441064639,70,0.0102369113775958,242,0.0353904650482597,47,0.00687335478210003
"UPPSALA VÄSTERTORG",202227,6995,644,0.0920657612580415,138,0.0197283774124375,53,0.00757684060042888,59,0.00843459614010007,141,0.0201572551822731,0,0,43,0.00614724803431022,7,0.00100071479628306,77,0.0110078627591137,42,0.00600428877769836,18,0.00257326661901358,66,0.00943531093638313,591,0.0844889206576126,151,0.0215868477483917,53,0.00757684060042888,7,0.00100071479628306,78,0.0111508220157255,0,0,22,0.00314510364546104,37,0.00528949249463903,87,0.0124374553252323,54,0.00771979985704074,0,0,43,0.00614724803431022,0,0,35,0.0050035739814153,49,0.00700500357398142,42,0.00600428877769836,18,0.00257326661901358,27,0.00385989992852037,39,0.00557541100786276,591,0.0844889206576126,91,0.0130092923516798,78,0.0111508220157255,228,0.0325947105075054,43,0.00614724803431022
"UPPSALA VÄSTERTORG",202226,7297,1868,0.255995614636152,759,0.104015348773469,460,0.0630396053172537,220,0.0301493764560778,195,0.0267233109497054,0,0,29,0.00397423598739208,1,0.000137042620254899,76,0.0104152391393723,27,0.00370015074688228,17,0.00232972454433329,84,0.0115115801014115,1731,0.237220775661231,734,0.100589283267096,137,0.0187748389749212,7,0.000959298341784295,615,0.0842812114567631,323,0.0442647663423325,184,0.0252158421269015,36,0.00493353432917637,132,0.0180896258736467,63,0.00863368507605865,0,0,29,0.00397423598739208,0,0,15,0.00205563930382349,62,0.00849664245580375,27,0.00370015074688228,17,0.00232972454433329,30,0.00411127860764698,54,0.00740030149376456,1731,0.237220775661231,84,0.0115115801014115,615,0.0842812114567631,269,0.0368644648485679,29,0.00397423598739208
"UPPSALA VÄSTERTORG",202225,7309,1424.354,0.194876727322479,453,0.0619783828157067,381,0.0521275140238063,28,0.00383089341907238,194,0.0265426186892872,8.354,0.00114297441510467,57,0.00779860446025448,1,0.000136817622109728,181,0.0247639896018607,24,0.00328362293063347,18,0.0024627171979751,79,0.0108085921466685,1062.354,0.145348748118758,474.354,0.0648999863182378,362,0.0495279792037214,6,0.000820905732658366,85,0.0116294978793269,19,0.00259953482008483,0,0,28,0.00383089341907238,144,0.0197017375838008,50,0.00684088110548639,8.354,0.00114297441510467,57,0.00779860446025448,0,0,26,0.00355725817485292,156,0.0213435490491175,24,0.00328362293063347,18,0.0024627171979751,22,0.00300998768641401,57,0.00779860446025448,1062.354,0.145348748118758,188,0.0257217129566288,85,0.0116294978793269,258,0.0352989465043098,57,0.00779860446025448
"UPPSALA VÄSTERTORG",202224,8162,981.986,0.120311933349669,140,0.0171526586620926,122,0.0149473168341093,100,0.0122518990443519,209,0.0256064690026954,8.986,0.00110095564812546,135,0.016540063709875,89,0.0109041901494732,54,0.00661602548395001,34,0.00416564567507964,16,0.0019603038470963,74,0.00906640529282039,934.986,0.114553540798824,271.986,0.0333234501347709,47,0.00575839255084538,8,0.00098015192354815,85,0.0104141141876991,75,0.00918892428326391,0,0,100,0.0122518990443519,152,0.0186228865474148,57,0.00698358245528057,8.986,0.00110095564812546,135,0.016540063709875,0,0,106,0.012987012987013,37,0.00453320264641019,34,0.00416564567507964,16,0.0019603038470963,33,0.00404312668463612,41,0.00502327860818427,934.986,0.114553540798824,151,0.0185003675569713,85,0.0104141141876991,292,0.0357755452095075,135,0.016540063709875
"UPPSALA VÄSTERTORG",202223,8481,1006,0.118618087489683,240,0.0282985496993279,174,0.0205164485320127,41,0.00483433557363518,264,0.0311284046692607,0,0,44,0.00518806744487678,0,0,73,0.00860747553354557,72,0.00848956490979837,22,0.00259403372243839,76,0.00896120740478717,832,0.0981016389576701,256,0.0301851196792831,174,0.0205164485320127,6,0.000707463742483198,60,0.00707463742483198,0,0,0,0,41,0.00483433557363518,168,0.0198089847895295,96,0.0113194198797312,0,0,44,0.00518806744487678,0,0,35,0.00412687183115199,38,0.00448060370239359,72,0.00848956490979837,22,0.00259403372243839,35,0.00412687183115199,41,0.00483433557363518,832,0.0981016389576701,79,0.00931493927602877,60,0.00707463742483198,393,0.0463388751326494,44,0.00518806744487678
"UPPSALA VÄSTERTORG",202222,8677,1600,0.184395528408436,514,0.0592370635012101,395,0.0455226460758327,48,0.00553186585225308,345,0.039760285813069,0,0,42,0.00484038262072145,0,0,89,0.0102570012677193,42,0.00484038262072145,29,0.0033421689524029,96,0.0110637317045062,1205,0.138872882332603,505,0.0581998386539126,395,0.0455226460758327,12,0.00138296646306327,107,0.0123314509623142,0,0,0,0,48,0.00553186585225308,171,0.0197072720986516,174,0.0200530137144174,0,0,42,0.00484038262072145,0,0,30,0.00345741615765818,59,0.00679958511006108,42,0.00484038262072145,29,0.0033421689524029,34,0.00391840497867927,62,0.0071453267258269,1205,0.138872882332603,101,0.0116399677307825,107,0.0123314509623142,450,0.0518612423648727,42,0.00484038262072145
"UPPSALA VÄSTERTORG",202221,8337,759,0.0910399424253329,108,0.0129543001079525,36,0.00431810003598417,43,0.00515773059853664,233,0.0279477030106753,0,0,46,0.00551757226820199,0,0,104,0.0124745112150654,52,0.00623725560753269,32,0.00383831114309704,105,0.0125944584382872,723,0.0867218423893487,127,0.0152332973491664,36,0.00431810003598417,7,0.000839630562552477,65,0.00779656950941586,0,0,0,0,43,0.00515773059853664,153,0.0183519251529327,80,0.00959577785774259,0,0,46,0.00551757226820199,0,0,14,0.00167926112510495,90,0.0107952500899604,52,0.00623725560753269,32,0.00383831114309704,57,0.0068369917236416,48,0.00575746671464556,723,0.0867218423893487,111,0.0133141417776178,65,0.00779656950941586,374,0.0448602614849466,46,0.00551757226820199
"UPPSALA VÄSTERTORG",202220,8764,1707,0.194774075764491,354,0.0403925148334094,653,0.0745093564582383,76,0.00867183934276586,255,0.0290963030579644,0,0,43,0.00490643541761753,0,0,84,0.00958466453674121,151,0.0172295755362848,25,0.00285257873117298,66,0.00753080785029667,1436,0.163852122318576,756,0.0862619808306709,271,0.0309219534459151,4,0.000456412596987677,79,0.00901414879050662,382,0.0435874030123231,28,0.00319488817891374,48,0.00547695116385212,179,0.0204244637151985,76,0.00867183934276586,0,0,43,0.00490643541761753,0,0,26,0.0029666818804199,58,0.00661798265632131,151,0.0172295755362848,25,0.00285257873117298,39,0.00445002282062985,27,0.00308078502966682,1436,0.163852122318576,88,0.0100410771337289,79,0.00901414879050662,470,0.053628480146052,43,0.00490643541761753
"UPPSALA VÄSTERTORG",202219,8617,792,0.0919113380526865,120,0.0139259603110131,39,0.00452593710107926,126,0.0146222583265638,184,0.0213531391435534,0,0,33,0.00382963908552861,0,0,91,0.0105605199025183,72,0.00835557618660787,32,0.00371358941627016,95,0.011024718579552,767,0.0890100963212255,211,0.0244864802135314,25,0.00290124173146107,14,0.0016246953696182,81,0.00940002320993385,14,0.0016246953696182,85,0.00986422188696762,41,0.00475803643959615,131,0.015202506672856,53,0.00615063247069746,0,0,33,0.00382963908552861,0,0,28,0.00324939073923639,63,0.00731112916328188,72,0.00835557618660787,32,0.00371358941627016,49,0.00568643379366369,46,0.00533828478588836,767,0.0890100963212255,105,0.0121852152721365,81,0.00940002320993385,337,0.0391087385400952,33,0.00382963908552861
"UPPSALA VÄSTERTORG",202218,8613,1438,0.166956925577615,272,0.031580169511204,603,0.0700104493207941,38,0.0044119354464182,215,0.0249622663415767,0,0,55,0.00638569604086846,0,0,75,0.00870776732845698,69,0.00801114594218042,29,0.00336700336700337,82,0.00952049227911297,1271,0.147567630326251,693,0.0804597701149425,167,0.0193892952513642,41,0.00476024613955648,64,0.00743062812028329,436,0.0506211540694299,0,0,38,0.0044119354464182,142,0.0164867061418786,73,0.00847556019969813,0,0,55,0.00638569604086846,0,0,12,0.00139324277255312,63,0.00731452455590387,69,0.00801114594218042,29,0.00336700336700337,30,0.00348310693138279,52,0.00603738534773018,1271,0.147567630326251,116,0.0134680134680135,64,0.00743062812028329,343,0.0398235225821433,55,0.00638569604086846
"UPPSALA VÄSTERTORG",202217,8670,2342,0.270126874279123,663,0.0764705882352941,704,0.081199538638985,53,0.00611303344867359,572,0.0659746251441753,0,0,62,0.00715109573241061,7,0.000807381776239908,80,0.00922722029988466,56,0.00645905420991926,27,0.00311418685121107,118,0.0136101499423299,1762,0.20322952710496,811,0.0935409457900807,580,0.0668973471741638,9,0.00103806228373702,74,0.00853517877739331,124,0.0143021914648212,0,0,53,0.00611303344867359,165,0.0190311418685121,407,0.0469434832756632,0,0,62,0.00715109573241061,0,0,20,0.00230680507497117,67,0.0077277970011534,56,0.00645905420991926,27,0.00311418685121107,64,0.00738177623990773,54,0.00622837370242215,1762,0.20322952710496,96,0.0110726643598616,74,0.00853517877739331,719,0.0829296424452134,62,0.00715109573241061
"UPPSALA VÄSTERTORG",202216,8624,1039,0.120477736549165,172,0.0199443413729128,115,0.013334879406308,54,0.00626159554730983,171,0.0198283858998145,0,0,58,0.00672541743970315,3,0.000347866419294991,300,0.0347866419294991,63,0.00730519480519481,23,0.0026669758812616,80,0.00927643784786642,964,0.11178107606679,216,0.0250463821892393,75,0.00869666048237477,7,0.000811688311688312,90,0.0104359925788497,40,0.00463821892393321,0,0,54,0.00626159554730983,127,0.0147263450834879,44,0.00510204081632653,0,0,58,0.00672541743970315,0,0,12,0.00139146567717996,291,0.0337430426716141,63,0.00730519480519481,23,0.0026669758812616,33,0.0038265306122449,47,0.00544990723562152,964,0.11178107606679,310,0.0359461966604824,90,0.0104359925788497,290,0.0336270871985158,58,0.00672541743970315
"UPPSALA VÄSTERTORG",202215,7268,964,0.1326362135388,268,0.0368739680792515,238,0.0327462850853055,34,0.00467804072647221,181,0.0249036873968079,0,0,48,0.0066042927903137,1,0.000137589433131535,86,0.0118326912493121,36,0.00495321959273528,15,0.00206384149697303,57,0.00784259768849752,758,0.104292790313704,305,0.0419647771051183,206,0.0283434232250963,7,0.000963126031920749,55,0.00756741882223445,32,0.00440286186020914,0,0,34,0.00467804072647221,120,0.0165107319757843,61,0.00839295542102367,0,0,48,0.0066042927903137,0,0,14,0.0019262520638415,73,0.0100440286186021,36,0.00495321959273528,15,0.00206384149697303,24,0.00330214639515685,33,0.00454045129334067,758,0.104292790313704,94,0.0129334067143643,55,0.00756741882223445,256,0.0352228948816731,48,0.0066042927903137
"UPPSALA VÄSTERTORG",202214,7915,1075,0.135818066961466,142,0.0179406190777006,386,0.0487681617182565,48,0.00606443461781428,175,0.0221099178774479,0,0,40,0.00505369551484523,1,0.000126342387871131,117,0.0147820593809223,44,0.00555906506632975,39,0.0049273531269741,83,0.0104864181933039,1043,0.131775110549589,466,0.0588755527479469,32,0.00404295641187618,6,0.000758054327226785,104,0.0131396083385976,354,0.0447252053063803,0,0,48,0.00606443461781428,103,0.0130132659507265,72,0.00909665192672142,0,0,40,0.00505369551484523,0,0,64,0.00808591282375237,54,0.00682248894504106,44,0.00555906506632975,39,0.0049273531269741,51,0.00644346178142767,32,0.00404295641187618,1043,0.131775110549589,124,0.0156664560960202,104,0.0131396083385976,309,0.0390397978521794,40,0.00505369551484523
"UPPSALA VÄSTERTORG",202213,8286,1147,0.138426261163408,189,0.0228095582910934,242,0.0292058894520879,56,0.00675838764180546,193,0.0232923002655081,0,0,173,0.0208785903934347,0,0,89,0.0107410089307265,87,0.0104996379435192,33,0.00398262128892107,85,0.0102582669563119,1109,0.133840212406469,347,0.0418778662804731,38,0.00458604875693942,66,0.00796524257784214,85,0.0102582669563119,204,0.0246198406951484,0,0,56,0.00675838764180546,92,0.0111030654115375,101,0.0121892348539706,0,0,173,0.0208785903934347,0,0,19,0.00229302437846971,70,0.00844798455225682,87,0.0104996379435192,33,0.00398262128892107,36,0.00434467776973208,49,0.00591358918657977,1109,0.133840212406469,155,0.0187062515085687,85,0.0102582669563119,349,0.0421192372676804,173,0.0208785903934347
"UPPSALA VÄSTERTORG",202212,8440,1286,0.152369668246445,278,0.0329383886255924,180,0.0213270142180095,130,0.0154028436018957,306,0.0362559241706161,0,0,52,0.00616113744075829,4,0.0004739336492891,134,0.0158767772511848,101,0.0119668246445498,37,0.00438388625592417,64,0.00758293838862559,1106,0.131042654028436,346,0.0409952606635071,180,0.0213270142180095,9,0.00106635071090047,89,0.0105450236966825,0,0,5,0.000592417061611374,125,0.0148104265402844,127,0.0150473933649289,179,0.0212085308056872,0,0,52,0.00616113744075829,0,0,39,0.00462085308056872,99,0.0117298578199052,101,0.0119668246445498,37,0.00438388625592417,28,0.0033175355450237,36,0.0042654028436019,1106,0.131042654028436,147,0.0174170616113744,89,0.0105450236966825,472,0.0559241706161137,52,0.00616113744075829
"UPPSALA VÄSTERTORG",202211,8251,1146,0.138892255484184,110,0.0133317173675918,22,0.00266634347351836,139,0.0168464428554115,264,0.0319961216822203,0,0,48,0.00581747666949461,7,0.000848382014301297,367,0.0444794570355108,67,0.00812022785116956,28,0.00339352805720519,94,0.0113925584777603,1124,0.136225912010665,205,0.0248454732759665,22,0.00266634347351836,17,0.00206035632044601,71,0.00860501757362744,0,0,73,0.00884741243485638,66,0.00799903042055508,136,0.0164828505635681,128,0.0155132711186523,0,0,48,0.00581747666949461,0,0,17,0.00206035632044601,357,0.0432674827293661,67,0.00812022785116956,28,0.00339352805720519,50,0.00605987153072355,44,0.00533268694703672,1124,0.136225912010665,391,0.0473881953702582,71,0.00860501757362744,409,0.0495697491213186,48,0.00581747666949461
"UPPSALA VÄSTERTORG",202210,8070,1089,0.134944237918216,96,0.0118959107806691,344,0.0426270136307311,144,0.0178438661710037,227,0.0281288723667906,0,0,38,0.0047087980173482,5,0.000619578686493185,47,0.00582403965303594,74,0.00916976456009913,25,0.00309789343246592,89,0.0110285006195787,1077,0.133457249070632,529,0.0655514250309789,12,0.00148698884758364,14,0.00173482032218092,70,0.00867410161090459,332,0.0411400247831475,103,0.0127633209417596,41,0.00508054522924411,136,0.0168525402726146,91,0.011276332094176,0,0,38,0.0047087980173482,0,0,22,0.00272614622057001,30,0.00371747211895911,74,0.00916976456009913,25,0.00309789343246592,48,0.00594795539033457,41,0.00508054522924411,1077,0.133457249070632,66,0.00817843866171004,70,0.00867410161090459,374,0.0463444857496902,38,0.0047087980173482
"UPPSALA VÄSTERTORG",202209,8308,808.522,0.0973184882041406,128,0.0154068367838228,100,0.0120365912373616,47,0.00565719788155994,174,0.0209436687530091,22.522,0.00271088107847857,52,0.00625902744342802,4,0.000481463649494463,56,0.00674049109292248,85,0.0102311025517573,44,0.00529610014443909,96,0.0115551275878671,792.522,0.0953926336061627,208.522,0.0250989407799711,16,0.00192585459797785,9,0.00108329321136254,103,0.0123976889744824,84,0.0101107366393837,0,0,47,0.00565719788155994,91,0.010953298025999,83,0.00999037072701011,22.522,0.00271088107847857,52,0.00625902744342802,0,0,9,0.00108329321136254,51,0.00613866153105441,85,0.0102311025517573,44,0.00529610014443909,57,0.0068608570052961,39,0.00469427058257102,792.522,0.0953926336061627,69,0.00830524795377949,103,0.0123976889744824,360,0.0433317284545017,52,0.00625902744342802
"UPPSALA VÄSTERTORG",202208,7292,2346,0.321722435545804,163,0.0223532638507954,200,0.0274273176083379,48,0.0065825562260011,1469,0.201453647833242,0,0,166,0.0227646736149205,0,0,81,0.0111080636313769,105,0.0143993417443774,22,0.00301700493691717,92,0.0126165660998354,2321,0.318294020844761,291,0.0399067471201317,25,0.00342841470104224,59,0.00809105869445968,79,0.0108337904552935,175,0.0239989029072957,0,0,48,0.0065825562260011,154,0.0211190345584202,1315,0.180334613274822,0,0,166,0.0227646736149205,0,0,31,0.00425123422929238,50,0.00685682940208448,105,0.0143993417443774,22,0.00301700493691717,49,0.00671969281404279,43,0.00589687328579265,2321,0.318294020844761,140,0.0191991223258365,79,0.0108337904552935,1645,0.225589687328579,166,0.0227646736149205
"UPPSALA VÄSTERTORG",202207,8153,617,0.0756776646633141,92,0.01128418986876,25,0.00306635594259782,38,0.00466086103274868,180,0.0220777627867043,0,0,41,0.00502882374586042,13,0.00159450509015086,65,0.00797252545075432,68,0.00834048816386606,25,0.00306635594259782,70,0.00858579663927389,592,0.0726113087207163,98,0.0120201152949834,25,0.00306635594259782,9,0.00110388813933521,58,0.00711394578682694,0,0,0,0,38,0.00466086103274868,132,0.0161903593769165,48,0.00588740340978781,0,0,41,0.00502882374586042,0,0,36,0.00441555255734086,42,0.00515147798356433,68,0.00834048816386606,25,0.00306635594259782,35,0.00429289831963694,35,0.00429289831963694,592,0.0726113087207163,87,0.0106709186802404,58,0.00711394578682694,308,0.0377775052128051,41,0.00502882374586042
"UPPSALA VÄSTERTORG",202206,7882,2505,0.317812737883786,1011,0.128266937325552,332,0.0421212890129409,40,0.00507485409794468,380,0.0482111139304745,0,0,56,0.00710479573712256,12,0.00152245622938341,469,0.0595026642984014,70,0.0088809946714032,37,0.00469424004059883,98,0.0124333925399645,2483,0.315021568129916,420,0.0532859680284192,22,0.00279116975386958,8,0.00101497081958894,981,0.124460796752093,310,0.0393301192590713,0,0,40,0.00507485409794468,319,0.0404719614311089,61,0.00773915249936564,0,0,56,0.00710479573712256,0,0,25,0.00317178381121543,456,0.0578533367165694,70,0.0088809946714032,37,0.00469424004059883,50,0.00634356762243085,48,0.00608982491753362,2483,0.315021568129916,489,0.0620400913473738,981,0.124460796752093,537,0.0681299162649074,56,0.00710479573712256
"UPPSALA VÄSTERTORG",202205,7954,1334,0.167714357555947,103,0.0129494593915011,27,0.00339451848126729,46,0.00578325370882575,156,0.0196127734473221,0,0,44,0.00553180789539854,7,0.000880060346995222,54,0.00678903696253457,792,0.0995725421171737,29,0.00364596429469449,76,0.00955494091023384,1307,0.164319839074679,118,0.0148353029922052,27,0.00339451848126729,12,0.00150867488056324,64,0.00804626602967061,0,0,5,0.000628614533568016,41,0.00515463917525773,106,0.0133266281116419,50,0.00628614533568016,0,0,44,0.00553180789539854,0,0,15,0.00188584360070405,46,0.00578325370882575,792,0.0995725421171737,29,0.00364596429469449,31,0.0038974101081217,45,0.00565753080211214,1307,0.164319839074679,73,0.00917777219009304,64,0.00804626602967061,1008,0.126728689967312,44,0.00553180789539854
"UPPSALA VÄSTERTORG",202204,7721,1304,0.16889004015024,121,0.0156715451366403,399,0.0516772438803264,204,0.0264214479989639,142,0.0183914000777101,0,0,175,0.0226654578422484,26,0.00336743945084834,71,0.00919570003885507,53,0.00686439580365238,20,0.0025903380391141,93,0.0120450718818806,1272,0.164745499287657,648,0.083926952467297,32,0.00414454086258257,9,0.00116565211760135,80,0.0103613521564564,367,0.0475327030177438,165,0.0213702888226914,39,0.0050511591762725,89,0.0115270042740578,53,0.00686439580365238,0,0,175,0.0226654578422484,0,0,44,0.00569874368605103,53,0.00686439580365238,53,0.00686439580365238,20,0.0025903380391141,48,0.00621681129387385,45,0.00582826058800673,1272,0.164745499287657,106,0.0137287916073048,80,0.0103613521564564,263,0.0340629452143505,175,0.0226654578422484
