"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Extra","kampanj_convrate_Extra","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"TROLLHÄTTAN HJORTMOSSEN",202227,9034,1780.614,0.197101394731016,945,0.104604826212088,70,0.00774850564533983,329,0.0364179765330972,148,0.0163825547930042,4.614,0.000510737214965685,155,0.0171574053575382,9,0.000996236440115121,42,0.0046491033872039,56,0.00619880451627186,22,0.00243524463139252,1738.614,0.192452291343812,575,0.0636484392295772,42,0.0046491033872039,0,0,903,0.0999557228248838,28,0.00309940225813593,288,0.0318795660836839,41,0.00453841044941333,148,0.0163825547930042,0,0,4.496,0.000497675448306398,0,0,0,0,0.118,1.30617666592871e-05,151,0.0167146336063759,7,0.000774850564533983,6,0.000664157626743414,46,0.00509187513836617,52,0.00575603276510959,22,0.00243524463139252,0,0,1738.614,0.192452291343812,903,0.0999557228248838,151,0.0167146336063759,11.614,0.00128558777949967,98,0.0108479079034758
"TROLLHÄTTAN HJORTMOSSEN",202226,9608,520,0.0541215653621982,116,0.0120732722731057,87,0.00905495420482931,53,0.00551623646960866,120,0.0124895920066611,0,0,9,0.000936719400499584,13,0.00135303913405495,23,0.00239383846794338,82,0.0085345545378851,17,0.00176935886761032,454,0.0472522897585346,169,0.0175895087427144,66,0.00686927560366361,0,0,50,0.00520399666944213,21,0.0021856786011657,12,0.00124895920066611,41,0.00426727726894255,120,0.0124895920066611,0,0,0,0,0,0,0,0,0,0,1,0.000104079933388843,9,0.000936719400499584,12,0.00124895920066611,35,0.00364279766860949,70,0.00728559533721898,17,0.00176935886761032,0,0,454,0.0472522897585346,50,0.00520399666944213,121,0.01259367194005,9,0.000936719400499584,105,0.0109283930058285
"TROLLHÄTTAN HJORTMOSSEN",202225,9226,532,0.0576631259484067,112,0.0121396054628225,76,0.00823758942120095,47,0.00509429872100585,134,0.0145241708215912,0,0,4,0.000433557337957945,17,0.00184261868632127,25,0.00270973336223716,85,0.00921309343160633,32,0.00346845870366356,482,0.0522436592239324,161,0.0174506828528073,50,0.00541946672447431,0,0,62,0.00672013873834815,26,0.00281812269672664,12,0.00130067201387383,35,0.00379362670713202,134,0.0145241708215912,0,0,0,0,0,0,0,0,0,0,11,0.00119228267938435,4,0.000433557337957945,6,0.000650336006936917,26,0.00281812269672664,84,0.00910470409711684,32,0.00346845870366356,0,0,482,0.0522436592239324,62,0.00672013873834815,145,0.0157164535009755,4,0.000433557337957945,110,0.0119228267938435
"TROLLHÄTTAN HJORTMOSSEN",202224,10362,618.666,0.05970526925304,108,0.0104226983207875,73,0.00704497201312488,54,0.00521134916039375,162,0.0156340474811812,0.666,6.42733063115229e-05,8,0.00077205172746574,12,0.00115807759119861,22,0.00212314225053079,149,0.0143794634240494,30,0.00289519397799653,576.666,0.0556519976838448,157,0.0151515151515152,42,0.00405327156919514,0,0,66,0.00636942675159236,31,0.00299170044392974,13,0.00125458405713183,41,0.00395676510326192,162,0.0156340474811812,0,0,0,0,0,0,0,0,0.666,6.42733063115229e-05,12,0.00115807759119861,8,0.00077205172746574,0,0,66,0.00636942675159236,105,0.0101331789229878,30,0.00289519397799653,0,0,576.666,0.0556519976838448,66,0.00636942675159236,174,0.0167921250723799,8.666,0.000836325033777263,171,0.0165026056745802
"TROLLHÄTTAN HJORTMOSSEN",202223,10597,684.426,0.0645867698405209,158,0.0149098801547608,106,0.0100028309899028,54,0.00509578182504482,130,0.0122676229121449,4.426,0.000417665376993489,6,0.000566197980560536,19,0.00179296027177503,29,0.00273662357270926,137,0.0129281872227989,41,0.00386901953383033,616.426,0.0581698593941682,209,0.0197225629895253,68,0.00641691044635274,0,0,90,0.00849296970840804,38,0.00358592054355006,15,0.00141549495140134,39,0.00368028687364348,130,0.0122676229121449,0,0,3.57,0.000336887798433519,0,0,0,0,0.856,8.07775785599698e-05,11,0.00103802963102765,6,0.000566197980560536,8,0.000754930640747381,51,0.00481268283476456,115,0.0108521279607436,41,0.00386901953383033,0,0,616.426,0.0581698593941682,90,0.00849296970840804,141,0.0133056525431726,10.426,0.000983863357554025,166,0.0156648107955082
"TROLLHÄTTAN HJORTMOSSEN",202222,11288,664.3,0.0588501063075833,138,0.0122253720765415,89,0.00788447909284196,61,0.00540396881644224,159,0.0140857547838412,0.3,2.65768958185684e-05,8,0.00070871722182849,16,0.00141743444365698,15,0.00132884479092842,116,0.0102763997165131,62,0.0054925584691708,606.3,0.0537119064493267,222,0.0196669029057406,58,0.00513819985825656,0,0,80,0.0070871722182849,31,0.0027462792345854,17,0.00150602409638554,44,0.0038979447200567,159,0.0140857547838412,0,0,0,0,0,0,0,0,0.3,2.65768958185684e-05,6,0.000531537916371368,8,0.00070871722182849,10,0.000885896527285613,44,0.0038979447200567,87,0.00770729978738483,62,0.0054925584691708,0,0,606.3,0.0537119064493267,80,0.0070871722182849,165,0.0146172927002126,8.3,0.000735294117647059,131,0.0116052445074415
"TROLLHÄTTAN HJORTMOSSEN",202221,10437,796,0.0762671265689374,105,0.0100603621730382,68,0.00651528216920571,51,0.00488646162690428,177,0.0169588962345502,0,0,151,0.0144677589345597,27,0.00258695027306697,36,0.00344926703075596,104,0.00996454919996168,77,0.0073775989268947,766,0.0733927373766408,207,0.0198332854268468,30,0.00287438919229664,0,0,75,0.00718597298074159,38,0.00364089297690907,14,0.00134138162307176,37,0.00354508000383252,177,0.0169588962345502,0,0,0,0,0,0,0,0,0,0,16,0.00153300756922487,151,0.0144677589345597,11,0.0010539427038421,60,0.00574877838459327,80,0.00766503784612437,70,0.00670690811535882,7,0.000670690811535882,766,0.0733927373766408,75,0.00718597298074159,193,0.018491903803775,151,0.0144677589345597,140,0.0134138162307176
"STOCKHOLM VÄSTERTORP",202246,6705,2372,0.353765846383296,1034,0.154213273676361,770,0.114839671886652,208,0.0310216256524981,35,0.0052199850857569,0,0,99,0.0147651006711409,52,0.00775540641312453,21,0.00313199105145414,54,0.00805369127516779,99,0.0147651006711409,1943,0.289783743475019,1195,0.178225205070843,429,0.0639821029082774,0,0,605,0.0902311707680835,341,0.0508575689783743,167,0.0249067859806115,41,0.00611483967188665,21,0.00313199105145414,14,0.00208799403430276,0,0,0,0,0,0,0,0,132,0.0196868008948546,7,0.00104399701715138,12,0.00178970917225951,40,0.00596569724086503,35,0.0052199850857569,85,0.0126771066368382,14,0.00208799403430276,1943,0.289783743475019,605,0.0902311707680835,61,0.00909768829231917,7,0.00104399701715138,75,0.0111856823266219
"STOCKHOLM VÄSTERTORP",202233,7194,369,0.0512927439532944,69,0.00959132610508757,0,0,59,0.00820127884348068,4,0.000556018904642758,0,0,5,0.000695023630803447,36,0.00500417014178482,37,0.00514317486794551,131,0.0182096191270503,28,0.0038921323324993,369,0.0512927439532944,87,0.01209341117598,0,0,0,0,69,0.00959132610508757,0,0,4,0.000556018904642758,55,0.00764525993883792,4,0.000556018904642758,0,0,0,0,0,0,0,0,0,0,36,0.00500417014178482,5,0.000695023630803447,0,0,65,0.00903530720044481,103,0.014317486794551,28,0.0038921323324993,0,0,369,0.0512927439532944,69,0.00959132610508757,40,0.00556018904642758,5,0.000695023630803447,168,0.0233527939949958
"STOCKHOLM VÄSTERTORP",202232,6383,403,0.0631364562118126,77,0.0120632931223563,0,0,49,0.00767664107786307,0,0,0,0,6,0.000939996866677111,37,0.00579664734450885,44,0.00689331035563215,160,0.0250665831113896,30,0.00469998433338556,403,0.0631364562118126,96,0.0150399498668338,0,0,0,0,77,0.0120632931223563,0,0,0,0,49,0.00767664107786307,0,0,0,0,0,0,0,0,0,0,0,0,20,0.0031333228889237,6,0.000939996866677111,17,0.00266332445558515,59,0.00924330252232492,145,0.0227165909446969,28,0.00438665204449318,2,0.00031333228889237,403,0.0631364562118126,77,0.0120632931223563,20,0.0031333228889237,6,0.000939996866677111,204,0.0319598934670218
"STOCKHOLM VÄSTERTORP",202231,5843,274,0.046893718979976,50,0.00855724798904672,0,0,44,0.00753037823036112,3,0.000513434879342803,0,0,6,0.00102686975868561,13,0.00222488447715215,21,0.00359404415539962,105,0.0179702207769981,32,0.0054766387129899,274,0.046893718979976,79,0.0135204518226938,0,0,0,0,50,0.00855724798904672,0,0,8,0.00136915967824748,36,0.00616121855211364,3,0.000513434879342803,0,0,0,0,0,0,0,0,0,0,10,0.00171144959780934,6,0.00102686975868561,3,0.000513434879342803,50,0.00855724798904672,76,0.013007016943351,32,0.0054766387129899,0,0,274,0.046893718979976,50,0.00855724798904672,13,0.00222488447715215,6,0.00102686975868561,126,0.0215642649323977
"STOCKHOLM VÄSTERTORP",202230,5558,382,0.0687297589060813,86,0.0154731917956099,0,0,55,0.00989564591579705,19,0.0034184958618208,0,0,5,0.000899604174163368,23,0.00413817920115149,34,0.0061173083843109,118,0.0212306585102555,42,0.00755667506297229,382,0.0687297589060813,98,0.017632241813602,0,0,0,0,86,0.0154731917956099,0,0,8,0.00143936667866139,47,0.00845627923713566,19,0.0034184958618208,0,0,0,0,0,0,0,0,0,0,22,0.00395825836631882,5,0.000899604174163368,1,0.000179920834832674,70,0.0125944584382872,82,0.0147535084562792,42,0.00755667506297229,0,0,382,0.0687297589060813,86,0.0154731917956099,41,0.00737675422813962,5,0.000899604174163368,152,0.0273479668945664
"STOCKHOLM VÄSTERTORP",202229,5304,323,0.0608974358974359,64,0.0120663650075415,1,0.000188536953242836,44,0.00829562594268477,29,0.00546757164404223,0,0,5,0.000942684766214178,19,0.00358220211161388,24,0.00452488687782805,86,0.0162141779788839,51,0.00961538461538462,323,0.0608974358974359,96,0.0180995475113122,0,0,0,0,64,0.0120663650075415,1,0.000188536953242836,7,0.00131975867269985,37,0.00697586726998492,29,0.00546757164404223,0,0,0,0,0,0,0,0,0,0,19,0.00358220211161388,5,0.000942684766214178,0,0,58,0.0109351432880845,52,0.00980392156862745,49,0.00923831070889894,2,0.000377073906485671,323,0.0608974358974359,64,0.0120663650075415,48,0.00904977375565611,5,0.000942684766214178,110,0.0207390648567119
"STOCKHOLM VÄSTERTORP",202228,5431,357,0.0657337506904806,76,0.0139937396427914,38,0.00699686982139569,49,0.00902227950653655,11,0.00202540968514086,0,0,9,0.00165715337875161,50,0.00920640765973117,19,0.00349843491069785,71,0.0130730988768183,34,0.0062603572086172,357,0.0657337506904806,136,0.0250414288344688,0,0,0,0,76,0.0139937396427914,38,0.00699686982139569,15,0.00276192229791935,34,0.0062603572086172,11,0.00202540968514086,0,0,0,0,0,0,0,0,0,0,43,0.00791751058736881,5,0.000920640765973117,11,0.00202540968514086,46,0.00846989504695268,44,0.00810163874056343,33,0.00607622905542257,1,0.000184128153194623,357,0.0657337506904806,76,0.0139937396427914,50,0.00920640765973117,5,0.000920640765973117,90,0.0165715337875161
"STOCKHOLM VÄSTERTORP",202227,5843,873,0.149409549888756,477,0.0816361458155057,45,0.00770152319014205,106,0.0181413657367791,8,0.00136915967824748,0,0,86,0.0147184665411604,10,0.00171144959780934,58,0.0099264076672942,62,0.0106109875064179,21,0.00359404415539962,873,0.149409549888756,257,0.0439842546637002,0,0,0,0,477,0.0816361458155057,45,0.00770152319014205,68,0.0116378572651035,38,0.00650350847167551,8,0.00136915967824748,0,0,0,0,0,0,0,0,0,0,95,0.0162587711791888,1,0.000171144959780934,0,0,64,0.0109532774259798,56,0.00958411774773233,21,0.00359404415539962,0,0,873,0.149409549888756,477,0.0816361458155057,18,0.00308060927605682,1,0.000171144959780934,120,0.0205373951737121
"STOCKHOLM VÄSTERTORP",202226,6303,313,0.0496588925908298,74,0.0117404410598128,24,0.00380771061399334,25,0.00396636522290973,5,0.000793273044581945,0,0,9,0.0014278914802475,16,0.00253847374266222,11,0.00174520069808028,111,0.0176106615897192,38,0.00602887513882278,313,0.0496588925908298,96,0.0152308424559733,0,0,0,0,74,0.0117404410598128,24,0.00380771061399334,5,0.000793273044581945,20,0.00317309217832778,5,0.000793273044581945,0,0,0,0,0,0,0,0,0,0,25,0.00396636522290973,0,0,0,0,42,0.00666349357448834,80,0.0126923687133111,36,0.00571156592099,2,0.000317309217832778,313,0.0496588925908298,74,0.0117404410598128,21,0.00333174678724417,0,0,122,0.0193558622877995
"STOCKHOLM VÄSTERTORP",202225,6330,328,0.0518167456556082,66,0.0104265402843602,26,0.00410742496050553,42,0.00663507109004739,20,0.00315955766192733,0,0,9,0.0014218009478673,26,0.00410742496050553,20,0.00315955766192733,90,0.014218009478673,29,0.00458135860979463,328,0.0518167456556082,97,0.0153238546603476,0,0,0,0,66,0.0104265402843602,26,0.00410742496050553,0,0,42,0.00663507109004739,20,0.00315955766192733,0,0,0,0,0,0,0,0,0,0,26,0.00410742496050553,9,0.0014218009478673,0,0,31,0.00489731437598736,79,0.012480252764613,29,0.00458135860979463,0,0,328,0.0518167456556082,66,0.0104265402843602,46,0.00726698262243286,9,0.0014218009478673,110,0.0173775671406003
"STOCKHOLM VÄSTERTORP",202224,7050,352,0.0499290780141844,33,0.00468085106382979,40,0.00567375886524823,57,0.00808510638297872,8,0.00113475177304965,0,0,11,0.00156028368794326,26,0.00368794326241135,23,0.00326241134751773,122,0.0173049645390071,32,0.00453900709219858,352,0.0499290780141844,129,0.0182978723404255,0,0,0,0,33,0.00468085106382979,40,0.00567375886524823,0,0,57,0.00808510638297872,8,0.00113475177304965,0,0,0,0,0,0,0,0,0,0,26,0.00368794326241135,11,0.00156028368794326,0,0,43,0.00609929078014184,102,0.014468085106383,31,0.00439716312056738,1,0.000141843971631206,352,0.0499290780141844,33,0.00468085106382979,34,0.00482269503546099,11,0.00156028368794326,145,0.0205673758865248
"STOCKHOLM VÄSTERTORP",202223,7354,396,0.0538482458525972,84,0.011422355180854,33,0.00448735382104977,61,0.00829480554800109,15,0.00203970628229535,0,0,13,0.00176774544465597,27,0.00367147130813163,17,0.00231166711993473,109,0.0148218656513462,37,0.00503127549632853,396,0.0538482458525972,131,0.0178134348653794,0,0,0,0,84,0.011422355180854,33,0.00448735382104977,0,0,61,0.00829480554800109,15,0.00203970628229535,0,0,0,0,0,0,0,0,0,0,27,0.00367147130813163,13,0.00176774544465597,0,0,65,0.00883872722327985,61,0.00829480554800109,36,0.00489529507750884,1,0.00013598041881969,396,0.0538482458525972,84,0.011422355180854,42,0.00571117759042698,13,0.00176774544465597,126,0.0171335327712809
"STOCKHOLM VÄSTERTORP",202222,6969,492,0.0705983641842445,95,0.0136317979624049,66,0.00947051226861817,59,0.00846606399770412,22,0.00315683742287272,0,0,3,0.000430477830391735,30,0.00430477830391735,18,0.00258286698235041,162,0.0232458028411537,37,0.0053092265748314,492,0.0705983641842445,162,0.0232458028411537,0,0,0,0,95,0.0136317979624049,66,0.00947051226861817,0,0,59,0.00846606399770412,22,0.00315683742287272,0,0,0,0,0,0,0,0,0,0,30,0.00430477830391735,3,0.000430477830391735,0,0,95,0.0136317979624049,85,0.0121968718610992,35,0.00502224135457024,2,0.000286985220261157,492,0.0705983641842445,95,0.0136317979624049,52,0.00746161572679007,3,0.000430477830391735,180,0.0258286698235041
"STOCKHOLM VÄSTERTORP",202221,6826,465,0.0681218869030179,75,0.01098740111339,29,0.00424846176384413,54,0.00791092880164078,15,0.002197480222678,0,0,83,0.0121593905654849,26,0.00380896571930853,23,0.00336946967477293,109,0.0159683562847934,51,0.00747143275710519,465,0.0681218869030179,134,0.0196308233225901,0,0,0,0,75,0.01098740111339,29,0.00424846176384413,0,0,54,0.00791092880164078,15,0.002197480222678,0,0,0,0,0,0,0,0,0,0,26,0.00380896571930853,83,0.0121593905654849,0,0,84,0.0123058892469968,48,0.00703193671256959,50,0.00732493407559332,1,0.000146498681511866,465,0.0681218869030179,75,0.01098740111339,41,0.00600644594198652,83,0.0121593905654849,132,0.0193378259595664
"STOCKHOLM SKARPNÄCK",202246,7937,4600.225,0.579592415270253,1805,0.227415900214187,1349,0.16996346226534,702,0.0884465163159884,197,0.0248204611314099,10.225,0.00128827012725211,125,0.0157490235605392,68,0.00856746881693335,24,0.00302381252362354,194,0.0244424845659569,126,0.0158750157490236,3851.225,0.485224266095502,2439,0.307294947713242,749,0.0943681491747512,0,0,1056,0.133047751039436,600,0.0755953130905884,587,0.0739574146402923,115,0.0144891016756961,79,0.0099533828902608,118,0.014867078241149,3.01,0.000379236487337785,4.326,0.000545042207383142,0,0,2.889,0.000363991432531183,126,0.0158750157490236,24,0.00302381252362354,43,0.0054176641048255,95,0.0119692579060098,123,0.0154970391835706,85,0.0107093360211667,41,0.00516567972785687,3851.225,0.485224266095502,1056,0.133047751039436,104,0.0131031876023687,34.225,0.00431208265087565,218,0.0274662970895804
"STOCKHOLM SKARPNÄCK",202233,10644,939.608,0.0882758361518226,156,0.0146561443066516,99,0.00930101465614431,174,0.0163472378804961,28,0.00263059000375799,11.608,0.00109056745584367,51,0.00479143179255919,75,0.00704622322435175,72,0.00676437429537768,199,0.01869597895528,74,0.00695227358136039,840.608,0.0789748214956783,421,0.0395527996993611,99,0.00930101465614431,0,0,57,0.00535512965050733,0,0,87,0.00817361894024803,87,0.00817361894024803,28,0.00263059000375799,0,0,5.232,0.000491544532130778,4.474,0.00042033070274333,0,0,1.902,0.00017869222096956,77,0.00723412251033446,13,0.00122134535888764,36,0.00338218714768884,120,0.0112739571589628,151,0.0141863960916949,64,0.00601277715144682,10,0.000939496429913566,840.608,0.0789748214956783,57,0.00535512965050733,67,0.00629462608042089,24.608,0.0023119128147313,271,0.0254603532506576
"STOCKHOLM SKARPNÄCK",202232,9955,923.165,0.0927338021094927,182,0.0182822702159719,108,0.0108488196885987,115,0.0115519839276745,39,0.00391762933199397,5.165,0.000518834756403817,47,0.00472124560522351,48,0.0048216976393772,87,0.00873932697137117,193,0.0193872425916625,99,0.00994475138121547,815.165,0.081884982420894,378,0.0379708689100954,108,0.0108488196885987,0,0,74,0.00743345052737318,0,0,48,0.0048216976393772,67,0.00673028628829734,39,0.00391762933199397,0,0,0,0,4.308,0.000432747363134103,0,0,0.857,8.60873932697137e-05,68,0.00683073832245103,9,0.000904068307383225,18,0.00180813661476645,113,0.0113510798593672,167,0.0167754897036665,79,0.00793571069814164,20,0.00200904068307383,815.165,0.081884982420894,74,0.00743345052737318,69,0.00693119035660472,14.165,0.00142290306378704,280,0.0281265695630337
"STOCKHOLM SKARPNÄCK",202231,8567,781.314,0.0912004202171122,131,0.0152912338041321,67,0.00782070736547216,129,0.015057779852924,35,0.00408544414614217,4.314,0.000503560172755924,35,0.00408544414614217,57,0.00665343760943154,71,0.00828761526788841,165,0.0192599509746702,87,0.0101552468775534,714.314,0.08337971285164,337,0.0393369907785689,67,0.00782070736547216,0,0,64,0.00747052643865997,0,0,39,0.00455235204855842,90,0.0105054278043656,35,0.00408544414614217,0,0,0,0,2.77,0.000323333722423252,0,0,1.544,0.000180226450332672,51,0.00595307575580717,11,0.00128399673164468,30,0.00350180926812186,91,0.0106221547799697,145,0.016925411462589,82,0.00957161199953309,5,0.000583634878020311,714.314,0.08337971285164,64,0.00747052643865997,62,0.00723707248745185,15.314,0.00178755690440061,236,0.0275475662425587
"STOCKHOLM SKARPNÄCK",202230,7762,665.376,0.085722236536975,107,0.0137851069312033,57,0.00734346817830456,109,0.0140427724813192,31,0.00399381602679722,8.376,0.0010791033238856,38,0.00489564545220304,52,0.00669930430301469,66,0.00850296315382633,136,0.0175212574078846,61,0.00785879927853646,608.376,0.0783787683586704,281,0.0362020097912909,57,0.00734346817830456,0,0,50,0.00644163875289874,0,0,32,0.00412264880185519,77,0.00992012367946406,31,0.00399381602679722,0,0,0,0,1.296,0.000166967276475135,0,0,7.08,0.000912136047410461,62,0.00798763205359443,6,0.000772996650347848,22,0.00283432105127544,89,0.0114661169801598,113,0.0145581035815511,60,0.00772996650347849,1,0.000128832775057975,608.376,0.0783787683586704,50,0.00644163875289874,61,0.00785879927853646,14.376,0.00185209997423345,202,0.0260242205617109
"STOCKHOLM SKARPNÄCK",202229,7785,693.306,0.0890566473988439,113,0.0145150931278099,57,0.00732177263969172,100,0.0128452151573539,29,0.00372511239563263,4.306,0.000553114964675658,37,0.00475272960822094,47,0.00603725112395633,67,0.0086062941554271,184,0.0236351958895312,55,0.00706486833654464,636.306,0.0817348747591522,267,0.0342967244701349,57,0.00732177263969172,0,0,56,0.00719332048811818,0,0,25,0.00321130378933847,75,0.00963391136801541,29,0.00372511239563263,0,0,0.424,5.44637122671805e-05,2.31,0.000296724470134875,0,0,1.572,0.000201926782273603,60,0.00770712909441233,3,0.000385356454720617,21,0.00269749518304432,115,0.014771997430957,136,0.0174694926140013,50,0.00642260757867694,5,0.000642260757867694,636.306,0.0817348747591522,56,0.00719332048811818,55,0.00706486833654464,7.306,0.000938471419396275,251,0.0322414900449583
"STOCKHOLM SKARPNÄCK",202228,7701,599.379,0.0778313206077133,77,0.0099987014673419,26,0.00337618491105051,91,0.0118166471886768,37,0.0048045708349565,8.379,0.00108804051421893,37,0.0048045708349565,80,0.0103882612647708,49,0.00636281002467212,130,0.0168809245552526,64,0.00831060901181665,573.379,0.0744551356966628,266,0.0345409687053629,26,0.00337618491105051,0,0,51,0.00662251655629139,0,0,15,0.00194779898714453,76,0.00986884820153227,37,0.0048045708349565,0,0,4.333,0.000562654200753149,3.066,0.000398130112972341,0,0,0.98,0.000127256200493442,57,0.0074016361511492,6,0.000779119594857811,54,0.0070120763537203,46,0.00597325022724321,133,0.0172704843526815,60,0.00779119594857811,4,0.00051941306323854,573.379,0.0744551356966628,51,0.00662251655629139,63,0.00818075574600701,14.379,0.00186716010907674,179,0.0232437345799247
"STOCKHOLM SKARPNÄCK",202227,8081,1729.741,0.21405036505383,651,0.080559336715753,101,0.0124984531617374,328,0.0405890360103948,24,0.00296992946417523,16.741,0.00207164954832323,128,0.0158396238089345,48,0.00593985892835045,212,0.0262343769335478,157,0.0194282885781463,64,0.00791981190446727,1662.741,0.205759311966341,624,0.0772181660685559,67,0.00829105308748917,0,0,584,0.0722682836282638,34,0.00420740007424824,253,0.0313080064348472,75,0.00928102957554758,24,0.00296992946417523,0,0,12.043,0.00149028585571093,3.05,0.000377428536072268,0,0,1.648,0.000203935156540032,151,0.0186858062121025,11,0.00136121767108031,14,0.00173245885410222,230,0.0284618240316792,139,0.0172008414800148,60,0.00742482366043807,4,0.000494988244029204,1662.741,0.205759311966341,584,0.0722682836282638,58,0.00717732953842346,27.741,0.00343286721940354,369,0.0456626655116941
"STOCKHOLM SKARPNÄCK",202226,9224,896.578,0.0972005637467476,131,0.0142020815264527,154,0.0166955767562879,106,0.0114917606244579,25,0.0027103209019948,6.578,0.000713139635732871,12,0.0013009540329575,37,0.0040112749349523,71,0.00769731136166522,277,0.0300303555941023,77,0.00834778837814397,822.578,0.089178013876843,362,0.0392454466608846,74,0.0080225498699046,0,0,57,0.00617953165654814,80,0.00867302688638335,35,0.00379444926279271,71,0.00769731136166522,25,0.0027103209019948,0,0,2.958,0.000320685169124024,1.972,0.00021379011274935,0,0,1.648,0.000178664353859497,24,0.002601908065915,6,0.000650477016478751,19,0.00205984388551605,80,0.00867302688638335,268,0.0290546400693842,73,0.00791413703382481,4,0.000433651344319167,822.578,0.089178013876843,57,0.00617953165654814,43,0.00466175195143105,12.578,0.00136361665221162,348,0.0377276669557676
"STOCKHOLM SKARPNÄCK",202225,9639,751.79,0.0779946052495072,71,0.00736590932669364,160,0.0165992322855068,81,0.00840336134453781,28,0.00290486564996369,5.79,0.000600684718331777,22,0.00228239443925718,30,0.00311235605353252,56,0.00580973129992738,211,0.0218902375765121,87,0.00902583255524432,697.79,0.0723923643531487,346,0.0358958398174084,54,0.00560224089635854,0,0,17,0.0017636684303351,106,0.0109969913891483,22,0.00228239443925718,59,0.00612096690528063,28,0.00290486564996369,0,0,0,0,3.276,0.000339869281045752,0,0,2.514,0.000260815437286026,28,0.00290486564996369,14,0.00145243282498184,10,0.00103745201784417,68,0.00705467372134039,199,0.0206452951550991,82,0.00850710654632223,5,0.000518726008922087,697.79,0.0723923643531487,17,0.0017636684303351,48,0.00497976968565204,19.79,0.00205311754331362,267,0.0276999688764395
"STOCKHOLM SKARPNÄCK",202224,9768,1001.804,0.102559787059787,125,0.0127968877968878,184,0.0188370188370188,109,0.0111588861588862,33,0.00337837837837838,13.804,0.00141318591318591,25,0.00255937755937756,48,0.00491400491400491,67,0.00685913185913186,304,0.0311220311220311,93,0.00952088452088452,920.804,0.0942674037674038,422,0.0432022932022932,81,0.00829238329238329,0,0,44,0.0045045045045045,103,0.0105446355446355,23,0.00235462735462735,86,0.0088042588042588,33,0.00337837837837838,0,0,1.266,0.00012960687960688,11.014,0.00112755937755938,0,0,1.524,0.000156019656019656,30,0.00307125307125307,16,0.00163800163800164,27,0.00276412776412776,90,0.00921375921375921,281,0.0287674037674038,85,0.0087018837018837,8,0.000819000819000819,920.804,0.0942674037674038,44,0.0045045045045045,54,0.00552825552825553,29.804,0.00305118755118755,371,0.037981162981163
