"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"VENDELSÖ SÅGEN",202233,2022-08-18,1204,98,0.0813953488372093,12,0.00996677740863787,12,0.00996677740863787,5,0.00415282392026578,10,0.00830564784053156,0,0,0,0,1,0.000830564784053156,34,0.0282392026578073,0,0,7,0.00581395348837209,17,0.0141196013289037,92,0.0764119601328904,42,0.0348837209302326,6,0.00498338870431894,0,0,6,0.00498338870431894,6,0.00498338870431894,5,0.00415282392026578,0,0,10,0.00830564784053156,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00830564784053156,25,0.0207641196013289,7,0.00581395348837209,17,0.0141196013289037,0,0,86,0.0714285714285714,31,0.0257475083056478,6,0.00498338870431894,0,0,7,0.00581395348837209
"VENDELSÖ SÅGEN",202233,2022-08-17,1114,99,0.0888689407540395,20,0.0179533213644524,20,0.0179533213644524,4,0.00359066427289048,0,0,0,0,0,0,1,0.000897666068222621,20,0.0179533213644524,0,0,15,0.0134649910233393,19,0.0170556552962298,90,0.0807899461400359,26,0.0233393177737881,9,0.00807899461400359,0,0,11,0.00987432675044883,11,0.00987432675044883,4,0.00359066427289048,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00269299820466786,18,0.0161579892280072,15,0.0134649910233393,19,0.0170556552962298,0,0,79,0.0709156193895871,27,0.0242369838420108,11,0.00987432675044883,0,0,15,0.0134649910233393
"VENDELSÖ SÅGEN",202233,2022-08-16,1174,109,0.0928449744463373,22,0.0187393526405451,22,0.0187393526405451,2,0.00170357751277683,14,0.0119250425894378,0,0,0,0,2,0.00170357751277683,22,0.0187393526405451,0,0,13,0.0110732538330494,12,0.010221465076661,96,0.0817717206132879,36,0.030664395229983,13,0.0110732538330494,0,0,9,0.00766609880749574,9,0.00766609880749574,2,0.00170357751277683,0,0,14,0.0119250425894378,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00681431005110733,16,0.0136286201022147,13,0.0110732538330494,12,0.010221465076661,0,0,87,0.0741056218057922,29,0.0247018739352641,9,0.00766609880749574,0,0,13,0.0110732538330494
"VENDELSÖ SÅGEN",202233,2022-08-15,1189,83,0.0698065601345669,15,0.0126156433978133,15,0.0126156433978133,4,0.00336417157275021,9,0.00756938603868797,0,0,0,0,0,0,18,0.0151387720773759,0,0,7,0.00588730025231287,15,0.0126156433978133,76,0.063919259882254,36,0.0302775441547519,7,0.00588730025231287,0,0,8,0.00672834314550042,8,0.00672834314550042,4,0.00336417157275021,0,0,9,0.00756938603868797,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00672834314550042,10,0.00841042893187553,7,0.00588730025231287,15,0.0126156433978133,0,0,68,0.0571909167367536,17,0.0142977291841884,8,0.00672834314550042,0,0,7,0.00588730025231287
"VENDELSÖ SÅGEN",202232,2022-08-14,1310,148,0.112977099236641,24,0.0183206106870229,24,0.0183206106870229,3,0.00229007633587786,15,0.0114503816793893,0,0,0,0,1,0.000763358778625954,33,0.0251908396946565,0,0,14,0.0106870229007634,34,0.0259541984732824,136,0.10381679389313,58,0.0442748091603053,12,0.00916030534351145,0,0,12,0.00916030534351145,12,0.00916030534351145,3,0.00229007633587786,0,0,15,0.0114503816793893,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00458015267175573,28,0.0213740458015267,14,0.0106870229007634,34,0.0259541984732824,0,0,124,0.0946564885496183,40,0.0305343511450382,12,0.00916030534351145,0,0,14,0.0106870229007634
"VENDELSÖ SÅGEN",202232,2022-08-13,1135,116,0.102202643171806,15,0.013215859030837,15,0.013215859030837,3,0.0026431718061674,17,0.0149779735682819,0,0,0,0,0,0,20,0.0176211453744493,0,0,2,0.00176211453744493,44,0.0387665198237885,109,0.0960352422907489,67,0.0590308370044053,7,0.00616740088105727,0,0,8,0.00704845814977974,8,0.00704845814977974,3,0.0026431718061674,0,0,17,0.0149779735682819,0,0,0,0,0,0,0,0,0,0,0,0,3,0.0026431718061674,17,0.0149779735682819,2,0.00176211453744493,44,0.0387665198237885,0,0,101,0.0889867841409692,24,0.0211453744493392,8,0.00704845814977974,0,0,2,0.00176211453744493
"VENDELSÖ SÅGEN",202232,2022-08-12,1206,142,0.117744610281924,14,0.0116086235489221,14,0.0116086235489221,4,0.0033167495854063,10,0.00829187396351575,0,0,0,0,0,0,45,0.0373134328358209,0,0,0,0,55,0.0456053067993367,136,0.112769485903814,74,0.0613598673300166,6,0.00497512437810945,0,0,8,0.0066334991708126,8,0.0066334991708126,4,0.0033167495854063,0,0,10,0.00829187396351575,0,0,0,0,0,0,0,0,0,0,0,0,7,0.00580431177446103,38,0.0315091210613599,0,0,53,0.0439469320066335,2,0.00165837479270315,128,0.106135986733002,44,0.0364842454394693,8,0.0066334991708126,0,0,2,0.00165837479270315
"VENDELSÖ SÅGEN",202232,2022-08-11,1155,95,0.0822510822510823,8,0.00692640692640693,8,0.00692640692640693,4,0.00346320346320346,10,0.00865800865800866,2,0.00173160173160173,0,0,0,0,37,0.032034632034632,0,0,2,0.00173160173160173,24,0.0207792207792208,92,0.0796536796536797,45,0.038961038961039,3,0.0025974025974026,0,0,5,0.00432900432900433,5,0.00432900432900433,4,0.00346320346320346,0,0,10,0.00865800865800866,0,0,2,0.00173160173160173,0,0,0,0,0,0,0,0,7,0.00606060606060606,30,0.025974025974026,2,0.00173160173160173,24,0.0207792207792208,0,0,87,0.0753246753246753,35,0.0303030303030303,5,0.00432900432900433,0,0,2,0.00173160173160173
"VENDELSÖ SÅGEN",202232,2022-08-10,1018,96,0.0943025540275049,18,0.0176817288801572,18,0.0176817288801572,2,0.00196463654223969,3,0.00294695481335953,0,0,0,0,0,0,26,0.0255402750491159,0,0,15,0.0147347740667976,14,0.0137524557956778,92,0.0903732809430255,24,0.0235756385068762,4,0.00392927308447937,0,0,14,0.0137524557956778,14,0.0137524557956778,2,0.00196463654223969,0,0,3,0.00294695481335953,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00491159135559921,21,0.0206286836935167,15,0.0147347740667976,14,0.0137524557956778,0,0,78,0.0766208251473477,25,0.0245579567779961,14,0.0137524557956778,0,0,15,0.0147347740667976
"VENDELSÖ SÅGEN",202232,2022-08-09,1102,123,0.111615245009074,19,0.0172413793103448,19,0.0172413793103448,3,0.00272232304900181,8,0.00725952813067151,4,0.00362976406533575,0,0,1,0.000907441016333938,35,0.0317604355716878,0,0,11,0.00998185117967332,23,0.0208711433756806,116,0.105263157894737,43,0.0390199637023593,7,0.00635208711433757,0,0,12,0.0108892921960073,12,0.0108892921960073,3,0.00272232304900181,0,0,8,0.00725952813067151,0,0,4,0.00362976406533575,0,0,0,0,0,0,0,0,9,0.00816696914700544,27,0.0245009074410163,11,0.00998185117967332,23,0.0208711433756806,0,0,104,0.0943738656987296,38,0.0344827586206897,12,0.0108892921960073,0,0,11,0.00998185117967332
"VENDELSÖ SÅGEN",202232,2022-08-08,1085,102,0.0940092165898617,16,0.0147465437788018,16,0.0147465437788018,1,0.000921658986175115,0,0,0,0,0,0,0,0,36,0.0331797235023042,0,0,11,0.0101382488479263,22,0.0202764976958525,95,0.0875576036866359,31,0.0285714285714286,7,0.00645161290322581,0,0,9,0.00829493087557604,9,0.00829493087557604,1,0.000921658986175115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00737327188940092,28,0.0258064516129032,11,0.0101382488479263,22,0.0202764976958525,0,0,86,0.0792626728110599,35,0.032258064516129,9,0.00829493087557604,0,0,11,0.0101382488479263
"VENDELSÖ SÅGEN",202231,2022-08-07,1020,85,0.0833333333333333,22,0.0215686274509804,22,0.0215686274509804,5,0.00490196078431373,11,0.0107843137254902,0,0,0,0,1,0.000980392156862745,6,0.00588235294117647,0,0,0,0,18,0.0176470588235294,82,0.0803921568627451,37,0.0362745098039216,3,0.00294117647058824,0,0,19,0.0186274509803922,19,0.0186274509803922,5,0.00490196078431373,0,0,11,0.0107843137254902,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00392156862745098,3,0.00294117647058824,0,0,17,0.0166666666666667,1,0.000980392156862745,63,0.0617647058823529,6,0.00588235294117647,19,0.0186274509803922,0,0,1,0.000980392156862745
"VENDELSÖ SÅGEN",202231,2022-08-06,1104,121,0.109601449275362,23,0.0208333333333333,23,0.0208333333333333,10,0.00905797101449275,15,0.0135869565217391,0,0,0,0,0,0,13,0.0117753623188406,0,0,6,0.00543478260869565,31,0.0280797101449275,118,0.106884057971014,65,0.0588768115942029,3,0.00271739130434783,0,0,20,0.0181159420289855,20,0.0181159420289855,10,0.00905797101449275,0,0,15,0.0135869565217391,0,0,0,0,0,0,0,0,0,0,0,0,9,0.00815217391304348,4,0.0036231884057971,6,0.00543478260869565,31,0.0280797101449275,0,0,98,0.088768115942029,7,0.00634057971014493,20,0.0181159420289855,0,0,6,0.00543478260869565
"VENDELSÖ SÅGEN",202231,2022-08-05,962,109,0.113305613305613,25,0.025987525987526,25,0.025987525987526,3,0.00311850311850312,2,0.00207900207900208,0,0,0,0,1,0.00103950103950104,15,0.0155925155925156,0,0,1,0.00103950103950104,37,0.0384615384615385,101,0.104989604989605,53,0.0550935550935551,8,0.00831600831600832,0,0,17,0.0176715176715177,17,0.0176715176715177,3,0.00311850311850312,0,0,2,0.00207900207900208,0,0,0,0,0,0,0,0,0,0,0,0,11,0.0114345114345114,5,0.0051975051975052,1,0.00103950103950104,37,0.0384615384615385,0,0,84,0.0873180873180873,13,0.0135135135135135,17,0.0176715176715177,0,0,1,0.00103950103950104
"VENDELSÖ SÅGEN",202231,2022-08-04,1020,100,0.0980392156862745,22,0.0215686274509804,22,0.0215686274509804,9,0.00882352941176471,8,0.00784313725490196,0,0,0,0,1,0.000980392156862745,15,0.0147058823529412,0,0,2,0.00196078431372549,21,0.0205882352941176,100,0.0980392156862745,48,0.0470588235294118,0,0,0,0,22,0.0215686274509804,22,0.0215686274509804,9,0.00882352941176471,0,0,8,0.00784313725490196,0,0,0,0,0,0,0,0,0,0,0,0,10,0.00980392156862745,6,0.00588235294117647,2,0.00196078431372549,21,0.0205882352941176,0,0,78,0.0764705882352941,6,0.00588235294117647,22,0.0215686274509804,0,0,2,0.00196078431372549
"VENDELSÖ SÅGEN",202231,2022-08-03,1018,148,0.145383104125737,48,0.0471512770137525,48,0.0471512770137525,11,0.0108055009823183,4,0.00392927308447937,0,0,0,0,0,0,12,0.0117878192534381,0,0,5,0.00491159135559921,20,0.0196463654223969,144,0.141453831041257,41,0.0402750491159136,4,0.00392927308447937,0,0,44,0.0432220039292731,44,0.0432220039292731,11,0.0108055009823183,0,0,4,0.00392927308447937,0,0,0,0,0,0,0,0,0,0,0,0,7,0.0068762278978389,5,0.00491159135559921,5,0.00491159135559921,19,0.018664047151277,1,0.000982318271119843,100,0.0982318271119843,9,0.00884086444007859,44,0.0432220039292731,0,0,6,0.00589390962671906
"VENDELSÖ SÅGEN",202231,2022-08-02,964,125,0.129668049792531,40,0.04149377593361,40,0.04149377593361,1,0.00103734439834025,14,0.0145228215767635,0,0,0,0,1,0.00103734439834025,10,0.0103734439834025,0,0,2,0.0020746887966805,17,0.0176348547717842,122,0.12655601659751,37,0.0383817427385892,3,0.00311203319502075,0,0,37,0.0383817427385892,37,0.0383817427385892,1,0.00103734439834025,0,0,14,0.0145228215767635,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00518672199170124,6,0.00622406639004149,2,0.0020746887966805,17,0.0176348547717842,0,0,85,0.0881742738589212,9,0.00933609958506224,37,0.0383817427385892,0,0,2,0.0020746887966805
"VENDELSÖ SÅGEN",202231,2022-08-01,1011,145,0.143422354104847,37,0.0365974282888229,37,0.0365974282888229,2,0.0019782393669634,18,0.0178041543026706,0,0,0,0,0,0,14,0.0138476755687438,0,0,18,0.0178041543026706,19,0.0187932739861523,141,0.13946587537092,46,0.0454995054401583,4,0.0039564787339268,0,0,33,0.0326409495548961,33,0.0326409495548961,2,0.0019782393669634,0,0,18,0.0178041543026706,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00791295746785361,6,0.00593471810089021,18,0.0178041543026706,18,0.0178041543026706,1,0.000989119683481701,108,0.106824925816024,10,0.00989119683481701,33,0.0326409495548961,0,0,19,0.0187932739861523
"VENDELSÖ SÅGEN",202230,2022-07-31,1013,135,0.133267522211254,16,0.0157946692991115,16,0.0157946692991115,5,0.00493583415597236,11,0.0108588351431392,1,0.000987166831194472,0,0,0,0,44,0.0434353405725568,0,0,10,0.00987166831194472,32,0.0315893385982231,127,0.125370187561698,57,0.0562685093780849,8,0.00789733464955577,0,0,8,0.00789733464955577,8,0.00789733464955577,5,0.00493583415597236,0,0,11,0.0108588351431392,0,0,1,0.000987166831194472,0,0,0,0,0,0,0,0,10,0.00987166831194472,34,0.033563672260612,10,0.00987166831194472,31,0.0306021717670286,1,0.000987166831194472,119,0.117472852912142,43,0.0424481737413623,8,0.00789733464955577,0,0,11,0.0108588351431392
"VENDELSÖ SÅGEN",202230,2022-07-30,941,130,0.138150903294368,14,0.0148777895855473,14,0.0148777895855473,3,0.00318809776833156,5,0.0053134962805526,0,0,0,0,0,0,41,0.0435706695005314,0,0,9,0.00956429330499469,44,0.0467587672688629,121,0.128586609989373,51,0.0541976620616366,9,0.00956429330499469,0,0,5,0.0053134962805526,5,0.0053134962805526,3,0.00318809776833156,0,0,5,0.0053134962805526,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00318809776833156,38,0.0403825717321998,9,0.00956429330499469,40,0.0425079702444208,4,0.00425079702444208,116,0.12327311370882,47,0.0499468650371945,5,0.0053134962805526,0,0,13,0.0138150903294368
"VENDELSÖ SÅGEN",202230,2022-07-29,922,140,0.151843817787419,12,0.0130151843817787,12,0.0130151843817787,1,0.00108459869848156,14,0.0151843817787419,0,0,0,0,2,0.00216919739696312,42,0.0455531453362256,0,0,10,0.0108459869848156,47,0.0509761388286334,136,0.147505422993492,75,0.0813449023861171,4,0.00433839479392625,0,0,8,0.00867678958785249,8,0.00867678958785249,1,0.00108459869848156,0,0,14,0.0151843817787419,0,0,0,0,0,0,0,0,0,0,0,0,13,0.0140997830802603,31,0.0336225596529284,10,0.0108459869848156,47,0.0509761388286334,0,0,128,0.13882863340564,35,0.0379609544468547,8,0.00867678958785249,0,0,10,0.0108459869848156
