"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Vara_1_Deli","kampanj_convrate_Vara_1_Deli","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_OBS_snabbnudlar_Triangeln","kampanj_convrate_OBS_snabbnudlar_Triangeln","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"NORRKÖPING LASARETTSGATAN",202214,6339,736,0.116106641426092,21,0.00331282536677709,16,0.00252405742230636,18,0.00283956460009465,163,0.025713834989746,0,0,21,0.00331282536677709,81,0.0127780407004259,61,0.00962296892254299,37,0.00583688278908345,144,0.0227165168007572,174,0.0274491244675816,736,0.116106641426092,176,0.0277646316453699,0,0,21,0.00331282536677709,16,0.00252405742230636,13,0.00205079665562392,5,0.000788767944470737,89,0.0140400694115791,74,0.0116737655781669,0,0,0,0,21,0.00331282536677709,0,0,0,0,81,0.0127780407004259,3,0.000473260766682442,58,0.00914970815586055,24,0.00378608613345954,13,0.00205079665562392,137,0.0216122416784982,7,0.00110427512225903,139,0.0219277488562865,35,0.00552137561129516,736,0.116106641426092,21,0.00331282536677709,505,0.0796655623915444,34,0.00536362202240101
"NORRKÖPING LASARETTSGATAN",202213,6836,1243,0.181831480397894,26,0.00380339379754242,10,0.00146284376828555,22,0.0032182562902282,204,0.0298420128730252,0,0,440,0.0643651258045641,124,0.0181392627267408,41,0.00599765944997074,40,0.00585137507314219,152,0.0222352252779403,184,0.0269163253364541,1243,0.181831480397894,197,0.0288180222352253,0,0,26,0.00380339379754242,10,0.00146284376828555,17,0.00248683440608543,5,0.000731421884142774,129,0.0188706846108836,75,0.0109713282621416,0,0,0,0,440,0.0643651258045641,0,0,0,0,124,0.0181392627267408,0,0,41,0.00599765944997074,27,0.00394967817437098,13,0.00190169689877121,126,0.0184318314803979,26,0.00380339379754242,148,0.0216500877706261,36,0.00526623756582797,1243,0.181831480397894,26,0.00380339379754242,567,0.0829432416617905,453,0.0662668227033353
"NORRKÖPING LASARETTSGATAN",202212,6839,942,0.137739435589999,17,0.00248574352975581,16,0.00233952332212312,14,0.00204708290685773,260,0.0380172539845007,0,0,64,0.00935809328849247,102,0.0149144611785349,56,0.00818833162743091,53,0.00774967100453283,184,0.0269045182044159,176,0.0257347565433543,942,0.137739435589999,188,0.0274893990349466,0,0,17,0.00248574352975581,16,0.00233952332212312,8,0.00116976166106156,6,0.000877321245796169,169,0.0247112150899254,91,0.0133060388945752,0,0,0,0,64,0.00935809328849247,0,0,0,0,102,0.0149144611785349,1,0.000146220207632695,55,0.00804211141979822,40,0.00584880830530779,13,0.00190086269922503,163,0.0238338938441293,21,0.00307062436028659,147,0.0214943705220061,29,0.00424038602134815,942,0.137739435589999,17,0.00248574352975581,660,0.0965053370375786,77,0.0112589559877175
"NORRKÖPING LASARETTSGATAN",202211,6639,779,0.117336948335593,12,0.00180750112968821,19,0.00286187678867299,12,0.00180750112968821,266,0.0400662750414219,0,0,46,0.00692875433047146,59,0.00888688055430035,61,0.00918813074258171,35,0.00527187829492393,99,0.0149118843199277,170,0.0256062660039163,779,0.117336948335593,151,0.0227443892152433,0,0,12,0.00180750112968821,19,0.00286187678867299,12,0.00180750112968821,0,0,168,0.0253050158156349,98,0.014761259225787,0,0,0,0,46,0.00692875433047146,0,0,0,0,59,0.00888688055430035,1,0.000150625094140684,60,0.00903750564844103,30,0.00451875282422051,5,0.000753125470703419,76,0.011447507154692,23,0.00346437716523573,135,0.0203343877089923,35,0.00527187829492393,779,0.117336948335593,12,0.00180750112968821,565,0.0851031781894864,51,0.00768187980117488
"NORRKÖPING LASARETTSGATAN",202210,6855,797,0.116265499635303,16,0.00233406272793581,9,0.00131291028446389,16,0.00233406272793581,244,0.0355944566010212,0,0,41,0.00598103574033552,76,0.0110867979576951,65,0.00948212983223924,36,0.00525164113785558,142,0.0207148067104303,152,0.0221735959153902,797,0.116265499635303,166,0.0242159008023341,0,0,16,0.00233406272793581,9,0.00131291028446389,16,0.00233406272793581,0,0,142,0.0207148067104303,102,0.0148796498905908,0,0,0,0,41,0.00598103574033552,0,0,0,0,76,0.0110867979576951,3,0.000437636761487965,62,0.00904449307075128,25,0.00364697301239971,11,0.00160466812545587,103,0.0150255288110868,39,0.00568927789934354,121,0.0176513493800146,31,0.00452224653537564,797,0.116265499635303,16,0.00233406272793581,563,0.0821298322392414,52,0.00758570386579139
"NORRKÖPING LASARETTSGATAN",202209,6700,902.615,0.134718656716418,72,0.0107462686567164,13,0.00194029850746269,9,0.00134328358208955,226,0.0337313432835821,0,0,52.615,0.00785298507462687,79,0.0117910447761194,74,0.011044776119403,33,0.00492537313432836,91,0.0135820895522388,253,0.0377611940298507,902.615,0.134718656716418,175,0.0261194029850746,0,0,72,0.0107462686567164,13,0.00194029850746269,9,0.00134328358208955,0,0,120,0.017910447761194,106,0.0158208955223881,0,0,0,0,52.615,0.00785298507462687,0,0,0,0,79,0.0117910447761194,5,0.000746268656716418,69,0.0102985074626866,18,0.0026865671641791,15,0.00223880597014925,68,0.0101492537313433,23,0.00343283582089552,226,0.0337313432835821,27,0.00402985074626866,902.615,0.134718656716418,72,0.0107462686567164,588,0.0877611940298507,67.615,0.0100917910447761
"NORRKÖPING LASARETTSGATAN",202208,6320,2001,0.316613924050633,16,0.00253164556962025,19,0.00300632911392405,17,0.00268987341772152,995,0.15743670886076,0,0,446,0.0705696202531646,127,0.0200949367088608,65,0.0102848101265823,45,0.00712025316455696,83,0.0131329113924051,188,0.029746835443038,2001,0.316613924050633,228,0.0360759493670886,0,0,16,0.00253164556962025,19,0.00300632911392405,17,0.00268987341772152,0,0,125,0.0197784810126582,870,0.137658227848101,0,0,0,0,446,0.0705696202531646,0,0,0,0,127,0.0200949367088608,1,0.000158227848101266,64,0.010126582278481,33,0.00522151898734177,12,0.00189873417721519,64,0.010126582278481,19,0.00300632911392405,156,0.0246835443037975,32,0.00506329113924051,2001,0.316613924050633,16,0.00253164556962025,1299,0.205537974683544,458,0.0724683544303797
"NORRKÖPING LASARETTSGATAN",202207,6839,828,0.121070331919871,21,0.00307062436028659,8,0.00116976166106156,45,0.00657990934347127,222,0.0324608860944583,0,0,53,0.00774967100453283,63,0.00921187308085977,63,0.00921187308085977,38,0.0055563678900424,128,0.0187161865769849,187,0.0273431788273139,828,0.121070331919871,179,0.0261734171662524,0,0,21,0.00307062436028659,8,0.00116976166106156,45,0.00657990934347127,0,0,151,0.0220792513525369,71,0.0103816347419213,0,0,0,0,53,0.00774967100453283,0,0,0,0,63,0.00921187308085977,1,0.000146220207632695,62,0.00906565287322708,23,0.00336306477555198,15,0.00219330311449042,105,0.015353121801433,23,0.00336306477555198,161,0.0235414534288639,26,0.00380172539845007,828,0.121070331919871,21,0.00307062436028659,560,0.0818833162743091,68,0.00994297411902325
"NORRKÖPING LASARETTSGATAN",202206,6444,863,0.133923029174426,6,0.000931098696461825,13,0.00201738050900062,10,0.00155183116076971,195,0.0302607076350093,0,0,24,0.0037243947858473,64,0.00993171942892613,90,0.0139664804469274,25,0.00387957790192427,207,0.032122905027933,229,0.0355369335816263,863,0.133923029174426,177,0.0274674115456238,0,0,6,0.000931098696461825,13,0.00201738050900062,10,0.00155183116076971,0,0,125,0.0193978895096214,70,0.010862818125388,0,0,0,0,24,0.0037243947858473,0,0,0,0,64,0.00993171942892613,3,0.000465549348230912,87,0.0135009310986965,20,0.00310366232153942,5,0.000775915580384854,182,0.0282433271260087,25,0.00387957790192427,185,0.0287088764742396,44,0.00682805710738672,863,0.133923029174426,6,0.000931098696461825,651,0.101024208566108,29,0.00450031036623215
"NORRKÖPING LASARETTSGATAN",202205,6572,742,0.112903225806452,17,0.00258673158855752,11,0.00167376749847839,1,0.000152160681679854,122,0.0185636031649422,0,0,61,0.00928180158247109,67,0.0101947656725502,76,0.0115642118076689,37,0.00562994522215459,166,0.0252586731588558,184,0.0279975654290931,742,0.112903225806452,155,0.0235849056603774,0,0,17,0.00258673158855752,11,0.00167376749847839,1,0.000152160681679854,0,0,50,0.0076080340839927,72,0.0109555690809495,0,0,0,0,61,0.00928180158247109,0,0,0,0,67,0.0101947656725502,0,0,76,0.0115642118076689,26,0.0039561777236762,11,0.00167376749847839,140,0.0213024954351795,26,0.0039561777236762,148,0.0225197808886184,36,0.00547778454047474,742,0.112903225806452,17,0.00258673158855752,498,0.0757760194765673,72,0.0109555690809495
"NORRKÖPING LASARETTSGATAN",202204,6362,1210,0.190191763596353,20,0.00314366551398931,16,0.00251493241119145,0,0,107,0.0168186104998428,3,0.000471549827098397,502,0.0789060044011317,81,0.0127318453316567,79,0.0124174787802578,44,0.00691606413077649,147,0.0231059415278214,211,0.0331656711725872,1210,0.190191763596353,179,0.0281358063502043,0,0,20,0.00314366551398931,16,0.00251493241119145,0,0,0,0,49,0.00770198050927381,58,0.009116629990569,3,0.000471549827098397,0,0,502,0.0789060044011317,0,0,0,0,81,0.0127318453316567,3,0.000471549827098397,76,0.0119459289531594,27,0.00424394844388557,17,0.00267211568689091,112,0.0176045268783401,35,0.0055014146494813,178,0.0279786230745049,33,0.00518704809808236,1210,0.190191763596353,20,0.00314366551398931,492,0.0773341716441371,519,0.0815781200880226
"NORRKÖPING LASARETTSGATAN",202203,6351,810,0.127538970240907,19,0.00299165485750276,12,0.00188946622579121,0,0,175,0.0275547157927885,0,0,48,0.00755786490316486,141,0.0222012281530468,69,0.0108644307982995,14,0.00220437726342308,139,0.0218863171154149,193,0.0303889151314754,810,0.127538970240907,222,0.0349551251771375,0,0,19,0.00299165485750276,12,0.00188946622579121,0,0,0,0,86,0.0135411746181704,89,0.0140135411746182,0,0,0,0,48,0.00755786490316486,0,0,0,0,141,0.0222012281530468,2,0.000314911037631869,67,0.0105495197606676,9,0.00141709966934341,5,0.000787277594079672,114,0.0179499291450165,25,0.00393638797039836,153,0.024090694378838,40,0.00629822075263738,810,0.127538970240907,19,0.00299165485750276,516,0.0812470477090222,53,0.00834514249724453
"NORRKÖPING LASARETTSGATAN",202202,6500,676,0.104,17,0.00261538461538462,18,0.00276923076923077,0,0,141,0.0216923076923077,0,0,60,0.00923076923076923,73,0.0112307692307692,78,0.012,37,0.00569230769230769,82,0.0126153846153846,170,0.0261538461538462,676,0.104,169,0.026,0,0,17,0.00261538461538462,18,0.00276923076923077,0,0,0,0,53,0.00815384615384615,88,0.0135384615384615,0,0,0,0,60,0.00923076923076923,0,0,0,0,73,0.0112307692307692,3,0.000461538461538462,75,0.0115384615384615,24,0.00369230769230769,13,0.002,59,0.00907692307692308,23,0.00353846153846154,142,0.0218461538461538,28,0.00430769230769231,676,0.104,17,0.00261538461538462,417,0.0641538461538462,73,0.0112307692307692
"NORRKÖPING LASARETTSGATAN",202201,5786,636,0.109920497753197,9,0.00155547874179053,17,0.002938126512271,0,0,150,0.0259246456965088,2,0.000345661942620118,48,0.00829588662288282,57,0.00985136536467335,74,0.0127894918769443,40,0.00691323885240235,72,0.0124438299343242,167,0.0288627722087798,636,0.109920497753197,150,0.0259246456965088,0,0,9,0.00155547874179053,17,0.002938126512271,0,0,0,0,77,0.0133079847908745,73,0.0126166609056343,2,0.000345661942620118,0,0,48,0.00829588662288282,0,0,0,0,57,0.00985136536467335,3,0.000518492913930176,71,0.0122709989630142,26,0.00449360525406153,14,0.00241963359834082,54,0.00933287245074317,18,0.00311095748358106,138,0.0238506740407881,29,0.0050120981679917,636,0.109920497753197,9,0.00155547874179053,415,0.0717248530936744,62,0.0107155202212236
"DALA-JÄRNA MYRBACKA",202238,6069,2923.118,0.481647388367112,849.65,0.139998352282089,476.65,0.0785384742132147,295,0.0486076783654638,52,0.00856813313560718,0,0,212.818,0.035066403031801,190,0.0313066403031801,229,0.0377327401548855,81,0.0133465150766189,223,0.0367441094084693,314,0.0517383423957818,2503.468,0.412500906244851,1216.106,0.200379963750206,419.65,0.0691464821222607,430,0.0708518701598286,57,0.00939199209095403,175,0.0288350634371396,120,0.0197726149283243,52,0.00856813313560718,0,0,0,0,25.456,0.00419443071346186,185,0.0304827813478333,0,0,2.362,0.000389190970505849,190,0.0313066403031801,20,0.00329543582138738,209,0.0344373043334981,64,0.0105453946284396,17,0.00280112044817927,198,0.032624814631735,25,0.00411929477673422,194,0.0319657274674576,120,0.0197726149283243,2503.468,0.412500906244851,430,0.0708518701598286,653,0.107595979568298,204.362,0.0336730927665184
"DALA-JÄRNA MYRBACKA",202233,6594,790.688,0.119910221413406,35,0.00530785562632696,12,0.00181983621474067,19,0.00288140734000607,169,0.0256293600242645,0,0,35.688,0.00541219290263876,77,0.0116772823779193,54,0.00818926296633303,78,0.0118289353958144,94,0.0142553836821353,217,0.0329087048832272,790.688,0.119910221413406,162,0.0245677888989991,0,0,35,0.00530785562632696,12,0.00181983621474067,19,0.00288140734000607,0,0,75,0.0113739763421292,94,0.0142553836821353,0,0,0,0,33,0.00500454959053685,0,0,2.688,0.000407643312101911,77,0.0116772823779193,1,0.000151653017895056,53,0.00803760994843797,68,0.0103124052168638,10,0.00151653017895056,89,0.01349711859266,5,0.000758265089475281,167,0.0253260539884744,50,0.00758265089475281,790.688,0.119910221413406,35,0.00530785562632696,548,0.0831058538064907,45.688,0.00692872308158932
"DALA-JÄRNA MYRBACKA",202232,6945,983.098,0.141554787616991,25,0.00359971202303816,4,0.000575953923686105,26,0.00374370050395968,266,0.038300935925126,0,0,65.098,0.00937336213102952,165,0.0237580993520518,55,0.00791936645068395,83,0.0119510439164867,42,0.0060475161987041,252,0.0362850971922246,983.098,0.141554787616991,250.812,0.0361140388768899,0,0,25,0.00359971202303816,4,0.000575953923686105,26,0.00374370050395968,0,0,106,0.0152627789776818,160,0.0230381569474442,0,0,0.812,0.000116918646508279,61,0.0087832973362131,0,0,3.286,0.000473146148308135,165,0.0237580993520518,3,0.000431965442764579,52,0.00748740100791937,69,0.00993520518358531,14,0.00201583873290137,35,0.00503959683225342,7,0.00100791936645068,199,0.0286537077033837,53,0.00763138948884089,983.098,0.141554787616991,25,0.00359971202303816,629,0.09056875449964,78.286,0.0112722822174226
"DALA-JÄRNA MYRBACKA",202231,8564,1410.288,0.16467631947688,46,0.00537132181223727,104,0.0121438580102756,34,0.00397010742643624,230,0.0268566090611864,0,0,84.288,0.00984212984586642,67,0.00782344698738907,78,0.00910789350770668,91,0.0106258757589911,144,0.0168145726296123,532,0.0621205044371789,1410.288,0.16467631947688,287.258,0.033542503503036,0,0,46,0.00537132181223727,104,0.0121438580102756,34,0.00397010742643624,0,0,148,0.017281644091546,82,0.00957496496964035,0,0,4.258,0.000497197571228398,77,0.00899112564222326,0,0,3.03,0.000353806632414759,67,0.00782344698738907,6,0.000700607192900514,72,0.00840728631480617,79,0.0092246613731901,12,0.00140121438580103,124,0.014479215319944,20,0.00233535730966838,453,0.0528958430639888,79,0.0092246613731901,1410.288,0.16467631947688,46,0.00537132181223727,985,0.115016347501168,92.03,0.010746146660439
"DALA-JÄRNA MYRBACKA",202230,6756,1118.428,0.165545885139136,42,0.00621669626998224,4,0.00059206631142688,17,0.00251628182356424,249,0.0368561278863233,0,0,188.428,0.027890467732386,77,0.0113972764949674,66,0.00976909413854352,76,0.0112492599171107,94,0.0139135583185317,305,0.0451450562462996,1118.428,0.165545885139136,182.33,0.0269878626406157,0,0,42,0.00621669626998224,4,0.00059206631142688,17,0.00251628182356424,0,0,130,0.0192421551213736,119,0.0176139727649497,0,0,18.33,0.00271314387211368,167,0.0247187685020722,0,0,3.098,0.000458555358200118,77,0.0113972764949674,7,0.00103611604499704,59,0.00873297809354648,60,0.0088809946714032,16,0.00236826524570752,82,0.012137359384251,12,0.00177619893428064,254,0.0375962107756069,51,0.00754884547069272,1118.428,0.165545885139136,42,0.00621669626998224,708,0.104795737122558,186.098,0.0275455891059799
"DALA-JÄRNA MYRBACKA",202229,6925,931.336,0.134488953068592,56,0.00808664259927798,7,0.00101083032490975,25,0.0036101083032491,181,0.0261371841155235,0,0,59.336,0.00856837545126354,61,0.0088086642599278,80,0.0115523465703971,48,0.00693140794223827,57,0.00823104693140794,357,0.0515523465703971,931.336,0.134488953068592,173.416,0.0250420216606498,0,0,56,0.00808664259927798,7,0.00101083032490975,25,0.0036101083032491,0,0,91,0.0131407942238267,90,0.0129963898916968,0,0,0.416,6.0072202166065e-05,57,0.00823104693140794,0,0,1.92,0.000277256317689531,61,0.0088086642599278,2,0.000288808664259928,78,0.0112635379061372,36,0.0051985559566787,12,0.00173285198555957,51,0.00736462093862816,6,0.000866425992779783,306,0.044187725631769,51,0.00736462093862816,931.336,0.134488953068592,56,0.00808664259927798,631,0.0911191335740072,70.92,0.010241155234657
"DALA-JÄRNA MYRBACKA",202228,6918,908.868,0.131377276669558,43,0.00621566926857473,9,0.0013009540329575,31,0.00448106389129806,118,0.0170569528765539,7,0.00101185313674472,55.868,0.00807574443480775,81,0.0117085862966175,66,0.00954032957502168,57,0.00823937554206418,120,0.0173460537727667,321,0.0464006938421509,908.868,0.131377276669558,194,0.0280427869326395,0,0,43,0.00621566926857473,9,0.0013009540329575,31,0.00448106389129806,0,0,85,0.0122867880890431,33,0.00477016478751084,7,0.00101185313674472,0,0,53,0.00766117374963862,0,0,2.868,0.000414570685169124,81,0.0117085862966175,3,0.000433651344319167,63,0.00910667823070251,40,0.00578201792425556,17,0.00245735761780862,115,0.0166233015322347,5,0.000722752240531946,267,0.0385949696444059,54,0.00780572419774501,908.868,0.131377276669558,43,0.00621566926857473,599,0.0865857184157271,72.868,0.0105331020526164
"DALA-JÄRNA MYRBACKA",202227,6691,959,0.143326856972052,73.755,0.0110230159916305,67.755,0.0101262890449858,23,0.00343745329547153,161,0.0240621730683007,10,0.00149454491107458,39.49,0.00590195785383351,76,0.0113585413241668,76,0.0113585413241668,63,0.00941563293976984,102,0.0152443580929607,267,0.0399043491256912,908.245,0.135741294275893,252.755,0.0377753698998655,50.755,0.00758556269615902,23,0.00343745329547153,17,0.00254072634882678,23,0.00343745329547153,0,0,77,0.0115079958152742,84,0.0125541772530265,10,0.00149454491107458,0,0,36,0.00538036167986848,0,0,3.49,0.000521596173965028,76,0.0113585413241668,3,0.000448363473322373,73,0.0109101778508444,44,0.00657599760872814,19,0.0028396353310417,96,0.0143476311463159,6,0.000896726946644747,208,0.0310865341503512,59,0.00881781497534001,908.245,0.135741294275893,23,0.00343745329547153,574,0.0857868778956808,58.49,0.00874159318487521
"DALA-JÄRNA MYRBACKA",202226,6440,1026.382,0.159376086956522,92.434,0.0143531055900621,76.434,0.0118686335403727,29,0.00450310559006211,156,0.024223602484472,0,0,56.514,0.00877546583850932,71,0.0110248447204969,68,0.0105590062111801,58,0.00900621118012422,112,0.0173913043478261,307,0.0476708074534161,960.948,0.149215527950311,244.434,0.0379555900621118,65.434,0.0101605590062112,27,0.00419254658385093,11,0.00170807453416149,29,0.00450310559006211,0,0,61,0.00947204968944099,95,0.0147515527950311,0,0,0,0,54,0.00838509316770186,0,0,2.514,0.000390372670807453,71,0.0110248447204969,2,0.00031055900621118,66,0.0102484472049689,45,0.00698757763975155,13,0.00201863354037267,108,0.0167701863354037,4,0.00062111801242236,195,0.0302795031055901,112,0.0173913043478261,960.948,0.149215527950311,27,0.00419254658385093,620,0.0962732919254658,69.514,0.010794099378882
"DALA-JÄRNA MYRBACKA",202225,7114,1387.084,0.194979477087433,376.075,0.0528640708462187,85.075,0.0119588136069722,38,0.00534157998313185,127,0.0178521225752038,5,0.000702839471464717,66.934,0.00940877143660388,95,0.0133539499578296,94,0.0132133820635367,31,0.00435760472308125,146,0.0205229125667697,323,0.0454034298566207,1315.009,0.184848046106269,322.857,0.0453833286477369,72.075,0.0101314309811639,304,0.0427326398650548,13,0.00182738262580827,38,0.00534157998313185,0,0,51,0.00716896260894012,76,0.0106831599662637,5,0.000702839471464717,5.782,0.000812763564801799,58,0.00815293786899072,0,0,3.152,0.000443070002811358,95,0.0133539499578296,2,0.000281135788585887,92,0.0129322462749508,25,0.00351419735732359,6,0.000843407365757661,144,0.0202417767781839,2,0.000281135788585887,279,0.0392184425077312,44,0.00618498734888951,1315.009,0.184848046106269,304,0.0427326398650548,621,0.0872926623559179,67.152,0.00943941523755974
"DALA-JÄRNA MYRBACKA",202224,6466,1266.16,0.195818125579957,88.884,0.0137463656047015,72.884,0.0112718836993504,142,0.0219610269099907,100,0.0154655119084442,11,0.00170120630992886,250.392,0.0387244045777915,145,0.022424992267244,72,0.0111351685740798,42,0.00649551500154655,152,0.0235075781008351,190,0.0293844726260439,1203.276,0.186092793071451,466.716,0.0721800185586143,62.884,0.00972533250850603,26,0.00402103309619548,10,0.00154655119084442,142,0.0219610269099907,0,0,64,0.00989792762140427,36,0.0055675842870399,11,0.00170120630992886,23.832,0.00368574079802041,225,0.0347974017939994,0,0,1.56,0.000241261985771729,145,0.022424992267244,0,0,72,0.0111351685740798,26,0.00402103309619548,16,0.00247448190535107,141,0.0218063717909063,11,0.00170120630992886,155,0.0239715434580885,35,0.00541292916795546,1203.276,0.186092793071451,26,0.00402103309619548,468,0.0723785957315187,242.56,0.0375131456851222
"DALA-JÄRNA MYRBACKA",202223,6551,933.158,0.142445122882003,114.686,0.0175066402076019,99.686,0.0152169134483285,15,0.00228972675927339,123,0.0187757594260418,0,0,81.786,0.0124845061822622,114,0.0174019233704778,97,0.0148068997099679,56,0.00854831323462067,70,0.0106853915432758,162,0.0247290490001526,852.472,0.130128529995421,326.002,0.049763700198443,80.686,0.0123165928865822,34,0.00519004732101969,19,0.0029003205617463,15,0.00228972675927339,0,0,49,0.00747977408029309,74,0.0112959853457487,0,0,0.316,4.82369103953595e-05,62,0.00946420393833003,0,0,19.47,0.00297206533353686,114,0.0174019233704778,2,0.000305296901236452,95,0.0145016028087315,49,0.00747977408029309,7,0.00106853915432758,66,0.0100747977408029,4,0.000610593802472905,124,0.0189284078766601,38,0.0058006411234926,852.472,0.130128529995421,34,0.00519004732101969,404,0.0616699740497634,88.47,0.0135048084261945
"DALA-JÄRNA MYRBACKA",202222,6388,929.658,0.145531934877896,129.692,0.0203024420788979,96.692,0.0151365059486537,25,0.00391358797745773,111,0.0173763306199123,0,0,52.274,0.00818315591734502,85,0.0133061991233563,79,0.0123669380087664,41,0.00641828428303068,105,0.0164370695053225,205,0.0320914214151534,850.966,0.133213212273012,286.054,0.0447798998121478,78.692,0.0123187226048842,51,0.00798371947401378,18,0.00281778334376957,25,0.00391358797745773,0,0,79,0.0123669380087664,32,0.0050093926111459,0,0,0.362,5.6668753913588e-05,44,0.00688791484032561,0,0,7.912,0.00123857232310582,85,0.0133061991233563,2,0.000313087038196619,77,0.0120538509705698,29,0.00453976205385097,12,0.00187852222917971,100,0.0156543519098309,5,0.000782717595491547,170,0.0266123982467126,35,0.00547902316844083,850.966,0.133213212273012,51,0.00798371947401378,450,0.0704445835942392,63.912,0.0100050093926111
"DALA-JÄRNA MYRBACKA",202221,6696,1158.046,0.172945937873357,124.345,0.0185700418160096,138.345,0.0206608422939068,21,0.00313620071684588,172,0.0256869772998805,0,0,43.356,0.00647491039426523,81,0.0120967741935484,83,0.0123954599761051,45,0.00672043010752688,143,0.0213560334528076,307,0.0458482676224612,1103.701,0.164829898446834,324.021,0.0483902329749104,54.345,0.0081160394265233,70,0.0104540023894863,84,0.0125448028673835,21,0.00313620071684588,0,0,100,0.0149342891278375,72,0.010752688172043,0,0,0.676,0.000100955794504182,40,0.00597371565113501,0,0,2.68,0.000400238948626045,81,0.0120967741935484,4,0.000597371565113501,79,0.0117980884109916,36,0.00537634408602151,9,0.00134408602150538,138,0.0206093189964158,5,0.000746714456391876,267,0.0398745519713262,40,0.00597371565113501,1103.701,0.164829898446834,70,0.0104540023894863,658,0.0982676224611709,51.68,0.00771804062126643
"DALA-JÄRNA MYRBACKA",202220,6254,716.648,0.114590342181004,52,0.00831467860569236,18,0.00287815797889351,19,0.00303805564438759,123,0.0196674128557723,3,0.000479692996482251,34.648,0.00554013431403902,62,0.00991365526063319,62,0.00991365526063319,53,0.00847457627118644,115,0.0183882315318196,175,0.0279820914614647,716.648,0.114590342181004,164.986,0.0263808762392069,0,0,52,0.00831467860569236,18,0.00287815797889351,19,0.00303805564438759,0,0,89,0.0142308922289735,34,0.00543652062679885,3,0.000479692996482251,0.986,0.000157659098177167,31,0.0049568276303166,0,0,2.662,0.000425647585545251,62,0.00991365526063319,2,0.000319795330988168,60,0.00959385992964503,41,0.00655580428525744,12,0.00191877198592901,109,0.0174288455388551,6,0.000959385992964503,141,0.0225455708346658,34,0.00543652062679885,716.648,0.114590342181004,52,0.00831467860569236,454,0.072593540134314,45.662,0.00730124720179085
