"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_Vara_2_Gavel_1","kampanj_convrate_Vara_2_Gavel_1","kampanj_count_OBS_snabbnudlar_Trianglen","kampanj_convrate_OBS_snabbnudlar_Trianglen","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_Veckans_klipp","skylttyp_convrate_Veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie"
"UPPSALA VÄSTERTORG",202220,2022-05-20,1393,188.18,0.135089734386217,58.09,0.0417013639626705,17.09,0.0122684852835607,0,0,44,0.031586503948313,0,0,0,0,12,0.00861450107681263,14,0.0100502512562814,24,0.0172290021536253,19,0.0136396267049533,171.09,0.122821249102656,36.09,0.025908111988514,17.09,0.0122684852835607,0,0,41,0.0294328786791098,0,0,0,0,10,0.00717875089734386,34,0.0244077530509691,0,0,0,0,0,0,0,0,6,0.00430725053840632,6,0.00430725053840632,11,0.00789662598707825,3,0.00215362526920316,22,0.0157932519741565,2,0.00143575017946877,17,0.0122038765254846,2,0.00143575017946877,171.09,0.122821249102656,41,0.0294328786791098,85,0.0610193826274228,0,0,6,0.00430725053840632,3,0.00215362526920316
"UPPSALA VÄSTERTORG",202220,2022-05-19,1383,176,0.127259580621837,43,0.0310918293564714,16,0.0115690527838033,0,0,43,0.0310918293564714,0,0,0,0,10,0.00723065798987708,8,0.00578452639190166,51,0.0368763557483731,5,0.00361532899493854,160,0.115690527838033,21,0.0151843817787419,16,0.0115690527838033,0,0,27,0.0195227765726681,0,0,0,0,12,0.00867678958785249,31,0.0224150397686189,0,0,0,0,0,0,0,0,2,0.00144613159797542,8,0.00578452639190166,6,0.00433839479392625,2,0.00144613159797542,47,0.0339840925524223,4,0.00289226319595083,5,0.00361532899493854,0,0,160,0.115690527838033,27,0.0195227765726681,108,0.0780911062906725,0,0,2,0.00144613159797542,2,0.00144613159797542
"UPPSALA VÄSTERTORG",202220,2022-05-18,1284,120.43,0.0937928348909657,31.215,0.0243107476635514,14.215,0.0110708722741433,0,0,36,0.0280373831775701,0,0,1,0.000778816199376947,7,0.00545171339563863,1,0.000778816199376947,20,0.0155763239875389,10,0.00778816199376947,106.215,0.0827219626168224,25.215,0.0196378504672897,14.215,0.0110708722741433,0,0,17,0.0132398753894081,0,0,0,0,11,0.00856697819314642,25,0.0194704049844237,0,0,0,0,0,0,1,0.000778816199376947,4,0.00311526479750779,3,0.00233644859813084,1,0.000778816199376947,0,0,20,0.0155763239875389,0,0,8,0.00623052959501558,2,0.00155763239875389,106.215,0.0827219626168224,17,0.0132398753894081,60,0.0467289719626168,0,0,4,0.00311526479750779,0,0
"UPPSALA VÄSTERTORG",202220,2022-05-17,1218,136.52,0.112085385878489,39.26,0.0322331691297209,11.26,0.00924466338259442,0,0,34,0.0279146141215107,0,0,3,0.00246305418719212,12,0.00985221674876847,13,0.0106732348111658,17,0.0139573070607553,7,0.00574712643678161,125.26,0.102840722495895,21.26,0.0174548440065681,11.26,0.00924466338259442,0,0,28,0.0229885057471264,0,0,0,0,6,0.00492610837438424,28,0.0229885057471264,0,0,0,0,0,0,3,0.00246305418719212,7,0.00574712643678161,5,0.00410509031198686,5,0.00410509031198686,8,0.00656814449917898,15,0.0123152709359606,2,0.00164203612479475,6,0.00492610837438424,1,0.000821018062397373,125.26,0.102840722495895,28,0.0229885057471264,61,0.0500821018062397,0,0,7,0.00574712643678161,8,0.00656814449917898
"UPPSALA VÄSTERTORG",202220,2022-05-16,1231,148.93,0.120982940698619,44.465,0.0361210398050366,18.465,0.015,0,0,42,0.0341186027619821,0,0,0,0,9,0.00731112916328188,5,0.00406173842404549,20,0.016246953696182,10,0.00812347684809098,130.465,0.105982940698619,28.465,0.023123476848091,18.465,0.015,0,0,26,0.0211210398050366,0,0,0,0,17,0.0138099106417547,25,0.0203086921202275,0,0,0,0,0,0,0,0,4,0.00324939073923639,5,0.00406173842404549,4,0.00324939073923639,1,0.000812347684809098,14,0.0113728675873274,6,0.00487408610885459,7,0.00568643379366369,3,0.00243704305442729,130.465,0.105982940698619,26,0.0211210398050366,71,0.057676685621446,0,0,4,0.00324939073923639,1,0.000812347684809098
"UPPSALA VÄSTERTORG",202219,2022-05-15,1121,150.21,0.13399643175736,53.605,0.0478189116859946,23.605,0.021057091882248,0,0,31,0.0276538804638715,0,0,1,0.000892060660124889,12,0.0107047279214987,6,0.00535236396074933,10,0.00892060660124889,13,0.0115967885816235,126.605,0.112939339875112,37.605,0.0335459411239964,23.605,0.021057091882248,0,0,30,0.0267618198037467,0,0,0,0,6,0.00535236396074933,25,0.0223015165031222,0,0,0,0,0,0,1,0.000892060660124889,9,0.008028545941124,3,0.00267618198037467,6,0.00535236396074933,0,0,0,0,10,0.00892060660124889,11,0.00981266726137377,2,0.00178412132024978,126.605,0.112939339875112,30,0.0267618198037467,50,0.0446030330062444,0,0,9,0.008028545941124,0,0
"UPPSALA VÄSTERTORG",202219,2022-05-14,1151,180.64,0.156941789748045,53.32,0.0463249348392702,15.32,0.0133101650738488,0,0,27,0.0234578627280626,0,0,1,0.000868809730668983,19,0.0165073848827107,15,0.0130321459600348,33,0.0286707211120765,17,0.0147697654213727,165.32,0.143631624674196,33.32,0.0289487402258905,15.32,0.0133101650738488,0,0,38,0.0330147697654214,0,0,0,0,10,0.00868809730668984,17,0.0147697654213727,0,0,0,0,0,0,1,0.000868809730668983,6,0.0052128583840139,13,0.0112945264986968,12,0.0104257167680278,3,0.00260642919200695,33,0.0286707211120765,0,0,12,0.0104257167680278,5,0.00434404865334492,165.32,0.143631624674196,38,0.0330147697654214,85,0.0738488271068636,0,0,6,0.0052128583840139,3,0.00260642919200695
"UPPSALA VÄSTERTORG",202219,2022-05-13,1346,188.23,0.139843982169391,67.615,0.0502340267459138,27.615,0.0205163447251114,0,0,23,0.0170876671619614,0,0,1,0.000742942050520059,9,0.00668647845468053,12,0.00891530460624071,33,0.024517087667162,15,0.0111441307578009,160.615,0.119327637444279,43.615,0.0324034175334324,27.615,0.0205163447251114,0,0,40,0.0297176820208024,0,0,0,0,8,0.00594353640416048,15,0.0111441307578009,0,0,0,0,0,0,1,0.000742942050520059,5,0.0037147102526003,4,0.00297176820208024,9,0.00668647845468053,3,0.00222882615156018,31,0.0230312035661218,2,0.00148588410104012,14,0.0104011887072808,1,0.000742942050520059,160.615,0.119327637444279,40,0.0297176820208024,69,0.0512630014858841,0,0,5,0.0037147102526003,3,0.00222882615156018
"UPPSALA VÄSTERTORG",202219,2022-05-12,1199,143.11,0.119357798165138,34.055,0.0284028356964137,18.055,0.0150583819849875,0,0,37,0.0308590492076731,0,0,0,0,7,0.00583819849874896,9,0.00750625521267723,29,0.02418682235196,9,0.00750625521267723,125.055,0.10429941618015,27.055,0.0225646371976647,18.055,0.0150583819849875,0,0,16,0.0133444537114262,0,0,0,0,15,0.0125104253544621,22,0.018348623853211,0,0,0,0,0,0,0,0,3,0.00250208507089241,4,0.00333611342785655,8,0.00667222685571309,1,0.000834028356964137,26,0.0216847372810676,3,0.00250208507089241,8,0.00667222685571309,1,0.000834028356964137,125.055,0.10429941618015,16,0.0133444537114262,78,0.0650542118432027,0,0,3,0.00250208507089241,1,0.000834028356964137
"UPPSALA VÄSTERTORG",202219,2022-05-11,1209,132.52,0.109611248966088,28.76,0.0237882547559967,13.76,0.0113813068651778,0,0,28,0.0231596360628619,0,0,1,0.000827129859387924,4,0.0033085194375517,3,0.00248138957816377,47,0.0388751033912324,7,0.00578990901571547,118.76,0.0982299421009099,21.76,0.0179983457402812,13.76,0.0113813068651778,0,0,15,0.0124069478908189,0,0,0,0,6,0.00496277915632754,22,0.0181968569065343,0,0,0,0,0,0,1,0.000827129859387924,1,0.000827129859387924,3,0.00248138957816377,1,0.000827129859387924,2,0.00165425971877585,41,0.0339123242349049,6,0.00496277915632754,5,0.00413564929693962,2,0.00165425971877585,118.76,0.0982299421009098,15,0.0124069478908189,79,0.065343258891646,0,0,1,0.000827129859387924,2,0.00165425971877585
"UPPSALA VÄSTERTORG",202219,2022-05-10,1284,125.15,0.0974688473520249,32.575,0.0253699376947041,15.575,0.012130062305296,0,0,35,0.0272585669781931,0,0,0,0,19,0.014797507788162,6,0.00467289719626168,9,0.00700934579439252,8,0.00623052959501558,109.575,0.085338785046729,23.575,0.0183605919003115,15.575,0.012130062305296,0,0,17,0.0132398753894081,0,0,0,0,8,0.00623052959501558,27,0.0210280373831776,0,0,0,0,0,0,0,0,11,0.00856697819314642,8,0.00623052959501558,6,0.00467289719626168,0,0,7,0.00545171339563863,2,0.00155763239875389,6,0.00467289719626168,2,0.00155763239875389,109.575,0.085338785046729,17,0.0132398753894081,58,0.0451713395638629,0,0,11,0.00856697819314642,0,0
"UPPSALA VÄSTERTORG",202219,2022-05-09,1307,144.18,0.110313695485845,33.09,0.0253175210405509,17.09,0.0130757459831676,0,0,31,0.0237184391736802,0,0,5,0.00382555470543229,11,0.00841622035195103,0,0,39,0.0298393267023718,8,0.00612088752869166,127.09,0.0972379495026779,30.09,0.0230221882172915,17.09,0.0130757459831676,0,0,16,0.0122417750573833,0,0,0,0,3,0.00229533282325937,28,0.0214231063504208,0,0,0,0,0,0,5,0.00382555470543229,6,0.00459066564651875,5,0.00382555470543229,0,0,0,0,30,0.0229533282325937,9,0.00688599846977812,7,0.0053557765876052,1,0.000765110941086458,127.09,0.0972379495026779,16,0.0122417750573833,75,0.0573833205814843,0,0,6,0.00459066564651875,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-08,1175,126.76,0.10788085106383,37.38,0.0318127659574468,14.38,0.0122382978723404,0,0,30,0.025531914893617,0,0,0,0,12,0.0102127659574468,8,0.00680851063829787,18,0.0153191489361702,7,0.00595744680851064,112.38,0.0956425531914894,21.38,0.0181957446808511,14.38,0.0122382978723404,0,0,23,0.0195744680851064,0,0,0,0,9,0.00765957446808511,21,0.0178723404255319,0,0,0,0,0,0,0,0,8,0.00680851063829787,4,0.00340425531914894,8,0.00680851063829787,0,0,14,0.0119148936170213,4,0.00340425531914894,7,0.00595744680851064,0,0,112.38,0.0956425531914894,23,0.0195744680851064,60,0.051063829787234,0,0,8,0.00680851063829787,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-07,1105,185.73,0.168081447963801,52.365,0.0473891402714932,15.365,0.0139049773755656,0,0,54,0.048868778280543,0,0,0,0,7,0.00633484162895928,20,0.0180995475113122,27,0.0244343891402715,10,0.00904977375565611,170.365,0.154176470588235,25.365,0.0229547511312217,15.365,0.0139049773755656,0,0,37,0.0334841628959276,0,0,0,0,17,0.0153846153846154,37,0.0334841628959276,0,0,0,0,0,0,0,0,3,0.00271493212669683,4,0.00361990950226244,16,0.0144796380090498,4,0.00361990950226244,27,0.0244343891402715,0,0,8,0.00723981900452489,2,0.00180995475113122,170.365,0.154176470588235,37,0.0334841628959276,101,0.0914027149321267,0,0,3,0.00271493212669683,4,0.00361990950226244
"UPPSALA VÄSTERTORG",202218,2022-05-06,1353,195.39,0.144412416851441,38.195,0.028229859571323,10.195,0.00753510716925351,0,0,75,0.0554323725055432,0,0,2,0.00147819660014782,14,0.0103473762010347,9,0.00665188470066519,29,0.0214338507021434,18,0.0133037694013304,185.195,0.136877309682188,30.195,0.0223170731707317,10.195,0.00753510716925351,0,0,28,0.0206947524020695,0,0,0,0,21,0.0155210643015521,54,0.0399113082039911,0,0,0,0,0,0,2,0.00147819660014782,8,0.00591278640059128,6,0.00443458980044346,8,0.00591278640059128,1,0.00073909830007391,24,0.0177383592017738,5,0.00369549150036955,13,0.00960827790096083,5,0.00369549150036955,185.195,0.136877309682188,28,0.0206947524020695,118,0.0872135994087214,0,0,8,0.00591278640059128,1,0.00073909830007391
"UPPSALA VÄSTERTORG",202218,2022-05-05,1244,138.17,0.111069131832797,24.085,0.0193609324758842,11.085,0.00891077170418006,1,0.000803858520900322,46,0.0369774919614148,0,0,0,0,8,0.00643086816720257,8,0.00643086816720257,33,0.0265273311897106,7,0.00562700964630225,127.085,0.102158360128617,19.085,0.0153416398713826,11.085,0.00891077170418006,0,0,13,0.0104501607717042,0,0,1,0.000803858520900322,8,0.00643086816720257,38,0.0305466237942122,0,0,0,0,0,0,0,0,6,0.00482315112540193,2,0.00160771704180064,8,0.00643086816720257,0,0,26,0.0209003215434084,7,0.00562700964630225,6,0.00482315112540193,1,0.000803858520900322,127.085,0.102158360128617,13,0.0104501607717042,89,0.0715434083601286,0,0,6,0.00482315112540193,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-04,1266,138.95,0.109755134281201,36.475,0.0288112164296998,15.475,0.0122235387045814,1,0.000789889415481833,32,0.0252764612954186,0,0,1,0.000789889415481833,10,0.00789889415481832,4,0.00315955766192733,29,0.0229067930489731,10,0.00789889415481832,123.475,0.0975315955766193,27.475,0.0217022116903633,15.475,0.0122235387045814,0,0,21,0.0165876777251185,0,0,1,0.000789889415481833,5,0.00394944707740916,27,0.0213270142180095,0,0,0,0,0,0,1,0.000789889415481833,5,0.00394944707740916,5,0.00394944707740916,4,0.00315955766192733,0,0,25,0.0197472353870458,4,0.00315955766192733,5,0.00394944707740916,5,0.00394944707740916,123.475,0.0975315955766193,21,0.0165876777251185,70,0.0552922590837283,0,0,5,0.00394944707740916,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-03,1261,159.85,0.126764472640761,30.925,0.0245241871530531,18.925,0.0150079302141158,0,0,55,0.0436161776367962,0,0,2,0.00158604282315623,11,0.00872323552735924,2,0.00158604282315623,27,0.021411578112609,13,0.0103092783505155,140.925,0.111756542426646,33.925,0.0269032513877875,18.925,0.0150079302141158,0,0,12,0.00951625693893735,0,0,0,0,15,0.0118953211736717,40,0.0317208564631245,0,0,0,0,0,0,2,0.00158604282315623,6,0.00475812846946868,5,0.00396510705789056,2,0.00158604282315623,0,0,25,0.0198255352894528,2,0.00158604282315623,7,0.00555114988104679,6,0.00475812846946868,140.925,0.111756542426646,12,0.00951625693893735,89,0.070578905630452,0,0,6,0.00475812846946868,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-02,1209,113.91,0.0942183622828784,32.955,0.027258064516129,16.955,0.0140239867659222,2,0.00165425971877585,31,0.0256410256410256,0,0,1,0.000827129859387924,5,0.00413564929693962,8,0.00661703887510339,13,0.010752688172043,4,0.0033085194375517,96.955,0.0801943755169562,23.955,0.0198138957816377,16.955,0.0140239867659222,0,0,16,0.0132340777502068,0,0,2,0.00165425971877585,4,0.0033085194375517,27,0.0223325062034739,0,0,0,0,0,0,1,0.000827129859387924,3,0.00248138957816377,2,0.00165425971877585,5,0.00413564929693962,3,0.00248138957816377,6,0.00496277915632754,7,0.00578990901571547,4,0.0033085194375517,0,0,96.955,0.0801943755169562,16,0.0132340777502068,51,0.0421836228287841,0,0,3,0.00248138957816377,3,0.00248138957816377
"UPPSALA VÄSTERTORG",202217,2022-05-01,1145,190.484,0.166361572052402,54.349,0.0474663755458515,21.135,0.0184585152838428,18,0.0157205240174672,34,0.0296943231441048,0,0,0,0,5,0.00436681222707424,15,0.0131004366812227,37,0.0323144104803493,6,0.00524017467248908,169.349,0.147903056768559,54.349,0.0474663755458515,21.135,0.0184585152838428,9.214,0.0080471615720524,24,0.0209606986899563,0,0,18,0.0157205240174672,12,0.0104803493449782,22,0.0192139737991266,0,0,0,0,0,0,0,0,4,0.00349344978165939,1,0.000873362445414847,11,0.00960698689956332,4,0.00349344978165939,31,0.0270742358078603,6,0.00524017467248908,6,0.00524017467248908,0,0,169.349,0.147903056768559,24,0.0209606986899563,83,0.0724890829694323,0,0,4,0.00349344978165939,4,0.00349344978165939
"UPPSALA VÄSTERTORG",202217,2022-04-30,1136,144.385,0.127099471830986,42.165,0.0371170774647887,14.22,0.0125176056338028,13,0.011443661971831,20,0.0176056338028169,0,0,0,0,7,0.00616197183098592,4,0.00352112676056338,33,0.0290492957746479,11,0.0096830985915493,130.165,0.114581866197183,45.165,0.0397579225352113,14.22,0.0125176056338028,6.945,0.00611355633802817,21,0.0184859154929577,0,0,13,0.011443661971831,6,0.00528169014084507,14,0.0123239436619718,0,0,0,0,0,0,0,0,3,0.00264084507042254,4,0.00352112676056338,4,0.00352112676056338,0,0,28,0.0246478873239437,5,0.00440140845070423,9,0.00792253521126761,2,0.00176056338028169,130.165,0.114581866197183,21,0.0184859154929577,61,0.0536971830985915,0,0,3,0.00264084507042254,0,0
"UPPSALA VÄSTERTORG",202217,2022-04-29,1431,187.451,0.130993011879804,48.801,0.0341027253668763,12.65,0.00883997204751922,19,0.013277428371768,34,0.023759608665269,0,0,0,0,8,0.00559049615653389,15,0.010482180293501,28,0.0195667365478686,22,0.0153738644304682,174.801,0.122153039832285,62.801,0.0438860936408106,12.65,0.00883997204751922,9.151,0.00639482879105521,27,0.0188679245283019,0,0,19,0.013277428371768,12,0.00838574423480084,22,0.0153738644304682,0,0,0,0,0,0,0,0,5,0.00349406009783368,3,0.00209643605870021,11,0.0076869322152341,4,0.00279524807826695,24,0.0167714884696017,4,0.00279524807826695,19,0.013277428371768,3,0.00209643605870021,174.801,0.122153039832285,27,0.0188679245283019,76,0.053109713487072,0,0,5,0.00349406009783368,4,0.00279524807826695
"UPPSALA VÄSTERTORG",202217,2022-04-28,1227,133.807,0.109052159739201,42.477,0.0346185819070905,13.33,0.0108638956805216,11,0.00896495517522412,34,0.0277098614506927,0,0,1,0.000814995925020375,8,0.006519967400163,4,0.0032599837000815,13,0.0105949470252649,7,0.00570497147514262,120.477,0.0981882640586797,41.477,0.0338035859820701,13.33,0.0108638956805216,9.147,0.00745476772616137,20,0.0162999185004075,0,0,11,0.00896495517522412,11,0.00896495517522412,23,0.0187449062754686,0,0,0,0,0,0,1,0.000814995925020375,7,0.00570497147514262,1,0.000814995925020375,3,0.00244498777506112,1,0.000814995925020375,8,0.006519967400163,5,0.00407497962510187,6,0.00488997555012225,1,0.000814995925020375,120.477,0.0981882640586797,20,0.0162999185004075,51,0.0415647921760391,0,0,7,0.00570497147514262,1,0.000814995925020375
"UPPSALA VÄSTERTORG",202217,2022-04-27,1193,132.696,0.111228834870075,36.736,0.0307929589270746,12.96,0.0108633696563286,14,0.0117351215423303,27,0.0226320201173512,0,0,1,0.000838222967309304,7,0.00586756077116513,5,0.00419111483654652,19,0.0159262363788768,10,0.00838222967309304,119.736,0.100365465213747,46.736,0.0391751886001676,12.96,0.0108633696563286,8.776,0.00735624476110645,15,0.0125733445096396,0,0,14,0.0117351215423303,3,0.00251466890192791,24,0.0201173512154233,0,0,0,0,0,0,1,0.000838222967309304,4,0.00335289186923722,3,0.00251466890192791,4,0.00335289186923722,1,0.000838222967309304,15,0.0125733445096396,4,0.00335289186923722,9,0.00754400670578374,1,0.000838222967309304,119.736,0.100365465213747,15,0.0125733445096396,53,0.0444258172673931,0,0,4,0.00335289186923722,1,0.000838222967309304
"UPPSALA VÄSTERTORG",202217,2022-04-26,1282,186.143,0.145197347893916,54.173,0.0422566302652106,19.97,0.0155772230889236,18,0.0140405616224649,47,0.0366614664586583,0,0,2,0.0015600624024961,16,0.0124804992199688,5,0.00390015600624025,19,0.0148205928237129,5,0.00390015600624025,166.173,0.129620124804992,50.173,0.0391365054602184,19.97,0.0155772230889236,5.203,0.0040585023400936,29,0.0226209048361934,0,0,18,0.0140405616224649,15,0.0117004680187207,32,0.0249609984399376,0,0,0,0,0,0,2,0.0015600624024961,11,0.00858034321372855,5,0.00390015600624025,2,0.0015600624024961,3,0.00234009360374415,19,0.0148205928237129,0,0,5,0.00390015600624025,0,0,166.173,0.129620124804992,29,0.0226209048361934,73,0.0569422776911076,0,0,11,0.00858034321372855,3,0.00234009360374415
"UPPSALA VÄSTERTORG",202217,2022-04-25,1256,160.921,0.128121815286624,49.126,0.0391130573248408,13.795,0.0109832802547771,13,0.0103503184713376,31,0.0246815286624204,0,0,1,0.000796178343949045,13,0.0103503184713376,5,0.00398089171974522,29,0.0230891719745223,6,0.00477707006369427,147.126,0.117138535031847,50.126,0.0399092356687898,13.795,0.0109832802547771,16.331,0.0130023885350318,19,0.0151273885350318,0,0,13,0.0103503184713376,11,0.00875796178343949,20,0.0159235668789809,0,0,0,0,0,0,1,0.000796178343949045,10,0.00796178343949045,3,0.00238853503184713,4,0.00318471337579618,1,0.000796178343949045,26,0.0207006369426752,3,0.00238853503184713,5,0.00398089171974522,1,0.000796178343949045,147.126,0.117138535031847,19,0.0151273885350318,67,0.053343949044586,0,0,10,0.00796178343949045,1,0.000796178343949045
"UPPSALA VÄSTERTORG",202216,2022-04-24,1132,142.39,0.125786219081272,31.195,0.0275574204946996,14.195,0.0125397526501767,0,0,28,0.0247349823321555,0,0,0,0,16,0.0141342756183746,13,0.0114840989399293,36,0.0318021201413428,4,0.00353356890459364,128.195,0.113246466431095,18.195,0.0160733215547703,14.195,0.0125397526501767,0,0,17,0.015017667844523,0,0,0,0,13,0.0114840989399293,15,0.0132508833922261,0,0,0,0,0,0,0,0,8,0.00706713780918728,8,0.00706713780918728,8,0.00706713780918728,5,0.00441696113074205,24,0.0212014134275618,12,0.0106007067137809,2,0.00176678445229682,2,0.00176678445229682,128.195,0.113246466431095,17,0.015017667844523,80,0.0706713780918728,0,0,8,0.00706713780918728,5,0.00441696113074205
"UPPSALA VÄSTERTORG",202216,2022-04-23,1187,140.63,0.118475147430497,39.315,0.0331213142375737,17.315,0.0145871946082561,0,0,24,0.0202190395956192,0,0,1,0.0008424599831508,4,0.0033698399326032,11,0.0092670598146588,35,0.029486099410278,9,0.0075821398483572,123.315,0.103887952822241,27.315,0.0230117944397641,17.315,0.0145871946082561,0,0,22,0.0185341196293176,0,0,0,0,8,0.0067396798652064,16,0.0134793597304128,0,0,0,0,0,0,1,0.0008424599831508,1,0.0008424599831508,3,0.0025273799494524,8,0.0067396798652064,3,0.0025273799494524,33,0.0278011794439764,2,0.0016849199663016,3,0.0025273799494524,6,0.0050547598989048,123.315,0.103887952822241,22,0.0185341196293176,70,0.058972198820556,0,0,1,0.0008424599831508,3,0.0025273799494524
"UPPSALA VÄSTERTORG",202216,2022-04-22,1312,134.48,0.1025,43.74,0.0333384146341463,10.74,0.0081859756097561,0,0,29,0.0221036585365854,0,0,0,0,7,0.00533536585365854,13,0.00990853658536585,19,0.0144817073170732,12,0.00914634146341463,123.74,0.0943140243902439,22.74,0.0173323170731707,10.74,0.0081859756097561,0,0,33,0.0251524390243902,0,0,0,0,6,0.00457317073170732,23,0.0175304878048781,0,0,0,0,0,0,0,0,3,0.00228658536585366,4,0.00304878048780488,8,0.00609756097560976,5,0.0038109756097561,18,0.013719512195122,1,0.00076219512195122,11,0.00838414634146342,1,0.00076219512195122,123.74,0.0943140243902439,33,0.0251524390243902,60,0.0457317073170732,0,0,3,0.00228658536585366,5,0.0038109756097561
"UPPSALA VÄSTERTORG",202216,2022-04-21,1246,108.17,0.0868138041733547,26.585,0.0213362760834671,10.585,0.00849518459069021,0,0,20,0.0160513643659711,0,0,1,0.000802568218298555,17,0.0136436597110754,10,0.00802568218298555,19,0.0152487961476726,4,0.00321027287319422,97.585,0.0783186195826645,15.585,0.012508025682183,10.585,0.00849518459069021,0,0,16,0.0128410914927769,0,0,0,0,7,0.00561797752808989,13,0.0104333868378812,0,0,0,0,0,0,1,0.000802568218298555,10,0.00802568218298555,7,0.00561797752808989,9,0.007223113964687,1,0.000802568218298555,18,0.014446227929374,1,0.000802568218298555,2,0.00160513643659711,2,0.00160513643659711,97.585,0.0783186195826645,16,0.0128410914927769,55,0.0441412520064205,0,0,10,0.00802568218298555,1,0.000802568218298555
"UPPSALA VÄSTERTORG",202216,2022-04-20,1286,127.96,0.09950233281493,21.48,0.0167029548989114,12.48,0.0097045101088647,0,0,40,0.031104199066874,0,0,0,0,6,0.0046656298600311,6,0.0046656298600311,35,0.0272161741835148,7,0.00544323483670296,115.48,0.0897978227060653,19.48,0.0151477449455677,12.48,0.0097045101088647,0,0,9,0.00699844479004666,0,0,0,0,6,0.0046656298600311,34,0.0264385692068429,0,0,0,0,0,0,0,0,5,0.00388802488335925,1,0.000777604976671851,3,0.00233281493001555,3,0.00233281493001555,35,0.0272161741835148,0,0,5,0.00388802488335925,2,0.0015552099533437,115.48,0.0897978227060653,9,0.00699844479004666,79,0.0614307931570762,0,0,5,0.00388802488335925,3,0.00233281493001555
"UPPSALA VÄSTERTORG",202216,2022-04-19,1296,144.66,0.11162037037037,44.33,0.0342052469135802,22.33,0.0172299382716049,0,0,25,0.0192901234567901,0,0,0,0,15,0.0115740740740741,4,0.00308641975308642,28,0.0216049382716049,6,0.00462962962962963,122.33,0.0943904320987654,28.33,0.0218595679012346,22.33,0.0172299382716049,0,0,22,0.0169753086419753,0,0,0,0,4,0.00308641975308642,21,0.0162037037037037,0,0,0,0,0,0,0,0,4,0.00308641975308642,11,0.00848765432098765,4,0.00308641975308642,0,0,25,0.0192901234567901,3,0.00231481481481481,6,0.00462962962962963,0,0,122.33,0.0943904320987654,22,0.0169753086419753,68,0.0524691358024691,0,0,4,0.00308641975308642,0,0
