"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_OBS_snabbnudlar_Trianglen","kampanj_convrate_OBS_snabbnudlar_Trianglen","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_Veckans_klipp","skylttyp_convrate_Veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris"
"VÄNERSBORG TORPA",202239,2022-09-27,2103,1269.693,0.603753209700428,749.12,0.35621493105088,291.855,0.138780313837375,9,0.00427960057061341,94,0.0446980504041845,0,0,4.718,0.00224346172135045,18,0.00855920114122682,54,0.0256776034236805,4,0.0019020446980504,22,0.0104612458392772,23,0.0109367570137898,993.207,0.472281027104137,364.399,0.173275796481217,280.576,0.133417023300048,22.544,0.0107199239182121,446,0.21207798383262,11.279,0.00536329053732763,9,0.00427960057061341,71,0.0337612933903947,23,0.0109367570137898,0,0,4.718,0.00224346172135045,0,0,4.09,0.00194484070375654,0,0,18,0.00855920114122682,52,0.0247265810746553,2,0.000951022349025202,4,0.0019020446980504,20,0.00951022349025202,2,0.000951022349025202,20,0.00951022349025202,3,0.0014265335235378,989.117,0.47033618640038,446,0.21207798383262,122,0.0580123632905373,4.718,0.00224346172135045,52,0.0247265810746553
"VÄNERSBORG TORPA",202239,2022-09-26,2097,850.167,0.405420600858369,518.604,0.247307582260372,172.735,0.0823724368144969,32,0.0152598950882213,32,0.0152598950882213,0,0,2.828,0.00134859322842155,13,0.00619933237958989,31,0.0147830233667144,0,0,26,0.0123986647591798,22,0.0104911778731521,687.159,0.32768669527897,256.959,0.122536480686695,165.38,0.0788650453028135,17.224,0.0082136385312351,336,0.160228898426323,7.355,0.00350739151168336,32,0.0152598950882213,0,0,32,0.0152598950882213,0,0,2.828,0.00134859322842155,0,0,2.372,0.0011311397234144,0,0,13,0.00619933237958989,26,0.0123986647591798,5,0.00238435860753457,0,0,26,0.0123986647591798,0,0,18,0.00858369098712446,4,0.00190748688602766,684.787,0.326555555555556,336,0.160228898426323,63,0.0300429184549356,2.828,0.00134859322842155,26,0.0123986647591798
"VÄNERSBORG TORPA",202233,2022-08-21,1857,205.028,0.110408185245019,34.942,0.0188163704900377,14.942,0.0080463112547119,0,0,15,0.00807754442649435,0,0,2.144,0.00115455035002693,0,0,21,0.0113085621970921,6,0.00323101777059774,99,0.0533117932148627,12,0.00646203554119548,191.526,0.10313731825525,26.942,0.0145083467959074,14.942,0.0080463112547119,0,0,20,0.0107700592353258,0,0,0,0,0,0,15,0.00807754442649435,0,0,2.144,0.00115455035002693,0,0,1.44,0.000775444264943457,0,0,0,0,18,0.00969305331179321,3,0.00161550888529887,6,0.00323101777059774,98,0.0527732902530964,1,0.00053850296176629,12,0.00646203554119548,0,0,190.086,0.102361873990307,20,0.0107700592353258,123,0.0662358642972536,2.144,0.00115455035002693,18,0.00969305331179321
"VÄNERSBORG TORPA",202233,2022-08-20,2308,218.693,0.0947543327556326,75.287,0.0326200173310225,21.288,0.00922357019064125,0,0,31,0.0134315424610052,0,0,4.118,0.0017842287694974,3,0.0012998266897747,6,0.00259965337954939,9,0.00389948006932409,40,0.0173310225303293,29,0.0125649913344887,200.465,0.0868565857885615,54.287,0.0235212305025997,21.288,0.00922357019064125,0.999,0.000432842287694974,53,0.0229636048526863,0,0,0,0,0,0,31,0.0134315424610052,0,0,4.118,0.0017842287694974,0,0,3.06,0.00132582322357019,0,0,3,0.0012998266897747,4,0.00173310225303293,2,0.000866551126516464,9,0.00389948006932409,36,0.0155979202772964,4,0.00173310225303293,27,0.0116984402079723,2,0.000866551126516464,197.405,0.0855307625649913,53,0.0229636048526863,82,0.035528596187175,4.118,0.0017842287694974,4,0.00173310225303293
"VÄNERSBORG TORPA",202233,2022-08-19,2715,315.326,0.116142173112339,125.384,0.0461819521178637,30.402,0.0111977900552486,0,0,23,0.00847145488029466,0,0,7.54,0.00277716390423573,4,0.00147329650092081,11,0.00405156537753223,23,0.00847145488029466,34,0.0125230202578269,57,0.0209944751381215,289.984,0.106808103130755,125.384,0.0461819521178637,30.402,0.0111977900552486,33.982,0.0125163904235727,61,0.0224677716390424,0,0,0,0,0,0,23,0.00847145488029466,0,0,7.54,0.00277716390423573,0,0,5.06,0.00186372007366483,0,0,4,0.00147329650092081,7,0.00257826887661142,4,0.00147329650092081,23,0.00847145488029466,34,0.0125230202578269,0,0,55,0.0202578268876611,2,0.000736648250460405,284.924,0.10494438305709,61,0.0224677716390424,84,0.030939226519337,7.54,0.00277716390423573,7,0.00257826887661142
"VÄNERSBORG TORPA",202233,2022-08-18,2424,332.646,0.137230198019802,133.677,0.0551472772277228,30.071,0.0124055280528053,0,0,43,0.0177392739273927,0,0,5.898,0.00243316831683168,2,0.000825082508250825,10,0.00412541254125413,8,0.0033003300330033,80,0.033003300330033,20,0.00825082508250825,306.603,0.126486386138614,102.677,0.042358498349835,30.071,0.0124055280528053,50.606,0.0208770627062706,53,0.0218646864686469,0,0,0,0,0,0,43,0.0177392739273927,0,0,5.898,0.00243316831683168,0,0,4.028,0.00166171617161716,0,0,2,0.000825082508250825,9,0.00371287128712871,1,0.000412541254125413,8,0.0033003300330033,80,0.033003300330033,0,0,15,0.00618811881188119,5,0.00206270627062706,302.575,0.124824669966997,53,0.0218646864686469,132,0.0544554455445545,5.898,0.00243316831683168,9,0.00371287128712871
"VÄNERSBORG TORPA",202233,2022-08-17,2305,258.863,0.112304989154013,106.222,0.0460832971800434,37.351,0.0162043383947939,0,0,43,0.0186550976138829,0,0,6.29,0.00272885032537961,1,0.000433839479392625,10,0.00433839479392625,7,0.00303687635574837,37,0.0160520607375271,11,0.00477223427331887,227.302,0.0986125813449024,78.222,0.0339357917570499,37.351,0.0162043383947939,28.871,0.0125253796095445,40,0.017353579175705,0,0,0,0,0,0,43,0.0186550976138829,0,0,6.29,0.00272885032537961,0,0,5.79,0.0025119305856833,0,0,1,0.000433839479392625,8,0.003470715835141,2,0.000867678958785249,7,0.00303687635574837,37,0.0160520607375271,0,0,11,0.00477223427331887,0,0,221.512,0.0961006507592191,40,0.017353579175705,89,0.0386117136659436,6.29,0.00272885032537961,8,0.003470715835141
"VÄNERSBORG TORPA",202233,2022-08-16,2255,240.052,0.106453215077605,56.708,0.0251476718403548,17.708,0.00785277161862528,0,0,39,0.0172949002217295,0,0,3.636,0.00161241685144124,1,0.000443458980044346,20,0.00886917960088692,5,0.00221729490022173,77,0.0341463414634146,20,0.00886917960088692,224.736,0.0996611973392461,38.708,0.0171654101995565,17.708,0.00785277161862528,0,0,39,0.0172949002217295,0,0,0,0,0,0,39,0.0172949002217295,0,0,3.636,0.00161241685144124,0,0,2.392,0.00106075388026608,0,0,1,0.000443458980044346,13,0.0057649667405765,7,0.00310421286031042,5,0.00221729490022173,75,0.0332594235033259,2,0.000886917960088692,16,0.00709534368070953,4,0.00177383592017738,222.344,0.09860044345898,39,0.0172949002217295,128,0.0567627494456763,3.636,0.00161241685144124,13,0.0057649667405765
"VÄNERSBORG TORPA",202233,2022-08-15,2111,330.133,0.156387020369493,113.121,0.053586451918522,30.106,0.0142614874467077,0,0,24,0.0113690194220748,0,0,4.906,0.00232401705352913,6,0.00284225485551871,16,0.00757934628138323,9,0.00426338228327807,117,0.0554239696826149,10,0.00473709142586452,304.267,0.144134059687352,79.121,0.0374803410705827,30.106,0.0142614874467077,33.015,0.0156395073424917,50,0.0236854571293226,0,0,0,0,0,0,24,0.0113690194220748,0,0,4.906,0.00232401705352913,0,0,4.24,0.00200852676456656,0,0,6,0.00284225485551871,14,0.00663192799621033,2,0.000947418285172904,9,0.00426338228327807,117,0.0554239696826149,0,0,10,0.00473709142586452,0,0,300.027,0.142125532922785,50,0.0236854571293226,152,0.0720037896731407,4.906,0.00232401705352913,14,0.00663192799621033
"VÄNERSBORG TORPA",202232,2022-08-14,2044,196.896,0.0963287671232877,68.306,0.0334178082191781,22.012,0.0107690802348337,0,0,52,0.025440313111546,0,0,1.578,0.000772015655577299,5,0.00244618395303327,8,0.00391389432485323,9,0.00440313111545988,13,0.0063600782778865,18,0.00880626223091976,176.462,0.0863317025440313,48.306,0.023633072407045,22.012,0.0107690802348337,3.294,0.00161154598825832,43,0.0210371819960861,0,0,0,0,0,0,52,0.025440313111546,0,0,1.578,0.000772015655577299,0,0,1.578,0.000772015655577299,0,0,5,0.00244618395303327,6,0.00293542074363992,2,0.000978473581213307,9,0.00440313111545988,13,0.0063600782778865,0,0,17,0.00831702544031311,1,0.000489236790606654,174.884,0.085559686888454,43,0.0210371819960861,76,0.0371819960861057,1.578,0.000772015655577299,6,0.00293542074363992
"VÄNERSBORG TORPA",202232,2022-08-13,2041,264.827,0.129753552180304,80.994,0.0396834884860363,20.875,0.0102278294953454,0,0,51,0.0249877511024008,0,0,5.958,0.00291915727584517,6,0.00293973542381186,11,0.00538951494365507,2,0.000979911807937286,41,0.0200881920627144,46,0.0225379715825576,249.02,0.122008819206271,73.994,0.0362537971582558,20.875,0.0102278294953454,1.119,0.000548260656540911,59,0.0289073983341499,0,0,0,0,0,0,51,0.0249877511024008,0,0,5.958,0.00291915727584517,0,0,5.068,0.00248309652131308,0,0,6,0.00293973542381186,9,0.00440960313571779,2,0.000979911807937286,2,0.000979911807937286,38,0.0186183243508084,3,0.00146986771190593,44,0.0215580597746203,2,0.000979911807937286,243.952,0.119525722684958,59,0.0289073983341499,96,0.0470357667809897,5.958,0.00291915727584517,9,0.00440960313571779
"VÄNERSBORG TORPA",202232,2022-08-12,2442,338.017,0.1384180999181,122.18,0.05003276003276,31.017,0.0127014742014742,0,0,53,0.0217035217035217,0,0,4.82,0.00197379197379197,1,0.00040950040950041,20,0.00819000819000819,17,0.00696150696150696,36,0.0147420147420147,53,0.0217035217035217,311.82,0.127690417690418,89.18,0.0365192465192465,31.017,0.0127014742014742,4.163,0.0017047502047502,87,0.0356265356265356,0,0,0,0,0,0,53,0.0217035217035217,0,0,4.82,0.00197379197379197,0,0,4.82,0.00197379197379197,0,0,1,0.00040950040950041,19,0.00778050778050778,1,0.00040950040950041,17,0.00696150696150696,32,0.0131040131040131,4,0.00163800163800164,44,0.018018018018018,9,0.00368550368550369,307,0.125716625716626,87,0.0356265356265356,107,0.0438165438165438,4.82,0.00197379197379197,19,0.00778050778050778
"VÄNERSBORG TORPA",202232,2022-08-11,2282,221.323,0.0969864154250657,104.28,0.0456967572304996,26.093,0.0114342681858019,0,0,0,0,0,0,4.95,0.00216914986853637,4,0.00175284837861525,10,0.00438212094653812,5,0.00219106047326906,48,0.021034180543383,19,0.00832602979842244,200.18,0.0877212971078002,53.28,0.0233479404031551,26.093,0.0114342681858019,4.187,0.00183479404031551,74,0.0324276950043821,0,0,0,0,0,0,0,0,0,0,4.95,0.00216914986853637,0,0,4.95,0.00216914986853637,0,0,4,0.00175284837861525,9,0.00394390885188431,1,0.000438212094653812,5,0.00219106047326906,46,0.0201577563540754,2,0.000876424189307625,18,0.00788781770376862,1,0.000438212094653812,195.23,0.0855521472392638,74,0.0324276950043821,54,0.0236634531113059,4.95,0.00216914986853637,9,0.00394390885188431
"VÄNERSBORG TORPA",202232,2022-08-10,2183,253.621,0.116180027485112,109.41,0.0501191021530005,30.369,0.0139115895556574,0,0,0,0,0,0,10.842,0.0049665597801191,3,0.00137425561154375,12,0.00549702244617499,6,0.00274851122308749,55,0.0251946862116354,27,0.0123683005038937,232.15,0.106344480073294,61.41,0.0281310123683005,30.369,0.0139115895556574,1.041,0.00047686669720568,78,0.0357306459001374,0,0,0,0,0,0,0,0,0,0,10.842,0.0049665597801191,0,0,8.898,0.00407604214383875,0,0,3,0.00137425561154375,12,0.00549702244617499,0,0,6,0.00274851122308749,53,0.0242785158039395,2,0.000916170407695831,22,0.0100778744846541,5,0.00229042601923958,223.252,0.102268437929455,78,0.0357306459001374,61,0.0279431974347229,10.842,0.0049665597801191,12,0.00549702244617499
"VÄNERSBORG TORPA",202232,2022-08-09,2190,182.704,0.0834264840182648,77.635,0.0354497716894977,20.579,0.00939680365296804,0,0,0,0,0,0,4.49,0.00205022831050228,4,0.00182648401826484,7,0.00319634703196347,4,0.00182648401826484,44,0.0200913242009132,21,0.00958904109589041,164.311,0.0750278538812785,48.635,0.0222077625570776,20.579,0.00939680365296804,3.056,0.00139543378995434,54,0.0246575342465753,0,0,0,0,0,0,0,0,0,0,4.49,0.00205022831050228,0,0,2.186,0.000998173515981735,0,0,4,0.00182648401826484,5,0.00228310502283105,2,0.00091324200913242,4,0.00182648401826484,44,0.0200913242009132,0,0,21,0.00958904109589041,0,0,162.125,0.0740296803652968,54,0.0246575342465753,50,0.0228310502283105,4.49,0.00205022831050228,5,0.00228310502283105
