"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Extra","kampanj_convrate_Extra","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"STOCKHOLM VÄSTERTORP",202221,2022-05-23,997,103.948,0.104260782347041,10.474,0.0105055165496489,27.474,0.0275566700100301,6,0.00601805416248746,30,0.0300902708124373,0,0,0,0,9,0.00902708124373119,7,0.00702106318956871,2,0.00200601805416249,10,0.0100300902708124,2,0.00200601805416249,97.474,0.0977673019057172,47.474,0.047616850551655,6.474,0.00649348044132397,0,0,4,0.00401203610832497,21,0.0210631895687061,6,0.00601805416248746,21,0.0210631895687061,9,0.00902708124373119,0,0,0,0,0,0,0,0,0,0,4,0.00401203610832497,9,0.00902708124373119,3,0.00300902708124373,8,0.00802407221664995,4,0.00401203610832497,0,0,2,0.00200601805416249,97.474,0.0977673019057172,4,0.00401203610832497,25,0.0250752256770311,9,0.00902708124373119,12,0.0120361083249749
"STOCKHOLM SKARPNÄCK",202245,2022-11-13,1347,615.758,0.457132887899035,184.984,0.137330363771344,150.984,0.112089086859688,24,0.0178173719376392,159,0.11804008908686,2,0.00148478099480327,1.79,0.00132887899034892,3,0.0022271714922049,21,0.0155902004454343,6,0.0044543429844098,51,0.0378619153674833,12,0.0089086859688196,480.774,0.356922048997773,373.984,0.277642167780252,134.984,0.100210838901262,30,0.022271714922049,20,0.0148478099480327,16,0.0118782479584261,24,0.0178173719376392,119,0.0883444691907944,40,0.0296956198960653,2,0.00148478099480327,1.062,0.000788418708240535,0.66,0.000489977728285078,0,0,0.068,5.04825538233111e-05,7,0.00519673348181143,3,0.0022271714922049,14,0.0103934669636229,14,0.0103934669636229,43,0.0319227913882702,6,0.0044543429844098,6,0.0044543429844098,480.774,0.356922048997773,20,0.0148478099480327,25,0.0185597624350408,4.79,0.00355605048255382,57,0.0423162583518931
"STOCKHOLM SKARPNÄCK",202245,2022-11-12,1423,807.096,0.567179198875615,288.899,0.203021082220661,251.899,0.177019676739283,25,0.0175685172171469,133,0.0934645115952214,0,0,1.298,0.000912157413914266,12,0.0084328882642305,29,0.0203794799718904,0,0,47,0.0330288123682361,19,0.0133520730850316,594.197,0.417566408995081,467.899,0.328811665495432,212.899,0.149612789880534,56,0.039353478566409,20,0.0140548137737175,39,0.0274068868587491,25,0.0175685172171469,103,0.0723822909346451,30,0.0210822206605762,0,0,0.438,0.000307800421644413,0.5,0.000351370344342937,0,0,0.36,0.000252986647926915,25,0.0175685172171469,3,0.00210822206605762,13,0.00913562895291637,22,0.0154602951510892,25,0.0175685172171469,6,0.00421644413211525,13,0.00913562895291637,594.197,0.417566408995081,20,0.0140548137737175,55,0.0386507378777231,4.298,0.00302037947997189,47,0.0330288123682361
"STOCKHOLM SKARPNÄCK",202245,2022-11-11,1401,846.258,0.604038543897216,291.731,0.208230549607423,223.731,0.159693790149893,33,0.0235546038543897,137,0.0977872947894361,1,0.000713775874375446,2.796,0.00199571734475375,50,0.0356887937187723,34,0.0242683797287652,4,0.00285510349750178,30,0.0214132762312634,39,0.0278372591006424,669.527,0.477892219842969,500.731,0.357409707351891,176.731,0.126146324054247,53,0.0378301213418986,62,0.0442541042112777,47,0.033547466095646,33,0.0235546038543897,94,0.0670949321912919,43,0.0306923625981442,1,0.000713775874375446,0.86,0.000613847251962884,1.46,0.00104211277658815,0,0,0.476,0.000339757316202712,64,0.0456816559600286,4,0.00285510349750178,16,0.0114204139900071,7,0.00499643112062812,27,0.019271948608137,24,0.0171306209850107,15,0.0107066381156317,669.527,0.477892219842969,62,0.0442541042112777,66,0.0471092077087794,6.796,0.00485082084225553,34,0.0242683797287652
"STOCKHOLM SKARPNÄCK",202245,2022-11-10,1112,689.843,0.620362410071942,221.14,0.19886690647482,197.14,0.17728417266187,36,0.0323741007194245,126,0.113309352517986,1,0.000899280575539568,0.563,0.000506294964028777,28,0.0251798561151079,32,0.0287769784172662,1,0.000899280575539568,31,0.0278776978417266,16,0.0143884892086331,534.703,0.480848021582734,385.14,0.346348920863309,155.14,0.139514388489209,13,0.0116906474820144,53,0.0476618705035971,42,0.0377697841726619,36,0.0323741007194245,81,0.072841726618705,45,0.0404676258992806,1,0.000899280575539568,0.131,0.000117805755395683,0.232,0.00020863309352518,0,0,0.2,0.000179856115107914,41,0.0368705035971223,4,0.00359712230215827,15,0.0134892086330935,15,0.0134892086330935,17,0.0152877697841727,13,0.0116906474820144,3,0.00269784172661871,534.703,0.480848021582734,53,0.0476618705035971,60,0.0539568345323741,4.563,0.00410341726618705,32,0.0287769784172662
"STOCKHOLM SKARPNÄCK",202245,2022-11-09,1175,883.369,0.751803404255319,301.962,0.256988936170213,282.962,0.240818723404255,24,0.0204255319148936,140,0.119148936170213,2,0.00170212765957447,1.445,0.00122978723404255,53,0.0451063829787234,32,0.0272340425531915,8,0.00680851063829787,31,0.0263829787234043,7,0.00595744680851064,646.407,0.550133617021277,487.962,0.415286808510638,236.962,0.201669787234043,30,0.025531914893617,35,0.0297872340425532,46,0.0391489361702128,24,0.0204255319148936,103,0.0876595744680851,37,0.0314893617021277,2,0.00170212765957447,0.557,0.000474042553191489,0.888,0.000755744680851064,0,0,0,0,74,0.0629787234042553,7,0.00595744680851064,4,0.00340425531914894,13,0.011063829787234,26,0.0221276595744681,2,0.00170212765957447,5,0.00425531914893617,646.407,0.550133617021277,35,0.0297872340425532,76,0.0646808510638298,8.445,0.00718723404255319,39,0.0331914893617021
"STOCKHOLM SKARPNÄCK",202245,2022-11-08,1156,871.756,0.754114186851211,319.209,0.276132352941176,274.209,0.237205017301038,26,0.0224913494809689,117,0.10121107266436,1,0.000865051903114187,0.338,0.000292387543252595,54,0.0467128027681661,37,0.0320069204152249,7,0.00605536332179931,27,0.023356401384083,9,0.00778546712802768,631.547,0.546320934256055,488.209,0.422326124567474,240.209,0.207793252595156,35,0.0302768166089965,44,0.0380622837370242,34,0.0294117647058824,26,0.0224913494809689,88,0.0761245674740484,29,0.0250865051903114,1,0.000865051903114187,0.132,0.000114186851211073,0.206,0.000178200692041522,0,0,0,0,74,0.0640138408304498,5,0.00432525951557093,12,0.0103806228373702,9,0.00778546712802768,25,0.0216262975778547,4,0.00346020761245675,5,0.00432525951557093,631.547,0.546320934256055,44,0.0380622837370242,60,0.0519031141868512,5.338,0.00461764705882353,34,0.0294117647058824
"STOCKHOLM SKARPNÄCK",202245,2022-11-07,1157,818.17,0.707147796024201,274.67,0.237398444252377,237.67,0.205419187554019,29,0.0250648228176318,137,0.118409680207433,3,0.00259291270527226,0.83,0.000717372515125324,36,0.0311149524632671,34,0.0293863439930856,10,0.00864304235090752,53,0.0458081244598099,3,0.00259291270527226,624.5,0.539757994814175,440.67,0.380872947277442,193.67,0.167389801210026,36,0.0311149524632671,45,0.0388936905790838,44,0.0380293863439931,29,0.0250648228176318,113,0.097666378565255,24,0.020743301642178,3,0.00259291270527226,0.074,6.39585133967156e-05,0.66,0.000570440795159896,0,0,0.096,8.29732065687122e-05,40,0.0345721694036301,12,0.010371650821089,18,0.0155574762316335,31,0.0267934312878133,32,0.0276577355229041,2,0.0017286084701815,1,0.000864304235090752,624.5,0.539757994814175,45,0.0388936905790838,63,0.0544511668107174,12.83,0.0110890233362143,63,0.0544511668107174
"STOCKHOLM SKARPNÄCK",202233,2022-08-21,1489,245.712,0.165018132975151,52.14,0.0350167897918066,46.14,0.030987239758227,8,0.00537273337810611,24,0.0161182001343183,0,0,1.432,0.000961719274680994,0,0,23,0.0154466084620551,18,0.0120886501007388,63,0.0423102753525856,10,0.00671591672263264,207.572,0.13940362659503,106.14,0.0712827400940228,38.14,0.0256145063801209,6,0.00402955003357958,8,0.00537273337810611,8,0.00537273337810611,8,0.00537273337810611,6,0.00402955003357958,18,0.0120886501007388,0,0,0.39,0.000261920752182673,1.042,0.000699798522498321,0,0,0,0,3,0.00201477501678979,0,0,20,0.0134318334452653,37,0.0248488918737408,44,0.0295500335795836,7,0.00470114170584285,3,0.00201477501678979,207.572,0.13940362659503,8,0.00537273337810611,11,0.0073875083948959,1.432,0.000961719274680994,81,0.0543989254533244
"STOCKHOLM SKARPNÄCK",202233,2022-08-20,1570,239.768,0.15271847133758,43.072,0.0274343949044586,41.072,0.0261605095541401,15,0.00955414012738853,49,0.0312101910828025,0,0,1.624,0.0010343949044586,0,0,20,0.0127388535031847,13,0.00828025477707006,38,0.024203821656051,19,0.0121019108280255,208.696,0.132927388535032,137.072,0.0873070063694268,31.072,0.0197910828025478,6,0.00382165605095541,6,0.00382165605095541,10,0.00636942675159236,15,0.00955414012738853,22,0.0140127388535032,27,0.0171974522292994,0,0,0.508,0.000323566878980892,0.722,0.000459872611464968,0,0,0.394,0.000250955414012739,3,0.00191082802547771,0,0,17,0.010828025477707,19,0.0121019108280255,32,0.0203821656050955,15,0.00955414012738853,4,0.00254777070063694,208.696,0.132927388535032,6,0.00382165605095541,13,0.00828025477707006,1.624,0.0010343949044586,51,0.032484076433121
"STOCKHOLM SKARPNÄCK",202233,2022-08-19,1640,256.88,0.156634146341463,36.325,0.0221493902439024,39.325,0.0239786585365854,13,0.00792682926829268,85,0.0518292682926829,0,0,3.23,0.00196951219512195,5,0.00304878048780488,20,0.0121951219512195,6,0.00365853658536585,18,0.0109756097560976,31,0.0189024390243902,226.555,0.138143292682927,177.325,0.108125,30.325,0.0184908536585366,2,0.00121951219512195,4,0.0024390243902439,9,0.00548780487804878,13,0.00792682926829268,62,0.0378048780487805,23,0.0140243902439024,0,0,1.468,0.000895121951219512,0.956,0.000582926829268293,0,0,0.806,0.000491463414634146,4,0.0024390243902439,5,0.00304878048780488,16,0.00975609756097561,8,0.0048780487804878,16,0.00975609756097561,21,0.0128048780487805,10,0.00609756097560976,226.555,0.138143292682927,4,0.0024390243902439,13,0.00792682926829268,8.23,0.00501829268292683,24,0.0146341463414634
"STOCKHOLM SKARPNÄCK",202233,2022-08-18,1508,290.088,0.192366047745358,34.006,0.0225503978779841,40.006,0.0265291777188329,12,0.00795755968169761,141,0.0935013262599469,0,0,1.076,0.000713527851458886,4,0.0026525198938992,13,0.00862068965517241,10,0.00663129973474801,24,0.0159151193633952,11,0.00729442970822281,260.082,0.172468169761273,203.006,0.134619363395225,30.006,0.0198978779840849,0,0,4,0.0026525198938992,10,0.00663129973474801,12,0.00795755968169761,119,0.0789124668435013,22,0.0145888594164456,0,0,0.464,0.000307692307692308,0.612,0.000405835543766578,0,0,0,0,4,0.0026525198938992,4,0.0026525198938992,9,0.00596816976127321,21,0.0139257294429708,13,0.00862068965517241,7,0.00464190981432361,4,0.0026525198938992,260.082,0.172468169761273,4,0.0026525198938992,14,0.00928381962864721,5.076,0.00336604774535809,34,0.0225464190981432
"STOCKHOLM SKARPNÄCK",202233,2022-08-17,1438,261.144,0.181602225312935,31.376,0.0218191933240612,31.376,0.0218191933240612,18,0.0125173852573018,137,0.0952712100139082,0,0,2.392,0.001663421418637,2,0.00139082058414465,11,0.00764951321279555,6,0.00417246175243394,17,0.0118219749652295,5,0.00347705146036161,237.768,0.165346314325452,192.376,0.133780250347705,23.376,0.0162559109874826,1,0.000695410292072323,7,0.00486787204450626,8,0.00556328233657858,18,0.0125173852573018,109,0.0757997218358832,28,0.019471488178025,0,0,1.37,0.000952712100139082,0.522,0.000363004172461752,0,0,0.5,0.000347705146036161,3,0.00208623087621697,2,0.00139082058414465,8,0.00556328233657858,13,0.0090403337969402,10,0.00695410292072323,4,0.00278164116828929,1,0.000695410292072323,237.768,0.165346314325452,7,0.00486787204450626,11,0.00764951321279555,4.392,0.00305424200278164,23,0.0159944367176634
"STOCKHOLM SKARPNÄCK",202233,2022-08-16,1484,195.942,0.132036388140162,22.822,0.0153787061994609,24.822,0.0167264150943396,16,0.0107816711590297,85,0.057277628032345,0,0,0.298,0.000200808625336927,0,0,21,0.0141509433962264,7,0.00471698113207547,15,0.0101078167115903,4,0.00269541778975741,176.12,0.118679245283019,143.822,0.0969150943396226,19.822,0.0133571428571429,1,0.000673854447439353,2,0.00134770889487871,5,0.00336927223719677,16,0.0107816711590297,72,0.0485175202156334,13,0.00876010781671159,0,0,0.256,0.000172506738544474,0.042,2.83018867924528e-05,0,0,0,0,3,0.00202156334231806,0,0,18,0.0121293800539084,9,0.00606469002695418,13,0.00876010781671159,1,0.000673854447439353,3,0.00202156334231806,176.12,0.118679245283019,2,0.00134770889487871,8,0.00539083557951483,0.298,0.000200808625336927,22,0.0148247978436658
"STOCKHOLM SKARPNÄCK",202233,2022-08-15,1515,101.522,0.0670112211221122,17.483,0.0115399339933993,19.483,0.0128600660066007,10,0.0066006600660066,9,0.00594059405940594,0,0,1.556,0.00102706270627063,2,0.00132013201320132,3,0.00198019801980198,12,0.00792079207920792,24,0.0158415841584158,3,0.00198019801980198,88.039,0.0581115511551155,35.483,0.0234211221122112,13.483,0.0088996699669967,0,0,4,0.00264026402640264,6,0.00396039603960396,10,0.0066006600660066,0,0,9,0.00594059405940594,0,0,0.776,0.000512211221122112,0.578,0.000381518151815182,0,0,0.202,0.000133333333333333,3,0.00198019801980198,2,0.00132013201320132,0,0,13,0.00858085808580858,23,0.0151815181518152,3,0.00198019801980198,0,0,88.039,0.0581115511551155,4,0.00264026402640264,9,0.00594059405940594,3.556,0.00234719471947195,36,0.0237623762376238
"STOCKHOLM SKARPNÄCK",202232,2022-08-14,1575,241.792,0.15351873015873,47.318,0.0300431746031746,50.318,0.0319479365079365,13,0.00825396825396825,16,0.0101587301587302,0,0,1.156,0.000733968253968254,0,0,26,0.0165079365079365,20,0.0126984126984127,48,0.0304761904761905,20,0.0126984126984127,204.474,0.129824761904762,107.318,0.0681384126984127,37.318,0.0236939682539683,0,0,10,0.00634920634920635,13,0.00825396825396825,13,0.00825396825396825,2,0.00126984126984127,14,0.00888888888888889,0,0,0,0,1.108,0.000703492063492064,0,0,0.048,3.04761904761905e-05,5,0.00317460317460317,0,0,21,0.0133333333333333,30,0.019047619047619,38,0.0241269841269841,9,0.00571428571428571,11,0.00698412698412698,204.474,0.129824761904762,10,0.00634920634920635,18,0.0114285714285714,1.156,0.000733968253968254,68,0.0431746031746032
"STOCKHOLM SKARPNÄCK",202232,2022-08-13,1524,174.443,0.114463910761155,31.925,0.0209481627296588,34.925,0.0229166666666667,7,0.00459317585301837,14,0.00918635170603675,0,0,0.593,0.000389107611548557,1,0.000656167979002625,27,0.0177165354330709,9,0.00590551181102362,25,0.0164041994750656,24,0.015748031496063,148.518,0.0974527559055118,94.925,0.0622867454068241,25.925,0.017011154855643,0,0,6,0.00393700787401575,9,0.00590551181102362,7,0.00459317585301837,0,0,14,0.00918635170603675,0,0,0,0,0.54,0.000354330708661417,0,0,0.053,3.47769028871391e-05,3,0.00196850393700787,1,0.000656167979002625,24,0.015748031496063,6,0.00393700787401575,28,0.0183727034120735,10,0.00656167979002625,14,0.00918635170603675,148.518,0.0974527559055118,6,0.00393700787401575,12,0.0078740157480315,1.593,0.00104527559055118,34,0.0223097112860892
"STOCKHOLM SKARPNÄCK",202232,2022-08-12,1536,201.066,0.13090234375,23.531,0.0153196614583333,32.531,0.0211790364583333,8,0.00520833333333333,15,0.009765625,0,0,1.004,0.000653645833333333,3,0.001953125,50,0.0325520833333333,11,0.00716145833333333,18,0.01171875,39,0.025390625,179.535,0.116884765625,132.531,0.086283203125,21.531,0.014017578125,0,0,2,0.00130208333333333,11,0.00716145833333333,8,0.00520833333333333,6,0.00390625,9,0.005859375,0,0,0,0,0.902,0.000587239583333333,0,0,0.102,6.640625e-05,3,0.001953125,2,0.00130208333333333,48,0.03125,13,0.00846354166666667,16,0.0104166666666667,22,0.0143229166666667,17,0.0110677083333333,179.535,0.116884765625,2,0.00130208333333333,13,0.00846354166666667,3.004,0.00195572916666667,29,0.0188802083333333
"STOCKHOLM SKARPNÄCK",202232,2022-08-11,1371,210.434,0.153489423778264,47.331,0.0345229759299781,28.331,0.0206644784828592,11,0.00802334062727936,19,0.0138584974471189,2,0.00145878920495988,0.772,0.000563092633114515,2,0.00145878920495988,47,0.0342815463165573,7,0.00510576221735959,24,0.0175054704595186,22,0.0160466812545587,189.103,0.137930707512764,144.331,0.105274252370532,21.331,0.0155587162654996,24,0.0175054704595186,2,0.00145878920495988,7,0.00510576221735959,11,0.00802334062727936,13,0.00948212983223924,6,0.00437636761487965,2,0.00145878920495988,0,0,0.566,0.000412837345003647,0,0,0.206,0.000150255288110868,0,0,2,0.00145878920495988,47,0.0342815463165573,7,0.00510576221735959,24,0.0175054704595186,10,0.00729394602479942,12,0.0087527352297593,189.103,0.137930707512764,2,0.00145878920495988,9,0.00656455142231947,2.772,0.0020218818380744,31,0.0226112326768782
"STOCKHOLM SKARPNÄCK",202232,2022-08-10,1315,154.658,0.117610646387833,24.37,0.018532319391635,22.37,0.0170114068441065,12,0.0091254752851711,17,0.0129277566539924,1,0.000760456273764259,0.918,0.000698098859315589,0,0,38,0.0288973384030418,13,0.00988593155893536,13,0.00988593155893536,13,0.00988593155893536,135.288,0.102880608365019,98.37,0.0748060836501901,19.37,0.0147300380228137,1,0.000760456273764259,4,0.00304182509505703,3,0.00228136882129278,12,0.0091254752851711,3,0.00228136882129278,14,0.0106463878326996,1,0.000760456273764259,0,0,0.562,0.000427376425855513,0,0,0.356,0.000270722433460076,2,0.00152091254752852,0,0,36,0.0273764258555133,15,0.0114068441064639,11,0.00836501901140684,4,0.00304182509505703,9,0.00684410646387833,135.288,0.102880608365019,4,0.00304182509505703,6,0.00456273764258555,0.918,0.000698098859315589,26,0.0197718631178707
"STOCKHOLM SKARPNÄCK",202232,2022-08-09,1285,174.148,0.13552373540856,28.921,0.0225066147859922,24.921,0.0193937743190661,13,0.0101167315175097,10,0.00778210116731518,2,0.00155642023346304,0.306,0.000238132295719844,2,0.00155642023346304,29,0.022568093385214,13,0.0101167315175097,33,0.0256809338521401,18,0.0140077821011673,154.227,0.120021011673152,96.921,0.0754249027237354,19.921,0.0155027237354086,7,0.00544747081712062,2,0.00155642023346304,5,0.00389105058365759,13,0.0101167315175097,0,0,10,0.00778210116731518,2,0.00155642023346304,0,0,0.306,0.000238132295719844,0,0,0,0,0,0,2,0.00155642023346304,29,0.022568093385214,18,0.0140077821011673,28,0.0217898832684825,3,0.00233463035019455,15,0.0116731517509728,154.227,0.120021011673152,2,0.00155642023346304,7,0.00544747081712062,2.306,0.00179455252918288,46,0.0357976653696498
"STOCKHOLM SKARPNÄCK",202232,2022-08-08,1349,161.49,0.119710896960712,29.037,0.021524833209785,26.037,0.0193009636767976,11,0.00815418828762046,13,0.00963676797627873,0,0,0.416,0.000308376575240919,2,0.00148257968865827,23,0.0170496664195701,14,0.0103780578206079,32,0.0237212750185322,11,0.00815418828762046,140.453,0.10411638250556,82.037,0.0608131949592291,21.037,0.015594514455152,3,0.0022238695329874,5,0.00370644922164566,5,0.00370644922164566,11,0.00815418828762046,0,0,13,0.00963676797627873,0,0,0,0,0.324,0.000240177909562639,0,0,0.092,6.81986656782802e-05,0,0,2,0.00148257968865827,23,0.0170496664195701,24,0.0177909562638992,22,0.0163083765752409,2,0.00148257968865827,9,0.00667160859896219,140.453,0.10411638250556,5,0.00370644922164566,5,0.00370644922164566,2.416,0.00179095626389918,46,0.0340993328391401
"STOCKHOLM SKARPNÄCK",202231,2022-08-07,1264,166.87,0.132017405063291,33.326,0.0263655063291139,28.326,0.0224098101265823,25,0.0197784810126582,2,0.00158227848101266,2,0.00158227848101266,0.218,0.00017246835443038,0,0,13,0.0102848101265823,8,0.00632911392405063,47,0.0371835443037975,8,0.00632911392405063,142.544,0.112772151898734,74.326,0.0588022151898734,24.326,0.019245253164557,2,0.00158227848101266,7,0.0055379746835443,4,0.00316455696202532,25,0.0197784810126582,0,0,2,0.00158227848101266,2,0.00158227848101266,0,0,0.152,0.000120253164556962,0,0,0.066,5.22151898734177e-05,0,0,0,0,13,0.0102848101265823,17,0.0134493670886076,38,0.0300632911392405,5,0.00395569620253165,3,0.00237341772151899,142.544,0.112772151898734,7,0.0055379746835443,6,0.00474683544303797,0.218,0.00017246835443038,55,0.0435126582278481
"STOCKHOLM SKARPNÄCK",202231,2022-08-06,1249,197.398,0.158044835868695,54.123,0.0433330664531625,30.123,0.0241176941553243,30,0.0240192153722978,12,0.00960768614891913,2,0.00160128102481986,0.152,0.000121697357886309,1,0.000800640512409928,20,0.0160128102481986,15,0.0120096076861489,18,0.0144115292233787,15,0.0120096076861489,169.275,0.135528422738191,115.123,0.0921721377101681,28.123,0.0225164131305044,16,0.0128102481985588,10,0.00800640512409928,2,0.00160128102481986,30,0.0240192153722978,0,0,12,0.00960768614891913,2,0.00160128102481986,0,0,0.152,0.000121697357886309,0,0,0,0,6,0.00480384307445957,1,0.000800640512409928,14,0.011208967173739,13,0.0104083266613291,20,0.0160128102481986,11,0.00880704563650921,4,0.00320256204963971,169.275,0.135528422738191,10,0.00800640512409928,10,0.00800640512409928,1.152,0.000922337870296237,33,0.0264211369095276
"STOCKHOLM SKARPNÄCK",202231,2022-08-05,1163,176.202,0.151506448839209,35.393,0.0304325021496131,34.393,0.0295726569217541,20,0.0171969045571797,11,0.00945829750644884,0,0,1.416,0.00121754084264832,6,0.00515907136715391,17,0.0146173688736028,4,0.00343938091143594,25,0.0214961306964746,22,0.0189165950128977,150.809,0.129672398968186,97.393,0.0837429062768702,25.393,0.0218340498710232,8,0.00687876182287188,2,0.00171969045571797,9,0.00773860705073087,20,0.0171969045571797,0,0,11,0.00945829750644884,0,0,0,0,1.038,0.000892519346517627,0,0,0.378,0.000325021496130696,6,0.00515907136715391,6,0.00515907136715391,11,0.00945829750644884,8,0.00687876182287188,21,0.0180567497850387,14,0.0120378331900258,8,0.00687876182287188,150.809,0.129672398968186,2,0.00171969045571797,15,0.0128976784178848,7.416,0.00637661220980224,29,0.0249355116079106
"STOCKHOLM SKARPNÄCK",202231,2022-08-04,1276,192.934,0.151202194357367,48.69,0.0381583072100313,33.69,0.0264028213166144,28,0.0219435736677116,11,0.00862068965517241,0,0,0.554,0.000434169278996865,3,0.00235109717868339,13,0.0101880877742947,15,0.0117554858934169,16,0.0125391849529781,24,0.0188087774294671,171.244,0.134203761755486,119.69,0.0938009404388715,21.69,0.0169984326018809,24,0.0188087774294671,3,0.00235109717868339,12,0.00940438871473354,28,0.0219435736677116,0,0,11,0.00862068965517241,0,0,0,0,0.508,0.000398119122257053,0,0,0.046,3.60501567398119e-05,2,0.00156739811912226,3,0.00235109717868339,11,0.00862068965517241,17,0.0133228840125392,14,0.0109717868338558,17,0.0133228840125392,7,0.0054858934169279,171.244,0.134203761755486,3,0.00235109717868339,14,0.0109717868338558,3.554,0.00278526645768025,31,0.024294670846395
"STOCKHOLM SKARPNÄCK",202231,2022-08-03,1156,163.74,0.141643598615917,49.641,0.0429420415224913,28.641,0.0247759515570934,20,0.0173010380622837,9,0.00778546712802768,1,0.000865051903114187,0.458,0.000396193771626298,0,0,12,0.0103806228373702,6,0.00519031141868512,25,0.0216262975778547,12,0.0103806228373702,143.099,0.123788062283737,92.641,0.0801392733564014,20.641,0.0178555363321799,21,0.0181660899653979,8,0.0069204152249135,8,0.0069204152249135,20,0.0173010380622837,0,0,9,0.00778546712802768,1,0.000865051903114187,0,0,0.256,0.000221453287197232,0,0,0.202,0.000174740484429066,2,0.00173010380622837,0,0,10,0.00865051903114187,7,0.00605536332179931,24,0.0207612456747405,8,0.0069204152249135,4,0.00346020761245675,143.099,0.123788062283737,8,0.0069204152249135,11,0.00951557093425606,0.458,0.000396193771626298,31,0.0268166089965398
"STOCKHOLM SKARPNÄCK",202231,2022-08-02,1230,176.448,0.143453658536585,60.242,0.0489772357723577,36.242,0.0294650406504065,21,0.0170731707317073,7,0.00569105691056911,0,0,0.964,0.000783739837398374,3,0.0024390243902439,17,0.0138211382113821,4,0.0032520325203252,11,0.00894308943089431,16,0.0130081300813008,147.206,0.119679674796748,116.242,0.0945056910569106,29.242,0.0237739837398374,26,0.0211382113821138,5,0.0040650406504065,7,0.00569105691056911,21,0.0170731707317073,0,0,7,0.00569105691056911,0,0,0,0,0.512,0.000416260162601626,0,0,0.452,0.000367479674796748,4,0.0032520325203252,1,0.000813008130081301,15,0.0121951219512195,10,0.00813008130081301,5,0.0040650406504065,8,0.00650406504065041,8,0.00650406504065041,147.206,0.119679674796748,5,0.0040650406504065,9,0.00731707317073171,1.964,0.00159674796747967,15,0.0121951219512195
