"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F_G","zoner_convrate_F_G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F_G_1","kampanj_convrate_Kampanj_1_F_G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F_G_2","kampanj_convrate_Kampanj_2_F_G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Deli-Mölnlycke","kampanj_convrate_Deli-Mölnlycke","kampanj_count_Deli-Triangeln","kampanj_convrate_Deli-Triangeln","kampanj_count_Deli-Trianglen","kampanj_convrate_Deli-Trianglen","kampanj_count_Deli-Dala_Järna","kampanj_convrate_Deli-Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Extra","kampanj_convrate_Extra","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_Vara_2","kampanj_convrate_Vara_2","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"TROLLHÄTTAN HJORTMOSSEN",202232,9996,867.738,0.0868085234093637,82.361,0.00823939575830332,231.361,0.0231453581432573,79,0.0079031612645058,13,0.00130052020808323,1,0.000100040016006403,3.016,0.00030172068827531,5,0.000500200080032013,145,0.0145058023209284,27,0.00270108043217287,64,0.00640256102440976,217,0.0217086834733894,795.377,0.0795695278111244,525.361,0.0525571228491397,72.361,0.0072389955982393,10,0.00100040016006403,0,0,159,0.015906362545018,79,0.0079031612645058,0,0,13,0.00130052020808323,1,0.000100040016006403,3.016,0.00030172068827531,0,0,0,0,0,0,11,0.00110044017607043,5,0.000500200080032013,134,0.0134053621448579,40,0.0040016006402561,51,0.00510204081632653,103,0.0103041216486595,114,0.0114045618247299,795.377,0.0795695278111244,0,0,171,0.0171068427370948,8.016,0.000801920768307323,91,0.00910364145658263
"TROLLHÄTTAN HJORTMOSSEN",202231,8863,631.73,0.0712772199029674,91.828,0.0103608259054496,111.828,0.0126173981721765,88,0.0099289179735981,7,0.000789800293354395,7,0.000789800293354395,1.074,0.000121177930723231,6,0.000676971680018053,78,0.00880063184023468,8,0.000902628906690737,78,0.00880063184023468,155,0.017488435067133,571.902,0.0645269096242807,407.828,0.0460146677197337,59.828,0.00675031027868667,32,0.00361051562676295,0,0,52,0.00586708789348979,88,0.0099289179735981,0,0,7,0.000789800293354395,7,0.000789800293354395,0.502,5.66399638948437e-05,0,0,0,0,0.572,6.45379668283877e-05,12,0.00135394336003611,6,0.000676971680018053,66,0.00744668848019858,28,0.00315920117341758,58,0.00654405957350784,106,0.0119598330136523,49,0.00552860205348076,571.902,0.0645269096242807,0,0,71,0.00801083154688029,7.074,0.000798149610741284,86,0.00970326074692542
"TROLLHÄTTAN HJORTMOSSEN",202230,8678,723.454,0.0833664438810786,50.241,0.00578946761926711,187.241,0.021576515326112,64,0.00737497119151878,64,0.00737497119151878,0,0,2.972,0.000342475224706153,51,0.00587693016824153,52,0.00599216409310901,12,0.00138280709840977,84,0.0096796496888684,156,0.017976492279327,673.213,0.0775769762618115,423.241,0.0487717215948375,50.241,0.00578946761926711,0,0,0,0,137,0.0157870477068449,64,0.00737497119151878,0,0,64,0.00737497119151878,0,0,0,0,0,0,0,0,2.972,0.000342475224706153,57,0.00656833371744642,4,0.000460935699469924,42,0.0048398248444342,43,0.00495505876930168,53,0.00610739801797649,86,0.00991011753860336,70,0.00806637474072367,673.213,0.0775769762618115,0,0,147,0.0169393869555197,6.972,0.000803410924176077,96,0.0110624567872782
"TROLLHÄTTAN HJORTMOSSEN",202229,8925,1119.01,0.125379271708683,75.506,0.00846005602240896,408.506,0.0457709803921569,69,0.00773109243697479,0,0,1,0.000112044817927171,1.998,0.000223865546218487,230,0.0257703081232493,68,0.00761904761904762,15,0.00168067226890756,86,0.0096358543417367,164,0.018375350140056,1053.504,0.118039663865546,584.506,0.0654908683473389,65.506,0.00733960784313726,10,0.00112044817927171,0,0,343,0.0384313725490196,69,0.00773109243697479,0,0,0,0,1,0.000112044817927171,1.998,0.000223865546218487,0,0,0,0,0,0,226,0.0253221288515406,13,0.00145658263305322,59,0.00661064425770308,34,0.00380952380952381,67,0.00750700280112045,95,0.0106442577030812,69,0.00773109243697479,1053.504,0.118039663865546,0,0,353,0.0395518207282913,14.998,0.00168044817927171,101,0.0113165266106443
"TROLLHÄTTAN HJORTMOSSEN",202228,9038,798.522,0.0883516264660323,98.157,0.0108604779818544,307.157,0.0339850630670502,67,0.0074131445009958,0,0,7,0.000774507634432397,0.208,2.30139411374198e-05,6,0.00066386368665634,60,0.0066386368665634,11,0.00121708342553662,74,0.00818765213542819,168,0.0185881832263775,743.365,0.0822488382385484,383.157,0.0423940030980305,55.157,0.00610278822748396,43,0.00475768975437044,0,0,252,0.0278822748395663,67,0.0074131445009958,0,0,0,0,7,0.000774507634432397,0.208,2.30139411374198e-05,0,0,0,0,0,0,10,0.00110643947776057,6,0.00066386368665634,50,0.00553219738880283,12,0.00132772737331268,73,0.00807700818765214,84,0.00929409161318876,84,0.00929409161318876,743.365,0.0822488382385484,0,0,269,0.0297632219517592,6.208,0.00068687762779376,85,0.00940473556096482
"TROLLHÄTTAN HJORTMOSSEN",202227,9034,715.514,0.0792023466902812,69.45,0.00768762452955501,186.45,0.0206386982510516,73,0.00808058445871153,0,0,0,0,4.614,0.000510737214965685,7,0.000774850564533983,59,0.00653088332964357,42,0.0046491033872039,56,0.00619880451627186,218,0.024131060438344,646.064,0.0715147221607261,410.45,0.045433916316139,69.45,0.00768762452955501,0,0,0,0,117,0.0129510737214966,73,0.00808058445871153,0,0,0,0,0,0,4.496,0.000497675448306398,0,0,0,0,0.118,1.30617666592871e-05,9,0.000996236440115121,7,0.000774850564533983,50,0.00553464688952845,46,0.00509187513836617,52,0.00575603276510959,94,0.0104051361523135,124,0.0137259242860306,646.064,0.0715147221607261,0,0,126,0.0139473101616117,11.614,0.00128558777949967,98,0.0108479079034758
"TROLLHÄTTAN HJORTMOSSEN",202226,9608,602.368,0.0626944213155704,56.684,0.00589966694421316,90.684,0.00943838467943381,67,0.00697335553705246,0,0,0,0,0,0,9,0.000936719400499584,75,0.0078059950041632,23,0.00239383846794338,82,0.0085345545378851,199,0.0207119067443797,545.684,0.0567947543713572,383.684,0.0399338051623647,56.684,0.00589966694421316,0,0,0,0,34,0.00353871773522065,67,0.00697335553705246,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0.0014571190674438,9,0.000936719400499584,61,0.0063488759367194,35,0.00364279766860949,70,0.00728559533721898,93,0.00967943380516237,106,0.0110324729392173,545.684,0.0567947543713572,0,0,48,0.00499583680266445,9,0.000936719400499584,105,0.0109283930058285
"TROLLHÄTTAN HJORTMOSSEN",202225,9226,619.908,0.0671914155647084,54.954,0.00595642748753523,113.954,0.0123513982224149,71,0.00769564274875352,0,0,0,0,0,0,4,0.000433557337957945,52,0.00563624539345328,25,0.00270973336223716,85,0.00921309343160633,214,0.0231953175807501,564.954,0.0612349880771732,384.954,0.0417249078690657,54.954,0.00595642748753523,0,0,0,0,59,0.00639497073487969,71,0.00769564274875352,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0.000758725341426404,4,0.000433557337957945,45,0.00487752005202688,26,0.00281812269672664,84,0.00910470409711684,108,0.0117060481248645,106,0.0114892694558855,564.954,0.0612349880771732,0,0,66,0.00715369607630609,4,0.000433557337957945,110,0.0119228267938435
"TROLLHÄTTAN HJORTMOSSEN",202224,10362,735.092,0.0709411310557807,88.213,0.00851312487936692,101.213,0.00976770893649875,76,0.00733449141092453,0,0,0,0,0.666,6.42733063115229e-05,8,0.00077205172746574,76,0.00733449141092453,22,0.00212314225053079,149,0.0143794634240494,214,0.0206523837097086,673.879,0.0650336807566107,443.213,0.0427729202856591,61.213,0.00590745029917004,27,0.00260567458019687,0,0,40,0.0038602586373287,76,0.00733449141092453,0,0,0,0,0,0,0,0,0,0,0,0,0.666,6.42733063115229e-05,11,0.00106157112526539,8,0.00077205172746574,65,0.00627292028565914,66,0.00636942675159236,105,0.0101331789229878,131,0.0126423470372515,83,0.00801003667245706,673.879,0.0650336807566107,0,0,51,0.00492182976259409,8.666,0.000836325033777263,171,0.0165026056745802
"TROLLHÄTTAN HJORTMOSSEN",202223,10597,971.162,0.0916449938661885,66.368,0.00626290459564028,155.368,0.0146615079739549,72,0.00679437576672643,0,0,3,0.000283098990280268,4.426,0.000417665376993489,75,0.0070774747570067,78,0.00736057374728697,29,0.00273662357270926,137,0.0129281872227989,351,0.0331225818627914,904.794,0.0853820892705483,621.368,0.0586362177974899,66.368,0.00626290459564028,0,0,0,0,89,0.00839860337831462,72,0.00679437576672643,0,0,0,0,3,0.000283098990280268,3.57,0.000336887798433519,0,0,0,0,0.856,8.07775785599698e-05,84,0.0079267717278475,6,0.000566197980560536,63,0.00594507879588563,51,0.00481268283476456,115,0.0108521279607436,189,0.0178352363876569,162,0.0152873454751345,904.794,0.0853820892705483,0,0,107,0.0100971973199962,10.426,0.000983863357554025,166,0.0156648107955082
"TROLLHÄTTAN HJORTMOSSEN",202222,11288,1522.126,0.134844613749114,62.913,0.00557344082211198,405.913,0.0359596917080085,80,0.0070871722182849,0,0,5,0.000442948263642807,0.3,2.65768958185684e-05,653,0.0578490432317505,52,0.00460666194188519,15,0.00132884479092842,116,0.0102763997165131,132,0.0116938341601701,1459.213,0.129271172927002,960.913,0.08512694897236,62.913,0.00557344082211198,0,0,0,0,343,0.0303862508858965,80,0.0070871722182849,0,0,0,0,5,0.000442948263642807,0,0,0,0,0,0,0.3,2.65768958185684e-05,656,0.0581148121899362,8,0.00070871722182849,41,0.00363217576187101,44,0.0038979447200567,87,0.00770729978738483,91,0.00806165839829908,41,0.00363217576187101,1459.213,0.129271172927002,0,0,359,0.0318036853295535,8.3,0.000735294117647059,131,0.0116052445074415
"TROLLHÄTTAN HJORTMOSSEN",202221,10437,1853.808,0.177618855993101,71.904,0.00688933601609658,478.904,0.0458852160582543,75,0.00718597298074159,727,0.0696560314266552,0,0,0,0,151,0.0144677589345597,67,0.00641946919612916,36,0.00344926703075596,104,0.00996454919996168,143,0.0137012551499473,1781.904,0.170729519977005,1067.904,0.102319057200345,71.904,0.00688933601609658,0,0,0,0,407,0.0389958800421577,75,0.00718597298074159,727,0.0696560314266552,0,0,0,0,0,0,0,0,0,0,0,0,16,0.00153300756922487,151,0.0144677589345597,51,0.00488646162690428,60,0.00574877838459327,80,0.00766503784612437,92,0.00881479352304302,51,0.00488646162690428,1781.904,0.170729519977005,0,0,423,0.0405288876113826,151,0.0144677589345597,140,0.0134138162307176
"STOCKHOLM VÄSTERTORP",202245,6911,3321.154,0.480560555635943,1140.077,0.164965562147301,648.077,0.0937747069888583,61,0.00882650846476631,734,0.106207495297352,11,0.0015916654608595,0,0,338,0.0489075387064101,245,0.0354507307191434,20,0.00289393720156273,57,0.00824772102445377,67,0.00969468962523513,2749.077,0.397782810013023,1989.077,0.287813196353639,572.077,0.08277774562292,56,0.00810302416437563,512,0.0740847923600058,76,0.0109969613659384,61,0.00882650846476631,648,0.0937635653306323,86,0.0124439299667197,11,0.0015916654608595,0,0,0,0,0,0,0,0,404,0.0584575314715671,9,0.00130227174070323,170,0.0245984662132832,50,0.00723484300390682,27,0.00390681522210968,24,0.00347272464187527,43,0.00622196498335986,2749.077,0.397782810013023,512,0.0740847923600058,162,0.0234408913326581,9,0.00130227174070323,77,0.0111416582260165
"STOCKHOLM VÄSTERTORP",202233,7194,657.718,0.0914259104809563,118.859,0.0165219627467334,82.859,0.0115177926049486,32,0.00444815123714206,107,0.0148735056991938,3,0.000417014178482068,0,0,5,0.000695023630803447,94,0.0130664442591048,37,0.00514317486794551,131,0.0182096191270503,47,0.0065332221295524,574.859,0.0799081178760078,359.859,0.0500221017514595,82.859,0.0115177926049486,9,0.00125104253544621,27,0.00375312760633862,0,0,32,0.00444815123714206,19,0.0026410897970531,88,0.0122324159021407,3,0.000417014178482068,0,0,0,0,0,0,0,0,12,0.00166805671392827,5,0.000695023630803447,82,0.0113983875451765,65,0.00903530720044481,103,0.014317486794551,13,0.00180706144008896,34,0.00472616068946344,574.859,0.0799081178760078,27,0.00375312760633862,15,0.00208507089241034,5,0.000695023630803447,168,0.0233527939949958
"STOCKHOLM VÄSTERTORP",202232,6383,728.532,0.114136299545668,114.266,0.0179016136612878,77.266,0.0121049663167789,25,0.00391665361115463,19,0.00297665674447752,7,0.0010966630111233,0,0,6,0.000939996866677111,213,0.0333698887670374,44,0.00689331035563215,160,0.0250665831113896,63,0.00986996710010967,651.266,0.102031333228889,402.266,0.0630214632617891,77.266,0.0121049663167789,12,0.00187999373335422,25,0.00391665361115463,0,0,25,0.00391665361115463,0,0,19,0.00297665674447752,7,0.0010966630111233,0,0,0,0,0,0,0,0,7,0.0010966630111233,6,0.000939996866677111,206,0.0322732257559141,59,0.00924330252232492,145,0.0227165909446969,12,0.00187999373335422,51,0.00798997336675544,651.266,0.102031333228889,25,0.00391665361115463,14,0.00219332602224659,6,0.000939996866677111,204,0.0319598934670218
"STOCKHOLM VÄSTERTORP",202231,5843,513.586,0.087897655314051,115.293,0.0197318158480233,52.293,0.00894968338182441,37,0.00633236351189458,37,0.00633236351189458,10,0.00171144959780934,0,0,6,0.00102686975868561,74,0.0126647270237892,21,0.00359404415539962,105,0.0179702207769981,56,0.00958411774773233,461.293,0.0789479719322266,277.293,0.0474572993325347,52.293,0.00894968338182441,31,0.00530549375320897,32,0.0054766387129899,0,0,37,0.00633236351189458,0,0,37,0.00633236351189458,10,0.00171144959780934,0,0,0,0,0,0,0,0,10,0.00171144959780934,6,0.00102686975868561,64,0.0109532774259798,50,0.00855724798904672,76,0.013007016943351,18,0.00308060927605682,38,0.00650350847167551,461.293,0.0789479719322266,32,0.0054766387129899,20,0.00342289919561869,6,0.00102686975868561,126,0.0215642649323977
"STOCKHOLM VÄSTERTORP",202230,5558,488.564,0.0879028427491903,76.782,0.0138146815401223,61.782,0.0111158690176322,23,0.00413817920115149,67,0.0120546959337891,3,0.000539762504498021,0,0,5,0.000899604174163368,67,0.0120546959337891,34,0.0061173083843109,118,0.0212306585102555,33,0.00593738754947823,426.782,0.0767869737315581,237.782,0.0427819359481828,61.782,0.0111158690176322,0,0,15,0.0026988125224901,0,0,23,0.00413817920115149,0,0,67,0.0120546959337891,3,0.000539762504498021,0,0,0,0,0,0,0,0,14,0.00251889168765743,5,0.000899604174163368,53,0.0095358042461317,70,0.0125944584382872,82,0.0147535084562792,17,0.00305865419215545,16,0.00287873335732278,426.782,0.0767869737315581,15,0.0026988125224901,17,0.00305865419215545,5,0.000899604174163368,152,0.0273479668945664
"STOCKHOLM VÄSTERTORP",202229,5304,373.256,0.0703725490196078,71.628,0.0135045248868778,43.628,0.00822549019607843,18,0.00339366515837104,10,0.00188536953242836,3,0.000565610859728507,0,0,5,0.000942684766214178,61,0.011500754147813,24,0.00452488687782805,86,0.0162141779788839,51,0.00961538461538462,329.628,0.0621470588235294,185.628,0.0349977375565611,43.628,0.00822549019607843,9,0.00169683257918552,19,0.00358220211161388,0,0,18,0.00339366515837104,0,0,10,0.00188536953242836,3,0.000565610859728507,0,0,0,0,0,0,0,0,7,0.00131975867269985,5,0.000942684766214178,54,0.0101809954751131,58,0.0109351432880845,52,0.00980392156862745,22,0.00414781297134238,29,0.00546757164404223,329.628,0.0621470588235294,19,0.00358220211161388,10,0.00188536953242836,5,0.000942684766214178,110,0.0207390648567119
"STOCKHOLM VÄSTERTORP",202228,5431,378.39,0.0696722518873136,101.195,0.0186328484625299,43.195,0.00795341557724176,19,0.00349843491069785,21,0.00386669121708709,9,0.00165715337875161,0,0,5,0.000920640765973117,44,0.00810163874056343,19,0.00349843491069785,71,0.0130730988768183,46,0.00846989504695268,335.195,0.0617188363100718,214.195,0.0394393297735224,43.195,0.00795341557724176,45,0.00828576689375806,13,0.00239366599153011,0,0,19,0.00349843491069785,13,0.00239366599153011,8,0.00147302522555699,9,0.00165715337875161,0,0,0,0,0,0,0,0,4,0.000736512612778494,5,0.000920640765973117,40,0.00736512612778494,46,0.00846989504695268,44,0.00810163874056343,24,0.00441907567667096,22,0.00405081937028172,335.195,0.0617188363100718,13,0.00239366599153011,13,0.00239366599153011,5,0.000920640765973117,90,0.0165715337875161
"STOCKHOLM VÄSTERTORP",202227,5843,405.6,0.069416395687147,70.3,0.0120314906725997,49.3,0.00843744651720007,27,0.00462091391408523,21,0.00359404415539962,2,0.000342289919561869,0,0,1,0.000171144959780934,65,0.0111244223857607,58,0.0099264076672942,62,0.0106109875064179,50,0.00855724798904672,356.3,0.0609789491699469,198.3,0.0339380455245593,49.3,0.00843744651720007,0,0,21,0.00359404415539962,0,0,27,0.00462091391408523,12,0.00205373951737121,9,0.00154030463802841,2,0.000342289919561869,0,0,0,0,0,0,0,0,14,0.00239602943693308,1,0.000171144959780934,51,0.00872839294882766,64,0.0109532774259798,56,0.00958411774773233,17,0.00290946431627589,33,0.00564778367277084,356.3,0.0609789491699469,21,0.00359404415539962,16,0.00273831935649495,1,0.000171144959780934,120,0.0205373951737121
"STOCKHOLM VÄSTERTORP",202226,6303,433.14,0.0687196573060447,84.57,0.013417420276059,40.57,0.0064366174837379,20,0.00317309217832778,25,0.00396636522290973,4,0.000634618435665556,0,0,0,0,75,0.0118990956687292,11,0.00174520069808028,111,0.0176106615897192,62,0.00983658575281612,392.57,0.0622830398223068,224.57,0.0356290655243535,40.57,0.0064366174837379,8,0.00126923687133111,36,0.00571156592099,0,0,20,0.00317309217832778,15,0.00237981913374584,10,0.00158654608916389,4,0.000634618435665556,0,0,0,0,0,0,0,0,6,0.000951927653498334,0,0,69,0.0109471680152308,42,0.00666349357448834,80,0.0126923687133111,32,0.00507694748532445,30,0.00475963826749167,392.57,0.0622830398223068,36,0.00571156592099,10,0.00158654608916389,0,0,122,0.0193558622877995
"STOCKHOLM VÄSTERTORP",202225,6330,383.116,0.0605238546603475,66.058,0.0104357030015798,49.058,0.00775007898894155,42,0.00663507109004739,18,0.0028436018957346,2,0.000315955766192733,0,0,9,0.0014218009478673,56,0.00884676145339653,20,0.00315955766192733,90,0.014218009478673,31,0.00489731437598736,334.058,0.052773775671406,196.058,0.0309728278041074,49.058,0.00775007898894155,1,0.000157977883096366,16,0.00252764612954186,0,0,42,0.00663507109004739,18,0.0028436018957346,0,0,2,0.000315955766192733,0,0,0,0,0,0,0,0,1,0.000157977883096366,9,0.0014218009478673,55,0.00868878357030016,31,0.00489731437598736,79,0.012480252764613,17,0.00268562401263823,14,0.00221169036334913,334.058,0.052773775671406,16,0.00252764612954186,3,0.0004739336492891,9,0.0014218009478673,110,0.0173775671406003
"STOCKHOLM VÄSTERTORP",202224,7050,577.328,0.0818904964539007,140.664,0.0199523404255319,61.664,0.00874666666666667,37,0.00524822695035461,35,0.0049645390070922,3,0.000425531914893617,0,0,11,0.00156028368794326,67,0.00950354609929078,23,0.00326241134751773,122,0.0173049645390071,77,0.0109219858156028,515.664,0.073143829787234,338.664,0.0480374468085106,61.664,0.00874666666666667,71,0.0100709219858156,8,0.00113475177304965,0,0,37,0.00524822695035461,25,0.00354609929078014,10,0.00141843971631206,3,0.000425531914893617,0,0,0,0,0,0,0,0,10,0.00141843971631206,11,0.00156028368794326,57,0.00808510638297872,43,0.00609929078014184,102,0.014468085106383,29,0.00411347517730496,48,0.00680851063829787,515.664,0.073143829787234,8,0.00113475177304965,13,0.00184397163120567,11,0.00156028368794326,145,0.0205673758865248
"STOCKHOLM VÄSTERTORP",202223,7354,688.082,0.0935656785422899,102.541,0.0139435681261898,75.541,0.0102720968180582,38,0.00516725591514822,58,0.00788686429154202,6,0.00081588251291814,0,0,13,0.00176774544465597,83,0.0112863747620343,17,0.00231166711993473,109,0.0148218656513462,186,0.0252923579004623,612.541,0.0832935817242317,426.541,0.0580012238237694,75.541,0.0102720968180582,0,0,27,0.00367147130813163,0,0,38,0.00516725591514822,23,0.00312754963285287,35,0.00475931465868915,6,0.00081588251291814,0,0,0,0,0,0,0,0,14,0.00190372586347566,13,0.00176774544465597,69,0.00938264889855861,65,0.00883872722327985,61,0.00829480554800109,36,0.00489529507750884,150,0.0203970628229535,612.541,0.0832935817242317,27,0.00367147130813163,20,0.0027196083763938,13,0.00176774544465597,126,0.0171335327712809
"STOCKHOLM VÄSTERTORP",202222,6969,671.346,0.0963331898407232,85.673,0.012293442387717,81.673,0.0117194719471947,43,0.00617018223561487,67,0.00961400487874874,5,0.000717463050652891,0,0,97,0.0139187831826661,52,0.00746161572679007,18,0.00258286698235041,162,0.0232458028411537,60,0.0086095566078347,603.673,0.0866226144353566,376.673,0.0540497919357153,67.673,0.00971057540536662,0,0,18,0.00258286698235041,14,0.0020088965418281,43,0.00617018223561487,30,0.00430477830391735,37,0.0053092265748314,5,0.000717463050652891,0,0,0,0,0,0,0,0,101,0.0144927536231884,3,0.000430477830391735,45,0.00645716745587602,95,0.0136317979624049,85,0.0121968718610992,25,0.00358731525326446,35,0.00502224135457024,603.673,0.0866226144353566,18,0.00258286698235041,26,0.00373080786339504,3,0.000430477830391735,180,0.0258286698235041
"STOCKHOLM VÄSTERTORP",202221,6826,1064.772,0.155987694110753,80.386,0.0117764430120129,157.386,0.0230568414884266,33,0.00483445648989159,452,0.0662174040433636,4,0.000585994726047466,0,0,84,0.0123058892469968,67,0.00981541166129505,23,0.00336946967477293,109,0.0159683562847934,55,0.00805742748315265,1006.386,0.147434222092001,652.386,0.0955736888368005,58.386,0.00855347201875183,0,0,22,0.00322297099326106,99,0.0145033694696748,33,0.00483445648989159,416,0.0609434515089364,36,0.00527395253442719,4,0.000585994726047466,0,0,0,0,0,0,0,0,15,0.002197480222678,83,0.0121593905654849,53,0.00776443012012892,84,0.0123058892469968,48,0.00703193671256959,25,0.00366246703779666,30,0.00439496044535599,1006.386,0.147434222092001,22,0.00322297099326106,117,0.0171403457368884,83,0.0121593905654849,132,0.0193378259595664
"STOCKHOLM SKARPNÄCK",202245,8771,5532.25,0.630743358796032,1882.595,0.214638581689659,1618.595,0.184539391175465,197,0.0224603808003648,949,0.108197468931707,10,0.0011401208528104,9.06,0.00103294949264622,236,0.0269068521263254,219,0.0249686466765477,36,0.00410443507011743,270,0.0307832630258807,105,0.0119712689545092,4181.655,0.476759206475886,3144.595,0.358521833314331,1350.595,0.153984152320146,253,0.0288450575761031,279,0.0318093717934101,268,0.0305552388553187,197,0.0224603808003648,701,0.0799224717820089,248,0.0282749971496979,10,0.0011401208528104,3.254,0.000370995325504503,4.606,0.000525139664804469,0,0,1.2,0.000136814502337248,325,0.0370539277163379,38,0.00433245924067951,92,0.0104891118458557,111,0.0126553414661954,195,0.0222323566298028,57,0.00649868886101927,48,0.00547258009348991,4181.655,0.476759206475886,279,0.0318093717934101,405,0.0461748945388211,47.06,0.00536540873332573,306,0.0348876980959982
"STOCKHOLM SKARPNÄCK",202233,10644,1591.056,0.149479143179256,237.224,0.0222871101089816,242.224,0.0227568583239384,92,0.00864336715520481,530,0.049793310785419,0,0,11.608,0.00109056745584367,13,0.00122134535888764,111,0.0104284103720406,72,0.00676437429537768,199,0.01869597895528,83,0.0077978203682826,1404.832,0.131983464862834,995.224,0.0935009394964299,186.224,0.0174956783164224,16,0.00150319428786171,35,0.00328823750469748,56,0.00526118000751597,92,0.00864336715520481,390,0.0366403607666291,140,0.0131529500187899,0,0,5.232,0.000491544532130778,4.474,0.00042033070274333,0,0,1.902,0.00017869222096956,23,0.0021608417888012,13,0.00122134535888764,88,0.00826756858323938,120,0.0112739571589628,151,0.0141863960916949,58,0.00544907929349868,25,0.00234874107478392,1404.832,0.131983464862834,35,0.00328823750469748,79,0.00742202179631717,24.608,0.0023119128147313,271,0.0254603532506576
"STOCKHOLM SKARPNÄCK",202232,9955,1318.031,0.132398895027624,232.433,0.023348367654445,219.433,0.022042491210447,75,0.00753390256152687,104,0.0104470115519839,5,0.000502260170768458,5.165,0.000518834756403817,10,0.00100452034153692,240,0.024108488196886,87,0.00873932697137117,193,0.0193872425916625,147,0.0147664490205927,1151.598,0.115680361627323,756.433,0.0759852335509794,166.433,0.0167185334003014,35,0.00351582119537921,31,0.00311401305876444,53,0.00532395781014566,75,0.00753390256152687,24,0.0024108488196886,80,0.00803616273229533,5,0.000502260170768458,0,0,4.308,0.000432747363134103,0,0,0.857,8.60873932697137e-05,13,0.00130587644399799,9,0.000904068307383225,228,0.0229030637870417,113,0.0113510798593672,167,0.0167754897036665,60,0.0060271220492215,87,0.00873932697137117,1151.598,0.115680361627323,31,0.00311401305876444,70,0.00703164239075841,14.165,0.00142290306378704,280,0.0281265695630337
"STOCKHOLM SKARPNÄCK",202231,8567,1291.226,0.150720905801331,359.956,0.0420165752305358,222.956,0.0260249795727793,171,0.0199603128282946,63,0.00735379946305591,6,0.000700361853624373,4.314,0.000503560172755924,13,0.00151745068285281,108,0.0126065133652387,71,0.00828761526788841,165,0.0192599509746702,107,0.0124897863896346,1118.27,0.130532275008755,750.956,0.0876568226917241,172.956,0.0201886307925762,148,0.0172755923894012,39,0.00455235204855842,50,0.00583634878020311,171,0.0199603128282946,0,0,63,0.00735379946305591,6,0.000700361853624373,0,0,2.77,0.000323333722423252,0,0,1.544,0.000180226450332672,23,0.00268472043889343,11,0.00128399673164468,87,0.0101552468775534,91,0.0106221547799697,145,0.016925411462589,70,0.00817088829228435,37,0.0043188980973503,1118.27,0.130532275008755,39,0.00455235204855842,77,0.00898797712151278,15.314,0.00178755690440061,236,0.0275475662425587
