"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"UPPSALA SVAVA C",202217,2022-04-28,3586,714.346,0.199204127161182,202,0.0563301728945901,274,0.0764082543223648,14,0.00390407138873397,151,0.0421081985499163,0,0,0.346,9.64863357501394e-05,1,0.000278862242052426,25,0.00697155605131065,18,0.00501952035694367,10,0.00278862242052426,19,0.0052983825989961,529.346,0.147614612381484,305,0.08505298382599,185,0.0515895147796988,3,0.000836586726157278,14,0.00390407138873397,89,0.0248187395426659,7,0.00195203569436698,7,0.00195203569436698,42,0.0117122141662019,109,0.0303959843837144,0,0,0,0,0.346,9.64863357501394e-05,0,0,0,0,5,0.00139431121026213,21,0.00585610708310095,18,0.00501952035694367,10,0.00278862242052426,2,0.000557724484104852,17,0.00474065811489124,529.346,0.147614612381484,29,0.00808700501952036,14,0.00390407138873397,181,0.0504740658114891,0.346,9.64863357501394e-05
"UPPSALA SVAVA C",202217,2022-04-27,3661,704.288,0.192375853591915,241,0.0658290084676318,217,0.0592734225621415,15,0.00409724119093144,174,0.0475279978148047,0,0,0.288,7.86670308658836e-05,1,0.000273149412728763,12,0.00327779295274515,16,0.0043703906036602,10,0.00273149412728763,18,0.00491668942911773,495.288,0.135287626331603,240,0.065555859054903,209,0.0570882272603114,2,0.000546298825457525,30,0.00819448238186288,8,0.0021851953018301,10,0.00273149412728763,5,0.00136574706364381,67,0.0183010106528271,107,0.0292269871619776,0,0,0,0,0.288,7.86670308658836e-05,0,0,0,0,3,0.000819448238186288,10,0.00273149412728763,16,0.0043703906036602,10,0.00273149412728763,10,0.00273149412728763,8,0.0021851953018301,495.288,0.135287626331603,15,0.00409724119093144,30,0.00819448238186288,210,0.0573613766730402,0.288,7.86670308658836e-05
"UPPSALA SVAVA C",202217,2022-04-26,3764,781,0.207492029755579,261,0.0693411264612115,232,0.0616365568544102,10,0.0026567481402763,198,0.0526036131774708,0,0,0,0,0,0,15,0.00398512221041445,24,0.00637619553666312,13,0.00345377258235919,28,0.00743889479277365,554,0.147183846971307,259,0.0688097768331562,227,0.0603081827842721,5,0.00132837407013815,29,0.00770456960680128,5,0.00132837407013815,5,0.00132837407013815,5,0.00132837407013815,63,0.0167375132837407,135,0.0358660998937301,0,0,0,0,0,0,0,0,0,0,1,0.00026567481402763,14,0.00371944739638682,24,0.00637619553666312,13,0.00345377258235919,11,0.00292242295430393,17,0.00451647183846971,554,0.147183846971307,20,0.0053134962805526,29,0.00770456960680128,246,0.065356004250797,0,0
"UPPSALA SVAVA C",202217,2022-04-25,3747,797.236,0.212766479850547,296,0.0789965305577796,270,0.0720576461168935,15,0.00400320256204964,136,0.0362957032292501,0,0,0.236,6.2983720309581e-05,0,0,19,0.00507072324526288,34,0.00907392580731252,11,0.0029356818788364,16,0.00427008273285295,543.236,0.144978916466507,293,0.0781958900453696,254,0.0677875633840406,4,0.00106752068321324,38,0.0101414464905258,16,0.00427008273285295,10,0.00266880170803309,5,0.00133440085401655,59,0.0157459300773952,77,0.0205497731518548,0,0,0,0,0.236,6.2983720309581e-05,0,0,0,0,6,0.00160128102481986,13,0.00346944222044302,34,0.00907392580731252,11,0.0029356818788364,8,0.00213504136642647,8,0.00213504136642647,543.236,0.144978916466507,23,0.00613824392847611,38,0.0101414464905258,189,0.0504403522818255,0.236,6.2983720309581e-05
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-11,1410,373,0.264539007092199,95,0.0673758865248227,77,0.0546099290780142,0,0,76,0.0539007092198582,3,0.00212765957446809,0,0,6,0.00425531914893617,36,0.025531914893617,56,0.0397163120567376,1,0.000709219858156028,23,0.0163120567375887,335,0.23758865248227,99,0.0702127659574468,38,0.0269503546099291,0,0,57,0.0404255319148936,39,0.0276595744680851,0,0,0,0,76,0.0539007092198582,0,0,3,0.00212765957446809,0,0,0,0,0,0,0,0,6,0.00425531914893617,36,0.025531914893617,56,0.0397163120567376,1,0.000709219858156028,4,0.00283687943262411,19,0.0134751773049645,335,0.23758865248227,42,0.0297872340425532,57,0.0404255319148936,137,0.0971631205673759,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-10,1388,321,0.231268011527378,73,0.0525936599423631,77,0.0554755043227666,16,0.0115273775216138,47,0.0338616714697406,0,0,0,0,12,0.00864553314121038,39,0.0280979827089337,31,0.0223342939481268,0,0,26,0.0187319884726225,284,0.204610951008646,113,0.0814121037463977,37,0.026657060518732,0,0,36,0.0259365994236311,40,0.0288184438040346,0,0,16,0.0115273775216138,47,0.0338616714697406,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0187319884726225,25,0.0180115273775216,31,0.0223342939481268,0,0,6,0.00432276657060519,20,0.0144092219020173,284,0.204610951008646,51,0.0367435158501441,36,0.0259365994236311,84,0.0605187319884726,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-09,1843,537,0.291372761801411,127,0.0689093868692349,87,0.0472056429734129,67,0.0363537710255019,91,0.0493760173629951,5,0.00271296798697775,0,0,18,0.00976668475311991,51,0.0276722734671731,35,0.0189907759088443,0,0,56,0.0303852414541508,480,0.260444926749864,203,0.110146500271297,57,0.0309278350515464,16,0.00868149755832881,54,0.0293000542593597,30,0.0162778079218665,48,0.0260444926749864,19,0.0103092783505155,91,0.0493760173629951,0,0,5,0.00271296798697775,0,0,0,0,0,0,0,0,30,0.0162778079218665,39,0.0211611502984265,35,0.0189907759088443,0,0,12,0.00651112316874661,44,0.0238741182854042,480,0.260444926749864,85,0.0461204557786218,54,0.0293000542593597,138,0.074877916440586,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-08,1750,533,0.304571428571429,157,0.0897142857142857,85,0.0485714285714286,105,0.06,90,0.0514285714285714,1,0.000571428571428571,0,0,14,0.008,42,0.024,13,0.00742857142857143,1,0.000571428571428571,25,0.0142857142857143,479,0.273714285714286,209,0.119428571428571,54,0.0308571428571429,33,0.0188571428571429,70,0.04,31,0.0177142857142857,84,0.048,21,0.012,87,0.0497142857142857,3,0.00171428571428571,1,0.000571428571428571,0,0,0,0,0,0,0,0,31,0.0177142857142857,25,0.0142857142857143,13,0.00742857142857143,1,0.000571428571428571,7,0.004,18,0.0102857142857143,479,0.273714285714286,89,0.0508571428571429,70,0.04,111,0.0634285714285714,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-07,1812,493,0.272075055187638,136,0.0750551876379691,101,0.0557395143487859,54,0.0298013245033113,105,0.0579470198675497,1,0.000551876379690949,0,0,10,0.00551876379690949,45,0.0248344370860927,25,0.0137969094922737,0,0,16,0.00883002207505519,429,0.236754966887417,169,0.0932671081677704,64,0.0353200883002208,11,0.00607064017660044,61,0.0336644591611479,37,0.0204194260485651,30,0.0165562913907285,24,0.0132450331125828,105,0.0579470198675497,0,0,1,0.000551876379690949,0,0,0,0,0,0,0,0,29,0.0160044150110375,26,0.0143487858719647,25,0.0137969094922737,0,0,3,0.00165562913907285,13,0.00717439293598234,429,0.236754966887417,66,0.0364238410596026,61,0.0336644591611479,133,0.0733995584988962,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-06,2040,665,0.325980392156863,213,0.104411764705882,115,0.0563725490196078,88,0.0431372549019608,105,0.0514705882352941,0,0,0,0,23,0.0112745098039216,60,0.0294117647058824,21,0.0102941176470588,0,0,40,0.0196078431372549,597,0.292647058823529,231,0.113235294117647,68,0.0333333333333333,40,0.0196078431372549,105,0.0514705882352941,47,0.0230392156862745,73,0.0357843137254902,15,0.00735294117647059,105,0.0514705882352941,0,0,0,0,0,0,0,0,0,0,0,0,41,0.0200980392156863,42,0.0205882352941176,21,0.0102941176470588,0,0,12,0.00588235294117647,28,0.0137254901960784,597,0.292647058823529,123,0.0602941176470588,105,0.0514705882352941,138,0.0676470588235294,0,0
"TROLLHÄTTAN HJORTMOSSEN",202236,2022-09-05,1975,629,0.318481012658228,214,0.108354430379747,119,0.060253164556962,90,0.0455696202531646,95,0.0481012658227848,0,0,0,0,17,0.00860759493670886,42,0.0212658227848101,32,0.0162025316455696,0,0,20,0.010126582278481,549,0.277974683544304,224,0.113417721518987,80,0.0405063291139241,68,0.0344303797468354,66,0.0334177215189873,39,0.019746835443038,75,0.0379746835443038,15,0.00759493670886076,95,0.0481012658227848,0,0,0,0,0,0,0,0,0,0,0,0,26,0.0131645569620253,33,0.0167088607594937,32,0.0162025316455696,0,0,5,0.00253164556962025,15,0.00759493670886076,549,0.277974683544304,127,0.0643037974683544,66,0.0334177215189873,132,0.0668354430379747,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-21,1279,190,0.148553557466771,43,0.0336200156372166,41,0.0320562939796716,5,0.00390930414386239,43,0.0336200156372166,0,0,0,0,2,0.00156372165754496,19,0.0148553557466771,18,0.0140734949179046,4,0.00312744331508991,15,0.0117279124315872,150,0.117279124315872,59,0.0461297888975762,40,0.0312744331508991,0,0,3,0.00234558248631744,1,0.000781860828772478,3,0.00234558248631744,2,0.00156372165754496,43,0.0336200156372166,0,0,0,0,0,0,0,0,0,0,0,0,8,0.00625488663017983,13,0.0101641907740422,18,0.0140734949179046,4,0.00312744331508991,2,0.00156372165754496,13,0.0101641907740422,150,0.117279124315872,21,0.016419077404222,3,0.00234558248631744,67,0.0523846755277561,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-20,1392,196,0.140804597701149,39,0.0280172413793103,36,0.0258620689655172,7,0.00502873563218391,54,0.0387931034482759,0,0,0,0,0,0,22,0.0158045977011494,15,0.0107758620689655,0,0,23,0.0165229885057471,160,0.114942528735632,64,0.0459770114942529,36,0.0258620689655172,0,0,3,0.0021551724137931,0,0,0,0,7,0.00502873563218391,54,0.0387931034482759,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0014367816091954,20,0.014367816091954,15,0.0107758620689655,0,0,2,0.0014367816091954,21,0.0150862068965517,160,0.114942528735632,22,0.0158045977011494,3,0.0021551724137931,71,0.0510057471264368,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-19,1878,287.108,0.152879659211928,59,0.0314164004259851,62,0.033013844515442,8,0.00425985090521832,76,0.040468583599574,0,0,0.108,5.75079872204473e-05,1,0.00053248136315229,25,0.0133120340788072,14,0.00745473908413206,0,0,42,0.0223642172523962,229.108,0.121995740149095,104,0.0553780617678381,58,0.0308839190628328,0,0,1,0.00053248136315229,4,0.00212992545260916,6,0.00319488817891374,2,0.00106496272630458,76,0.040468583599574,0,0,0,0,0,0,0,0,0,0,0.108,5.75079872204473e-05,6,0.00319488817891374,20,0.0106496272630458,14,0.00745473908413206,0,0,8,0.00425985090521832,34,0.0181043663471778,229.108,0.121995740149095,26,0.0138445154419595,1,0.00053248136315229,98,0.0521831735889244,0.108,5.75079872204473e-05
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-18,1819,260,0.142935678944475,62,0.034084661902144,61,0.0335349092908191,9,0.00494777350192413,88,0.0483782297965915,0,0,0,0,0,0,20,0.0109950522264981,3,0.00164925783397471,0,0,17,0.00934579439252336,203,0.111599780098955,87,0.0478284771852666,57,0.0313358988455195,0,0,5,0.00274876305662452,4,0.00219901044529962,4,0.00219901044529962,5,0.00274876305662452,88,0.0483782297965915,0,0,0,0,0,0,0,0,0,0,0,0,4,0.00219901044529962,16,0.00879604178119846,3,0.00164925783397471,0,0,0,0,17,0.00934579439252336,203,0.111599780098955,20,0.0109950522264981,5,0.00274876305662452,91,0.0500274876305662,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-17,1992,258,0.129518072289157,59,0.0296184738955823,55,0.0276104417670683,12,0.00602409638554217,80,0.0401606425702811,0,0,0,0,0,0,25,0.0125502008032129,12,0.00602409638554217,0,0,15,0.00753012048192771,205,0.102911646586345,81,0.0406626506024096,53,0.0266064257028112,0,0,6,0.00301204819277108,2,0.00100401606425703,9,0.00451807228915663,3,0.00150602409638554,80,0.0401606425702811,0,0,0,0,0,0,0,0,0,0,0,0,6,0.00301204819277108,19,0.00953815261044177,12,0.00602409638554217,0,0,1,0.000502008032128514,14,0.0070281124497992,205,0.102911646586345,25,0.0125502008032129,6,0.00301204819277108,93,0.0466867469879518,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-16,1759,278,0.158044343376919,75,0.0426378624218306,68,0.0386583285957931,18,0.0102330869812393,74,0.0420693575895395,0,0,0,0,1,0.000568504832291074,16,0.00909607731665719,10,0.00568504832291074,2,0.00113700966458215,14,0.00795906765207504,213,0.121091529277999,98,0.0557134735645253,65,0.0369528140989198,4,0.0022740193291643,6,0.00341102899374645,3,0.00170551449687322,15,0.00852757248436612,3,0.00170551449687322,74,0.0420693575895395,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00170551449687322,14,0.00795906765207504,10,0.00568504832291074,2,0.00113700966458215,2,0.00113700966458215,12,0.00682205798749289,213,0.121091529277999,21,0.0119386014781126,6,0.00341102899374645,88,0.0500284252416146,0,0
"TROLLHÄTTAN HJORTMOSSEN",202233,2022-08-15,1530,264,0.172549019607843,62,0.0405228758169935,65,0.042483660130719,4,0.00261437908496732,60,0.0392156862745098,0,0,0,0,2,0.00130718954248366,22,0.0143790849673203,31,0.0202614379084967,0,0,18,0.0117647058823529,204,0.133333333333333,84,0.0549019607843137,60,0.0392156862745098,0,0,2,0.00130718954248366,5,0.00326797385620915,3,0.00196078431372549,1,0.00065359477124183,60,0.0392156862745098,0,0,0,0,0,0,0,0,0,0,0,0,5,0.00326797385620915,19,0.0124183006535948,31,0.0202614379084967,0,0,3,0.00196078431372549,15,0.00980392156862745,204,0.133333333333333,24,0.0156862745098039,2,0.00130718954248366,94,0.061437908496732,0,0
"TROLLHÄTTAN HJORTMOSSEN",202232,2022-08-14,1370,131,0.0956204379562044,20,0.0145985401459854,16,0.0116788321167883,2,0.00145985401459854,50,0.0364963503649635,0,0,0,0,2,0.00145985401459854,18,0.0131386861313869,7,0.00510948905109489,0,0,16,0.0116788321167883,121,0.0883211678832117,30,0.0218978102189781,10,0.0072992700729927,0,0,10,0.0072992700729927,6,0.00437956204379562,1,0.00072992700729927,1,0.00072992700729927,50,0.0364963503649635,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00145985401459854,18,0.0131386861313869,7,0.00510948905109489,0,0,4,0.00291970802919708,12,0.00875912408759124,121,0.0883211678832117,20,0.0145985401459854,10,0.0072992700729927,61,0.0445255474452555,0,0
"TROLLHÄTTAN HJORTMOSSEN",202232,2022-08-13,1317,129,0.0979498861047836,12,0.00911161731207289,9,0.00683371298405467,11,0.00835231586940015,45,0.0341685649202733,0,0,0,0,1,0.000759301442672741,14,0.0106302201974184,8,0.00607441154138193,5,0.00379650721336371,24,0.0182232346241458,121,0.0918754745634017,42,0.0318906605922551,8,0.00607441154138193,0,0,4,0.00303720577069096,1,0.000759301442672741,4,0.00303720577069096,7,0.00531511009870919,45,0.0341685649202733,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00151860288534548,13,0.00987091875474563,8,0.00607441154138193,5,0.00379650721336371,2,0.00151860288534548,22,0.0167046317388003,121,0.0918754745634017,15,0.0113895216400911,4,0.00303720577069096,60,0.0455580865603645,0,0
"TROLLHÄTTAN HJORTMOSSEN",202232,2022-08-12,1529,187,0.122302158273381,9,0.00588620013080445,12,0.0078482668410726,10,0.0065402223675605,76,0.0497056899934598,0,0,0,0,1,0.00065402223675605,35,0.0228907782864617,14,0.0091563113145847,0,0,30,0.0196206671026815,178,0.116415958142577,47,0.0307390451275343,9,0.00588620013080445,0,0,0,0,3,0.00196206671026815,6,0.0039241334205363,4,0.0026160889470242,76,0.0497056899934598,0,0,0,0,0,0,0,0,0,0,0,0,3,0.00196206671026815,33,0.0215827338129496,14,0.0091563113145847,0,0,5,0.00327011118378025,25,0.0163505559189012,178,0.116415958142577,36,0.0235448005232178,0,0,95,0.0621321124918247,0,0
"TROLLHÄTTAN HJORTMOSSEN",202232,2022-08-11,1422,143,0.10056258790436,14,0.00984528832630099,12,0.00843881856540084,8,0.00562587904360056,60,0.0421940928270042,0,0,0,0,0,0,18,0.0126582278481013,20,0.0140646976090014,0,0,11,0.00773558368495077,133,0.0935302390998594,29,0.020393811533052,10,0.0070323488045007,3,0.00210970464135021,1,0.00070323488045007,2,0.00140646976090014,3,0.00210970464135021,5,0.00351617440225035,60,0.0421940928270042,0,0,0,0,0,0,0,0,0,0,0,0,2,0.00140646976090014,16,0.0112517580872011,20,0.0140646976090014,0,0,2,0.00140646976090014,9,0.00632911392405063,133,0.0935302390998594,21,0.0147679324894515,1,0.00070323488045007,82,0.0576652601969058,0,0
"TROLLHÄTTAN HJORTMOSSEN",202232,2022-08-10,1445,119,0.0823529411764706,10,0.0069204152249135,12,0.00830449826989619,8,0.0055363321799308,39,0.0269896193771626,0,0,0,0,2,0.0013840830449827,11,0.00761245674740484,17,0.0117647058823529,1,0.000692041522491349,19,0.0131487889273356,113,0.0782006920415225,34,0.0235294117647059,6,0.0041522491349481,0,0,4,0.0027681660899654,6,0.0041522491349481,4,0.0027681660899654,4,0.0027681660899654,39,0.0269896193771626,0,0,0,0,0,0,0,0,0,0,0,0,2,0.0013840830449827,11,0.00761245674740484,17,0.0117647058823529,1,0.000692041522491349,5,0.00346020761245675,14,0.00968858131487889,113,0.0782006920415225,13,0.00899653979238754,4,0.0027681660899654,62,0.0429065743944637,0,0
