"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_Deli","skylttyp_convrate_Deli","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-14,856,145,0.169392523364486,30,0.0350467289719626,18,0.0210280373831776,12,0.014018691588785,24,0.0280373831775701,13,0.0151869158878505,0,0,11,0.0128504672897196,16,0.0186915887850467,0,0,21,0.0245327102803738,132,0.154205607476636,52,0.0607476635514019,13,0.0151869158878505,0,0,17,0.0198598130841121,5,0.0058411214953271,3,0.00350467289719626,9,0.0105140186915888,14,0.0163551401869159,10,0.0116822429906542,13,0.0151869158878505,0,0,6,0.00700934579439252,5,0.0058411214953271,16,0.0186915887850467,0,0,6,0.00700934579439252,15,0.0175233644859813,132,0.154205607476636,24,0.0280373831775701,17,0.0198598130841121,10,0.0116822429906542,13,0.0151869158878505,16,0.0186915887850467
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-13,882,165.202,0.187303854875283,34.202,0.0387777777777778,13,0.0147392290249433,6,0.00680272108843537,45,0.0510204081632653,7,0.00793650793650794,0,0,8,0.0090702947845805,18,0.0204081632653061,0,0,34,0.0385487528344671,158.202,0.179367346938776,63,0.0714285714285714,7,0.00793650793650794,4.202,0.00476417233560091,23,0.0260770975056689,6,0.00680272108843537,3,0.00340136054421769,3,0.00340136054421769,33,0.0374149659863946,12,0.0136054421768707,7,0.00793650793650794,0,0,5,0.00566893424036281,3,0.00340136054421769,18,0.0204081632653061,0,0,6,0.00680272108843537,28,0.0317460317460317,158.202,0.179367346938776,35.202,0.0399115646258503,23,0.0260770975056689,12,0.0136054421768707,7,0.00793650793650794,18,0.0204081632653061
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-12,905,185.019,0.204440883977901,37.019,0.0409049723756906,15,0.0165745856353591,13,0.0143646408839779,54,0.0596685082872928,11,0.0121546961325967,2,0.00220994475138122,4,0.00441988950276243,8,0.00883977900552486,0,0,41,0.0453038674033149,179.019,0.197811049723757,60,0.0662983425414365,6,0.00662983425414365,1.019,0.00112596685082873,30,0.0331491712707182,9,0.00994475138121547,0,0,13,0.0143646408839779,30,0.0331491712707182,24,0.0265193370165746,11,0.0121546961325967,0,0,2,0.00220994475138122,4,0.00441988950276243,8,0.00883977900552486,0,0,11,0.0121546961325967,30,0.0331491712707182,179.019,0.197811049723757,46.019,0.0508497237569061,30,0.0331491712707182,24,0.0265193370165746,11,0.0121546961325967,8,0.00883977900552486
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-11,790,141.023,0.178510126582278,23.023,0.0291430379746835,15,0.0189873417721519,12,0.0151898734177215,37,0.0468354430379747,13,0.0164556962025316,1,0.00126582278481013,0,0,17,0.0215189873417722,0,0,23,0.0291139240506329,138.023,0.174712658227848,46,0.0582278481012658,3,0.00379746835443038,1.023,0.00129493670886076,19,0.0240506329113924,12,0.0151898734177215,1,0.00126582278481013,11,0.0139240506329114,26,0.0329113924050633,11,0.0139240506329114,13,0.0164556962025316,0,0,1,0.00126582278481013,0,0,17,0.0215189873417722,0,0,4,0.00506329113924051,19,0.0240506329113924,138.023,0.174712658227848,32.023,0.0405354430379747,19,0.0240506329113924,11,0.0139240506329114,13,0.0164556962025316,17,0.0215189873417722
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-10,776,134,0.172680412371134,15,0.0193298969072165,5,0.00644329896907216,10,0.0128865979381443,62,0.0798969072164948,4,0.00515463917525773,2,0.00257731958762887,1,0.00128865979381443,11,0.0141752577319588,2,0.00257731958762887,22,0.0283505154639175,134,0.172680412371134,45,0.0579896907216495,0,0,0,0,15,0.0193298969072165,5,0.00644329896907216,1,0.00128865979381443,9,0.0115979381443299,37,0.047680412371134,25,0.0322164948453608,4,0.00515463917525773,0,0,2,0.00257731958762887,1,0.00128865979381443,11,0.0141752577319588,2,0.00257731958762887,1,0.00128865979381443,21,0.0270618556701031,134,0.172680412371134,32,0.0412371134020619,15,0.0193298969072165,25,0.0322164948453608,4,0.00515463917525773,13,0.0167525773195876
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-09,795,115,0.144654088050314,22,0.0276729559748428,4,0.0050314465408805,14,0.0176100628930818,28,0.0352201257861635,6,0.00754716981132075,2,0.00251572327044025,6,0.00754716981132075,16,0.020125786163522,1,0.00125786163522013,16,0.020125786163522,113,0.142138364779874,36,0.0452830188679245,2,0.00251572327044025,0,0,20,0.0251572327044025,2,0.00251572327044025,1,0.00125786163522013,13,0.0163522012578616,23,0.0289308176100629,5,0.00628930817610063,6,0.00754716981132075,0,0,2,0.00251572327044025,6,0.00754716981132075,16,0.020125786163522,1,0.00125786163522013,2,0.00251572327044025,14,0.0176100628930818,113,0.142138364779874,29,0.0364779874213836,20,0.0251572327044025,5,0.00628930817610063,6,0.00754716981132075,17,0.0213836477987421
"OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-08,805,117.016,0.14536149068323,16.016,0.019895652173913,11,0.0136645962732919,7,0.00869565217391304,34,0.0422360248447205,3,0.00372670807453416,1,0.00124223602484472,3,0.00372670807453416,15,0.0186335403726708,0,0,27,0.0335403726708075,112.016,0.139150310559006,31,0.0385093167701863,5,0.0062111801242236,1.016,0.00126211180124224,10,0.0124223602484472,6,0.00745341614906832,2,0.00248447204968944,5,0.0062111801242236,11,0.0136645962732919,23,0.0285714285714286,3,0.00372670807453416,0,0,2,0.00248447204968944,2,0.00248447204968944,15,0.0186335403726708,0,0,4,0.00496894409937888,23,0.0285714285714286,112.016,0.139150310559006,30.016,0.0372869565217391,10,0.0124223602484472,23,0.0285714285714286,3,0.00372670807453416,15,0.0186335403726708
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-07,792,224.026,0.282861111111111,5.026,0.0063459595959596,11,0.0138888888888889,9,0.0113636363636364,140,0.176767676767677,2,0.00252525252525253,2,0.00252525252525253,4,0.00505050505050505,24,0.0303030303030303,0,0,27,0.0340909090909091,222.026,0.280335858585859,140,0.176767676767677,2,0.00252525252525253,1.026,0.00129545454545455,2,0.00252525252525253,9,0.0113636363636364,2,0.00252525252525253,7,0.00883838383838384,121,0.152777777777778,19,0.023989898989899,2,0.00252525252525253,0,0,3,0.00378787878787879,3,0.00378787878787879,24,0.0303030303030303,0,0,2,0.00252525252525253,25,0.0315656565656566,222.026,0.280335858585859,35.026,0.0442247474747475,2,0.00252525252525253,19,0.023989898989899,2,0.00252525252525253,24,0.0303030303030303
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-06,865,216,0.24971098265896,6,0.0069364161849711,7,0.00809248554913295,2,0.0023121387283237,123,0.142196531791908,12,0.0138728323699422,0,0,2,0.0023121387283237,11,0.0127167630057803,2,0.0023121387283237,51,0.0589595375722543,213,0.246242774566474,137,0.158381502890173,3,0.00346820809248555,0,0,3,0.00346820809248555,4,0.0046242774566474,0,0,2,0.0023121387283237,122,0.141040462427746,1,0.00115606936416185,12,0.0138728323699422,0,0,1,0.00115606936416185,1,0.00115606936416185,11,0.0127167630057803,2,0.0023121387283237,6,0.0069364161849711,45,0.0520231213872832,213,0.246242774566474,47,0.0543352601156069,3,0.00346820809248555,1,0.00115606936416185,12,0.0138728323699422,13,0.015028901734104
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-05,845,233.108,0.275867455621302,2.108,0.00249467455621302,6,0.00710059171597633,6,0.00710059171597633,152,0.179881656804734,10,0.0118343195266272,1,0.00118343195266272,2,0.00236686390532544,7,0.00828402366863905,2,0.00236686390532544,45,0.0532544378698225,232.108,0.274684023668639,156,0.184615384615385,1,0.00118343195266272,1.108,0.0013112426035503,0,0,5,0.00591715976331361,2,0.00236686390532544,4,0.00473372781065089,139,0.164497041420118,13,0.0153846153846154,10,0.0118343195266272,0,0,2,0.00236686390532544,1,0.00118343195266272,7,0.00828402366863905,2,0.00236686390532544,7,0.00828402366863905,38,0.0449704142011834,232.108,0.274684023668639,44.108,0.0521988165680473,0,0,13,0.0153846153846154,10,0.0118343195266272,9,0.0106508875739645
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-04,781,158.131,0.202472471190781,6.131,0.00785019206145967,2,0.00256081946222791,5,0.00640204865556978,88,0.112676056338028,13,0.0166453265044814,1,0.00128040973111396,4,0.00512163892445583,6,0.00768245838668374,0,0,33,0.0422535211267606,158.131,0.202472471190781,101,0.12932138284251,0,0,2.131,0.00272855313700384,4,0.00512163892445583,2,0.00256081946222791,2,0.00256081946222791,3,0.00384122919334187,84,0.107554417413572,4,0.00512163892445583,13,0.0166453265044814,0,0,3,0.00384122919334187,2,0.00256081946222791,6,0.00768245838668374,0,0,9,0.0115236875800256,24,0.030729833546735,158.131,0.202472471190781,30.131,0.0385800256081946,4,0.00512163892445583,4,0.00512163892445583,13,0.0166453265044814,6,0.00768245838668374
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-03,779,237.202,0.304495507060334,8.202,0.0105288831835687,3,0.00385109114249037,5,0.00641848523748395,168,0.215661103979461,6,0.00770218228498074,1,0.00128369704749679,6,0.00770218228498074,9,0.0115532734274711,0,0,31,0.0397946084724005,237.202,0.304495507060334,181,0.232349165596919,0,0,4.202,0.00539409499358152,4,0.00513478818998716,3,0.00385109114249037,1,0.00128369704749679,4,0.00513478818998716,165,0.21181001283697,3,0.00385109114249037,6,0.00770218228498074,0,0,3,0.00385109114249037,4,0.00513478818998716,9,0.0115532734274711,0,0,6,0.00770218228498074,25,0.0320924261874198,237.202,0.304495507060334,34.202,0.0439050064184852,4,0.00513478818998716,3,0.00385109114249037,6,0.00770218228498074,9,0.0115532734274711
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-02,736,235.085,0.319408967391304,9.085,0.01234375,9,0.0122282608695652,8,0.0108695652173913,154,0.209239130434783,10,0.0135869565217391,5,0.00679347826086957,2,0.00271739130434783,12,0.016304347826087,0,0,26,0.0353260869565217,234.085,0.31805027173913,170,0.230978260869565,1,0.00135869565217391,3.085,0.00419157608695652,5,0.00679347826086957,8,0.0108695652173913,2,0.00271739130434783,6,0.00815217391304348,151,0.205163043478261,3,0.00407608695652174,10,0.0135869565217391,0,0,6,0.00815217391304348,1,0.00135869565217391,12,0.016304347826087,0,0,6,0.00815217391304348,20,0.0271739130434783,234.085,0.31805027173913,34.085,0.0463111413043478,5,0.00679347826086957,3,0.00407608695652174,10,0.0135869565217391,12,0.016304347826087
"OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-01,790,206.953,0.26196582278481,10.953,0.0138645569620253,23,0.0291139240506329,7,0.00886075949367089,110,0.139240506329114,7,0.00886075949367089,0,0,4,0.00506329113924051,17,0.0215189873417722,0,0,28,0.0354430379746835,202.953,0.25690253164557,134,0.169620253164557,4,0.00506329113924051,1.953,0.00247215189873418,5,0.00632911392405063,19,0.0240506329113924,1,0.00126582278481013,6,0.00759493670886076,103,0.130379746835443,7,0.00886075949367089,7,0.00886075949367089,0,0,3,0.00379746835443038,1,0.00126582278481013,17,0.0215189873417722,0,0,3,0.00379746835443038,25,0.0316455696202532,202.953,0.25690253164557,32.953,0.0417126582278481,5,0.00632911392405063,7,0.00886075949367089,7,0.00886075949367089,17,0.0215189873417722
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-31,742,130.397,0.175737196765499,22.397,0.0301846361185984,9,0.0121293800539084,9,0.0121293800539084,25,0.0336927223719677,23,0.0309973045822102,2,0.00269541778975741,1,0.00134770889487871,4,0.00539083557951483,0,0,35,0.0471698113207547,127.397,0.171694070080863,32,0.0431266846361186,3,0.00404312668463612,7.397,0.00996900269541779,12,0.0161725067385445,6,0.00808625336927224,2,0.00269541778975741,7,0.00943396226415094,12,0.0161725067385445,13,0.0175202156334232,23,0.0309973045822102,0,0,3,0.00404312668463612,0,0,4,0.00539083557951483,0,0,8,0.0107816711590297,27,0.0363881401617251,127.397,0.171694070080863,43.397,0.0584865229110512,12,0.0161725067385445,13,0.0175202156334232,23,0.0309973045822102,4,0.00539083557951483
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-30,843,182.034,0.215935943060498,24.034,0.0285100830367734,10,0.0118623962040332,3,0.00355871886120996,46,0.0545670225385528,34,0.0403321470937129,0,0,7,0.00830367734282325,16,0.0189798339264531,0,0,42,0.0498220640569395,178.034,0.211190984578885,46,0.0545670225385528,4,0.00474495848161329,4.034,0.004785290628707,16,0.0189798339264531,6,0.00711743772241993,0,0,3,0.00355871886120996,24,0.0284697508896797,22,0.0260972716488731,34,0.0403321470937129,0,0,3,0.00355871886120996,4,0.00474495848161329,16,0.0189798339264531,0,0,5,0.00593119810201661,37,0.0438908659549229,178.034,0.211190984578885,44.034,0.0522348754448399,16,0.0189798339264531,22,0.0260972716488731,34,0.0403321470937129,16,0.0189798339264531
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-29,832,164.103,0.197239182692308,31.103,0.0373834134615385,20,0.0240384615384615,4,0.00480769230769231,22,0.0264423076923077,32,0.0384615384615385,1,0.00120192307692308,10,0.0120192307692308,4,0.00480769230769231,0,0,40,0.0480769230769231,153.103,0.184018028846154,55,0.0661057692307692,11,0.0132211538461538,9.103,0.0109411057692308,11,0.0132211538461538,9,0.0108173076923077,0,0,4,0.00480769230769231,19,0.0228365384615385,3,0.00360576923076923,32,0.0384615384615385,0,0,8,0.00961538461538462,3,0.00360576923076923,4,0.00480769230769231,0,0,6,0.00721153846153846,34,0.0408653846153846,153.103,0.184018028846154,48.103,0.0578161057692308,11,0.0132211538461538,3,0.00360576923076923,32,0.0384615384615385,4,0.00480769230769231
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-28,804,147.991,0.184068407960199,21.991,0.0273519900497512,15,0.0186567164179104,7,0.00870646766169154,23,0.0286069651741294,36,0.0447761194029851,3,0.00373134328358209,2,0.00248756218905473,17,0.0211442786069652,0,0,23,0.0286069651741294,140.991,0.175361940298507,41,0.0509950248756219,7,0.00870646766169154,2.991,0.00372014925373134,12,0.0149253731343284,8,0.00995024875621891,5,0.00621890547263682,2,0.00248756218905473,15,0.0186567164179104,8,0.00995024875621891,36,0.0447761194029851,0,0,4,0.00497512437810945,1,0.00124378109452736,17,0.0211442786069652,0,0,4,0.00497512437810945,19,0.0236318407960199,140.991,0.175361940298507,26.991,0.0335708955223881,12,0.0149253731343284,8,0.00995024875621891,36,0.0447761194029851,17,0.0211442786069652
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-27,698,120,0.171919770773639,21,0.0300859598853868,21,0.0300859598853868,4,0.00573065902578797,18,0.0257879656160458,11,0.0157593123209169,2,0.00286532951289398,5,0.00716332378223496,15,0.0214899713467049,3,0.00429799426934097,20,0.0286532951289398,115,0.164756446991404,38,0.0544412607449857,5,0.00716332378223496,0,0,16,0.0229226361031519,16,0.0229226361031519,1,0.00143266475644699,3,0.00429799426934097,9,0.0128939828080229,9,0.0128939828080229,11,0.0157593123209169,0,0,4,0.00573065902578797,3,0.00429799426934097,15,0.0214899713467049,3,0.00429799426934097,2,0.00286532951289398,18,0.0257879656160458,115,0.164756446991404,23,0.0329512893982808,16,0.0229226361031519,9,0.0128939828080229,11,0.0157593123209169,18,0.0257879656160458
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-26,798,133,0.166666666666667,9,0.0112781954887218,11,0.0137844611528822,5,0.006265664160401,16,0.0200501253132832,36,0.0451127819548872,2,0.0025062656641604,6,0.0075187969924812,7,0.0087719298245614,2,0.0025062656641604,39,0.0488721804511278,133,0.166666666666667,31,0.0388471177944862,0,0,0,0,9,0.0112781954887218,11,0.0137844611528822,0,0,5,0.006265664160401,7,0.0087719298245614,9,0.0112781954887218,36,0.0451127819548872,0,0,5,0.006265664160401,3,0.0037593984962406,7,0.0087719298245614,2,0.0025062656641604,7,0.0087719298245614,32,0.0401002506265664,133,0.166666666666667,39,0.0488721804511278,9,0.0112781954887218,9,0.0112781954887218,36,0.0451127819548872,9,0.0112781954887218
"OSKARSTRÖM BLÅKLINTSVÄGEN",202230,2022-07-25,782,118,0.150895140664962,13,0.0166240409207161,10,0.0127877237851662,4,0.0051150895140665,7,0.00895140664961637,32,0.040920716112532,3,0.00383631713554987,6,0.00767263427109974,3,0.00383631713554987,3,0.00383631713554987,37,0.0473145780051151,115,0.147058823529412,28,0.0358056265984655,3,0.00383631713554987,0,0,10,0.0127877237851662,7,0.00895140664961637,0,0,4,0.0051150895140665,2,0.00255754475703325,5,0.00639386189258312,32,0.040920716112532,0,0,7,0.00895140664961637,2,0.00255754475703325,3,0.00383631713554987,3,0.00383631713554987,10,0.0127877237851662,27,0.0345268542199488,115,0.147058823529412,34,0.0434782608695652,10,0.0127877237851662,5,0.00639386189258312,32,0.040920716112532,6,0.00767263427109974
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-24,804,123,0.152985074626866,3,0.00373134328358209,14,0.0174129353233831,7,0.00870646766169154,38,0.0472636815920398,9,0.0111940298507463,3,0.00373134328358209,2,0.00248756218905473,4,0.00497512437810945,0,0,43,0.0534825870646766,121,0.150497512437811,47,0.0584577114427861,2,0.00248756218905473,0,0,1,0.00124378109452736,12,0.0149253731343284,3,0.00373134328358209,4,0.00497512437810945,23,0.0286069651741294,15,0.0186567164179104,9,0.0111940298507463,0,0,4,0.00497512437810945,1,0.00124378109452736,4,0.00497512437810945,0,0,5,0.00621890547263682,38,0.0472636815920398,121,0.150497512437811,45,0.0559701492537313,1,0.00124378109452736,15,0.0186567164179104,9,0.0111940298507463,4,0.00497512437810945
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-23,817,118.038,0.144477356181151,12.038,0.014734394124847,10,0.0122399020807834,6,0.00734394124847001,16,0.0195838433292534,9,0.011015911872705,5,0.00611995104039168,6,0.00734394124847001,5,0.00611995104039168,0,0,49,0.0599755201958384,112.038,0.137133414932681,38,0.0465116279069767,6,0.00734394124847001,1.038,0.00127050183598531,5,0.00611995104039168,4,0.00489596083231334,0,0,6,0.00734394124847001,14,0.0171358629130967,2,0.00244798041615667,9,0.011015911872705,0,0,10,0.0122399020807834,1,0.00122399020807834,5,0.00611995104039168,0,0,8,0.00979192166462668,41,0.0501835985312118,112.038,0.137133414932681,53.038,0.0649179926560587,5,0.00611995104039168,2,0.00244798041615667,9,0.011015911872705,5,0.00611995104039168
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-22,861,153,0.177700348432056,11,0.0127758420441347,11,0.0127758420441347,9,0.0104529616724739,27,0.0313588850174216,8,0.00929152148664344,12,0.0139372822299652,3,0.00348432055749129,6,0.00696864111498258,0,0,66,0.0766550522648084,148,0.171893147502904,55,0.0638792102206736,5,0.00580720092915215,0,0,6,0.00696864111498258,6,0.00696864111498258,4,0.00464576074332172,5,0.00580720092915215,21,0.024390243902439,6,0.00696864111498258,8,0.00929152148664344,0,0,14,0.016260162601626,1,0.00116144018583043,6,0.00696864111498258,0,0,16,0.0185830429732869,50,0.0580720092915215,148,0.171893147502904,67,0.0778164924506388,6,0.00696864111498258,6,0.00696864111498258,8,0.00929152148664344,6,0.00696864111498258
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-21,830,118,0.142168674698795,9,0.0108433734939759,19,0.0228915662650602,4,0.00481927710843374,20,0.0240963855421687,22,0.0265060240963855,8,0.00963855421686747,2,0.00240963855421687,4,0.00481927710843374,0,0,30,0.036144578313253,115,0.13855421686747,47,0.0566265060240964,3,0.0036144578313253,0,0,6,0.0072289156626506,16,0.0192771084337349,2,0.00240963855421687,2,0.00240963855421687,19,0.0228915662650602,1,0.00120481927710843,22,0.0265060240963855,0,0,9,0.0108433734939759,1,0.00120481927710843,4,0.00481927710843374,0,0,5,0.00602409638554217,25,0.0301204819277108,115,0.13855421686747,35,0.0421686746987952,6,0.0072289156626506,1,0.00120481927710843,22,0.0265060240963855,4,0.00481927710843374
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-20,826,119.051,0.144129539951574,15.051,0.0182215496368039,20,0.0242130750605327,8,0.00968523002421308,28,0.0338983050847458,7,0.00847457627118644,5,0.00605326876513317,1,0.00121065375302663,5,0.00605326876513317,0,0,30,0.036319612590799,112.051,0.135654963680387,52,0.062953995157385,7,0.00847457627118644,2.051,0.00248305084745763,6,0.00726392251815981,13,0.0157384987893462,1,0.00121065375302663,7,0.00847457627118644,22,0.026634382566586,6,0.00726392251815981,7,0.00847457627118644,0,0,5,0.00605326876513317,1,0.00121065375302663,5,0.00605326876513317,0,0,8,0.00968523002421308,22,0.026634382566586,112.051,0.135654963680387,36.051,0.0436452784503632,6,0.00726392251815981,6,0.00726392251815981,7,0.00847457627118644,5,0.00605326876513317
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-19,829,110.924,0.133804583835947,10.924,0.0131773220747889,7,0.00844390832328106,5,0.0060313630880579,32,0.0386007237635706,7,0.00844390832328106,9,0.0108564535585042,4,0.00482509047044632,7,0.00844390832328106,1,0.00120627261761158,28,0.0337756332931242,105.924,0.127773220747889,51,0.0615199034981906,5,0.0060313630880579,0.924,0.0011145958986731,5,0.0060313630880579,2,0.00241254523522316,2,0.00241254523522316,3,0.00361881785283474,30,0.0361881785283474,2,0.00241254523522316,7,0.00844390832328106,0,0,11,0.0132689987937274,2,0.00241254523522316,7,0.00844390832328106,1,0.00120627261761158,8,0.00965018094089264,20,0.0241254523522316,105.924,0.127773220747889,32.924,0.0397153196622437,5,0.0060313630880579,2,0.00241254523522316,7,0.00844390832328106,8,0.00965018094089264
"OSKARSTRÖM BLÅKLINTSVÄGEN",202229,2022-07-18,810,119.03,0.146950617283951,15.03,0.0185555555555556,13,0.0160493827160494,2,0.00246913580246914,23,0.0283950617283951,7,0.00864197530864197,6,0.00740740740740741,7,0.00864197530864197,16,0.0197530864197531,3,0.0037037037037037,27,0.0333333333333333,113.03,0.139543209876543,48,0.0592592592592593,6,0.00740740740740741,3.03,0.00374074074074074,6,0.00740740740740741,7,0.00864197530864197,1,0.00123456790123457,1,0.00123456790123457,20,0.0246913580246914,3,0.0037037037037037,7,0.00864197530864197,0,0,9,0.0111111111111111,4,0.00493827160493827,16,0.0197530864197531,3,0.0037037037037037,7,0.00864197530864197,20,0.0246913580246914,113.03,0.139543209876543,30.03,0.0370740740740741,6,0.00740740740740741,3,0.0037037037037037,7,0.00864197530864197,19,0.0234567901234568
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-17,780,97.957,0.125585897435897,1.957,0.00250897435897436,6,0.00769230769230769,11,0.0141025641025641,32,0.041025641025641,0,0,0,0,4,0.00512820512820513,9,0.0115384615384615,4,0.00512820512820513,30,0.0384615384615385,96.957,0.124303846153846,28,0.0358974358974359,1,0.00128205128205128,0.957,0.00122692307692308,0,0,5,0.00641025641025641,1,0.00128205128205128,10,0.0128205128205128,15,0.0192307692307692,17,0.0217948717948718,0,0,0,0,3,0.00384615384615385,1,0.00128205128205128,9,0.0115384615384615,4,0.00512820512820513,2,0.00256410256410256,28,0.0358974358974359,96.957,0.124303846153846,38.957,0.0499448717948718,0,0,17,0.0217948717948718,0,0,13,0.0166666666666667
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-16,795,130,0.163522012578616,10,0.0125786163522013,17,0.0213836477987421,4,0.0050314465408805,28,0.0352201257861635,0,0,3,0.00377358490566038,5,0.00628930817610063,5,0.00628930817610063,0,0,58,0.0729559748427673,127,0.159748427672956,58,0.0729559748427673,3,0.00377358490566038,0,0,7,0.00880503144654088,14,0.0176100628930818,1,0.00125786163522013,3,0.00377358490566038,25,0.0314465408805031,3,0.00377358490566038,0,0,0,0,4,0.0050314465408805,4,0.0050314465408805,5,0.00628930817610063,0,0,10,0.0125786163522013,48,0.060377358490566,127,0.159748427672956,54,0.0679245283018868,7,0.00880503144654088,3,0.00377358490566038,0,0,5,0.00628930817610063
"OSKARSTRÖM BLÅKLINTSVÄGEN",202228,2022-07-15,870,114.036,0.131075862068966,9.036,0.0103862068965517,4,0.00459770114942529,6,0.00689655172413793,31,0.035632183908046,5,0.00574712643678161,0,0,6,0.00689655172413793,1,0.00114942528735632,2,0.00229885057471264,50,0.0574712643678161,111.036,0.127627586206897,37,0.0425287356321839,3,0.00344827586206897,1.036,0.00119080459770115,5,0.00574712643678161,1,0.00114942528735632,2,0.00229885057471264,4,0.00459770114942529,18,0.0206896551724138,13,0.0149425287356322,5,0.00574712643678161,0,0,3,0.00344827586206897,3,0.00344827586206897,1,0.00114942528735632,2,0.00229885057471264,7,0.00804597701149425,43,0.0494252873563218,111.036,0.127627586206897,48.036,0.0552137931034483,5,0.00574712643678161,13,0.0149425287356322,5,0.00574712643678161,3,0.00344827586206897
