"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ABP","skylttyp_convrate_ABP","skylttyp_count_ordinarie","skylttyp_convrate_ordinarie","skylttyp_count_Deli","skylttyp_convrate_Deli","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"TROLLHÄTTAN HJORTMOSSEN",202220,11422,1436.782,0.125790754683943,22,0.0019261075118193,126,0.0110313430222378,80,0.00700402731570653,582,0.050954298721765,0,0,0.782,6.84643670110313e-05,44,0.00385221502363859,45,0.00393976536508492,261,0.0228506391174926,11,0.000963053755909648,265,0.0232008404832779,1414.782,0.123864647172124,852,0.0745928909122746,22,0.0019261075118193,0,0,0,0,104,0.00910523551041849,35,0.00306426195062161,45,0.00393976536508492,582,0.050954298721765,0,0,0,0,0,0,0,0,0,0,0.782,6.84643670110313e-05,50,0.00437751707231658,39,0.00341446331640693,261,0.0228506391174926,11,0.000963053755909648,64,0.00560322185256523,201,0.0175976186307127,1414.782,0.123864647172124,290,0.0253895990194362,0,0,0,0,0,0,0.782,6.84643670110313e-05,272,0.0238136928734022
"TROLLHÄTTAN HJORTMOSSEN",202219,11392,3378.79,0.296593223314607,11,0.000965589887640449,98,0.00860252808988764,70,0.00614466292134831,2703,0.237271769662921,0,0,3.79,0.000332689606741573,6,0.000526685393258427,38,0.00333567415730337,119,0.0104459269662921,9,0.00079002808988764,321,0.0281776685393258,3367.79,0.295627633426966,2858,0.250877808988764,11,0.000965589887640449,0,0,0,0,87,0.00763693820224719,25,0.00219452247191011,45,0.0039501404494382,2637,0.231478230337079,66,0.0057935393258427,0,0,0,0,0,0,0,0,3.79,0.000332689606741573,14,0.00122893258426966,30,0.00263342696629213,119,0.0104459269662921,9,0.00079002808988764,60,0.00526685393258427,261,0.0229108146067416,3367.79,0.295627633426966,312,0.0273876404494382,0,0,66,0.0057935393258427,0,0,3.79,0.000332689606741573,128,0.0112359550561798
"TROLLHÄTTAN HJORTMOSSEN",202218,11659,3263.422,0.279905823827086,247,0.0211853503731023,363,0.0311347456900249,59,0.00506046830774509,2156,0.184921519855905,0,0,5.422,0.000465048460416845,2,0.00017154129856763,33,0.0028304314263659,178,0.0152671755725191,6,0.000514623895702891,214,0.0183549189467364,3016.422,0.258720473453984,2120,0.181833776481688,247,0.0211853503731023,0,0,0,0,116,0.00994939531692255,11,0.000943477142121966,48,0.00411699116562312,1641,0.140749635474741,515,0.0441718843811648,0,0,0,0,0,0,0,0,5.422,0.000465048460416845,30,0.00257311947851445,5,0.000428853246419075,178,0.0152671755725191,6,0.000514623895702891,72,0.00617548674843469,142,0.0121794321983017,3016.422,0.258720473453984,192,0.0164679646624925,0,0,515,0.0441718843811648,0,0,5.422,0.000465048460416845,184,0.015781799468222
"TROLLHÄTTAN HJORTMOSSEN",202217,10708,1962.822,0.183304258498319,180.828,0.0168871871497945,184,0.0171834142697049,72,0.00672394471423235,940,0.0877848337691446,0,0,2.994,0.000279604034366829,3,0.000280164363093015,28,0.00261486738886814,144,0.0134478894284647,6,0.000560328726186029,402,0.037542024654464,1867.822,0.174432387000374,684,0.0638774747852073,95,0.00887187149794546,85.828,0.00801531565184909,0,0,89,0.00831154277175943,18,0.00168098617855809,54,0.00504295853567426,384,0.0358610384759059,556,0.0519237952932387,0,0,0,0,0,0,0,0,2.994,0.000279604034366829,25,0.00233470302577512,6,0.000560328726186029,144,0.0134478894284647,6,0.000560328726186029,70,0.00653716847217034,332,0.0310048561822936,1867.822,0.174432387000374,474.828,0.04434329473291,0,0,556,0.0519237952932387,0,0,2.994,0.000279604034366829,150,0.0140082181546507
"STOCKHOLM VÄSTERTORP",202235,6559,2008.414,0.306207348681201,149.414,0.0227799969507547,415,0.0632718402195457,55,0.00838542460740967,698,0.106418661381308,0,0,0,0,152,0.0231742643695685,144,0.0219545662448544,70,0.0106723585912487,23,0.00350663210855313,302,0.0460436042079585,1941.414,0.295992376886721,1330,0.202774813233725,67,0.0102149717944809,32.414,0.00494191187681049,50,0.00762311327946333,348,0.0530568684250648,14,0.00213447171824973,41,0.00625095288915993,670,0.102149717944809,28,0.00426894343649947,0,0,0,0,0,0,0,0,0,0,228,0.0347613965543528,68,0.0103674340600701,70,0.0106723585912487,23,0.00350663210855313,87,0.0132642171062662,215,0.0327793871016923,1941.414,0.295992376886721,440.414,0.0671465162372313,50,0.00762311327946333,28,0.00426894343649947,0,0,0,0,93,0.0141789906998018
"STOCKHOLM VÄSTERTORP",202233,7194,793.966,0.110365026410898,30.966,0.00430442035029191,134,0.0186266333055324,27,0.00375312760633862,174,0.02418682235196,0,0,0,0,0,0,44,0.00611620795107034,198,0.0275229357798165,24,0.00333611342785655,162,0.0225187656380317,793.966,0.110365026410898,408,0.0567139282735613,0,0,30.966,0.00430442035029191,0,0,134,0.0186266333055324,12,0.00166805671392827,15,0.00208507089241034,156,0.0216847372810676,18,0.00250208507089241,0,0,0,0,0,0,0,0,0,0,21,0.00291909924937448,23,0.00319710870169586,198,0.0275229357798165,24,0.00333611342785655,62,0.00861829302196275,100,0.0139004726160689,793.966,0.110365026410898,145.966,0.0202899638587712,0,0,18,0.00250208507089241,0,0,0,0,222,0.0308590492076731
"STOCKHOLM VÄSTERTORP",202232,6383,557,0.0872630424565252,0,0,79,0.0123766254112486,33,0.00516998276672411,128,0.0200532664891117,0,0,0,0,5,0.000783330722230926,30,0.00469998433338556,127,0.0198966003446655,27,0.004229985900047,128,0.0200532664891117,557,0.0872630424565252,302,0.0473131756227479,0,0,0,0,0,0,79,0.0123766254112486,20,0.0031333228889237,13,0.00203665987780041,125,0.0195832680557731,3,0.000469998433338556,0,0,0,0,0,0,0,0,0,0,13,0.00203665987780041,22,0.00344665517781607,127,0.0198966003446655,27,0.004229985900047,48,0.00751997493341689,80,0.0125332915556948,557,0.0872630424565252,98,0.0153532821557261,0,0,3,0.000469998433338556,0,0,0,0,154,0.0241265862447125
"STOCKHOLM VÄSTERTORP",202231,5843,872.271,0.149284785213075,16.271,0.00278469964059558,77,0.013178161903132,35,0.00599007359233271,454,0.0776998117405442,0,0,0,0,8,0.00136915967824748,26,0.0044497689543043,107,0.01831251069656,4,0.000684579839123738,145,0.0248160191682355,872.271,0.149284785213075,617,0.105596440184837,0,0,16.271,0.00278469964059558,0,0,77,0.013178161903132,17,0.00290946431627589,18,0.00308060927605682,442,0.075646072223173,12,0.00205373951737121,0,0,0,0,0,0,0,0,0,0,20,0.00342289919561869,14,0.00239602943693308,107,0.01831251069656,4,0.000684579839123738,55,0.0094129727879514,90,0.0154030463802841,872.271,0.149284785213075,132.271,0.022637514975184,0,0,12,0.00205373951737121,0,0,0,0,111,0.0189970905356837
"STOCKHOLM VÄSTERTORP",202230,5558,576.522,0.103728319539403,14.522,0.00261281036344009,71,0.0127743792731198,19,0.0034184958618208,165,0.0296869377473911,0,0,0,0,7,0.00125944584382872,24,0.00431810003598417,122,0.0219503418495862,8,0.00143936667866139,146,0.0262684418855703,576.522,0.103728319539403,300,0.0539762504498021,0,0,14.522,0.00261281036344009,0,0,71,0.0127743792731198,13,0.00233897085282476,6,0.00107952500899604,136,0.0244692335372436,29,0.00521770421014753,0,0,0,0,0,0,0,0,0,0,18,0.00323857502698813,13,0.00233897085282476,122,0.0219503418495862,8,0.00143936667866139,56,0.0100755667506297,90,0.0161928751349406,576.522,0.103728319539403,117.522,0.0211446563512055,0,0,29,0.00521770421014753,0,0,0,0,130,0.0233897085282476
"STOCKHOLM VÄSTERTORP",202229,5304,509,0.0959653092006033,0,0,75,0.0141402714932127,55,0.010369532428356,89,0.0167797888386124,0,0,0,0,23,0.00433634992458522,32,0.00603318250377074,90,0.0169683257918552,7,0.00131975867269985,138,0.0260180995475113,509,0.0959653092006033,268,0.0505279034690799,0,0,0,0,0,0,75,0.0141402714932127,48,0.00904977375565611,7,0.00131975867269985,68,0.0128205128205128,21,0.00395927601809955,0,0,0,0,0,0,0,0,0,0,35,0.00659879336349925,20,0.00377073906485671,90,0.0169683257918552,7,0.00131975867269985,45,0.0084841628959276,93,0.0175339366515837,509,0.0959653092006033,123,0.0231900452488688,0,0,21,0.00395927601809955,0,0,0,0,97,0.0182880844645551
"STOCKHOLM VÄSTERTORP",202228,5431,490,0.0902227950653655,0,0,66,0.0121524581108451,27,0.00497146013625483,143,0.0263303259068312,0,0,0,0,8,0.00147302522555699,28,0.00515558828944946,63,0.0116000736512613,6,0.00110476891916774,149,0.0274350948259989,490,0.0902227950653655,276,0.0508193702817161,0,0,0,0,0,0,66,0.0121524581108451,23,0.00423494752347634,4,0.000736512612778494,111,0.0204382250046032,32,0.00589210090222795,0,0,0,0,0,0,0,0,0,0,21,0.00386669121708709,15,0.00276192229791935,63,0.0116000736512613,6,0.00110476891916774,48,0.00883815135334193,101,0.018596943472657,490,0.0902227950653655,113,0.0208064813109925,0,0,32,0.00589210090222795,0,0,0,0,69,0.012704842570429
"STOCKHOLM VÄSTERTORP",202227,5843,977,0.167208625705973,0,0,78,0.0133493068629129,50,0.00855724798904672,537,0.0919048434023618,0,0,0,0,6,0.00102686975868561,36,0.00616121855211364,107,0.01831251069656,12,0.00205373951737121,151,0.0258428889269211,977,0.167208625705973,709,0.121341776484683,0,0,0,0,0,0,78,0.0133493068629129,21,0.00359404415539962,29,0.0049632038336471,511,0.0874550744480575,26,0.0044497689543043,0,0,0,0,0,0,0,0,0,0,28,0.00479205887386616,14,0.00239602943693308,107,0.01831251069656,12,0.00205373951737121,63,0.0107821324661989,88,0.0150607564607222,977,0.167208625705973,123,0.0210508300530549,0,0,26,0.0044497689543043,0,0,0,0,119,0.0203662502139312
"STOCKHOLM VÄSTERTORP",202226,6303,615,0.0975725844835792,0,0,109,0.0172933523718864,23,0.00364905600507695,204,0.0323655402189434,0,0,0,0,6,0.000951927653498334,24,0.00380771061399334,106,0.0168173885451372,4,0.000634618435665556,139,0.0220529906393781,615,0.0975725844835792,358,0.0567983499920673,0,0,0,0,0,0,109,0.0172933523718864,19,0.00301443756941139,4,0.000634618435665556,137,0.0217356814215453,67,0.0106298587973981,0,0,0,0,0,0,0,0,0,0,12,0.00190385530699667,18,0.002855782960495,106,0.0168173885451372,4,0.000634618435665556,69,0.0109471680152308,70,0.0111058226241472,615,0.0975725844835792,80,0.0126923687133111,0,0,67,0.0106298587973981,0,0,0,0,110,0.0174520069808028
"STOCKHOLM VÄSTERTORP",202225,6330,654,0.103317535545024,0,0,265,0.0418641390205371,16,0.00252764612954186,138,0.0218009478672986,0,0,0,0,5,0.000789889415481833,29,0.00458135860979463,68,0.0107424960505529,9,0.0014218009478673,124,0.0195892575039494,654,0.103317535545024,462,0.0729857819905213,0,0,0,0,0,0,265,0.0418641390205371,13,0.00205371248025276,3,0.0004739336492891,102,0.0161137440758294,36,0.00568720379146919,0,0,0,0,0,0,0,0,0,0,20,0.00315955766192733,14,0.00221169036334913,68,0.0107424960505529,9,0.0014218009478673,53,0.00837282780410742,71,0.011216429699842,654,0.103317535545024,79,0.012480252764613,0,0,36,0.00568720379146919,0,0,0,0,77,0.0121642969984202
"STOCKHOLM VÄSTERTORP",202224,7050,752,0.106666666666667,0,0,81,0.0114893617021277,24,0.00340425531914894,234,0.0331914893617021,0,0,0,0,13,0.00184397163120567,17,0.0024113475177305,110,0.0156028368794326,10,0.00141843971631206,263,0.0373049645390071,752,0.106666666666667,304,0.0431205673758865,0,0,0,0,0,0,81,0.0114893617021277,19,0.00269503546099291,5,0.000709219858156028,128,0.0181560283687943,106,0.0150354609929078,0,0,0,0,0,0,0,0,0,0,20,0.00283687943262411,10,0.00141843971631206,110,0.0156028368794326,10,0.00141843971631206,59,0.00836879432624114,204,0.028936170212766,752,0.106666666666667,222,0.0314893617021277,0,0,106,0.0150354609929078,0,0,0,0,120,0.0170212765957447
"STOCKHOLM VÄSTERTORP",202223,7354,1128,0.15338591242861,0,0,99,0.0134620614631493,13,0.00176774544465597,726,0.0987217840630949,0,0,0,0,2,0.00027196083763938,42,0.00571117759042698,81,0.0110144139243949,4,0.00054392167527876,161,0.0218928474299701,1128,0.15338591242861,905,0.123062279031819,0,0,0,0,0,0,99,0.0134620614631493,7,0.00095186293173783,6,0.00081588251291814,701,0.0953222735926027,25,0.00339951047049225,0,0,0,0,0,0,0,0,0,0,30,0.0040794125645907,14,0.00190372586347566,81,0.0110144139243949,4,0.00054392167527876,56,0.00761490345390264,105,0.0142779439760674,1128,0.15338591242861,113,0.015365787326625,0,0,25,0.00339951047049225,0,0,0,0,85,0.0115583355996736
"STOCKHOLM VÄSTERTORP",202222,6969,665,0.0954225857368346,0,0,120,0.0172191132156694,16,0.00229588176208925,177,0.0253981919931124,0,0,0,0,10,0.00143492610130578,63,0.00904003443822643,131,0.0187975319271058,4,0.000573970440522313,144,0.0206629358588033,665,0.0954225857368346,402,0.0576840292724925,0,0,0,0,0,0,120,0.0172191132156694,10,0.00143492610130578,6,0.00086095566078347,169,0.0242502511120677,8,0.00114794088104463,0,0,0,0,0,0,0,0,0,0,33,0.00473525613430908,40,0.00573970440522313,131,0.0187975319271058,4,0.000573970440522313,40,0.00573970440522313,104,0.0149232314535801,665,0.0954225857368346,120,0.0172191132156694,0,0,8,0.00114794088104463,0,0,0,0,135,0.0193715023676281
"STOCKHOLM VÄSTERTORP",202221,6826,653,0.0956636390272488,6,0.000878992089071198,107,0.0156753589217697,16,0.00234397890418986,195,0.0285672428948139,0,0,0,0,5,0.000732493407559332,79,0.0115733958394374,118,0.0172868444184002,6,0.000878992089071198,121,0.0177263404629358,647,0.0947846469381775,360,0.0527395253442719,6,0.000878992089071198,0,0,0,0,101,0.0147963668326985,9,0.0013184881336068,7,0.00102549077058306,162,0.0237327864049224,33,0.00483445648989159,0,0,0,0,0,0,0,0,0,0,68,0.00996191034280691,16,0.00234397890418986,118,0.0172868444184002,6,0.000878992089071198,3,0.000439496044535599,118,0.0172868444184002,647,0.0947846469381775,130,0.0190448285965426,0,0,33,0.00483445648989159,0,0,0,0,124,0.0181658365074714
"STOCKHOLM VÄSTERTORP",202220,7139,748,0.104776579352851,9,0.00126068076761451,124,0.0173693794649111,15,0.00210113461269085,237,0.0331979268805155,0,0,0,0,21,0.00294158845776719,44,0.0061633281972265,174,0.0243731615072139,8,0.00112060512676845,116,0.0162487743381426,739,0.103515898585236,370,0.051827987113041,9,0.00126068076761451,0,0,0,0,115,0.0161086986972965,8,0.00112060512676845,7,0.000980529485922398,162,0.0226922538170612,75,0.0105056730634543,0,0,0,0,0,0,0,0,0,0,51,0.0071438576831489,14,0.0019610589718448,174,0.0243731615072139,8,0.00112060512676845,32,0.00448242050707382,84,0.0117663538310688,739,0.103515898585236,112,0.0156884717747584,0,0,75,0.0105056730634543,0,0,0,0,182,0.0254937666339824
"STOCKHOLM VÄSTERTORP",202219,7366,1099,0.149199022535976,16,0.00217214227531903,137,0.0185989682324192,14,0.00190062449090415,581,0.0788759163725224,0,0,0,0,6,0.000814553353244638,49,0.00665218571816454,141,0.019142003801249,14,0.00190062449090415,141,0.019142003801249,1083,0.147026880260657,791,0.107385283736085,16,0.00217214227531903,0,0,0,0,121,0.0164268259571002,11,0.00149334781428184,3,0.000407276676622319,541,0.0734455606842248,40,0.00543035568829758,0,0,0,0,0,0,0,0,0,0,43,0.0058376323649199,12,0.00162910670648928,141,0.019142003801249,14,0.00190062449090415,53,0.0071952212869943,88,0.0119467825142547,1083,0.147026880260657,97,0.0131686125441216,0,0,40,0.00543035568829758,0,0,0,0,155,0.0210426282921531
"STOCKHOLM VÄSTERTORP",202218,6951,823,0.118400230182708,11,0.00158250611422817,156,0.0224428139835995,13,0.00187023449863329,264,0.037980146741476,0,0,0,0,9,0.00129477772982305,30,0.00431592576607682,166,0.0238814559056251,13,0.00187023449863329,161,0.0231621349446123,812,0.116817724068479,357,0.0513595166163142,11,0.00158250611422817,0,0,0,0,145,0.0208603078693713,6,0.000863185153215365,7,0.00100704934541793,110,0.0158250611422817,154,0.0221550855991944,0,0,0,0,0,0,0,0,0,0,39,0.00561070349589987,0,0,166,0.0238814559056251,13,0.00187023449863329,55,0.00791253057114084,106,0.0152496043734714,812,0.116817724068479,122,0.0175514314487124,0,0,154,0.0221550855991944,0,0,0,0,179,0.0257516904042584
"STOCKHOLM VÄSTERTORP",202217,6995,934.43,0.133585418155826,49.43,0.00706647605432452,107,0.0152966404574696,27,0.00385989992852037,282,0.0403145103645461,0,0,0,0,3,0.000428877769835597,24,0.00343102215868477,126,0.0180128663330951,9,0.00128663330950679,307,0.0438884917798427,934.43,0.133585418155826,343,0.0490350250178699,0,0,49.43,0.00706647605432452,0,0,107,0.0152966404574696,24,0.00343102215868477,3,0.000428877769835597,138,0.0197283774124375,144,0.0205861329521086,0,0,0,0,0,0,0,0,0,0,27,0.00385989992852037,0,0,126,0.0180128663330951,9,0.00128663330950679,50,0.00714796283059328,257,0.0367405289492495,934.43,0.133585418155826,312.43,0.0446647605432452,0,0,144,0.0205861329521086,0,0,0,0,135,0.0192994996426019
"STOCKHOLM HÄSSELBY STRAND",202235,13788,6592.149,0.478107702349869,1337.149,0.0969791847983754,1492,0.108210037713954,118,0.008558166521613,2443,0.177183057731361,0,0,0,0,114,0.0082680591818973,160,0.0116042935886278,203,0.0147229474905715,5,0.000362634174644619,720,0.0522193211488251,5444.149,0.394846895851465,3970,0.287931534667827,1148,0.0832608064984044,102.149,0.00740854366115463,87,0.00630983463881636,344,0.0249492312155498,24,0.00174064403829417,94,0.00681752248331883,2011,0.145851465042066,432,0.031331592689295,0,0,0,0,0,0,0,0,0,0,209,0.0151581085001451,65,0.00471424427038004,203,0.0147229474905715,5,0.000362634174644619,283,0.0205250942848854,437,0.0316942268639397,5444.149,0.394846895851465,747.149,0.0541883521903104,87,0.00630983463881636,432,0.031331592689295,0,0,0,0,208,0.0150855816652161
"STOCKHOLM HÄSSELBY STRAND",202233,14300,1355.986,0.0948241958041958,156.986,0.010978041958042,193,0.0134965034965035,31,0.00216783216783217,478,0.0334265734265734,0,0,0,0,10,0.000699300699300699,60,0.0041958041958042,185,0.0129370629370629,7,0.00048951048951049,235,0.0164335664335664,1296.986,0.0906983216783217,438,0.0306293706293706,59,0.00412587412587413,97.986,0.00685216783216783,0,0,134,0.00937062937062937,6,0.00041958041958042,25,0.00174825174825175,94,0.00657342657342657,384,0.0268531468531469,0,0,0,0,0,0,0,0,0,0,33,0.00230769230769231,37,0.00258741258741259,185,0.0129370629370629,7,0.00048951048951049,85,0.00594405594405594,150,0.0104895104895105,1296.986,0.0906983216783217,282.986,0.0197892307692308,0,0,384,0.0268531468531469,0,0,0,0,192,0.0134265734265734
"STOCKHOLM HÄSSELBY STRAND",202232,14041,2325.497,0.165621893027562,173.497,0.0123564560928709,260,0.018517199629656,39,0.0027775799444484,1465,0.104337297913254,0,0,0,0,11,0.0007834199843316,43,0.0030624599387508,103,0.0073356598532868,0,0,231,0.0164518196709636,2163.497,0.154084253258315,1402,0.0998504380029912,162,0.0115376397692472,11.497,0.000818816323623674,0,0,98,0.0069795598604088,14,0.0009970799800584,25,0.00178049996439,1008,0.0717897585642048,457,0.0325475393490492,0,0,0,0,0,0,0,0,0,0,19,0.0013531799729364,35,0.002492699950146,103,0.0073356598532868,0,0,77,0.0054839398903212,154,0.0109678797806424,2163.497,0.154084253258315,201.497,0.0143506160529877,0,0,457,0.0325475393490492,0,0,0,0,103,0.0073356598532868
"STOCKHOLM HÄSSELBY STRAND",202231,12391,2413.071,0.194743846340086,55.071,0.0044444354773626,163,0.0131547090630296,37,0.00298603825357114,1719,0.138729723186184,0,0,0,0,11,0.000887741102413042,70,0.00564926156081027,116,0.00936163344362844,3,0.000242111209749011,239,0.0192881930433379,2362.071,0.190627955774352,1727,0.139375353078848,51,0.00411589056573319,4.071,0.000328544911629408,0,0,112,0.00903881849729643,17,0.00137196352191106,20,0.00161407473166008,1394,0.112501008796707,325,0.0262287143894762,0,0,0,0,0,0,0,0,0,0,45,0.00363166814623517,36,0.00290533451698814,116,0.00936163344362844,3,0.000242111209749011,83,0.00669841013638931,156,0.0125897829069486,2362.071,0.190627955774352,191.071,0.0154201436526511,0,0,325,0.0262287143894762,0,0,0,0,119,0.00960374465337745
"STOCKHOLM HÄSSELBY STRAND",202230,12251,1270.668,0.103719533099339,55.668,0.00454395559546159,134,0.0109378826218268,53,0.00432617745490164,451,0.0368133213615215,0,0,174,0.0142029222104318,1,8.16259897151253e-05,78,0.00636682719777977,92,0.00750959105379153,4,0.000326503958860501,228,0.0186107256550486,1237.668,0.10102587543874,419,0.0342012896906375,33,0.00269365766059913,22.668,0.00185029793486246,0,0,101,0.00824422496122765,20,0.00163251979430251,33,0.00269365766059913,117,0.00955024079666966,334,0.0272630805648518,0,0,174,0.0142029222104318,0,0,0,0,0,0,28,0.00228552771202351,51,0.00416292547547139,92,0.00750959105379153,4,0.000326503958860501,70,0.00571381928005877,158,0.0128969063749898,1237.668,0.10102587543874,214.668,0.0175224879601665,0,0,334,0.0272630805648518,0,0,174,0.0142029222104318,96,0.00783609501265203
"STOCKHOLM HÄSSELBY STRAND",202229,12522,1179,0.0941542884523239,38,0.00303465900015972,156,0.0124580737901294,27,0.00215620507906085,516,0.0412074748442741,0,0,0,0,57,0.00455198850023958,52,0.00415269126337646,106,0.00846510142149816,1,7.98594473726242e-05,226,0.0180482351062131,1141,0.0911196294521642,414,0.0330618112122664,38,0.00303465900015972,0,0,0,0,118,0.00942341478996965,9,0.000718735026353618,18,0.00143747005270724,115,0.00918383644785178,401,0.0320236383964223,0,0,0,0,0,0,0,0,0,0,86,0.00686791247404568,23,0.00183676728957036,106,0.00846510142149816,1,7.98594473726242e-05,82,0.00654847468455518,144,0.0114997604216579,1141,0.0911196294521642,219,0.0174892189746047,0,0,401,0.0320236383964223,0,0,0,0,107,0.00854496086887079
"STOCKHOLM HÄSSELBY STRAND",202228,12568,1196.112,0.0951712285168682,65.112,0.00518077657542966,138,0.0109802673456397,29,0.00230744748567791,523,0.041613621896881,0,0,0,0,0,0,49,0.00389879057924889,122,0.00970719287078294,6,0.000477402928071292,264,0.0210057288351369,1132.112,0.0900789306174411,420,0.0334182049649904,64,0.00509229789942712,1.112,8.84786760025462e-05,0,0,74,0.0058879694462126,8,0.00063653723742839,21,0.00167091024824952,123,0.00978676002546149,400,0.0318268618714195,0,0,0,0,0,0,0,0,0,0,30,0.00238701464035646,19,0.00151177593889243,122,0.00970719287078294,6,0.000477402928071292,102,0.00811584977721197,162,0.0128898790579249,1132.112,0.0900789306174411,184.112,0.014649267982177,0,0,400,0.0318268618714195,0,0,0,0,128,0.0101845957988542
"STOCKHOLM HÄSSELBY STRAND",202227,12536,2866.214,0.228638640714742,47.214,0.00376627313337588,136,0.0108487555839183,103,0.00821633694958519,2161,0.172383535417996,0,0,0,0,0,0,40,0.00319081046585833,126,0.0100510529674537,4,0.000319081046585833,249,0.0198627951499681,2824.214,0.22528828972559,2182,0.174058710912572,42,0.00335035098915124,5.214,0.000415922144224633,0,0,94,0.00749840459476707,11,0.00087747287811104,92,0.00733886407147415,1888,0.150606253988513,273,0.0217772814294831,0,0,0,0,0,0,0,0,0,0,16,0.00127632418634333,24,0.001914486279515,126,0.0100510529674537,4,0.000319081046585833,107,0.00853541799617103,142,0.0113273771537971,2824.214,0.22528828972559,239.214,0.0190821633694959,0,0,273,0.0217772814294831,0,0,0,0,130,0.0103701340140396
"STOCKHOLM HÄSSELBY STRAND",202226,13913,1056.984,0.0759709624092575,47.984,0.00344886077768993,143,0.010278157119241,45,0.00323438510745346,433,0.0311219722561633,0,0,0,0,0,0,62,0.00445626392582477,111,0.00797814993171854,6,0.000431251347660461,209,0.0150219219435061,1011.984,0.0727365773018041,434,0.0311938474807734,45,0.00323438510745346,2.984,0.000214475670236469,0,0,98,0.00704377201178754,22,0.00158125494142169,23,0.00165313016603177,114,0.00819377560554877,319,0.0229281966506145,0,0,0,0,0,0,0,0,0,0,26,0.001868755839862,36,0.00258750808596277,111,0.00797814993171854,6,0.000431251347660461,93,0.00668439588873715,116,0.00833752605476892,1011.984,0.0727365773018041,141.984,0.0102051318910372,0,0,319,0.0229281966506145,0,0,0,0,117,0.008409401279379
