"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_ABP_3_för_25","kampanj_convrate_ABP_3_för_25","kampanj_count_ABP_2_för_28","kampanj_convrate_ABP_2_för_28","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris"
"UPPSALA VÄSTERTORG",202223,2022-06-09,1199,135,0.112593828190158,33,0.0275229357798165,23,0.0191826522101751,7,0.00583819849874896,28,0.0233527939949958,0,0,5,0.00417014178482068,0,0,14,0.0116763969974979,11,0.00917431192660551,5,0.00417014178482068,9,0.00750625521267723,112,0.0934111759799833,35,0.0291909924937448,23,0.0191826522101751,0,0,10,0.00834028356964137,0,0,0,0,7,0.00583819849874896,23,0.0191826522101751,5,0.00417014178482068,0,0,5,0.00417014178482068,0,0,4,0.00333611342785655,10,0.00834028356964137,11,0.00917431192660551,5,0.00417014178482068,4,0.00333611342785655,5,0.00417014178482068,112,0.0934111759799833,14,0.0116763969974979,10,0.00834028356964137,48,0.0400333611342786,5,0.00417014178482068
"UPPSALA VÄSTERTORG",202223,2022-06-08,1302,146,0.112135176651306,45,0.0345622119815668,32,0.0245775729646697,5,0.00384024577572965,30,0.0230414746543779,0,0,6,0.00460829493087558,0,0,12,0.00921658986175115,2,0.00153609831029186,4,0.00307219662058372,10,0.00768049155145929,114,0.0875576036866359,43,0.033026113671275,32,0.0245775729646697,4,0.00307219662058372,9,0.00691244239631336,0,0,0,0,5,0.00384024577572965,15,0.0115207373271889,15,0.0115207373271889,0,0,6,0.00460829493087558,0,0,7,0.00537634408602151,5,0.00384024577572965,2,0.00153609831029186,4,0.00307219662058372,4,0.00307219662058372,6,0.00460829493087558,114,0.0875576036866359,16,0.0122887864823349,9,0.00691244239631336,40,0.0307219662058372,6,0.00460829493087558
"UPPSALA VÄSTERTORG",202223,2022-06-07,1330,158,0.118796992481203,45,0.0338345864661654,37,0.0278195488721805,9,0.00676691729323308,43,0.0323308270676692,0,0,4,0.00300751879699248,0,0,6,0.00451127819548872,8,0.00601503759398496,2,0.00150375939849624,4,0.00300751879699248,121,0.0909774436090226,48,0.0360902255639098,37,0.0278195488721805,1,0.00075187969924812,7,0.00526315789473684,0,0,0,0,9,0.00676691729323308,36,0.0270676691729323,7,0.00526315789473684,0,0,4,0.00300751879699248,0,0,2,0.00150375939849624,4,0.00300751879699248,8,0.00601503759398496,2,0.00150375939849624,2,0.00150375939849624,2,0.00150375939849624,121,0.0909774436090226,7,0.00526315789473684,7,0.00526315789473684,55,0.0413533834586466,4,0.00300751879699248
"UPPSALA VÄSTERTORG",202223,2022-06-06,1190,232,0.194957983193277,76,0.0638655462184874,67,0.0563025210084034,6,0.00504201680672269,34,0.0285714285714286,0,0,6,0.00504201680672269,0,0,8,0.00672268907563025,20,0.0168067226890756,4,0.00336134453781513,11,0.0092436974789916,165,0.138655462184874,77,0.0647058823529412,67,0.0563025210084034,1,0.000840336134453782,8,0.00672268907563025,0,0,0,0,6,0.00504201680672269,28,0.0235294117647059,6,0.00504201680672269,0,0,6,0.00504201680672269,0,0,4,0.00336134453781513,4,0.00336134453781513,20,0.0168067226890756,4,0.00336134453781513,7,0.00588235294117647,4,0.00336134453781513,165,0.138655462184874,9,0.00756302521008403,8,0.00672268907563025,65,0.0546218487394958,6,0.00504201680672269
"UPPSALA VÄSTERTORG",202222,2022-06-05,1109,203,0.183047790802525,69,0.0622182146077547,47,0.042380522993688,2,0.0018034265103697,45,0.0405770964833183,0,0,6,0.00541027953110911,0,0,11,0.00991884580703336,9,0.00811541929666366,5,0.00450856627592426,9,0.00811541929666366,156,0.140667267808837,56,0.0504959422903517,47,0.042380522993688,0,0,22,0.0198376916140667,0,0,0,0,2,0.0018034265103697,13,0.0117222723174031,32,0.0288548241659152,0,0,6,0.00541027953110911,0,0,8,0.00721370604147881,3,0.00270513976555455,9,0.00811541929666366,5,0.00450856627592426,2,0.0018034265103697,7,0.00631199278629396,156,0.140667267808837,11,0.00991884580703336,22,0.0198376916140667,61,0.0550045085662759,6,0.00541027953110911
"UPPSALA VÄSTERTORG",202222,2022-06-04,1193,244,0.20452640402347,76,0.0637049455155071,61,0.0511316010058676,8,0.00670578373847443,56,0.046940486169321,0,0,6,0.00502933780385583,0,0,13,0.010896898575021,2,0.00167644593461861,0,0,22,0.0184409052808047,183,0.153394803017603,81,0.0678960603520536,61,0.0511316010058676,2,0.00167644593461861,13,0.010896898575021,0,0,0,0,8,0.00670578373847443,15,0.0125733445096396,41,0.0343671416596815,0,0,6,0.00502933780385583,0,0,2,0.00167644593461861,11,0.00922045264040235,2,0.00167644593461861,0,0,10,0.00838222967309304,12,0.0100586756077117,183,0.153394803017603,15,0.0125733445096396,13,0.010896898575021,68,0.0569991617770327,6,0.00502933780385583
"UPPSALA VÄSTERTORG",202222,2022-06-03,1287,266,0.206682206682207,68,0.0528360528360528,55,0.0427350427350427,9,0.00699300699300699,85,0.066045066045066,0,0,5,0.00388500388500389,0,0,12,0.00932400932400932,4,0.00310800310800311,3,0.00233100233100233,25,0.0194250194250194,211,0.163947163947164,83,0.0644910644910645,55,0.0427350427350427,1,0.000777000777000777,12,0.00932400932400932,0,0,0,0,9,0.00699300699300699,24,0.0186480186480186,61,0.0473970473970474,0,0,5,0.00388500388500389,0,0,5,0.00388500388500389,7,0.00543900543900544,4,0.00310800310800311,3,0.00233100233100233,6,0.00466200466200466,19,0.0147630147630148,211,0.163947163947164,13,0.0101010101010101,12,0.00932400932400932,98,0.0761460761460761,5,0.00388500388500389
"UPPSALA VÄSTERTORG",202222,2022-06-02,1227,223,0.181744091279544,73,0.0594947025264874,59,0.0480847595762021,11,0.00896495517522412,45,0.0366748166259169,0,0,5,0.00407497962510187,0,0,15,0.0122249388753056,2,0.00162999185004075,2,0.00162999185004075,11,0.00896495517522412,164,0.133659331703341,79,0.0643846780766096,59,0.0480847595762021,2,0.00162999185004075,12,0.0097799511002445,0,0,0,0,11,0.00896495517522412,36,0.0293398533007335,9,0.00733496332518337,0,0,5,0.00407497962510187,0,0,3,0.00244498777506112,12,0.0097799511002445,2,0.00162999185004075,2,0.00162999185004075,2,0.00162999185004075,9,0.00733496332518337,164,0.133659331703341,17,0.0138549307253464,12,0.0097799511002445,51,0.0415647921760391,5,0.00407497962510187
"UPPSALA VÄSTERTORG",202222,2022-06-01,1244,198,0.159163987138264,75,0.0602893890675241,59,0.047427652733119,7,0.00562700964630225,30,0.0241157556270096,0,0,5,0.00401929260450161,0,0,8,0.00643086816720257,8,0.00643086816720257,4,0.00321543408360129,2,0.00160771704180064,139,0.111736334405145,66,0.0530546623794212,59,0.047427652733119,2,0.00160771704180064,14,0.0112540192926045,0,0,0,0,7,0.00562700964630225,21,0.0168810289389068,9,0.00723472668810289,0,0,5,0.00401929260450161,0,0,1,0.000803858520900322,7,0.00562700964630225,8,0.00643086816720257,4,0.00321543408360129,2,0.00160771704180064,0,0,139,0.111736334405145,10,0.00803858520900321,14,0.0112540192926045,44,0.0353697749196141,5,0.00401929260450161
"UPPSALA VÄSTERTORG",202222,2022-05-31,1294,240,0.185471406491499,79,0.0610510046367852,60,0.0463678516228748,4,0.00309119010819165,43,0.0332302936630603,0,0,8,0.00618238021638331,0,0,16,0.0123647604327666,7,0.00540958268933539,11,0.00850077279752705,12,0.00927357032457496,180,0.139103554868624,69,0.053323029366306,60,0.0463678516228748,5,0.00386398763523957,14,0.0108191653786708,0,0,0,0,4,0.00309119010819165,28,0.0216383307573416,15,0.0115919629057187,0,0,8,0.00618238021638331,0,0,8,0.00618238021638331,8,0.00618238021638331,7,0.00540958268933539,11,0.00850077279752705,7,0.00540958268933539,5,0.00386398763523957,180,0.139103554868624,21,0.0162287480680062,14,0.0108191653786708,68,0.0525502318392581,8,0.00618238021638331
"UPPSALA VÄSTERTORG",202222,2022-05-30,1323,226,0.170823885109599,74,0.0559334845049131,54,0.0408163265306122,7,0.00529100529100529,41,0.0309901738473167,0,0,7,0.00529100529100529,0,0,14,0.0105820105820106,10,0.00755857898715042,4,0.00302343159486017,15,0.0113378684807256,172,0.130007558578987,71,0.053665910808768,54,0.0408163265306122,0,0,20,0.0151171579743008,0,0,0,0,7,0.00529100529100529,34,0.0256991685563114,7,0.00529100529100529,0,0,7,0.00529100529100529,0,0,3,0.00226757369614512,11,0.00831443688586546,10,0.00755857898715042,4,0.00302343159486017,5,0.00377928949357521,10,0.00755857898715042,172,0.130007558578987,14,0.0105820105820106,20,0.0151171579743008,60,0.0453514739229025,7,0.00529100529100529
"UPPSALA VÄSTERTORG",202221,2022-05-29,1144,90,0.0786713286713287,13,0.0113636363636364,3,0.00262237762237762,6,0.00524475524475524,19,0.0166083916083916,0,0,7,0.00611888111888112,0,0,9,0.00786713286713287,20,0.0174825174825175,6,0.00524475524475524,7,0.00611888111888112,87,0.0760489510489511,14,0.0122377622377622,3,0.00262237762237762,0,0,10,0.00874125874125874,0,0,0,0,6,0.00524475524475524,11,0.00961538461538462,8,0.00699300699300699,0,0,7,0.00611888111888112,0,0,1,0.000874125874125874,8,0.00699300699300699,20,0.0174825174825175,6,0.00524475524475524,2,0.00174825174825175,5,0.00437062937062937,87,0.0760489510489511,9,0.00786713286713287,10,0.00874125874125874,47,0.0410839160839161,7,0.00611888111888112
"UPPSALA VÄSTERTORG",202221,2022-05-28,952,111,0.116596638655462,12,0.0126050420168067,7,0.00735294117647059,3,0.00315126050420168,32,0.0336134453781513,0,0,7,0.00735294117647059,0,0,10,0.0105042016806723,5,0.00525210084033613,6,0.00630252100840336,29,0.0304621848739496,104,0.109243697478992,25,0.0262605042016807,7,0.00735294117647059,1,0.00105042016806723,4,0.00420168067226891,0,0,0,0,3,0.00315126050420168,22,0.023109243697479,10,0.0105042016806723,0,0,7,0.00735294117647059,0,0,5,0.00525210084033613,5,0.00525210084033613,5,0.00525210084033613,6,0.00630252100840336,14,0.0147058823529412,15,0.0157563025210084,104,0.109243697478992,11,0.0115546218487395,4,0.00420168067226891,57,0.0598739495798319,7,0.00735294117647059
"UPPSALA VÄSTERTORG",202221,2022-05-27,1145,91,0.0794759825327511,10,0.00873362445414847,4,0.00349344978165939,6,0.00524017467248908,16,0.0139737991266376,0,0,7,0.00611353711790393,0,0,19,0.0165938864628821,5,0.00436681222707424,5,0.00436681222707424,19,0.0165938864628821,87,0.0759825327510917,17,0.0148471615720524,4,0.00349344978165939,0,0,6,0.00524017467248908,0,0,0,0,6,0.00524017467248908,5,0.00436681222707424,11,0.00960698689956332,0,0,7,0.00611353711790393,0,0,3,0.00262008733624454,16,0.0139737991266376,5,0.00436681222707424,5,0.00436681222707424,12,0.0104803493449782,7,0.00611353711790393,87,0.0759825327510917,19,0.0165938864628821,6,0.00524017467248908,38,0.0331877729257642,7,0.00611353711790393
"UPPSALA VÄSTERTORG",202221,2022-05-26,1114,133,0.119389587073609,22,0.0197486535008977,11,0.00987432675044883,8,0.00718132854578097,37,0.033213644524237,0,0,6,0.00538599640933573,0,0,27,0.0242369838420108,1,0.000897666068222621,4,0.00359066427289048,17,0.0152603231597846,122,0.10951526032316,28,0.0251346499102334,11,0.00987432675044883,4,0.00359066427289048,7,0.00628366247755835,0,0,0,0,8,0.00718132854578097,24,0.0215439856373429,13,0.0116696588868941,0,0,6,0.00538599640933573,0,0,2,0.00179533213644524,25,0.0224416517055655,1,0.000897666068222621,4,0.00359066427289048,8,0.00718132854578097,9,0.00807899461400359,122,0.10951526032316,31,0.0278276481149013,7,0.00628366247755835,50,0.0448833034111311,6,0.00538599640933573
"UPPSALA VÄSTERTORG",202221,2022-05-25,1300,117,0.09,19,0.0146153846153846,3,0.00230769230769231,7,0.00538461538461538,40,0.0307692307692308,0,0,6,0.00461538461538462,0,0,16,0.0123076923076923,7,0.00538461538461538,4,0.00307692307692308,15,0.0115384615384615,114,0.0876923076923077,18,0.0138461538461538,3,0.00230769230769231,0,0,16,0.0123076923076923,0,0,0,0,7,0.00538461538461538,29,0.0223076923076923,11,0.00846153846153846,0,0,6,0.00461538461538462,0,0,1,0.000769230769230769,15,0.0115384615384615,7,0.00538461538461538,4,0.00307692307692308,7,0.00538461538461538,8,0.00615384615384615,114,0.0876923076923077,16,0.0123076923076923,16,0.0123076923076923,58,0.0446153846153846,6,0.00461538461538462
"UPPSALA VÄSTERTORG",202221,2022-05-24,1376,121,0.0879360465116279,16,0.0116279069767442,3,0.00218023255813953,8,0.00581395348837209,55,0.0399709302325581,0,0,7,0.00508720930232558,0,0,14,0.0101744186046512,5,0.00363372093023256,5,0.00363372093023256,8,0.00581395348837209,118,0.0857558139534884,15,0.0109011627906977,3,0.00218023255813953,0,0,13,0.00944767441860465,0,0,0,0,8,0.00581395348837209,38,0.0276162790697674,17,0.0123546511627907,0,0,7,0.00508720930232558,0,0,0,0,14,0.0101744186046512,5,0.00363372093023256,5,0.00363372093023256,4,0.00290697674418605,4,0.00290697674418605,118,0.0857558139534884,14,0.0101744186046512,13,0.00944767441860465,69,0.0501453488372093,7,0.00508720930232558
"UPPSALA VÄSTERTORG",202221,2022-05-23,1306,96,0.0735068912710567,16,0.0122511485451761,5,0.00382848392036753,5,0.00382848392036753,34,0.0260336906584992,0,0,6,0.00459418070444104,0,0,9,0.00689127105666156,9,0.00689127105666156,2,0.00153139356814701,10,0.00765696784073507,91,0.0696784073506891,10,0.00765696784073507,5,0.00382848392036753,2,0.00153139356814701,9,0.00689127105666156,0,0,0,0,5,0.00382848392036753,24,0.0183767228177642,10,0.00765696784073507,0,0,6,0.00459418070444104,0,0,2,0.00153139356814701,7,0.00535987748851455,9,0.00689127105666156,2,0.00153139356814701,10,0.00765696784073507,0,0,91,0.0696784073506891,11,0.00842266462480858,9,0.00689127105666156,55,0.0421133231240429,6,0.00459418070444104
"UPPSALA VÄSTERTORG",202220,2022-05-22,1141,204,0.178790534618755,35,0.0306748466257669,73,0.0639789658194566,5,0.00438212094653812,36,0.0315512708150745,0,0,6,0.00525854513584575,0,0,13,0.0113935144609991,26,0.0227870289219982,4,0.0035056967572305,6,0.00525854513584575,184,0.161262050832603,78,0.0683610867659947,20,0.0175284837861525,2,0.00175284837861525,13,0.0113935144609991,53,0.0464504820333041,0,0,5,0.00438212094653812,26,0.0227870289219982,10,0.00876424189307625,0,0,6,0.00525854513584575,0,0,6,0.00525854513584575,7,0.00613496932515337,26,0.0227870289219982,4,0.0035056967572305,6,0.00525854513584575,0,0,184,0.161262050832603,15,0.0131463628396144,13,0.0113935144609991,72,0.063102541630149,6,0.00525854513584575
"UPPSALA VÄSTERTORG",202220,2022-05-21,1114,242,0.217235188509874,49,0.0439856373429084,87,0.078096947935368,7,0.00628366247755835,26,0.0233393177737881,0,0,5,0.00448833034111311,0,0,23,0.0206463195691203,24,0.0215439856373429,7,0.00628366247755835,14,0.0125673249551167,198,0.177737881508079,104,0.0933572710951526,44,0.0394973070017953,0,0,5,0.00448833034111311,43,0.0385996409335727,0,0,7,0.00628366247755835,23,0.0206463195691203,3,0.00269299820466786,0,0,5,0.00448833034111311,0,0,8,0.00718132854578097,15,0.0134649910233393,24,0.0215439856373429,7,0.00628366247755835,4,0.00359066427289048,10,0.00897666068222621,198,0.177737881508079,23,0.0206463195691203,5,0.00448833034111311,61,0.0547576301615799,5,0.00448833034111311
"UPPSALA VÄSTERTORG",202220,2022-05-20,1393,255,0.183058147882268,55,0.0394831299353912,99,0.0710696338837042,5,0.00358937544867193,35,0.0251256281407035,0,0,7,0.0050251256281407,0,0,14,0.0100502512562814,24,0.0172290021536253,2,0.00143575017946877,14,0.0100502512562814,213,0.152907394113424,109,0.0782483847810481,42,0.0301507537688442,0,0,13,0.00933237616654702,57,0.04091888011486,0,0,5,0.00358937544867193,24,0.0172290021536253,11,0.00789662598707825,0,0,7,0.0050251256281407,0,0,5,0.00358937544867193,9,0.00646087580760948,24,0.0172290021536253,2,0.00143575017946877,9,0.00646087580760948,5,0.00358937544867193,213,0.152907394113424,14,0.0100502512562814,13,0.00933237616654702,70,0.050251256281407,7,0.0050251256281407
"UPPSALA VÄSTERTORG",202220,2022-05-19,1383,232,0.167751265365148,49,0.0354302241503977,84,0.0607375271149675,6,0.00433839479392625,44,0.0318148951554591,0,0,5,0.00361532899493854,0,0,7,0.00506146059291396,23,0.0166305133767173,4,0.00289226319595083,10,0.00723065798987708,199,0.143890093998554,93,0.0672451193058568,33,0.0238611713665944,2,0.00144613159797542,14,0.0101229211858279,51,0.0368763557483731,0,0,6,0.00433839479392625,29,0.0209689081706435,15,0.0108459869848156,0,0,5,0.00361532899493854,0,0,2,0.00144613159797542,5,0.00361532899493854,23,0.0166305133767173,4,0.00289226319595083,7,0.00506146059291396,3,0.00216919739696312,199,0.143890093998554,9,0.00650759219088937,14,0.0101229211858279,78,0.0563991323210412,5,0.00361532899493854
"UPPSALA VÄSTERTORG",202220,2022-05-18,1284,203,0.15809968847352,47,0.0366043613707165,88,0.0685358255451713,5,0.00389408099688474,27,0.0210280373831776,0,0,5,0.00389408099688474,0,0,11,0.00856697819314642,16,0.0124610591900312,0,0,4,0.00311526479750779,162,0.126168224299065,93,0.0724299065420561,41,0.0319314641744548,0,0,6,0.00467289719626168,47,0.0366043613707165,0,0,5,0.00389408099688474,16,0.0124610591900312,11,0.00856697819314642,0,0,5,0.00389408099688474,0,0,2,0.00155763239875389,9,0.00700934579439252,16,0.0124610591900312,0,0,4,0.00311526479750779,0,0,162,0.126168224299065,11,0.00856697819314642,6,0.00467289719626168,47,0.0366043613707165,5,0.00389408099688474
"UPPSALA VÄSTERTORG",202220,2022-05-17,1218,269,0.220853858784893,55,0.0451559934318555,107,0.0878489326765189,25,0.0205254515599343,41,0.0336617405582923,0,0,6,0.00492610837438424,0,0,8,0.00656814449917898,16,0.013136288998358,2,0.00164203612479475,9,0.00738916256157635,224,0.183908045977011,138,0.113300492610837,45,0.0369458128078818,0,0,10,0.00821018062397373,62,0.0509031198686371,15,0.0123152709359606,10,0.00821018062397373,30,0.0246305418719212,11,0.0090311986863711,0,0,6,0.00492610837438424,0,0,3,0.00246305418719212,5,0.00410509031198686,16,0.013136288998358,2,0.00164203612479475,3,0.00246305418719212,6,0.00492610837438424,224,0.183908045977011,8,0.00656814449917898,10,0.00821018062397373,62,0.0509031198686371,6,0.00492610837438424
"UPPSALA VÄSTERTORG",202220,2022-05-16,1231,302,0.245329000812348,64,0.0519902518277823,115,0.0934199837530463,23,0.0186839967506093,46,0.0373679935012185,0,0,9,0.00731112916328188,0,0,8,0.00649878147847279,22,0.0178716490658002,6,0.00487408610885459,9,0.00731112916328188,256,0.207961007311129,141,0.114541023558083,46,0.0373679935012185,0,0,18,0.0146222583265638,69,0.0560519902518278,13,0.0105605199025183,10,0.00812347684809098,31,0.025182778229082,15,0.0121852152721365,0,0,9,0.00731112916328188,0,0,0,0,8,0.00649878147847279,22,0.0178716490658002,6,0.00487408610885459,6,0.00487408610885459,3,0.00243704305442729,256,0.207961007311129,8,0.00649878147847279,18,0.0146222583265638,80,0.0649878147847279,9,0.00731112916328188
"UPPSALA VÄSTERTORG",202219,2022-05-15,1121,155,0.138269402319358,31,0.0276538804638715,5,0.00446030330062444,20,0.0178412132024978,43,0.0383586083853702,0,0,10,0.00892060660124889,0,0,19,0.0169491525423729,11,0.00981266726137377,10,0.00892060660124889,6,0.00535236396074933,150,0.133809099018733,29,0.0258697591436218,5,0.00446030330062444,6,0.00535236396074933,20,0.0178412132024978,0,0,14,0.0124888492417484,6,0.00535236396074933,38,0.0338983050847458,5,0.00446030330062444,0,0,10,0.00892060660124889,0,0,1,0.000892060660124889,18,0.016057091882248,11,0.00981266726137377,10,0.00892060660124889,2,0.00178412132024978,4,0.00356824264049955,150,0.133809099018733,25,0.0223015165031222,20,0.0178412132024978,66,0.0588760035682426,10,0.00892060660124889
"UPPSALA VÄSTERTORG",202219,2022-05-14,1151,96,0.0834057341442224,11,0.00955690703735882,3,0.00260642919200695,14,0.0121633362293658,23,0.0199826238053866,0,0,8,0.00695047784535187,0,0,16,0.0139009556907037,4,0.00347523892267593,0,0,17,0.0147697654213727,93,0.0807993049522155,26,0.0225890529973936,3,0.00260642919200695,1,0.000868809730668983,7,0.00608166811468288,0,0,9,0.00781928757602085,5,0.00434404865334492,16,0.0139009556907037,7,0.00608166811468288,0,0,8,0.00695047784535187,0,0,7,0.00608166811468288,9,0.00781928757602085,4,0.00347523892267593,0,0,8,0.00695047784535187,9,0.00781928757602085,93,0.0807993049522155,17,0.0147697654213727,7,0.00608166811468288,35,0.0304083405734144,8,0.00695047784535187
"UPPSALA VÄSTERTORG",202219,2022-05-13,1346,124,0.0921248142644874,12,0.00891530460624071,1,0.000742942050520059,15,0.0111441307578009,32,0.0237741456166419,0,0,7,0.00520059435364042,0,0,17,0.012630014858841,13,0.00965824665676077,2,0.00148588410104012,25,0.0185735512630015,123,0.0913818722139673,30,0.0222882615156018,1,0.000742942050520059,0,0,11,0.00817236255572065,0,0,10,0.00742942050520059,5,0.0037147102526003,30,0.0222882615156018,2,0.00148588410104012,0,0,7,0.00520059435364042,0,0,9,0.00668647845468053,8,0.00594353640416048,13,0.00965824665676077,2,0.00148588410104012,11,0.00817236255572065,14,0.0104011887072808,123,0.0913818722139673,17,0.012630014858841,11,0.00817236255572065,58,0.0430906389301634,7,0.00520059435364042
"UPPSALA VÄSTERTORG",202219,2022-05-12,1199,106,0.0884070058381985,19,0.0158465387823186,4,0.00333611342785655,16,0.0133444537114262,19,0.0158465387823186,0,0,4,0.00333611342785655,0,0,9,0.00750625521267723,12,0.0100083402835696,3,0.00250208507089241,20,0.0166805671392827,102,0.085070892410342,28,0.0233527939949958,4,0.00333611342785655,0,0,15,0.0125104253544621,0,0,10,0.00834028356964137,6,0.00500417014178482,3,0.00250208507089241,16,0.0133444537114262,0,0,4,0.00333611342785655,0,0,2,0.00166805671392827,7,0.00583819849874896,12,0.0100083402835696,3,0.00250208507089241,12,0.0100083402835696,8,0.00667222685571309,102,0.085070892410342,9,0.00750625521267723,15,0.0125104253544621,46,0.0383653044203503,4,0.00333611342785655
"UPPSALA VÄSTERTORG",202219,2022-05-11,1209,114,0.0942928039702233,20,0.0165425971877585,3,0.00248138957816377,19,0.0157154673283706,24,0.0198511166253102,0,0,4,0.0033085194375517,0,0,17,0.0140612076095947,9,0.00744416873449132,6,0.00496277915632754,12,0.00992555831265509,111,0.0918114143920596,29,0.0239867659222498,3,0.00248138957816377,6,0.00496277915632754,11,0.00909842845326716,0,0,13,0.010752688172043,6,0.00496277915632754,11,0.00909842845326716,13,0.010752688172043,0,0,4,0.0033085194375517,0,0,5,0.00413564929693962,12,0.00992555831265509,9,0.00744416873449132,6,0.00496277915632754,5,0.00413564929693962,7,0.00578990901571547,111,0.0918114143920596,23,0.0190239867659222,11,0.00909842845326716,44,0.0363937138130687,4,0.0033085194375517
"UPPSALA VÄSTERTORG",202219,2022-05-10,1284,77,0.0599688473520249,9,0.00700934579439252,2,0.00155763239875389,19,0.014797507788162,21,0.0163551401869159,0,0,0,0,0,0,8,0.00623052959501558,12,0.00934579439252336,2,0.00155763239875389,4,0.00311526479750779,75,0.058411214953271,22,0.0171339563862928,2,0.00155763239875389,1,0.000778816199376947,6,0.00467289719626168,0,0,10,0.00778816199376947,9,0.00700934579439252,17,0.0132398753894081,4,0.00311526479750779,0,0,0,0,0,0,1,0.000778816199376947,7,0.00545171339563863,12,0.00934579439252336,2,0.00155763239875389,3,0.00233644859813084,1,0.000778816199376947,75,0.058411214953271,9,0.00700934579439252,6,0.00467289719626168,38,0.029595015576324,0,0
"UPPSALA VÄSTERTORG",202219,2022-05-09,1307,120,0.0918133129303749,18,0.0137719969395562,21,0.0160673297628156,23,0.0175975516449885,22,0.0168324407039021,0,0,0,0,0,0,5,0.00382555470543229,11,0.00841622035195103,9,0.00688599846977812,11,0.00841622035195103,113,0.0864575363427697,47,0.0359602142310635,7,0.0053557765876052,0,0,11,0.00841622035195103,14,0.0107115531752104,19,0.0145371078806427,4,0.00306044376434583,16,0.0122417750573833,6,0.00459066564651875,0,0,0,0,0,0,3,0.00229533282325937,2,0.00153022188217292,11,0.00841622035195103,9,0.00688599846977812,8,0.00612088752869166,3,0.00229533282325937,113,0.0864575363427697,5,0.00382555470543229,11,0.00841622035195103,50,0.0382555470543229,0,0
"UPPSALA VÄSTERTORG",202218,2022-05-08,1175,145,0.123404255319149,17,0.014468085106383,53,0.0451063829787234,8,0.00680851063829787,22,0.0187234042553192,0,0,5,0.00425531914893617,0,0,13,0.011063829787234,16,0.0136170212765957,4,0.00340425531914894,7,0.00595744680851064,145,0.123404255319149,64,0.054468085106383,0,0,12,0.0102127659574468,5,0.00425531914893617,53,0.0451063829787234,0,0,8,0.00680851063829787,10,0.00851063829787234,12,0.0102127659574468,0,0,5,0.00425531914893617,0,0,3,0.0025531914893617,10,0.00851063829787234,16,0.0136170212765957,4,0.00340425531914894,4,0.00340425531914894,3,0.0025531914893617,145,0.123404255319149,25,0.0212765957446809,5,0.00425531914893617,46,0.0391489361702128,5,0.00425531914893617
