"butik","vecka","datum","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_convrate_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_convrate_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_convrate_F&G","sales_zoner_count_Bröd","sales_zoner_convrate_Bröd","sales_zoner_count_Bake off","sales_zoner_convrate_Bake off","sales_zoner_count_Deli","sales_zoner_convrate_Deli","sales_zoner_count_Frys","sales_zoner_convrate_Frys","sales_zoner_count_Mejeri","sales_zoner_convrate_Mejeri","sales_zoner_count_Gavel 3","sales_zoner_convrate_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_convrate_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_convrate_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - Hero protein","sales_kampanj_convrate_Kampanj 2 - Hero protein","sales_kampanj_count_Kampanj 3 - Bomben","sales_kampanj_convrate_Kampanj 3 - Bomben","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_convrate_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_convrate_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_convrate_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_convrate_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_convrate_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_count_Kampanj 1 - bladet eller Lax","sales_kampanj_convrate_Kampanj 1 - bladet eller Lax","sales_kampanj_count_kampanjDeli","sales_kampanj_convrate_kampanjDeli","sales_kampanj_count_Kampanj 1","sales_kampanj_convrate_Kampanj 1","sales_kampanj_count_Kampanj 2","sales_kampanj_convrate_Kampanj 2","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_convrate_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_convrate_TOTAL","sales_skylttyp_count_klubbpris","sales_skylttyp_convrate_klubbpris","sales_skylttyp_count_Kampanjvara","sales_skylttyp_convrate_Kampanjvara","sales_skylttyp_count_veckans klipp","sales_skylttyp_convrate_veckans klipp","sales_skylttyp_count_kampanjvara","sales_skylttyp_convrate_kampanjvara","sales_skylttyp_count_alltid bra pris","sales_skylttyp_convrate_alltid bra pris"
"HEMKÖP UPPSALA VÄSTERTORG",202141,2021-10-11,1152,37.685,0.0327126736111111,0,0,8.685,0.0075390625,4,0.00347222222222222,8,0.00694444444444444,0,0,7,0.00607638888888889,8,0.00694444444444444,2,0.00173611111111111,37.685,0.0327126736111111,0,0,0,0,0,0,8.685,0.0075390625,2,0.00173611111111111,2,0.00173611111111111,0,0,8,0.00694444444444444,0,0,0,0,7,0.00607638888888889,8,0.00694444444444444,2,0.00173611111111111,37.685,0.0327126736111111,2,0.00173611111111111,0,0,0,0,27.685,0.0240321180555556,8,0.00694444444444444
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-10,1147,45.295,0.0394899738448126,0,0,11.295,0.00984742807323452,11,0.00959023539668701,3,0.002615518744551,0,0,1,0.000871839581517001,15,0.013077593722755,4,0.003487358326068,45.295,0.0394899738448126,0,0,0,0,0,0,11.295,0.00984742807323452,8,0.00697471665213601,3,0.002615518744551,0,0,3,0.002615518744551,0,0,0,0,9,0.00784655623365301,7,0.00610287707061901,4,0.003487358326068,45.295,0.0394899738448126,12,0.010462074978204,0,0,0,0,30.295,0.0264123801220575,3,0.002615518744551
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-09,1094,35.26,0.0322303473491773,0,0,9.26,0.00846435100548446,8,0.00731261425959781,6,0.00548446069469835,0,0,2,0.00182815356489945,8,0.00731261425959781,2,0.00182815356489945,35.26,0.0322303473491773,0,0,0,0,0,0,9.26,0.00846435100548446,5,0.00457038391224863,3,0.00274223034734918,0,0,6,0.00548446069469835,0,0,0,0,5,0.00457038391224863,5,0.00457038391224863,2,0.00182815356489945,35.26,0.0322303473491773,5,0.00457038391224863,0,0,0,0,24.26,0.0221755027422303,6,0.00548446069469835
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-08,1355,34.68,0.0255940959409594,0,0,8.68,0.00640590405904059,6,0.0044280442804428,11,0.00811808118081181,0,0,0,0,7,0.00516605166051661,2,0.0014760147601476,34.68,0.0255940959409594,0,0,0,0,0,0,8.68,0.00640590405904059,3,0.0022140221402214,3,0.0022140221402214,0,0,11,0.00811808118081181,0,0,0,0,1,0.000738007380073801,6,0.0044280442804428,2,0.0014760147601476,34.68,0.0255940959409594,3,0.0022140221402214,0,0,0,0,20.68,0.0152619926199262,11,0.00811808118081181
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-07,1202,35.56,0.0295840266222962,0,0,6.56,0.00545757071547421,6,0.00499168053244592,1,0.000831946755407654,0,0,1,0.000831946755407654,18,0.0149750415973378,3,0.00249584026622296,35.56,0.0295840266222962,0,0,0,0,0,0,6.56,0.00545757071547421,4,0.00332778702163062,2,0.00166389351081531,0,0,1,0.000831946755407654,0,0,0,0,9,0.00748752079866889,10,0.00831946755407654,3,0.00249584026622296,35.56,0.0295840266222962,11,0.00915141430948419,0,0,0,0,23.56,0.0196006655574043,1,0.000831946755407654
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-06,1215,31.095,0.0255925925925926,0,0,6.095,0.00501646090534979,7,0.00576131687242798,3,0.00246913580246914,0,0,1,0.000823045267489712,13,0.0106995884773663,1,0.000823045267489712,31.095,0.0255925925925926,0,0,0,0,0,0,6.095,0.00501646090534979,5,0.00411522633744856,2,0.00164609053497942,0,0,3,0.00246913580246914,0,0,0,0,5,0.00411522633744856,9,0.00740740740740741,1,0.000823045267489712,31.095,0.0255925925925926,5,0.00411522633744856,0,0,0,0,23.095,0.0190082304526749,3,0.00246913580246914
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-05,1206,38.825,0.0321932006633499,0,0,6.825,0.0056592039800995,6,0.00497512437810945,7,0.00580431177446103,9,0.00746268656716418,2,0.00165837479270315,6,0.00497512437810945,2,0.00165837479270315,38.825,0.0321932006633499,0,0,0,0,0,0,6.825,0.0056592039800995,5,0.00414593698175788,1,0.000829187396351575,0,0,7,0.00580431177446103,0,0,9,0.00746268656716418,2,0.00165837479270315,6,0.00497512437810945,2,0.00165837479270315,38.825,0.0321932006633499,2,0.00165837479270315,0,0,0,0,29.825,0.0247305140961857,7,0.00580431177446103
"HEMKÖP UPPSALA VÄSTERTORG",202140,2021-10-04,1352,55.085,0.0407433431952663,0,0,5.085,0.00376109467455621,6,0.00443786982248521,12,0.00887573964497041,9,0.00665680473372781,0,0,19,0.0140532544378698,4,0.0029585798816568,55.085,0.0407433431952663,0,0,0,0,0,0,5.085,0.00376109467455621,3,0.0022189349112426,3,0.0022189349112426,0,0,12,0.00887573964497041,0,0,9,0.00665680473372781,6,0.00443786982248521,13,0.00961538461538462,4,0.0029585798816568,55.085,0.0407433431952663,10,0.00739644970414201,0,0,0,0,33.085,0.0244711538461538,12,0.00887573964497041
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-10-03,1050,51.325,0.0488809523809524,0,0,5.325,0.00507142857142857,7,0.00666666666666667,15,0.0142857142857143,0,0,0,0,21,0.02,3,0.00285714285714286,51.325,0.0488809523809524,0,0,0,0,0,0,5.325,0.00507142857142857,2,0.0019047619047619,5,0.00476190476190476,0,0,15,0.0142857142857143,0,0,0,0,8,0.00761904761904762,13,0.0123809523809524,3,0.00285714285714286,51.325,0.0488809523809524,11,0.0104761904761905,0,0,0,0,25.325,0.0241190476190476,15,0.0142857142857143
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-10-02,1075,47.315,0.0440139534883721,0,0,6.315,0.00587441860465116,7,0.00651162790697674,18,0.0167441860465116,3,0.0027906976744186,0,0,11,0.0102325581395349,2,0.00186046511627907,47.315,0.0440139534883721,0,0,0,0,0,0,6.315,0.00587441860465116,4,0.00372093023255814,3,0.0027906976744186,0,0,18,0.0167441860465116,0,0,3,0.0027906976744186,4,0.00372093023255814,7,0.00651162790697674,2,0.00186046511627907,47.315,0.0440139534883721,6,0.00558139534883721,0,0,0,0,23.315,0.0216883720930233,18,0.0167441860465116
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-10-01,1340,61.2,0.0456716417910448,0,0,13.2,0.00985074626865672,8,0.00597014925373134,15,0.0111940298507463,5,0.00373134328358209,1,0.000746268656716418,13,0.00970149253731343,6,0.00447761194029851,61.2,0.0456716417910448,0,0,0,0,0,0,13.2,0.00985074626865672,7,0.00522388059701493,1,0.000746268656716418,0,0,15,0.0111940298507463,0,0,5,0.00373134328358209,8,0.00597014925373134,6,0.00447761194029851,6,0.00447761194029851,61.2,0.0456716417910448,13,0.00970149253731343,0,0,0,0,33.2,0.0247761194029851,15,0.0111940298507463
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-09-30,1213,56.92,0.0469249793899423,0,0,5.92,0.00488046166529266,9,0.00741962077493817,13,0.010717230008244,8,0.00659521846661171,0,0,16,0.0131904369332234,5,0.00412201154163232,56.92,0.0469249793899423,0,0,0,0,0,0,5.92,0.00488046166529266,6,0.00494641384995878,3,0.00247320692497939,0,0,13,0.010717230008244,0,0,8,0.00659521846661171,3,0.00247320692497939,13,0.010717230008244,5,0.00412201154163232,56.92,0.0469249793899423,8,0.00659521846661171,0,0,0,0,35.92,0.0296125309150866,13,0.010717230008244
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-09-29,1233,43.44,0.0352311435523114,0,0,5.44,0.00441200324412003,5,0.0040551500405515,9,0.0072992700729927,7,0.0056772100567721,1,0.0008110300081103,13,0.0105433901054339,3,0.0024330900243309,43.44,0.0352311435523114,0,0,0,0,0,0,5.44,0.00441200324412003,4,0.0032441200324412,1,0.0008110300081103,0,0,9,0.0072992700729927,0,0,7,0.0056772100567721,4,0.0032441200324412,10,0.008110300081103,3,0.0024330900243309,43.44,0.0352311435523114,6,0.0048661800486618,0,0,0,0,28.44,0.0230656934306569,9,0.0072992700729927
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-09-28,1265,52.44,0.0414545454545455,0,0,7.44,0.00588142292490119,10,0.00790513833992095,12,0.00948616600790514,7,0.00553359683794466,0,0,14,0.0110671936758893,2,0.00158102766798419,52.44,0.0414545454545455,0,0,0,0,0,0,7.44,0.00588142292490119,5,0.00395256916996047,5,0.00395256916996047,0,0,12,0.00948616600790514,0,0,7,0.00553359683794466,7,0.00553359683794466,7,0.00553359683794466,2,0.00158102766798419,52.44,0.0414545454545455,9,0.00711462450592885,0,0,0,0,31.44,0.0248537549407115,12,0.00948616600790514
"HEMKÖP UPPSALA VÄSTERTORG",202139,2021-09-27,1281,46.385,0.0362099921935988,0,0,9.385,0.00732630757220921,5,0.0039032006245121,11,0.00858704137392662,9,0.00702576112412178,1,0.00078064012490242,9,0.00702576112412178,2,0.00156128024980484,46.385,0.0362099921935988,0,0,0,0,0,0,9.385,0.00732630757220921,5,0.0039032006245121,0,0,0,0,11,0.00858704137392662,0,0,9,0.00702576112412178,4,0.00312256049960968,6,0.00468384074941452,2,0.00156128024980484,46.385,0.0362099921935988,5,0.0039032006245121,0,0,0,0,30.385,0.02371975019516,11,0.00858704137392662
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-18,778,176.425,0.22676735218509,8,0.0102827763496144,20.425,0.0262532133676093,16,0.0205655526992288,83,0.106683804627249,11,0.0141388174807198,3,0.0038560411311054,27,0.0347043701799486,8,0.0102827763496144,168.425,0.216484575835476,8,0.0102827763496144,0,0,0,0,12.425,0.0159704370179949,14,0.0179948586118252,2,0.0025706940874036,69,0.0886889460154242,12,0.0154241645244216,2,0.0025706940874036,11,0.0141388174807198,3,0.0038560411311054,27,0.0347043701799486,8,0.0102827763496144,168.425,0.216484575835476,85,0.109254498714653,0,0,0,0,71.425,0.091805912596401,12,0.0154241645244216
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-17,872,233.24,0.267477064220183,32,0.036697247706422,33.24,0.0381192660550459,10,0.0114678899082569,80,0.0917431192660551,28,0.0321100917431193,3,0.00344036697247706,40,0.0458715596330275,7,0.00802752293577982,217.24,0.249128440366972,16,0.018348623853211,0,0,16,0.018348623853211,17.24,0.0197706422018349,9,0.0103211009174312,1,0.00114678899082569,71,0.0814220183486239,8,0.00917431192660551,1,0.00114678899082569,28,0.0321100917431193,28,0.0321100917431193,15,0.0172018348623853,7,0.00802752293577982,217.24,0.249128440366972,119,0.136467889908257,0,0,16,0.018348623853211,74.24,0.0851376146788991,8,0.00917431192660551
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-16,863,445.095,0.515753186558517,135,0.156431054461182,42.095,0.0487775202780997,18,0.0208574739281576,130,0.15063731170336,22,0.0254924681344148,2,0.00231749710312862,80,0.0926998841251448,16,0.018539976825029,431.095,0.499530706836616,14,0.0162224797219003,0,0,121,0.140208574739282,28.095,0.0325550405561993,15,0.0173812282734647,3,0.00347624565469293,96,0.111239860950174,34,0.0393974507531866,0,0,22,0.0254924681344148,56,0.0648899188876014,26,0.0301274623406721,16,0.018539976825029,431.095,0.499530706836616,180,0.208574739281576,0,0,121,0.140208574739282,96.095,0.111349942062572,34,0.0393974507531866
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-15,719,389.31,0.541460361613352,114,0.15855354659249,25.31,0.035201668984701,28,0.0389429763560501,98,0.136300417246175,19,0.0264255910987483,0,0,93,0.129346314325452,12,0.0166898470097357,385.31,0.535897079276773,4,0.00556328233657858,0,0,110,0.152990264255911,21.31,0.0296383866481224,26,0.0361613351877608,2,0.00278164116828929,84,0.11682892906815,14,0.019471488178025,0,0,19,0.0264255910987483,67,0.0931849791376912,26,0.0361613351877608,12,0.0166898470097357,385.31,0.535897079276773,167,0.232267037552156,0,0,110,0.152990264255911,94.31,0.131168289290682,14,0.019471488178025
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-14,760,355.411,0.467646052631579,61.146,0.0804552631578947,20.265,0.0266644736842105,23,0.0302631578947368,103,0.135526315789474,20,0.0263157894736842,4,0.00526315789473684,108,0.142105263157895,16,0.0210526315789474,352.411,0.463698684210526,3,0.00394736842105263,4.146,0.00545526315789474,54,0.0710526315789474,17.265,0.0227171052631579,20,0.0263157894736842,3,0.00394736842105263,90,0.118421052631579,12,0.0157894736842105,1,0.00131578947368421,20,0.0263157894736842,82,0.107894736842105,30,0.0394736842105263,16,0.0210526315789474,352.411,0.463698684210526,187,0.246052631578947,4.146,0.00545526315789474,54,0.0710526315789474,95.265,0.125348684210526,12,0.0157894736842105
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-13,702,503.963,0.717896011396011,162.478,0.231450142450142,28.485,0.0405769230769231,25,0.0356125356125356,126,0.179487179487179,17,0.0242165242165242,8,0.0113960113960114,131,0.186609686609687,6,0.00854700854700855,490.963,0.699377492877493,13,0.0185185185185185,4.478,0.00637891737891738,145,0.206552706552707,15.485,0.0220584045584046,19,0.0270655270655271,6,0.00854700854700855,108,0.153846153846154,17,0.0242165242165242,1,0.00142450142450142,17,0.0242165242165242,88,0.125356125356125,51,0.0726495726495727,6,0.00854700854700855,490.963,0.699377492877493,207,0.294871794871795,4.478,0.00637891737891738,145,0.206552706552707,117.485,0.16735754985755,17,0.0242165242165242
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202237,2022-09-12,732,417.527,0.570392076502732,158.157,0.216061475409836,21.37,0.0291939890710382,17,0.023224043715847,119,0.162568306010929,21,0.0286885245901639,1,0.00136612021857923,75,0.102459016393443,5,0.00683060109289617,408.527,0.558096994535519,9,0.0122950819672131,4.157,0.00567896174863388,145,0.198087431693989,12.37,0.0168989071038251,17,0.023224043715847,0,0,107,0.146174863387978,10,0.0136612021857923,2,0.00273224043715847,21,0.0286885245901639,65,0.0887978142076503,11,0.0150273224043716,5,0.00683060109289617,408.527,0.558096994535519,185,0.252732240437158,4.157,0.00567896174863388,145,0.198087431693989,64.37,0.0879371584699454,10,0.0136612021857923
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-21,862,48.635,0.0564211136890951,1,0.00116009280742459,10.635,0.0123375870069606,8,0.00928074245939675,22,0.0255220417633411,0,0,0,0,7,0.00812064965197216,0,0,48.635,0.0564211136890951,0,0,0,0,1,0.00116009280742459,10.635,0.0123375870069606,5,0.00580046403712297,3,0.00348027842227378,0,0,22,0.0255220417633411,0,0,0,0,4,0.00464037122969838,3,0.00348027842227378,0,0,48.635,0.0564211136890951,4,0.00464037122969838,0,0,1,0.00116009280742459,21.635,0.0250986078886311,22,0.0255220417633411
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-20,902,48.145,0.0533758314855876,3,0.00332594235033259,5.145,0.0057039911308204,5,0.00554323725055432,31,0.0343680709534368,1,0.00110864745011086,0,0,2,0.00221729490022173,1,0.00110864745011086,48.145,0.0533758314855876,0,0,0,0,3,0.00332594235033259,5.145,0.0057039911308204,4,0.00443458980044346,1,0.00110864745011086,0,0,31,0.0343680709534368,0,0,1,0.00110864745011086,0,0,2,0.00221729490022173,1,0.00110864745011086,48.145,0.0533758314855876,1,0.00110864745011086,0,0,3,0.00332594235033259,13.145,0.0145731707317073,31,0.0343680709534368
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-19,939,50.515,0.0537965921192758,2,0.00212992545260916,13.515,0.0143929712460064,7,0.00745473908413206,23,0.0244941427050053,1,0.00106496272630458,0,0,2,0.00212992545260916,2,0.00212992545260916,50.515,0.0537965921192758,0,0,0,0,2,0.00212992545260916,13.515,0.0143929712460064,7,0.00745473908413206,0,0,0,0,23,0.0244941427050053,0,0,1,0.00106496272630458,1,0.00106496272630458,1,0.00106496272630458,2,0.00212992545260916,50.515,0.0537965921192758,3,0.00319488817891374,0,0,2,0.00212992545260916,22.515,0.0239776357827476,23,0.0244941427050053
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-18,756,40.31,0.0533201058201058,2,0.00264550264550265,8.31,0.0109920634920635,7,0.00925925925925926,11,0.0145502645502645,9,0.0119047619047619,0,0,3,0.00396825396825397,0,0,40.31,0.0533201058201058,0,0,0,0,2,0.00264550264550265,8.31,0.0109920634920635,6,0.00793650793650794,1,0.00132275132275132,0,0,11,0.0145502645502645,0,0,9,0.0119047619047619,2,0.00264550264550265,1,0.00132275132275132,0,0,40.31,0.0533201058201058,2,0.00264550264550265,0,0,2,0.00264550264550265,25.31,0.033478835978836,11,0.0145502645502645
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-17,835,36.85,0.0441317365269461,2,0.00239520958083832,6.85,0.00820359281437126,8,0.00958083832335329,13,0.0155688622754491,3,0.00359281437125748,0,0,4,0.00479041916167665,0,0,36.85,0.0441317365269461,0,0,0,0,2,0.00239520958083832,6.85,0.00820359281437126,7,0.00838323353293413,1,0.00119760479041916,0,0,13,0.0155688622754491,0,0,3,0.00359281437125748,0,0,4,0.00479041916167665,0,0,36.85,0.0441317365269461,0,0,0,0,2,0.00239520958083832,21.85,0.0261676646706587,13,0.0155688622754491
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-16,827,40.875,0.0494256348246675,4,0.00483675937122128,6.875,0.00831318016928658,8,0.00967351874244256,18,0.0217654171704958,0,0,1,0.00120918984280532,3,0.00362756952841596,0,0,40.875,0.0494256348246675,0,0,0,0,4,0.00483675937122128,6.875,0.00831318016928658,7,0.00846432889963724,1,0.00120918984280532,0,0,18,0.0217654171704958,0,0,0,0,1,0.00120918984280532,3,0.00362756952841596,0,0,40.875,0.0494256348246675,0,0,0,0,4,0.00483675937122128,18.875,0.0228234582829504,18,0.0217654171704958
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202233,2022-08-15,865,42.415,0.0490346820809249,3,0.00346820809248555,5.415,0.00626011560693642,7,0.00809248554913295,21,0.0242774566473988,0,0,0,0,4,0.0046242774566474,2,0.0023121387283237,42.415,0.0490346820809249,0,0,0,0,3,0.00346820809248555,5.415,0.00626011560693642,7,0.00809248554913295,0,0,0,0,21,0.0242774566473988,0,0,0,0,3,0.00346820809248555,1,0.00115606936416185,2,0.0023121387283237,42.415,0.0490346820809249,5,0.00578034682080925,0,0,3,0.00346820809248555,13.415,0.0155086705202312,21,0.0242774566473988
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-14,856,46.22,0.0539953271028037,0,0,22.22,0.0259579439252336,10,0.0116822429906542,6,0.00700934579439252,6,0.00700934579439252,0,0,2,0.00233644859813084,0,0,46.22,0.0539953271028037,0,0,0,0,0,0,22.22,0.0259579439252336,10,0.0116822429906542,0,0,0,0,6,0.00700934579439252,0,0,6,0.00700934579439252,0,0,2,0.00233644859813084,0,0,46.22,0.0539953271028037,0,0,0,0,0,0,40.22,0.0469859813084112,6,0.00700934579439252
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-13,882,65.38,0.0741269841269841,2,0.00226757369614512,22.38,0.0253741496598639,8,0.0090702947845805,17,0.0192743764172336,10,0.0113378684807256,1,0.00113378684807256,4,0.00453514739229025,1,0.00113378684807256,65.38,0.0741269841269841,0,0,0,0,2,0.00226757369614512,22.38,0.0253741496598639,7,0.00793650793650794,1,0.00113378684807256,0,0,17,0.0192743764172336,0,0,10,0.0113378684807256,5,0.00566893424036281,0,0,1,0.00113378684807256,65.38,0.0741269841269841,5,0.00566893424036281,0,0,2,0.00226757369614512,41.38,0.0469160997732426,17,0.0192743764172336
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-12,905,92.545,0.102259668508287,3,0.00331491712707182,28.545,0.0315414364640884,18,0.0198895027624309,27,0.0298342541436464,6,0.00662983425414365,0,0,8,0.00883977900552486,2,0.00220994475138122,92.545,0.102259668508287,0,0,0,0,3,0.00331491712707182,28.545,0.0315414364640884,16,0.0176795580110497,2,0.00220994475138122,0,0,27,0.0298342541436464,0,0,6,0.00662983425414365,7,0.00773480662983425,1,0.00110497237569061,2,0.00220994475138122,92.545,0.102259668508287,9,0.00994475138121547,0,0,3,0.00331491712707182,53.545,0.0591657458563536,27,0.0298342541436464
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-11,790,53.415,0.0676139240506329,2,0.00253164556962025,24.415,0.0309050632911392,14,0.0177215189873418,4,0.00506329113924051,2,0.00253164556962025,0,0,6,0.00759493670886076,1,0.00126582278481013,53.415,0.0676139240506329,0,0,0,0,2,0.00253164556962025,24.415,0.0309050632911392,13,0.0164556962025316,1,0.00126582278481013,0,0,4,0.00506329113924051,0,0,2,0.00253164556962025,4,0.00506329113924051,2,0.00253164556962025,1,0.00126582278481013,53.415,0.0676139240506329,5,0.00632911392405063,0,0,2,0.00253164556962025,42.415,0.0536898734177215,4,0.00506329113924051
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-10,776,64.25,0.0827963917525773,3,0.0038659793814433,18.25,0.0235180412371134,16,0.0206185567010309,12,0.0154639175257732,10,0.0128865979381443,0,0,5,0.00644329896907216,0,0,64.25,0.0827963917525773,0,0,0,0,3,0.0038659793814433,18.25,0.0235180412371134,16,0.0206185567010309,0,0,0,0,12,0.0154639175257732,0,0,10,0.0128865979381443,4,0.00515463917525773,1,0.00128865979381443,0,0,64.25,0.0827963917525773,4,0.00515463917525773,0,0,3,0.0038659793814433,45.25,0.0583118556701031,12,0.0154639175257732
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-09,795,76.605,0.0963584905660377,0,0,26.605,0.0334654088050314,24,0.030188679245283,8,0.010062893081761,4,0.0050314465408805,0,0,12,0.0150943396226415,2,0.00251572327044025,76.605,0.0963584905660377,0,0,0,0,0,0,26.605,0.0334654088050314,24,0.030188679245283,0,0,0,0,8,0.010062893081761,0,0,4,0.0050314465408805,5,0.00628930817610063,7,0.00880503144654088,2,0.00251572327044025,76.605,0.0963584905660377,7,0.00880503144654088,0,0,0,0,61.605,0.0774905660377359,8,0.010062893081761
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202232,2022-08-08,805,78.19,0.0971304347826087,1,0.00124223602484472,28.19,0.0350186335403727,29,0.0360248447204969,15,0.0186335403726708,0,0,0,0,2,0.00248447204968944,3,0.00372670807453416,78.19,0.0971304347826087,0,0,0,0,1,0.00124223602484472,28.19,0.0350186335403727,26,0.0322981366459627,3,0.00372670807453416,0,0,15,0.0186335403726708,0,0,0,0,0,0,2,0.00248447204968944,3,0.00372670807453416,78.19,0.0971304347826087,3,0.00372670807453416,0,0,1,0.00124223602484472,59.19,0.073527950310559,15,0.0186335403726708
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-07,792,33.555,0.0423674242424242,0,0,5.555,0.00701388888888889,7,0.00883838383838384,7,0.00883838383838384,5,0.00631313131313131,0,0,8,0.0101010101010101,1,0.00126262626262626,33.555,0.0423674242424242,0,0,0,0,0,0,5.555,0.00701388888888889,7,0.00883838383838384,0,0,0,0,7,0.00883838383838384,0,0,5,0.00631313131313131,8,0.0101010101010101,0,0,1,0.00126262626262626,33.555,0.0423674242424242,9,0.0113636363636364,0,0,0,0,17.555,0.022165404040404,7,0.00883838383838384
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-06,865,41.065,0.0474739884393064,1,0.00115606936416185,7.065,0.00816763005780347,7,0.00809248554913295,15,0.0173410404624277,4,0.0046242774566474,0,0,6,0.0069364161849711,1,0.00115606936416185,41.065,0.0474739884393064,0,0,0,0,1,0.00115606936416185,7.065,0.00816763005780347,6,0.0069364161849711,1,0.00115606936416185,0,0,15,0.0173410404624277,0,0,4,0.0046242774566474,2,0.0023121387283237,4,0.0046242774566474,1,0.00115606936416185,41.065,0.0474739884393064,3,0.00346820809248555,0,0,1,0.00115606936416185,22.065,0.0255086705202312,15,0.0173410404624277
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202231,2022-08-05,845,52.55,0.062189349112426,0,0,5.55,0.00656804733727811,5,0.00591715976331361,27,0.0319526627218935,5,0.00591715976331361,3,0.00355029585798817,7,0.00828402366863905,0,0,52.55,0.062189349112426,0,0,0,0,0,0,5.55,0.00656804733727811,3,0.00355029585798817,2,0.00236686390532544,0,0,27,0.0319526627218935,0,0,5,0.00591715976331361,6,0.00710059171597633,4,0.00473372781065089,0,0,52.55,0.062189349112426,3,0.00355029585798817,0,0,0,0,22.55,0.0266863905325444,27,0.0319526627218935
