"butik","vecka","datum","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_frac_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_frac_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_frac_F&G","sales_zoner_count_Bröd","sales_zoner_frac_Bröd","sales_zoner_count_Bake off","sales_zoner_frac_Bake off","sales_zoner_count_Fisk","sales_zoner_frac_Fisk","sales_zoner_count_Deli","sales_zoner_frac_Deli","sales_zoner_count_Frys","sales_zoner_frac_Frys","sales_zoner_count_Mejeri","sales_zoner_frac_Mejeri","sales_zoner_count_Gavel 1","sales_zoner_frac_Gavel 1","sales_zoner_count_Gavel 2","sales_zoner_frac_Gavel 2","sales_zoner_count_Gavel 3","sales_zoner_frac_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_frac_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_frac_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - Hero protein","sales_kampanj_frac_Kampanj 2 - Hero protein","sales_kampanj_count_Kampanj 3 - Bomben","sales_kampanj_frac_Kampanj 3 - Bomben","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_frac_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_frac_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_frac_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_frac_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_frac_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_count_Kampanj 1 - bladet eller Lax","sales_kampanj_frac_Kampanj 1 - bladet eller Lax","sales_kampanj_count_Mölnlycke","sales_kampanj_frac_Mölnlycke","sales_kampanj_count_Triangeln","sales_kampanj_frac_Triangeln","sales_kampanj_count_Trianglen","sales_kampanj_frac_Trianglen","sales_kampanj_count_Kampanj 1","sales_kampanj_frac_Kampanj 1","sales_kampanj_count_Kampanj 2","sales_kampanj_frac_Kampanj 2","sales_kampanj_count_ABP_3_för_25","sales_kampanj_frac_ABP_3_för_25","sales_kampanj_count_ABP_2_för_28","sales_kampanj_frac_ABP_2_för_28","sales_kampanj_count_Kampanj 1 - snacks","sales_kampanj_frac_Kampanj 1 - snacks","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_frac_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_frac_TOTAL","sales_skylttyp_count_Kampanjvara","sales_skylttyp_frac_Kampanjvara","sales_skylttyp_count_Klubbpris","sales_skylttyp_frac_Klubbpris","sales_skylttyp_count_veckans klipp","sales_skylttyp_frac_veckans klipp","sales_skylttyp_count_klubbpris","sales_skylttyp_frac_klubbpris","sales_skylttyp_count_kampanjvara","sales_skylttyp_frac_kampanjvara","sales_skylttyp_count_ABP","sales_skylttyp_frac_ABP","sales_skylttyp_count_Ordinarie","sales_skylttyp_frac_Ordinarie","sales_skylttyp_count_Deli","sales_skylttyp_frac_Deli","sales_skylttyp_count_alltid bra pris","sales_skylttyp_frac_alltid bra pris"
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2022-01-01,570,88.257,0.154836842105263,16.257,0.0285210526315789,14,0.0245614035087719,7,0.012280701754386,13,0.0228070175438597,0,0,5,0.0087719298245614,1,0.00175438596491228,1,0.00175438596491228,6,0.0105263157894737,1,0.00175438596491228,24,0.0421052631578947,83.257,0.146064912280702,5,0.0087719298245614,7.257,0.0127315789473684,4,0.00701754385964912,9,0.0157894736842105,0,0,7,0.012280701754386,13,0.0228070175438597,0,0,0,0,5,0.0087719298245614,0,0,0,0,2,0.00350877192982456,0,0,6,0.0105263157894737,1,0.00175438596491228,6,0.0105263157894737,18,0.0315789473684211,83.257,0.146064912280702,20,0.0350877192982456,7.257,0.0127315789473684,4,0.00701754385964912,26,0.0456140350877193,14,0.0245614035087719,0,0,0,0,5,0.0087719298245614,7,0.012280701754386
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2021-12-31,841,142.975,0.17000594530321,26.975,0.0320749108204518,30,0.0356718192627824,10,0.0118906064209275,18,0.0214030915576694,0,0,6,0.00713436385255648,0,0,1,0.00118906064209275,2,0.00237812128418549,0,0,49,0.0582639714625446,125.975,0.149791914387634,17,0.0202140309155767,4.975,0.00591557669441141,5,0.00594530321046373,13,0.0154577883472057,0,0,10,0.0118906064209275,18,0.0214030915576694,0,0,0,0,6,0.00713436385255648,0,0,0,0,1,0.00118906064209275,0,0,2,0.00237812128418549,0,0,17,0.0202140309155767,32,0.0380499405469679,125.975,0.149791914387634,47,0.0558858501783591,4.975,0.00591557669441141,5,0.00594530321046373,42,0.0499405469678954,19,0.0225921521997622,0,0,0,0,6,0.00713436385255648,2,0.00237812128418549
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2021-12-30,809,201.788,0.249428924598269,49.788,0.0615426452410383,63,0.0778739184177998,10,0.0123609394313968,30,0.0370828182941904,0,0,10,0.0123609394313968,0,0,4,0.00494437577255871,0,0,0,0,35,0.0432632880098888,181.788,0.224707045735476,20,0.0247218788627936,20.788,0.0256959208899876,9,0.0111248454882571,43,0.0531520395550062,1,0.00123609394313968,9,0.0111248454882571,30,0.0370828182941904,0,0,0,0,10,0.0123609394313968,0,0,0,0,4,0.00494437577255871,0,0,0,0,0,0,12,0.0148331273176761,23,0.0284301606922126,181.788,0.224707045735476,76,0.0939431396786156,20.788,0.0256959208899876,9,0.0111248454882571,32,0.0395550061804697,34,0.0420271940667491,0,0,0,0,10,0.0123609394313968,0,0
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2021-12-29,725,137.551,0.189725517241379,31.551,0.0435186206896552,41,0.056551724137931,7,0.0096551724137931,16,0.0220689655172414,0,0,11,0.0151724137931034,0,0,3,0.00413793103448276,8,0.0110344827586207,3,0.00413793103448276,17,0.023448275862069,121.551,0.167656551724138,16,0.0220689655172414,10.551,0.0145531034482759,5,0.00689655172413793,25,0.0344827586206897,0,0,7,0.0096551724137931,16,0.0220689655172414,0,0,0,0,11,0.0151724137931034,0,0,0,0,2,0.00275862068965517,1,0.00137931034482759,8,0.0110344827586207,3,0.00413793103448276,5,0.00689655172413793,12,0.016551724137931,121.551,0.167656551724138,46,0.063448275862069,10.551,0.0145531034482759,5,0.00689655172413793,19,0.0262068965517241,19,0.0262068965517241,0,0,0,0,11,0.0151724137931034,11,0.0151724137931034
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2021-12-28,631,118.029,0.187050713153724,13.029,0.020648177496038,34,0.0538827258320127,7,0.0110935023771791,30,0.0475435816164818,0,0,5,0.00792393026941363,0,0,2,0.00316957210776545,6,0.00950871632329636,6,0.00950871632329636,15,0.0237717908082409,109.029,0.17278763866878,9,0.0142630744849445,1.029,0.00163074484944532,3,0.00475435816164818,25,0.0396196513470681,0,0,7,0.0110935023771791,30,0.0475435816164818,0,0,0,0,5,0.00792393026941363,0,0,0,0,2,0.00316957210776545,0,0,6,0.00950871632329636,6,0.00950871632329636,7,0.0110935023771791,8,0.0126782884310618,109.029,0.17278763866878,41,0.0649762282091918,1.029,0.00163074484944532,3,0.00475435816164818,15,0.0237717908082409,32,0.0507131537242472,0,0,0,0,5,0.00792393026941363,12,0.0190174326465927
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,2021-12-27,670,123.094,0.183722388059701,20.094,0.0299910447761194,35,0.0522388059701493,12,0.017910447761194,21,0.0313432835820895,0,0,9,0.0134328358208955,0,0,1,0.00149253731343284,4,0.00597014925373134,0,0,21,0.0313432835820895,116.094,0.173274626865672,7,0.0104477611940299,6.094,0.0090955223880597,7,0.0104477611940299,28,0.0417910447761194,3,0.00447761194029851,9,0.0134328358208955,21,0.0313432835820895,0,0,0,0,9,0.0134328358208955,0,0,0,0,1,0.00149253731343284,0,0,4,0.00597014925373134,0,0,8,0.0119402985074627,13,0.0194029850746269,116.094,0.173274626865672,46,0.0686567164179104,6.094,0.0090955223880597,7,0.0104477611940299,22,0.0328358208955224,22,0.0328358208955224,0,0,0,0,9,0.0134328358208955,4,0.00597014925373134
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-26,669,91,0.136023916292975,7,0.0104633781763827,11,0.0164424514200299,7,0.0104633781763827,24,0.0358744394618834,0,0,11,0.0164424514200299,3,0.00448430493273543,0,0,10,0.0149476831091181,0,0,18,0.0269058295964126,90,0.134529147982063,1,0.00149476831091181,0,0,6,0.00896860986547085,10,0.0149476831091181,1,0.00149476831091181,6,0.00896860986547085,24,0.0358744394618834,0,0,0,0,11,0.0164424514200299,0,0,0,0,3,0.00448430493273543,0,0,10,0.0149476831091181,0,0,6,0.00896860986547085,12,0.0179372197309417,90,0.134529147982063,18,0.0269058295964126,0,0,6,0.00896860986547085,21,0.031390134529148,24,0.0358744394618834,0,0,0,0,11,0.0164424514200299,10,0.0149476831091181
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-25,643,86,0.133748055987558,10,0.015552099533437,11,0.0171073094867807,3,0.0046656298600311,17,0.0264385692068429,0,0,0,0,0,0,0,0,12,0.0186625194401244,0,0,33,0.0513219284603421,80,0.124416796267496,6,0.00933125972006221,0,0,4,0.00622083981337481,5,0.00777604976671851,0,0,3,0.0046656298600311,17,0.0264385692068429,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0.0186625194401244,0,0,16,0.0248833592534992,17,0.0264385692068429,80,0.124416796267496,27,0.0419906687402799,0,0,4,0.00622083981337481,20,0.031104199066874,17,0.0264385692068429,0,0,0,0,0,0,12,0.0186625194401244
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-24,554,56,0.101083032490975,8,0.0144404332129964,5,0.00902527075812274,2,0.0036101083032491,11,0.01985559566787,0,0,10,0.0180505415162455,0,0,0,0,0,0,1,0.00180505415162455,19,0.0342960288808664,55,0.0992779783393502,1,0.00180505415162455,0,0,7,0.0126353790613718,4,0.0072202166064982,1,0.00180505415162455,1,0.00180505415162455,11,0.01985559566787,0,0,0,0,10,0.0180505415162455,0,0,0,0,0,0,0,0,0,0,1,0.00180505415162455,2,0.0036101083032491,17,0.0306859205776173,55,0.0992779783393502,8,0.0144404332129964,0,0,7,0.0126353790613718,18,0.0324909747292419,11,0.01985559566787,0,0,0,0,10,0.0180505415162455,1,0.00180505415162455
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-23,1029,142,0.137998056365403,11,0.010689990281827,7,0.00680272108843537,3,0.00291545189504373,21,0.0204081632653061,0,0,24,0.0233236151603499,0,0,1,0.000971817298347911,8,0.00777453838678328,0,0,67,0.06511175898931,141,0.137026239067055,1,0.000971817298347911,0,0,10,0.00971817298347911,6,0.00583090379008746,2,0.00194363459669582,1,0.000971817298347911,21,0.0204081632653061,0,0,0,0,24,0.0233236151603499,0,0,0,0,0,0,1,0.000971817298347911,8,0.00777453838678328,0,0,10,0.00971817298347911,57,0.0553935860058309,141,0.137026239067055,19,0.0184645286686103,0,0,10,0.00971817298347911,58,0.0563654033041788,22,0.021379980563654,0,0,0,0,24,0.0233236151603499,8,0.00777453838678328
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-22,824,107,0.129854368932039,8,0.00970873786407767,3,0.00364077669902913,13,0.0157766990291262,13,0.0157766990291262,0,0,44,0.0533980582524272,1,0.00121359223300971,1,0.00121359223300971,8,0.00970873786407767,0,0,16,0.0194174757281553,105,0.127427184466019,2,0.00242718446601942,0,0,6,0.00728155339805825,1,0.00121359223300971,2,0.00242718446601942,11,0.0133495145631068,13,0.0157766990291262,0,0,0,0,44,0.0533980582524272,0,0,0,0,2,0.00242718446601942,0,0,8,0.00970873786407767,0,0,3,0.00364077669902913,13,0.0157766990291262,105,0.127427184466019,8,0.00970873786407767,0,0,6,0.00728155339805825,25,0.0303398058252427,14,0.0169902912621359,0,0,0,0,44,0.0533980582524272,8,0.00970873786407767
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-21,754,106,0.140583554376658,2,0.0026525198938992,5,0.00663129973474801,4,0.00530503978779841,20,0.026525198938992,0,0,29,0.0384615384615385,0,0,1,0.0013262599469496,12,0.0159151193633952,0,0,33,0.0437665782493369,106,0.140583554376658,0,0,0,0,2,0.0026525198938992,5,0.00663129973474801,2,0.0026525198938992,2,0.0026525198938992,20,0.026525198938992,0,0,0,0,29,0.0384615384615385,0,0,0,0,1,0.0013262599469496,0,0,12,0.0159151193633952,0,0,2,0.0026525198938992,31,0.0411140583554377,106,0.140583554376658,9,0.0119363395225464,0,0,2,0.0026525198938992,33,0.0437665782493369,21,0.0278514588859416,0,0,0,0,29,0.0384615384615385,12,0.0159151193633952
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,2021-12-20,763,90,0.117955439056356,10,0.0131061598951507,9,0.0117955439056356,5,0.00655307994757536,7,0.00917431192660551,0,0,27,0.0353866317169069,0,0,1,0.00131061598951507,15,0.0196592398427261,0,0,16,0.0209698558322412,87,0.114023591087811,3,0.00393184796854522,0,0,7,0.00917431192660551,6,0.00786369593709043,1,0.00131061598951507,4,0.00524246395806029,7,0.00917431192660551,0,0,0,0,27,0.0353866317169069,0,0,0,0,0,0,1,0.00131061598951507,15,0.0196592398427261,0,0,0,0,16,0.0209698558322412,87,0.114023591087811,10,0.0131061598951507,0,0,7,0.00917431192660551,20,0.0262123197903014,8,0.0104849279161206,0,0,0,0,27,0.0353866317169069,15,0.0196592398427261
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-19,708,100,0.141242937853107,7,0.00988700564971751,11,0.0155367231638418,4,0.00564971751412429,15,0.0211864406779661,0,0,6,0.00847457627118644,0,0,6,0.00847457627118644,14,0.019774011299435,4,0.00564971751412429,33,0.0466101694915254,96,0.135593220338983,4,0.00564971751412429,0,0,3,0.00423728813559322,7,0.00988700564971751,0,0,4,0.00564971751412429,15,0.0211864406779661,0,0,0,0,6,0.00847457627118644,0,0,0,0,6,0.00847457627118644,0,0,14,0.019774011299435,4,0.00564971751412429,3,0.00423728813559322,30,0.0423728813559322,96,0.135593220338983,14,0.019774011299435,0,0,3,0.00423728813559322,34,0.0480225988700565,21,0.0296610169491525,0,0,0,0,6,0.00847457627118644,18,0.0254237288135593
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-18,858,124,0.144522144522145,4,0.00466200466200466,6,0.00699300699300699,3,0.0034965034965035,25,0.0291375291375291,0,0,23,0.0268065268065268,0,0,7,0.00815850815850816,0,0,0,0,56,0.0652680652680653,122,0.142191142191142,2,0.00233100233100233,0,0,2,0.00233100233100233,4,0.00466200466200466,1,0.00116550116550117,2,0.00233100233100233,25,0.0291375291375291,0,0,0,0,23,0.0268065268065268,0,0,0,0,4,0.00466200466200466,3,0.0034965034965035,0,0,0,0,10,0.0116550116550117,46,0.0536130536130536,122,0.142191142191142,17,0.0198135198135198,0,0,2,0.00233100233100233,48,0.0559440559440559,32,0.0372960372960373,0,0,0,0,23,0.0268065268065268,0,0
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-17,822,114,0.138686131386861,6,0.0072992700729927,8,0.0097323600973236,12,0.0145985401459854,15,0.0182481751824818,0,0,22,0.0267639902676399,0,0,4,0.0048661800486618,5,0.00608272506082725,1,0.00121654501216545,41,0.0498783454987835,114,0.138686131386861,0,0,0,0,6,0.0072992700729927,8,0.0097323600973236,0,0,12,0.0145985401459854,15,0.0182481751824818,0,0,0,0,22,0.0267639902676399,0,0,0,0,4,0.0048661800486618,0,0,5,0.00608272506082725,1,0.00121654501216545,10,0.0121654501216545,31,0.037712895377129,114,0.138686131386861,18,0.0218978102189781,0,0,6,0.0072992700729927,43,0.0523114355231144,19,0.0231143552311436,0,0,0,0,22,0.0267639902676399,6,0.0072992700729927
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-16,710,95.021,0.133832394366197,8.021,0.0112971830985916,3,0.00422535211267606,7,0.00985915492957747,16,0.0225352112676056,0,0,25,0.0352112676056338,0,0,2,0.0028169014084507,11,0.0154929577464789,0,0,23,0.0323943661971831,95.021,0.133832394366197,0,0,1.021,0.00143802816901408,7,0.00985915492957747,3,0.00422535211267606,1,0.00140845070422535,6,0.00845070422535211,15,0.0211267605633803,1,0.00140845070422535,0,0,25,0.0352112676056338,0,0,0,0,1,0.00140845070422535,1,0.00140845070422535,11,0.0154929577464789,0,0,1,0.00140845070422535,22,0.0309859154929577,95.021,0.133832394366197,5,0.00704225352112676,1.021,0.00143802816901408,7,0.00985915492957747,28,0.0394366197183099,17,0.023943661971831,1,0.00140845070422535,0,0,25,0.0352112676056338,11,0.0154929577464789
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-15,699,87.051,0.124536480686695,10.051,0.014379113018598,1,0.00143061516452074,10,0.0143061516452074,12,0.0171673819742489,0,0,18,0.0257510729613734,2,0.00286123032904149,6,0.00858369098712446,6,0.00858369098712446,0,0,22,0.0314735336194564,87.051,0.124536480686695,0,0,2.051,0.00293419170243205,8,0.011444921316166,1,0.00143061516452074,3,0.00429184549356223,7,0.0100143061516452,10,0.0143061516452074,2,0.00286123032904149,0,0,18,0.0257510729613734,0,0,0,0,6,0.00858369098712446,2,0.00286123032904149,6,0.00858369098712446,0,0,2,0.00286123032904149,20,0.0286123032904149,87.051,0.124536480686695,6,0.00858369098712446,2.051,0.00293419170243205,8,0.011444921316166,29,0.0414878397711016,16,0.0228898426323319,2,0.00286123032904149,0,0,18,0.0257510729613734,6,0.00858369098712446
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-14,714,103,0.144257703081232,6,0.00840336134453781,4,0.00560224089635854,7,0.00980392156862745,17,0.0238095238095238,0,0,30,0.0420168067226891,0,0,4,0.00560224089635854,18,0.0252100840336134,0,0,17,0.0238095238095238,101,0.141456582633053,2,0.00280112044817927,0,0,4,0.00560224089635854,2,0.00280112044817927,0,0,7,0.00980392156862745,16,0.0224089635854342,1,0.00140056022408964,0,0,30,0.0420168067226891,0,0,0,0,4,0.00560224089635854,0,0,18,0.0252100840336134,0,0,2,0.00280112044817927,15,0.0210084033613445,101,0.141456582633053,6,0.00840336134453781,0,0,4,0.00560224089635854,22,0.030812324929972,20,0.0280112044817927,1,0.00140056022408964,0,0,30,0.0420168067226891,18,0.0252100840336134
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,2021-12-13,682,87,0.127565982404692,8,0.0117302052785924,5,0.00733137829912024,1,0.00146627565982405,22,0.032258064516129,0,0,6,0.00879765395894428,0,0,6,0.00879765395894428,17,0.0249266862170088,1,0.00146627565982405,21,0.030791788856305,85,0.124633431085044,2,0.00293255131964809,0,0,6,0.00879765395894428,3,0.00439882697947214,0,0,1,0.00146627565982405,19,0.0278592375366569,3,0.00439882697947214,0,0,6,0.00879765395894428,0,0,0,0,6,0.00879765395894428,0,0,17,0.0249266862170088,1,0.00146627565982405,2,0.00293255131964809,19,0.0278592375366569,85,0.124633431085044,7,0.0102639296187683,0,0,6,0.00879765395894428,20,0.0293255131964809,25,0.0366568914956012,3,0.00439882697947214,0,0,6,0.00879765395894428,18,0.0263929618768328
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-12,690,129,0.18695652173913,9,0.0130434782608696,8,0.0115942028985507,8,0.0115942028985507,21,0.0304347826086957,0,0,25,0.036231884057971,2,0.00289855072463768,3,0.00434782608695652,23,0.0333333333333333,3,0.00434782608695652,27,0.0391304347826087,122,0.176811594202899,7,0.0101449275362319,0,0,2,0.00289855072463768,1,0.00144927536231884,4,0.00579710144927536,4,0.00579710144927536,19,0.027536231884058,2,0.00289855072463768,0,0,25,0.036231884057971,0,0,0,0,3,0.00434782608695652,2,0.00289855072463768,23,0.0333333333333333,3,0.00434782608695652,2,0.00289855072463768,25,0.036231884057971,122,0.176811594202899,14,0.0202898550724638,0,0,2,0.00289855072463768,31,0.0449275362318841,22,0.0318840579710145,2,0.00289855072463768,0,0,25,0.036231884057971,26,0.0376811594202899
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-11,721,130,0.180305131761442,6,0.00832177531206657,3,0.00416088765603329,10,0.013869625520111,14,0.0194174757281553,0,0,29,0.0402219140083218,1,0.0013869625520111,3,0.00416088765603329,7,0.00970873786407767,0,0,57,0.0790568654646325,127,0.176144244105409,3,0.00416088765603329,0,0,3,0.00416088765603329,0,0,3,0.00416088765603329,7,0.00970873786407767,14,0.0194174757281553,0,0,0,0,29,0.0402219140083218,0,0,0,0,3,0.00416088765603329,1,0.0013869625520111,7,0.00970873786407767,0,0,10,0.013869625520111,47,0.0651872399445215,127,0.176144244105409,16,0.0221914008321775,0,0,3,0.00416088765603329,55,0.0762829403606103,17,0.0235783633841886,0,0,0,0,29,0.0402219140083218,7,0.00970873786407767
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-10,808,175.021,0.216610148514851,16.021,0.0198279702970297,15,0.0185643564356436,11,0.0136138613861386,15,0.0185643564356436,0,0,47,0.0581683168316832,0,0,2,0.00247524752475248,15,0.0185643564356436,1,0.00123762376237624,53,0.0655940594059406,166.021,0.205471534653465,9,0.0111386138613861,1.021,0.00126361386138614,6,0.00742574257425743,6,0.00742574257425743,3,0.00371287128712871,8,0.0099009900990099,10,0.0123762376237624,5,0.00618811881188119,0,0,47,0.0581683168316832,0,0,0,0,2,0.00247524752475248,0,0,15,0.0185643564356436,1,0.00123762376237624,6,0.00742574257425743,47,0.0581683168316832,166.021,0.205471534653465,24,0.0297029702970297,1.021,0.00126361386138614,6,0.00742574257425743,55,0.0680693069306931,12,0.0148514851485149,5,0.00618811881188119,0,0,47,0.0581683168316832,16,0.0198019801980198
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-09,690,116.886,0.1694,7.034,0.0101942028985507,5,0.0072463768115942,5,0.0072463768115942,13,0.0188405797101449,0,0,35.852,0.0519594202898551,1,0.00144927536231884,7,0.0101449275362319,10,0.0144927536231884,3,0.00434782608695652,30,0.0434782608695652,115.886,0.167950724637681,1,0.00144927536231884,1.034,0.00149855072463768,5,0.0072463768115942,4,0.00579710144927536,0,0,5,0.0072463768115942,11,0.0159420289855072,2,0.00289855072463768,0,0,35.852,0.0519594202898551,0,0,0,0,6,0.00869565217391304,2,0.00289855072463768,10,0.0144927536231884,3,0.00434782608695652,2,0.00289855072463768,28,0.0405797101449275,115.886,0.167950724637681,7,0.0101449275362319,1.034,0.00149855072463768,5,0.0072463768115942,34,0.0492753623188406,18,0.0260869565217391,2,0.00289855072463768,0,0,35.852,0.0519594202898551,13,0.0188405797101449
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-08,660,80,0.121212121212121,9,0.0136363636363636,9,0.0136363636363636,6,0.00909090909090909,26,0.0393939393939394,0,0,7,0.0106060606060606,1,0.00151515151515152,2,0.00303030303030303,4,0.00606060606060606,0,0,16,0.0242424242424242,78,0.118181818181818,2,0.00303030303030303,0,0,7,0.0106060606060606,7,0.0106060606060606,0,0,6,0.00909090909090909,24,0.0363636363636364,2,0.00303030303030303,0,0,7,0.0106060606060606,0,0,0,0,1,0.00151515151515152,2,0.00303030303030303,4,0.00606060606060606,0,0,2,0.00303030303030303,14,0.0212121212121212,78,0.118181818181818,11,0.0166666666666667,0,0,7,0.0106060606060606,21,0.0318181818181818,26,0.0393939393939394,2,0.00303030303030303,0,0,7,0.0106060606060606,4,0.00606060606060606
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-07,656,75.145,0.114550304878049,7.145,0.0108917682926829,2,0.00304878048780488,2,0.00304878048780488,30,0.0457317073170732,0,0,7,0.0106707317073171,0,0,1,0.00152439024390244,7,0.0106707317073171,2,0.00304878048780488,17,0.0259146341463415,74.145,0.113025914634146,1,0.00152439024390244,2.145,0.00326981707317073,4,0.00609756097560976,1,0.00152439024390244,0,0,2,0.00304878048780488,25,0.038109756097561,5,0.00762195121951219,0,0,7,0.0106707317073171,0,0,0,0,1,0.00152439024390244,0,0,7,0.0106707317073171,2,0.00304878048780488,3,0.00457317073170732,14,0.0213414634146341,74.145,0.113025914634146,5,0.00762195121951219,2.145,0.00326981707317073,4,0.00609756097560976,16,0.024390243902439,26,0.0396341463414634,5,0.00762195121951219,0,0,7,0.0106707317073171,9,0.013719512195122
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,2021-12-06,673,111.025,0.164970282317979,11.025,0.0163818722139673,9,0.0133729569093611,6,0.00891530460624071,29,0.0430906389301634,0,0,8,0.011887072808321,0,0,1,0.00148588410104012,21,0.0312035661218425,5,0.00742942050520059,21,0.0312035661218425,107.025,0.159026745913819,4,0.00594353640416048,1.025,0.00152303120356612,6,0.00891530460624071,5,0.00742942050520059,1,0.00148588410104012,5,0.00742942050520059,29,0.0430906389301634,0,0,0,0,8,0.011887072808321,0,0,0,0,0,0,1,0.00148588410104012,21,0.0312035661218425,5,0.00742942050520059,3,0.00445765230312036,18,0.0267459138187221,107.025,0.159026745913819,13,0.0193164933135215,1.025,0.00152303120356612,6,0.00891530460624071,23,0.0341753343239227,30,0.0445765230312036,0,0,0,0,8,0.011887072808321,26,0.0386329866270431
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202148,2021-12-05,728,112.21,0.154134615384615,5.21,0.00715659340659341,8,0.010989010989011,7,0.00961538461538462,27,0.0370879120879121,0,0,27,0.0370879120879121,2,0.00274725274725275,0,0,15,0.0206043956043956,0,0,21,0.0288461538461538,110.21,0.151387362637363,2,0.00274725274725275,2.21,0.00303571428571429,1,0.00137362637362637,6,0.00824175824175824,3,0.00412087912087912,4,0.00549450549450549,27,0.0370879120879121,0,0,0,0,27,0.0370879120879121,0,0,0,0,2,0.00274725274725275,0,0,15,0.0206043956043956,0,0,3,0.00412087912087912,18,0.0247252747252747,110.21,0.151387362637363,14,0.0192307692307692,2.21,0.00303571428571429,1,0.00137362637362637,24,0.032967032967033,27,0.0370879120879121,0,0,0,0,27,0.0370879120879121,15,0.0206043956043956
