"butik","vecka","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_frac_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_frac_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_frac_F&G","sales_zoner_count_Bröd","sales_zoner_frac_Bröd","sales_zoner_count_Bake off","sales_zoner_frac_Bake off","sales_zoner_count_Fisk","sales_zoner_frac_Fisk","sales_zoner_count_Deli","sales_zoner_frac_Deli","sales_zoner_count_Frys","sales_zoner_frac_Frys","sales_zoner_count_Mejeri","sales_zoner_frac_Mejeri","sales_zoner_count_Gavel 1","sales_zoner_frac_Gavel 1","sales_zoner_count_Gavel 2","sales_zoner_frac_Gavel 2","sales_zoner_count_Gavel 3","sales_zoner_frac_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_frac_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_frac_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - Hero protein","sales_kampanj_frac_Kampanj 2 - Hero protein","sales_kampanj_count_Kampanj 3 - Bomben","sales_kampanj_frac_Kampanj 3 - Bomben","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_frac_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_frac_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_frac_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_frac_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_frac_Kampanj 2 - om ej två kampanjer, multi eller ordinarie","sales_kampanj_count_Kampanj 1 - bladet eller Lax","sales_kampanj_frac_Kampanj 1 - bladet eller Lax","sales_kampanj_count_Mölnlycke","sales_kampanj_frac_Mölnlycke","sales_kampanj_count_Triangeln","sales_kampanj_frac_Triangeln","sales_kampanj_count_Trianglen","sales_kampanj_frac_Trianglen","sales_kampanj_count_Kampanj 1","sales_kampanj_frac_Kampanj 1","sales_kampanj_count_Kampanj 2","sales_kampanj_frac_Kampanj 2","sales_kampanj_count_ABP 3 för 25","sales_kampanj_frac_ABP 3 för 25","sales_kampanj_count_ABP_2_för_28","sales_kampanj_frac_ABP_2_för_28","sales_kampanj_count_Kampanj 1 - snacks","sales_kampanj_frac_Kampanj 1 - snacks","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_frac_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_frac_TOTAL","sales_skylttyp_count_kampanjvara","sales_skylttyp_frac_kampanjvara","sales_skylttyp_count_klubbpris","sales_skylttyp_frac_klubbpris","sales_skylttyp_count_veckans klipp","sales_skylttyp_frac_veckans klipp","sales_skylttyp_count_alltid bra pris","sales_skylttyp_frac_alltid bra pris","sales_skylttyp_count_ordinariepris","sales_skylttyp_frac_ordinariepris","sales_skylttyp_count_Alltid bra pris","sales_skylttyp_frac_Alltid bra pris"
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202216,5827,750,0.128711172129741,53,0.00909558949716835,57,0.00978204908186031,52,0.00892397460099537,214,0.0367255877810194,0,0,53,0.00909558949716835,0,0,163,0.027973228076197,91,0.0156169555517419,9,0.00154453406555689,58,0.00995366397803329,720,0.123562725244551,30,0.00514844688518963,7,0.00120130427321091,16,0.00274583833876781,27,0.00463360219667067,13,0.00223099365024884,39,0.00669298095074653,192,0.0329500600652137,22,0.00377552771580573,0,0,53,0.00909558949716835,0,0,0,0,9,0.00154453406555689,154,0.0264286940106401,91,0.0156169555517419,9,0.00154453406555689,6,0.00102968937703793,52,0.00892397460099537,720,0.123562725244551,161,0.027629998283851,170,0.0291745323494079,16,0.00274583833876781,220,0.0377552771580573,53,0.00909558949716835,100,0.0171614896172988
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202215,5849,617,0.105488117626945,82,0.0140194905111985,101,0.0172679090442811,64,0.0109420413745939,191,0.0326551547273038,0,0,37,0.00632586766968713,1,0.00017096939647803,25,0.00427423491195076,51,0.00871943922037955,5,0.000854846982390152,60,0.0102581637886818,553,0.0945460762523508,64,0.0109420413745939,4,0.000683877585912122,14,0.00239357155069243,37,0.00632586766968713,20,0.00341938792956061,44,0.00752265344503334,146,0.0249615318857924,45,0.00769362284151137,0,0,37,0.00632586766968713,0,0,0,0,4,0.000683877585912122,22,0.00376132672251667,51,0.00871943922037955,5,0.000854846982390152,21,0.00359035732603864,39,0.00666780646264319,553,0.0945460762523508,204,0.0348777568815182,30,0.00512908189434091,14,0.00239357155069243,212,0.0362455120533424,37,0.00632586766968713,56,0.0095742862027697
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202214,5417,996,0.18386560827026,172,0.0317518921912498,272,0.0502122946280229,70,0.0129222817057412,183,0.0337825364592948,0,0,42,0.00775336902344471,1,0.000184604024367731,121,0.0223370869484955,54,0.00996861731585749,9,0.00166143621930958,72,0.0132914897544766,973,0.179619715709802,23,0.00424589256045782,135,0.0249215432896437,14,0.00258445634114824,249,0.0459664020675651,20,0.00369208048735462,50,0.00923020121838656,136,0.0251061473140114,47,0.00867638914528337,0,0,42,0.00775336902344471,0,0,0,0,91,0.0167989662174635,31,0.00572272475539967,54,0.00996861731585749,9,0.00166143621930958,20,0.00369208048735462,52,0.00959940926712202,973,0.179619715709802,394,0.0727339856008861,257,0.0474432342625069,14,0.00258445634114824,203,0.0374746169466494,42,0.00775336902344471,63,0.0116300535351671
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202213,5377,996,0.185233401525014,37,0.00688116049841919,140,0.0260368235075321,55,0.0102287520922447,231,0.0429607587874279,0,0,240,0.0446345545843407,8,0.00148781848614469,36,0.00669518318765111,89,0.0165519806583597,8,0.00148781848614469,152,0.0282685512367491,971,0.180583968755812,25,0.00464943276920216,2,0.000371954621536173,10,0.00185977310768086,115,0.0213873907383299,23,0.00427747814766598,32,0.00595127394457876,160,0.0297563697228938,71,0.0132043890645341,0,0,240,0.0446345545843407,0,0,0,0,21,0.00390552352612981,23,0.00427747814766598,89,0.0165519806583597,8,0.00148781848614469,55,0.0102287520922447,97,0.0180397991445044,971,0.180583968755812,292,0.0543053747442812,46,0.00855495629533197,10,0.00185977310768086,286,0.0531895108796727,240,0.0446345545843407,97,0.0180397991445044
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202212,5456,713,0.130681818181818,90,0.0164956011730205,81,0.0148460410557185,61,0.0111803519061584,212,0.0388563049853372,0,0,60,0.0109970674486804,3,0.000549853372434018,42,0.00769794721407625,62,0.0113636363636364,4,0.000733137829912023,98,0.0179618768328446,659,0.120784457478006,54,0.00989736070381232,31,0.00568181818181818,5,0.000916422287390029,27,0.00494868035190616,17,0.0031158357771261,44,0.00806451612903226,150,0.0274926686217009,62,0.0113636363636364,0,0,60,0.0109970674486804,0,0,0,0,22,0.00403225806451613,23,0.00421554252199413,62,0.0113636363636364,4,0.000733137829912023,43,0.00788123167155425,55,0.0100806451612903,659,0.120784457478006,197,0.0361070381231672,76,0.0139296187683284,5,0.000916422287390029,255,0.0467375366568915,60,0.0109970674486804,66,0.0120967741935484
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202211,5340,1008.54,0.188865168539326,139,0.0260299625468165,56,0.0104868913857678,59,0.0110486891385768,291,0.0544943820224719,3.54,0.000662921348314607,42,0.00786516853932584,12,0.00224719101123596,201,0.0376404494382022,97,0.0181647940074906,4,0.000749063670411985,104,0.0194756554307116,998.54,0.186992509363296,10,0.00187265917602996,124,0.0232209737827715,5,0.000936329588014981,46,0.00861423220973783,25,0.00468164794007491,34,0.00636704119850187,150,0.0280898876404494,141,0.0264044943820225,3.54,0.000662921348314607,42,0.00786516853932584,0,0,0,0,45,0.00842696629213483,168,0.0314606741573034,97,0.0181647940074906,4,0.000749063670411985,51,0.00955056179775281,53,0.0099250936329588,998.54,0.186992509363296,171.54,0.032123595505618,337,0.0631086142322097,5,0.000936329588014981,342,0.0640449438202247,42,0.00786516853932584,101,0.0189138576779026
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202210,5261,1010.106,0.191998859532408,27,0.00513210416270671,290,0.0551226002661091,112,0.0212887283786352,320,0.0608249382246721,5.106,0.000970537920547424,26,0.00494202623075461,2,0.000380155863904201,56,0.0106443641893176,73,0.0138756890325033,23,0.00437179243489831,76,0.0144459228283596,994.106,0.188957612621175,16,0.00304124691123361,8,0.0015206234556168,3,0.000570233795856301,274,0.0520813533548755,56,0.0106443641893176,56,0.0106443641893176,122,0.0231895076981562,198,0.0376354305265159,5.106,0.000970537920547424,26,0.00494202623075461,0,0,0,0,22,0.00418171450294621,36,0.00684280555027561,73,0.0138756890325033,23,0.00437179243489831,43,0.00817335107394032,33,0.00627257175441931,994.106,0.188957612621175,440.106,0.0836544383197111,66,0.0125451435088386,3,0.000570233795856301,363,0.0689982892986124,26,0.00494202623075461,96,0.0182474814674016
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202209,5146,752.248,0.146181111542946,55,0.0106879129420909,70,0.0136027982899339,49,0.00952195880295375,243,0.0472211426350564,35.248,0.0068495919160513,54,0.0104935872522347,9,0.00174893120870579,26,0.00505246793626117,79,0.0153517294986397,15,0.00291488534784298,117,0.0227361057131753,736.248,0.143071900505247,16,0.00310921103769918,29,0.00563544500582977,10,0.00194325689856199,54,0.0104935872522347,19,0.00369218810726778,30,0.00582977069568597,122,0.0237077341624563,121,0.0235134084726001,35.248,0.0068495919160513,54,0.0104935872522347,0,0,0,0,13,0.00252623396813059,22,0.00427516517683638,79,0.0153517294986397,15,0.00291488534784298,61,0.0118538670812281,56,0.0108822386319471,736.248,0.143071900505247,210.248,0.0408565876408861,64,0.0124368441507967,10,0.00194325689856199,304,0.0590750097162845,54,0.0104935872522347,94,0.0182666148464827
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202208,5255,3163,0.601902949571836,112,0.0213130352045671,131,0.0249286393910561,51,0.00970504281636537,2306,0.438820171265461,0,0,327,0.0622264509990485,3,0.000570884871550904,63,0.011988582302569,91,0.0173168411037108,7,0.00133206470028544,72,0.0137012369172217,3163,0.601902949571836,0,0,96,0.0182683158896289,16,0.00304471931493815,131,0.0249286393910561,20,0.00380589914367269,31,0.00589914367269267,194,0.0369172216936251,2112,0.401902949571836,0,0,327,0.0622264509990485,0,0,0,0,37,0.00704091341579448,29,0.0055185537583254,91,0.0173168411037108,7,0.00133206470028544,18,0.00342530922930542,54,0.0102759276879163,3163,0.601902949571836,236,0.0449096098953378,162,0.0308277830637488,16,0.00304471931493815,2324,0.442245480494767,327,0.0622264509990485,98,0.0186489058039962
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202207,5435,725,0.133394664213431,13,0.00239190432382705,38,0.00699172033118675,48,0.00883164673413064,325,0.0597976080956762,0,0,45,0.00827966881324747,55,0.0101195952161914,35,0.00643974241030359,71,0.0130634774609016,8,0.00147194112235511,87,0.0160073597056118,725,0.133394664213431,0,0,7,0.00128794848206072,6,0.00110395584176633,38,0.00699172033118675,18,0.00331186752529899,30,0.00551977920883165,163,0.0299908003679853,162,0.0298068077276909,0,0,45,0.00827966881324747,0,0,0,0,73,0.0134314627414903,17,0.0031278748850046,71,0.0130634774609016,8,0.00147194112235511,29,0.00533578656853726,58,0.0106715731370745,725,0.133394664213431,144,0.0264949402023919,97,0.0178472861085557,6,0.00110395584176633,354,0.0651333946642134,45,0.00827966881324747,79,0.0145354185832567
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202206,5040,1244,0.246825396825397,349,0.0692460317460317,264,0.0523809523809524,48,0.00952380952380952,267,0.0529761904761905,0,0,48,0.00952380952380952,2,0.000396825396825397,101,0.0200396825396825,58,0.0115079365079365,16,0.00317460317460317,91,0.0180555555555556,1244,0.246825396825397,0,0,6,0.00119047619047619,343,0.0680555555555555,264,0.0523809523809524,16,0.00317460317460317,32,0.00634920634920635,198,0.0392857142857143,69,0.0136904761904762,0,0,48,0.00952380952380952,0,0,0,0,9,0.00178571428571429,94,0.0186507936507937,58,0.0115079365079365,16,0.00317460317460317,28,0.00555555555555556,63,0.0125,1244,0.246825396825397,375,0.0744047619047619,109,0.0216269841269841,343,0.0680555555555555,295,0.058531746031746,48,0.00952380952380952,74,0.0146825396825397
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202205,4838,1084,0.224059528730881,23,0.00475403059115337,46,0.00950806118230674,48,0.00992145514675486,161,0.0332782141380736,0,0,51,0.010541546093427,10,0.0020669698222406,44,0.00909466721785862,617,0.127532038032245,16,0.00330715171558495,68,0.014055394791236,1084,0.224059528730881,0,0,7,0.00144687887556842,16,0.00330715171558495,46,0.00950806118230674,21,0.00434063662670525,27,0.00558081852004961,103,0.0212897891690781,58,0.0119884249689955,0,0,51,0.010541546093427,0,0,0,0,27,0.00558081852004961,27,0.00558081852004961,617,0.127532038032245,16,0.00330715171558495,22,0.00454733360892931,46,0.00950806118230674,1084,0.224059528730881,140,0.0289375775113683,61,0.0126085159156676,16,0.00330715171558495,183,0.0378255477470029,51,0.010541546093427,633,0.13083918974783
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202204,4826,1050,0.217571487774554,27,0.00559469539991712,280,0.0580190634065479,67,0.013883133029424,130,0.0269374222958972,0,0,311,0.0644426025694157,15,0.00310816411106506,42,0.00870285951098218,54,0.0111893907998342,11,0.00227932034811438,113,0.0234148363033568,1050,0.217571487774554,0,0,11,0.00227932034811438,16,0.00331537505180274,280,0.0580190634065479,30,0.00621632822213013,37,0.00766680480729382,118,0.0244508910070452,12,0.00248653128885205,0,0,311,0.0644426025694157,0,0,0,0,21,0.00435142975549109,36,0.00745959386655615,54,0.0111893907998342,11,0.00227932034811438,23,0.00476585163696643,90,0.0186489846663904,1050,0.217571487774554,437,0.0905511811023622,68,0.0140903439701616,16,0.00331537505180274,153,0.0317032739328637,311,0.0644426025694157,65,0.0134687111479486
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202203,4984,596,0.119582664526485,15,0.00300963081861958,152,0.0304975922953451,40,0.00802568218298555,150,0.0300963081861958,0,0,43,0.00862760834670947,4,0.000802568218298555,30,0.00601926163723917,66,0.0132423756019262,9,0.00180577849117175,87,0.0174558587479936,596,0.119582664526485,0,0,5,0.00100321027287319,10,0.00200642054574639,152,0.0304975922953451,10,0.00200642054574639,30,0.00601926163723917,95,0.0190609951845907,55,0.0110353130016051,0,0,43,0.00862760834670947,0,0,0,0,6,0.00120385232744783,28,0.00561797752808989,66,0.0132423756019262,9,0.00180577849117175,43,0.00862760834670947,44,0.00882825040128411,596,0.119582664526485,236,0.0473515248796148,39,0.00782504012841092,10,0.00200642054574639,193,0.0387239165329053,43,0.00862760834670947,75,0.0150481540930979
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202202,4925,695,0.141116751269036,34,0.00690355329949239,64,0.012994923857868,56,0.0113705583756345,139,0.0282233502538071,0,0,20,0.00406091370558376,4,0.000812182741116751,243,0.0493401015228426,58,0.0117766497461929,8,0.0016243654822335,69,0.014010152284264,695,0.141116751269036,0,0,22,0.00446700507614213,12,0.00243654822335025,64,0.012994923857868,18,0.00365482233502538,38,0.00771573604060914,93,0.0188832487309645,46,0.00934010152284264,0,0,20,0.00406091370558376,0,0,0,0,231,0.0469035532994924,16,0.003248730964467,58,0.0117766497461929,8,0.0016243654822335,18,0.00365482233502538,51,0.0103553299492386,695,0.141116751269036,171,0.0347208121827411,269,0.0546192893401015,12,0.00243654822335025,157,0.0318781725888325,20,0.00406091370558376,66,0.0134010152284264
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202201,4970,438,0.0881287726358149,19,0.00382293762575453,52,0.0104627766599598,46,0.00925553319919517,83,0.0167002012072435,0,0,46,0.00925553319919517,3,0.000603621730382294,79,0.0158953722334004,40,0.00804828973843058,9,0.00181086519114688,61,0.0122736418511066,438,0.0881287726358149,0,0,7,0.00140845070422535,12,0.00241448692152917,52,0.0104627766599598,7,0.00140845070422535,39,0.00784708249496982,73,0.0146881287726358,10,0.00201207243460765,0,0,46,0.00925553319919517,0,0,0,0,13,0.00261569416498994,69,0.0138832997987928,40,0.00804828973843058,9,0.00181086519114688,17,0.003420523138833,44,0.00885311871227364,438,0.0881287726358149,142,0.0285714285714286,89,0.017907444668008,12,0.00241448692152917,100,0.0201207243460765,46,0.00925553319919517,49,0.00985915492957747
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202152,4885,518,0.10603889457523,16,0.00327533265097236,59,0.0120777891504606,56,0.0114636642784033,162,0.0331627430910952,0,0,55,0.0112589559877175,1,0.000204708290685773,56,0.0114636642784033,33,0.0067553735926305,14,0.00286591606960082,66,0.013510747185261,518,0.10603889457523,0,0,7,0.00143295803480041,9,0.00184237461617195,59,0.0120777891504606,16,0.00327533265097236,40,0.00818833162743091,162,0.0331627430910952,0,0,0,0,55,0.0112589559877175,0,0,0,0,11,0.0022517911975435,46,0.00941658137154555,33,0.0067553735926305,14,0.00286591606960082,19,0.00388945752302968,47,0.00962128966223132,518,0.10603889457523,162,0.0331627430910952,64,0.0131013306038895,9,0.00184237461617195,181,0.0370522006141249,55,0.0112589559877175,47,0.00962128966223132
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202151,5236,545,0.104087089381207,16,0.00305576776165011,49,0.00935828877005348,59,0.0112681436210848,84,0.0160427807486631,0,0,145,0.0276928953399542,7,0.00133689839572193,59,0.0112681436210848,65,0.0124140565317036,1,0.000190985485103132,60,0.0114591291061879,545,0.104087089381207,0,0,6,0.00114591291061879,10,0.00190985485103132,49,0.00935828877005348,11,0.00210084033613445,48,0.00916730328495034,84,0.0160427807486631,0,0,0,0,145,0.0276928953399542,0,0,0,0,9,0.00171886936592819,57,0.0108861726508785,65,0.0124140565317036,1,0.000190985485103132,13,0.00248281130634072,47,0.00897631779984721,545,0.104087089381207,155,0.0296027501909855,72,0.0137509549274255,10,0.00190985485103132,97,0.0185255920550038,145,0.0276928953399542,66,0.0126050420168067
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202150,5193,585,0.11265164644714,16,0.00308107067205854,40,0.00770267668014635,56,0.0107837473522049,95,0.0182938571153476,0,0,130,0.0250336992104756,6,0.00115540150202195,109,0.0209897939533988,71,0.0136722511072598,6,0.00115540150202195,56,0.0107837473522049,585,0.11265164644714,0,0,6,0.00115540150202195,10,0.00192566917003659,40,0.00770267668014635,13,0.00250336992104756,43,0.00828037743115733,88,0.016945888696322,7,0.00134796841902561,0,0,130,0.0250336992104756,0,0,0,0,31,0.00596957442711342,84,0.0161756210283073,71,0.0136722511072598,6,0.00115540150202195,18,0.00346620450606586,38,0.00731754284613903,585,0.11265164644714,134,0.0258039668784903,121,0.0233005969574427,10,0.00192566917003659,113,0.0217600616214134,130,0.0250336992104756,77,0.0148276526092817
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202149,4898,995.852,0.203318089015925,82,0.0167415271539404,42,0.00857492854226215,55,0.0112290730910576,381,0.0777868517762352,0,0,158.852,0.0324320130665578,6,0.00122498979175174,122,0.0249081257656186,87,0.0177623519804002,14,0.00285830951408738,48,0.00979991833401388,995.852,0.203318089015925,0,0,68,0.013883217639853,14,0.00285830951408738,42,0.00857492854226215,14,0.00285830951408738,41,0.00837076357697019,365,0.0745202123315639,16,0.00326663944467129,0,0,158.852,0.0324320130665578,0,0,0,0,94,0.0191915067374439,34,0.0069416088199265,87,0.0177623519804002,14,0.00285830951408738,14,0.00285830951408738,34,0.0069416088199265,995.852,0.203318089015925,131,0.0267456104532462,196,0.0400163331972234,14,0.00285830951408738,395,0.0806451612903226,158.852,0.0324320130665578,101,0.0206206614944875
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202148,4881,794,0.162671583691866,29,0.00594140544970293,173,0.0354435566482278,62,0.0127023150993649,127,0.026019258348699,0,0,196,0.0401557057979922,15,0.00307314074984634,47,0.00962917434951854,78,0.015980331899201,4,0.000819504199959025,63,0.0129071911493546,793,0.162466707641877,1,0.000204876049989756,5,0.00102438024994878,23,0.00471214914976439,172,0.0352386805982381,23,0.00471214914976439,39,0.00799016594960049,118,0.0241753738987912,9,0.00184388444990781,0,0,196,0.0401557057979922,0,0,0,0,20,0.00409752099979512,42,0.00860479409956976,78,0.015980331899201,4,0.000819504199959025,16,0.0032780167998361,47,0.00962917434951854,793,0.162466707641877,282,0.0577750460971112,67,0.0137266953493137,23,0.00471214914976439,143,0.0292972751485351,196,0.0401557057979922,82,0.01679983609916
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202147,5109,664,0.129966725386573,77,0.0150714425523586,132,0.0258367586611861,61,0.0119397142297906,110,0.0215306322176551,0,0,79,0.0154629085926796,9,0.00176159718144451,65,0.0127226463104326,67,0.0131141123507536,10,0.00195733020160501,54,0.0105695830886671,611,0.119592875318066,53,0.0103738500685066,9,0.00176159718144451,15,0.00293599530240752,79,0.0154629085926796,17,0.00332746134272852,44,0.00861225288706205,100,0.0195733020160501,10,0.00195733020160501,0,0,79,0.0154629085926796,0,0,0,0,30,0.00587199060481503,44,0.00861225288706205,67,0.0131141123507536,10,0.00195733020160501,14,0.00274026228224702,40,0.00782932080642004,611,0.119592875318066,233,0.0456057936973968,83,0.0162458406733216,15,0.00293599530240752,124,0.0242708944999021,79,0.0154629085926796,77,0.0150714425523586
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202146,5035,627,0.124528301886792,14,0.00278053624627607,84,0.0166832174776564,73,0.0144985104270109,129,0.0256206554121152,0,0,50,0.0099304865938431,1,0.000198609731876862,131,0.0260178748758689,78,0.0154915590863952,6,0.00119165839126117,61,0.0121151936444886,627,0.124528301886792,0,0,6,0.00119165839126117,8,0.0015888778550149,84,0.0166832174776564,19,0.00377358490566038,54,0.0107249255213505,124,0.0246276067527309,5,0.00099304865938431,0,0,50,0.0099304865938431,0,0,0,0,94,0.018669314796425,38,0.00754716981132075,78,0.0154915590863952,6,0.00119165839126117,16,0.00317775571002979,45,0.00893743793445879,627,0.124528301886792,202,0.0401191658391261,138,0.027408142999007,8,0.0015888778550149,145,0.028798411122145,50,0.0099304865938431,84,0.0166832174776564
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202145,5270,638.672,0.121190132827324,12,0.00227703984819734,51,0.00967741935483871,68,0.0129032258064516,168,0.0318785578747628,63.672,0.0120819734345351,57,0.0108159392789374,0,0,60,0.0113851992409867,94,0.0178368121442125,7,0.00132827324478178,58,0.0110056925996205,638.672,0.121190132827324,0,0,4,0.000759013282732448,8,0.0015180265654649,51,0.00967741935483871,21,0.00398481973434535,47,0.00891840607210626,168,0.0318785578747628,0,0,63.672,0.0120819734345351,57,0.0108159392789374,0,0,0,0,11,0.00208728652751423,49,0.00929791271347249,94,0.0178368121442125,7,0.00132827324478178,26,0.00493358633776091,32,0.00607210626185958,638.672,0.121190132827324,214.672,0.040734724857685,64,0.0121442125237192,8,0.0015180265654649,194,0.0368121442125237,57,0.0108159392789374,101,0.0191650853889943
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202144,5270,746,0.141555977229602,13,0.00246679316888046,186,0.0352941176470588,54,0.010246679316888,153,0.0290322580645161,0,0,67,0.0127134724857685,2,0.000379506641366224,61,0.0115749525616698,138,0.0261859582542694,8,0.0015180265654649,64,0.0121442125237192,746,0.141555977229602,0,0,0,0,13,0.00246679316888046,186,0.0352941176470588,14,0.00265654648956357,40,0.00759013282732448,153,0.0290322580645161,0,0,0,0,67,0.0127134724857685,0,0,0,0,21,0.00398481973434535,42,0.0079696394686907,138,0.0261859582542694,8,0.0015180265654649,15,0.00284629981024668,49,0.00929791271347249,746,0.141555977229602,289,0.0548387096774194,63,0.0119544592030361,13,0.00246679316888046,168,0.0318785578747628,67,0.0127134724857685,146,0.0277039848197343
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202143,5267,813,0.154357319157015,17,0.00322764382001139,37,0.00702487184355421,47,0.00892348585532561,162,0.0307575469906968,0,0,269,0.0510727169166508,40,0.00759445604708563,62,0.0117714068729827,117,0.0222137839377255,5,0.000949307005885703,57,0.010822099867097,813,0.154357319157015,0,0,0,0,17,0.00322764382001139,37,0.00702487184355421,12,0.00227833681412569,35,0.00664514904119992,162,0.0307575469906968,0,0,0,0,269,0.0510727169166508,0,0,0,0,59,0.0112018226694513,43,0.00816404025061705,117,0.0222137839377255,5,0.000949307005885703,17,0.00322764382001139,40,0.00759445604708563,813,0.154357319157015,124,0.0235428137459654,102,0.0193658629200683,17,0.00322764382001139,179,0.0339851908107082,269,0.0510727169166508,122,0.0231630909436112
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202142,5214,635,0.121787495205217,9,0.00172612197928654,31,0.00594553126198696,57,0.0109321058688147,140,0.0268507863444572,0,0,51,0.00978135788262371,4,0.000767165324127349,181,0.0347142309167626,100,0.0191791331031837,4,0.000767165324127349,58,0.0111238971998466,635,0.121787495205217,0,0,0,0,9,0.00172612197928654,31,0.00594553126198696,18,0.00345224395857307,39,0.00747986191024166,119,0.0228231683927886,21,0.00402761795166858,0,0,51,0.00978135788262371,0,0,0,0,24,0.0046029919447641,161,0.0308784042961258,100,0.0191791331031837,4,0.000767165324127349,22,0.00421940928270042,36,0.00690448791714614,635,0.121787495205217,124,0.0237821250479478,185,0.0354813962408899,9,0.00172612197928654,162,0.0310701956271577,51,0.00978135788262371,104,0.0199462984273111
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202141,5288,536,0.101361573373676,12,0.00226928895612708,51,0.00964447806354009,58,0.0109682299546142,132,0.0249621785173979,0,0,41,0.00775340393343419,2,0.00037821482602118,61,0.011535552193646,107,0.0202344931921331,4,0.00075642965204236,68,0.0128593040847201,536,0.101361573373676,0,0,0,0,12,0.00226928895612708,51,0.00964447806354009,25,0.00472768532526475,33,0.00624054462934947,131,0.0247730711043873,1,0.00018910741301059,0,0,41,0.00775340393343419,0,0,0,0,14,0.00264750378214826,49,0.00926626323751891,107,0.0202344931921331,4,0.00075642965204236,33,0.00624054462934947,35,0.00661875945537065,536,0.101361573373676,144,0.027231467473525,63,0.0119137670196672,12,0.00226928895612708,165,0.0312027231467474,41,0.00775340393343419,111,0.0209909228441755
"HEMKÖP OSKARSTRÖM BLÅKLINTSVÄGEN",202140,5496,685,0.124636098981077,17,0.00309315866084425,158,0.0287481804949054,49,0.0089155749636099,143,0.026018922852984,0,0,57,0.0103711790393013,5,0.000909752547307132,29,0.00527656477438137,108,0.0196506550218341,8,0.00145560407569141,111,0.0201965065502183,685,0.124636098981077,0,0,0,0,17,0.00309315866084425,158,0.0287481804949054,15,0.0027292576419214,34,0.0061863173216885,143,0.026018922852984,0,0,0,0,57,0.0103711790393013,0,0,0,0,8,0.00145560407569141,26,0.00473071324599709,108,0.0196506550218341,8,0.00145560407569141,68,0.012372634643377,43,0.00782387190684134,685,0.124636098981077,250,0.0454876273653566,34,0.0061863173216885,17,0.00309315866084425,211,0.038391557496361,57,0.0103711790393013,116,0.0211062590975255
