"butik","vecka","datum","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_convrate_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_convrate_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_convrate_F&G","sales_zoner_count_Bröd","sales_zoner_convrate_Bröd","sales_zoner_count_Bake off","sales_zoner_convrate_Bake off","sales_zoner_count_Fisk - endast manuell disk","sales_zoner_convrate_Fisk - endast manuell disk","sales_zoner_count_Deli - endast manuell","sales_zoner_convrate_Deli - endast manuell","sales_zoner_count_Frys","sales_zoner_convrate_Frys","sales_zoner_count_Mejeri","sales_zoner_convrate_Mejeri","sales_zoner_count_Gavel 1","sales_zoner_convrate_Gavel 1","sales_zoner_count_Gavel 2","sales_zoner_convrate_Gavel 2","sales_zoner_count_Gavel 3","sales_zoner_convrate_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_convrate_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_convrate_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_convrate_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_convrate_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_convrate_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_convrate_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_convrate_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_count_Kampanj 1 - bladet eller skagen","sales_kampanj_convrate_Kampanj 1 - bladet eller skagen","sales_kampanj_count_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_convrate_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_count_Kampanj 1 Frys","sales_kampanj_convrate_Kampanj 1 Frys","sales_kampanj_count_Kampanj 1 Mejeri","sales_kampanj_convrate_Kampanj 1 Mejeri","sales_kampanj_count_Kampanj 2 Mejeri","sales_kampanj_convrate_Kampanj 2 Mejeri","sales_kampanj_count_Kampanj 3 – Bomben","sales_kampanj_convrate_Kampanj 3 – Bomben","sales_kampanj_count_ABP","sales_kampanj_convrate_ABP","sales_kampanj_count_Kampanj 1 - dryck","sales_kampanj_convrate_Kampanj 1 - dryck","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_convrate_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_convrate_TOTAL","sales_skylttyp_count_klubbvara","sales_skylttyp_convrate_klubbvara","sales_skylttyp_count_kampanjvara","sales_skylttyp_convrate_kampanjvara","sales_skylttyp_count_veckans klipp","sales_skylttyp_convrate_veckans klipp","sales_skylttyp_count_alltid bra pris","sales_skylttyp_convrate_alltid bra pris","sales_skylttyp_count_klubbpris","sales_skylttyp_convrate_klubbpris","sales_skylttyp_count_ordinarie","sales_skylttyp_convrate_ordinarie"
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-28,952,124,0.130252100840336,12,0.0126050420168067,10,0.0105042016806723,4,0.00420168067226891,22,0.023109243697479,0,0,0,0,1,0.00105042016806723,20,0.0210084033613445,3,0.00315126050420168,6,0.00630252100840336,46,0.0483193277310924,122,0.128151260504202,12,0.0126050420168067,8,0.00840336134453781,4,0.00420168067226891,0,0,22,0.023109243697479,0,0,0,0,0,0,1,0.00105042016806723,4,0.00420168067226891,16,0.0168067226890756,3,0.00315126050420168,6,0.00630252100840336,7,0.00735294117647059,39,0.0409663865546218,122,0.128151260504202,2,0.00210084033613445,69,0.0724789915966387,3,0.00315126050420168,28,0.0294117647058824,20,0.0210084033613445,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-27,1145,143,0.124890829694323,14,0.0122270742358079,12,0.0104803493449782,5,0.00436681222707424,8,0.00698689956331878,0,0,0,0,2,0.00174672489082969,35,0.0305676855895196,1,0.000873362445414847,5,0.00436681222707424,61,0.0532751091703057,137,0.119650655021834,14,0.0122270742358079,6,0.00524017467248908,5,0.00436681222707424,0,0,5,0.00436681222707424,3,0.00262008733624454,0,0,0,0,2,0.00174672489082969,6,0.00524017467248908,29,0.0253275109170306,1,0.000873362445414847,5,0.00436681222707424,7,0.00611353711790393,54,0.0471615720524017,137,0.119650655021834,6,0.00524017467248908,82,0.0716157205240175,1,0.000873362445414847,10,0.00873362445414847,38,0.0331877729257642,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-26,1114,120,0.107719928186715,15,0.0134649910233393,16,0.0143626570915619,5,0.00448833034111311,25,0.0224416517055655,0,0,0,0,8,0.00718132854578097,21,0.018850987432675,1,0.000897666068222621,4,0.00359066427289048,25,0.0224416517055655,112,0.100538599640934,15,0.0134649910233393,8,0.00718132854578097,5,0.00448833034111311,0,0,24,0.0215439856373429,1,0.000897666068222621,0,0,0,0,8,0.00718132854578097,5,0.00448833034111311,16,0.0143626570915619,1,0.000897666068222621,4,0.00359066427289048,2,0.00179533213644524,23,0.0206463195691203,112,0.100538599640934,8,0.00718132854578097,53,0.0475763016157989,1,0.000897666068222621,28,0.0251346499102334,22,0.0197486535008977,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-25,1300,136,0.104615384615385,11,0.00846153846153846,16,0.0123076923076923,9,0.00692307692307692,32,0.0246153846153846,0,0,0,0,2,0.00153846153846154,31,0.0238461538461538,3,0.00230769230769231,4,0.00307692307692308,28,0.0215384615384615,134,0.103076923076923,11,0.00846153846153846,14,0.0107692307692308,9,0.00692307692307692,0,0,29,0.0223076923076923,3,0.00230769230769231,0,0,0,0,2,0.00153846153846154,7,0.00538461538461538,24,0.0184615384615385,3,0.00230769230769231,4,0.00307692307692308,10,0.00769230769230769,18,0.0138461538461538,134,0.103076923076923,2,0.00153846153846154,62,0.0476923076923077,3,0.00230769230769231,33,0.0253846153846154,34,0.0261538461538462,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-24,1376,138,0.100290697674419,15,0.0109011627906977,13,0.00944767441860465,4,0.00290697674418605,40,0.0290697674418605,0,0,0,0,6,0.00436046511627907,32,0.0232558139534884,2,0.00145348837209302,5,0.00363372093023256,21,0.0152616279069767,132,0.0959302325581395,15,0.0109011627906977,7,0.00508720930232558,4,0.00290697674418605,0,0,38,0.0276162790697674,2,0.00145348837209302,0,0,0,0,6,0.00436046511627907,5,0.00363372093023256,27,0.0196220930232558,2,0.00145348837209302,5,0.00363372093023256,6,0.00436046511627907,15,0.0109011627906977,132,0.0959302325581395,6,0.00436046511627907,47,0.034156976744186,2,0.00145348837209302,43,0.03125,34,0.0247093023255814,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,2022-05-23,1306,143,0.109494640122511,22,0.0168453292496172,23,0.0176110260336907,7,0.00535987748851455,26,0.0199081163859112,0,0,0,0,7,0.00535987748851455,29,0.0222052067381317,7,0.00535987748851455,2,0.00153139356814701,20,0.0153139356814701,134,0.10260336906585,22,0.0168453292496172,14,0.0107197549770291,6,0.00459418070444104,1,0.000765696784073507,24,0.0183767228177642,2,0.00153139356814701,0,0,0,0,7,0.00535987748851455,2,0.00153139356814701,27,0.0206738131699847,7,0.00535987748851455,2,0.00153139356814701,2,0.00153139356814701,18,0.0137825421133231,134,0.10260336906585,9,0.00689127105666156,61,0.0467075038284839,7,0.00535987748851455,26,0.0199081163859112,31,0.0237366003062787,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-22,1141,184,0.161262050832603,30,0.0262927256792287,15,0.0131463628396144,29,0.0254163014899211,26,0.0227870289219982,0,0,0,0,4,0.0035056967572305,18,0.0157756354075372,21,0.0184049079754601,4,0.0035056967572305,37,0.0324276950043821,181,0.15863277826468,30,0.0262927256792287,12,0.0105170902716915,29,0.0254163014899211,0,0,26,0.0227870289219982,0,0,0,0,0,0,4,0.0035056967572305,11,0.00964066608238387,7,0.00613496932515337,21,0.0184049079754601,4,0.0035056967572305,19,0.0166520595968449,18,0.0157756354075372,181,0.15863277826468,3,0.00262927256792287,109,0.0955302366345311,21,0.0184049079754601,30,0.0262927256792287,18,0.0157756354075372,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-21,1114,176,0.157989228007181,30,0.0269299820466786,17,0.0152603231597846,12,0.0107719928186715,24,0.0215439856373429,0,0,0,0,5,0.00448833034111311,10,0.00897666068222621,20,0.0179533213644524,7,0.00628366247755835,51,0.0457809694793537,171,0.153500897666068,30,0.0269299820466786,12,0.0107719928186715,12,0.0107719928186715,0,0,23,0.0206463195691203,1,0.000897666068222621,0,0,0,0,5,0.00448833034111311,3,0.00269299820466786,7,0.00628366247755835,20,0.0179533213644524,7,0.00628366247755835,18,0.0161579892280072,33,0.0296229802513465,171,0.153500897666068,5,0.00448833034111311,105,0.0942549371633752,20,0.0179533213644524,30,0.0269299820466786,11,0.00987432675044883,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-20,1393,237,0.17013639626705,30,0.0215362526920316,25,0.0179468772433597,18,0.012921751615219,26,0.018664752333094,0,0,0,0,7,0.0050251256281407,11,0.00789662598707825,19,0.0136396267049533,2,0.00143575017946877,99,0.0710696338837042,233,0.167264895908112,30,0.0215362526920316,21,0.0150753768844221,17,0.0122038765254846,1,0.000717875089734386,24,0.0172290021536253,2,0.00143575017946877,0,0,0,0,7,0.0050251256281407,6,0.00430725053840632,5,0.00358937544867193,19,0.0136396267049533,2,0.00143575017946877,25,0.0179468772433597,74,0.0531227566403446,233,0.167264895908112,4,0.00287150035893754,171,0.12275664034458,19,0.0136396267049533,26,0.018664752333094,13,0.00933237616654702,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-19,1383,150,0.108459869848156,26,0.0187997107736804,11,0.00795372378886479,17,0.012292118582791,30,0.0216919739696312,0,0,0,0,2,0.00144613159797542,5,0.00361532899493854,18,0.0130151843817787,4,0.00289226319595083,37,0.0267534345625452,147,0.106290672451193,26,0.0187997107736804,8,0.00578452639190166,17,0.012292118582791,0,0,29,0.0209689081706435,1,0.000723065798987708,0,0,0,0,2,0.00144613159797542,1,0.000723065798987708,4,0.00289226319595083,18,0.0130151843817787,4,0.00289226319595083,18,0.0130151843817787,19,0.0137382501807664,147,0.106290672451193,3,0.00216919739696312,87,0.0629067245119306,18,0.0130151843817787,33,0.0238611713665944,6,0.00433839479392625,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-18,1284,113,0.088006230529595,16,0.0124610591900312,11,0.00856697819314642,19,0.014797507788162,16,0.0124610591900312,0,0,0,0,5,0.00389408099688474,10,0.00778816199376947,9,0.00700934579439252,0,0,27,0.0210280373831776,111,0.0864485981308411,16,0.0124610591900312,9,0.00700934579439252,19,0.014797507788162,0,0,16,0.0124610591900312,0,0,0,0,0,0,5,0.00389408099688474,5,0.00389408099688474,5,0.00389408099688474,9,0.00700934579439252,0,0,11,0.00856697819314642,16,0.0124610591900312,111,0.0864485981308411,2,0.00155763239875389,74,0.0576323987538941,9,0.00700934579439252,16,0.0124610591900312,10,0.00778816199376947,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-17,1218,148,0.121510673234811,25,0.0205254515599343,18,0.0147783251231527,21,0.0172413793103448,30,0.0246305418719212,0,0,0,0,5,0.00410509031198686,11,0.0090311986863711,12,0.00985221674876847,2,0.00164203612479475,24,0.0197044334975369,141,0.11576354679803,25,0.0205254515599343,11,0.0090311986863711,21,0.0172413793103448,0,0,30,0.0246305418719212,0,0,0,0,0,0,5,0.00410509031198686,7,0.00574712643678161,4,0.00328407224958949,12,0.00985221674876847,2,0.00164203612479475,11,0.0090311986863711,13,0.0106732348111658,141,0.11576354679803,7,0.00574712643678161,79,0.0648604269293925,12,0.00985221674876847,32,0.0262725779967159,11,0.0090311986863711,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,2022-05-16,1231,160,0.129975629569456,32,0.0259951259138911,13,0.0105605199025183,27,0.0219333874898457,32,0.0259951259138911,0,0,0,0,3,0.00243704305442729,14,0.0113728675873274,18,0.0146222583265638,6,0.00487408610885459,15,0.0121852152721365,155,0.12591389114541,32,0.0259951259138911,8,0.00649878147847279,27,0.0219333874898457,0,0,31,0.025182778229082,1,0.000812347684809098,0,0,0,0,3,0.00243704305442729,8,0.00649878147847279,6,0.00487408610885459,18,0.0146222583265638,6,0.00487408610885459,5,0.00406173842404549,10,0.00812347684809098,155,0.12591389114541,5,0.00406173842404549,80,0.0649878147847279,18,0.0146222583265638,37,0.0300568643379366,15,0.0121852152721365,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-15,1121,114,0.101694915254237,20,0.0178412132024978,11,0.00981266726137377,2,0.00178412132024978,40,0.0356824264049955,0,0,0,0,3,0.00267618198037467,9,0.008028545941124,5,0.00446030330062444,10,0.00892060660124889,14,0.0124888492417484,109,0.0972346119536128,20,0.0178412132024978,6,0.00535236396074933,2,0.00178412132024978,0,0,38,0.0338983050847458,2,0.00178412132024978,0,0,0,0,3,0.00267618198037467,6,0.00535236396074933,3,0.00267618198037467,5,0.00446030330062444,10,0.00892060660124889,0,0,14,0.0124888492417484,109,0.0972346119536128,5,0.00446030330062444,40,0.0356824264049955,5,0.00446030330062444,48,0.0428189116859946,11,0.00981266726137377,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-14,1151,118,0.10251954821894,13,0.0112945264986968,16,0.0139009556907037,4,0.00347523892267593,19,0.0165073848827107,0,0,0,0,4,0.00347523892267593,11,0.00955690703735882,3,0.00260642919200695,0,0,48,0.0417028670721112,116,0.100781928757602,13,0.0112945264986968,14,0.0121633362293658,4,0.00347523892267593,0,0,16,0.0139009556907037,3,0.00260642919200695,0,0,0,0,4,0.00347523892267593,9,0.00781928757602085,2,0.00173761946133797,3,0.00260642919200695,0,0,3,0.00260642919200695,45,0.0390964378801043,116,0.100781928757602,2,0.00173761946133797,81,0.0703735881841877,3,0.00260642919200695,16,0.0139009556907037,14,0.0121633362293658,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-13,1346,167,0.12407132243685,19,0.0141158989598811,29,0.0215453194650817,9,0.00668647845468053,33,0.024517087667162,0,0,0,0,11,0.00817236255572065,10,0.00742942050520059,5,0.0037147102526003,2,0.00148588410104012,49,0.0364041604754829,160,0.11887072808321,19,0.0141158989598811,22,0.0163447251114413,9,0.00668647845468053,0,0,30,0.0222882615156018,3,0.00222882615156018,0,0,0,0,11,0.00817236255572065,5,0.0037147102526003,5,0.0037147102526003,5,0.0037147102526003,2,0.00148588410104012,10,0.00742942050520059,39,0.0289747399702823,160,0.11887072808321,7,0.00520059435364042,103,0.0765230312035661,5,0.0037147102526003,32,0.0237741456166419,13,0.00965824665676077,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-12,1199,115,0.0959132610508757,26,0.0216847372810676,23,0.0191826522101751,5,0.00417014178482068,4,0.00333611342785655,0,0,0,0,4,0.00333611342785655,11,0.00917431192660551,12,0.0100083402835696,3,0.00250208507089241,27,0.0225187656380317,105,0.0875729774812344,26,0.0216847372810676,13,0.0108423686405338,5,0.00417014178482068,0,0,3,0.00250208507089241,1,0.000834028356964137,0,0,0,0,4,0.00333611342785655,7,0.00583819849874896,4,0.00333611342785655,12,0.0100083402835696,3,0.00250208507089241,3,0.00250208507089241,24,0.0200166805671393,105,0.0875729774812344,10,0.00834028356964137,65,0.0542118432026689,12,0.0100083402835696,6,0.00500417014178482,12,0.0100083402835696,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-11,1209,76,0.0628618693134822,14,0.0115798180314309,15,0.0124069478908189,6,0.00496277915632754,12,0.00992555831265509,0,0,0,0,5,0.00413564929693962,6,0.00496277915632754,4,0.0033085194375517,6,0.00496277915632754,8,0.00661703887510339,70,0.0578990901571547,14,0.0115798180314309,9,0.00744416873449132,6,0.00496277915632754,0,0,11,0.00909842845326716,1,0.000827129859387924,0,0,0,0,5,0.00413564929693962,5,0.00413564929693962,1,0.000827129859387924,4,0.0033085194375517,6,0.00496277915632754,2,0.00165425971877585,6,0.00496277915632754,70,0.0578990901571547,6,0.00496277915632754,36,0.0297766749379653,4,0.0033085194375517,17,0.0140612076095947,7,0.00578990901571547,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-10,1284,104,0.0809968847352025,14,0.0109034267912773,16,0.0124610591900312,6,0.00467289719626168,18,0.014018691588785,0,0,0,0,5,0.00389408099688474,16,0.0124610591900312,10,0.00778816199376947,2,0.00155763239875389,17,0.0132398753894081,100,0.0778816199376947,14,0.0109034267912773,12,0.00934579439252336,4,0.00311526479750779,2,0.00155763239875389,17,0.0132398753894081,1,0.000778816199376947,0,0,0,0,5,0.00389408099688474,10,0.00778816199376947,6,0.00467289719626168,10,0.00778816199376947,2,0.00155763239875389,2,0.00155763239875389,15,0.0116822429906542,100,0.0778816199376947,4,0.00311526479750779,50,0.0389408099688473,10,0.00778816199376947,19,0.014797507788162,17,0.0132398753894081,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,2022-05-09,1307,108,0.0826319816373374,18,0.0137719969395562,22,0.0168324407039021,8,0.00612088752869166,18,0.0137719969395562,0,0,0,0,3,0.00229533282325937,13,0.00994644223412395,10,0.00765110941086458,9,0.00688599846977812,7,0.0053557765876052,100,0.0765110941086457,18,0.0137719969395562,14,0.0107115531752104,8,0.00612088752869166,0,0,16,0.0122417750573833,2,0.00153022188217292,0,0,0,0,3,0.00229533282325937,5,0.00382555470543229,8,0.00612088752869166,10,0.00765110941086458,9,0.00688599846977812,2,0.00153022188217292,5,0.00382555470543229,100,0.0765110941086457,8,0.00612088752869166,42,0.0321346595256312,10,0.00765110941086458,25,0.0191277735271614,15,0.0114766641162969,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-08,1175,107,0.091063829787234,23,0.0195744680851064,17,0.014468085106383,4,0.00340425531914894,10,0.00851063829787234,0,0,0,0,2,0.00170212765957447,23,0.0195744680851064,13,0.011063829787234,4,0.00340425531914894,11,0.00936170212765958,102,0.0868085106382979,23,0.0195744680851064,12,0.0102127659574468,2,0.00170212765957447,2,0.00170212765957447,10,0.00851063829787234,0,0,0,0,0,0,2,0.00170212765957447,14,0.0119148936170213,9,0.00765957446808511,13,0.011063829787234,4,0.00340425531914894,3,0.0025531914893617,8,0.00680851063829787,102,0.0868085106382979,5,0.00425531914893617,47,0.04,13,0.011063829787234,14,0.0119148936170213,23,0.0195744680851064,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-07,1105,116,0.104977375565611,9,0.0081447963800905,13,0.0117647058823529,10,0.00904977375565611,29,0.0262443438914027,0,0,0,0,6,0.00542986425339366,7,0.00633484162895928,1,0.000904977375565611,0,0,41,0.03710407239819,114,0.10316742081448,9,0.0081447963800905,11,0.00995475113122172,8,0.00723981900452489,2,0.00180995475113122,26,0.0235294117647059,3,0.00271493212669683,0,0,0,0,6,0.00542986425339366,2,0.00180995475113122,5,0.00452488687782805,1,0.000904977375565611,0,0,6,0.00542986425339366,35,0.0316742081447964,114,0.10316742081448,2,0.00180995475113122,75,0.0678733031674208,1,0.000904977375565611,26,0.0235294117647059,10,0.00904977375565611,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-06,1353,144,0.106430155210643,9,0.00665188470066519,17,0.0125646711012565,8,0.00591278640059128,27,0.0199556541019956,0,0,0,0,3,0.00221729490022173,6,0.00443458980044346,3,0.00221729490022173,5,0.00369549150036955,66,0.0487804878048781,138,0.1019955654102,9,0.00665188470066519,11,0.00813008130081301,8,0.00591278640059128,0,0,25,0.0184774575018477,2,0.00147819660014782,0,0,0,0,3,0.00221729490022173,3,0.00221729490022173,3,0.00221729490022173,3,0.00221729490022173,5,0.00369549150036955,6,0.00443458980044346,60,0.0443458980044346,138,0.1019955654102,6,0.00443458980044346,91,0.0672579453067258,3,0.00221729490022173,30,0.0221729490022173,8,0.00591278640059128,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-05,1244,121,0.0972668810289389,23,0.0184887459807074,17,0.0136655948553055,8,0.00643086816720257,28,0.022508038585209,0,0,0,0,5,0.00401929260450161,11,0.00884244372990354,5,0.00401929260450161,7,0.00562700964630225,17,0.0136655948553055,114,0.0916398713826367,23,0.0184887459807074,10,0.00803858520900321,8,0.00643086816720257,0,0,27,0.0217041800643087,1,0.000803858520900322,0,0,0,0,5,0.00401929260450161,7,0.00562700964630225,4,0.00321543408360129,5,0.00401929260450161,7,0.00562700964630225,2,0.00160771704180064,15,0.0120578778135048,114,0.0916398713826367,7,0.00562700964630225,56,0.045016077170418,5,0.00401929260450161,34,0.0273311897106109,12,0.00964630225080386,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-04,1266,90,0.0710900473933649,7,0.00552922590837283,19,0.0150078988941548,7,0.00552922590837283,18,0.014218009478673,0,0,0,0,4,0.00315955766192733,20,0.0157977883096366,3,0.0023696682464455,4,0.00315955766192733,8,0.00631911532385466,86,0.0679304897314376,7,0.00552922590837283,15,0.0118483412322275,7,0.00552922590837283,0,0,17,0.0134281200631912,1,0.000789889415481833,0,0,0,0,4,0.00315955766192733,11,0.00868878357030016,9,0.00710900473933649,3,0.0023696682464455,4,0.00315955766192733,2,0.00157977883096367,6,0.004739336492891,86,0.0679304897314376,4,0.00315955766192733,37,0.0292259083728278,3,0.0023696682464455,21,0.0165876777251185,21,0.0165876777251185,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-03,1261,97,0.0769230769230769,26,0.0206185567010309,27,0.021411578112609,4,0.00317208564631245,17,0.0134813639968279,0,0,0,0,2,0.00158604282315623,7,0.00555114988104679,1,0.000793021411578113,2,0.00158604282315623,11,0.00872323552735924,88,0.0697858842188739,26,0.0206185567010309,18,0.014274385408406,4,0.00317208564631245,0,0,17,0.0134813639968279,0,0,0,0,0,0,2,0.00158604282315623,3,0.00237906423473434,4,0.00317208564631245,1,0.000793021411578113,2,0.00158604282315623,2,0.00158604282315623,9,0.00713719270420301,88,0.0697858842188739,9,0.00713719270420301,52,0.0412371134020619,1,0.000793021411578113,19,0.0150674068199841,7,0.00555114988104679,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,2022-05-02,1209,112,0.0926385442514475,31,0.0256410256410256,16,0.0132340777502068,8,0.00661703887510339,20,0.0165425971877585,0,0,0,0,3,0.00248138957816377,14,0.0115798180314309,8,0.00661703887510339,7,0.00578990901571547,5,0.00413564929693962,106,0.0876757650951199,31,0.0256410256410256,10,0.00827129859387924,8,0.00661703887510339,0,0,20,0.0165425971877585,0,0,0,0,0,0,3,0.00248138957816377,8,0.00661703887510339,6,0.00496277915632754,8,0.00661703887510339,7,0.00578990901571547,2,0.00165425971877585,3,0.00248138957816377,106,0.0876757650951199,6,0.00496277915632754,51,0.0421836228287841,8,0.00661703887510339,27,0.0223325062034739,14,0.0115798180314309,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-05-01,1145,189,0.165065502183406,26,0.022707423580786,36,0.0314410480349345,6,0.00524017467248908,46,0.040174672489083,0,0,0,0,7,0.00611353711790393,35,0.0305676855895196,4,0.00349344978165939,6,0.00524017467248908,23,0.0200873362445415,173,0.151091703056769,26,0.022707423580786,20,0.0174672489082969,6,0.00524017467248908,0,0,45,0.0393013100436681,1,0.000873362445414847,0,0,0,0,7,0.00611353711790393,29,0.0253275109170306,6,0.00524017467248908,4,0.00349344978165939,6,0.00524017467248908,5,0.00436681222707424,18,0.0157205240174672,173,0.151091703056769,16,0.0139737991266376,66,0.0576419213973799,4,0.00349344978165939,51,0.0445414847161572,36,0.0314410480349345,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-04-30,1136,145,0.127640845070423,29,0.0255281690140845,24,0.0211267605633803,3,0.00264084507042254,12,0.0105633802816901,0,0,0,0,0,0,33,0.0290492957746479,0,0,5,0.00440140845070423,39,0.034330985915493,128,0.112676056338028,29,0.0255281690140845,7,0.00616197183098592,3,0.00264084507042254,0,0,10,0.00880281690140845,2,0.00176056338028169,0,0,0,0,0,0,26,0.022887323943662,7,0.00616197183098592,0,0,5,0.00440140845070423,5,0.00440140845070423,34,0.0299295774647887,128,0.112676056338028,17,0.0149647887323944,61,0.0536971830985915,0,0,15,0.0132042253521127,35,0.0308098591549296,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-04-29,1431,251,0.175401816911251,50,0.0349406009783368,54,0.0377358490566038,5,0.00349406009783368,30,0.0209643605870021,0,0,0,0,2,0.00139762403913347,42,0.0293501048218029,7,0.00489168413696716,4,0.00279524807826695,57,0.039832285115304,217,0.151642208245982,50,0.0349406009783368,20,0.0139762403913347,4,0.00279524807826695,1,0.000698812019566737,29,0.0202655485674354,1,0.000698812019566737,0,0,0,0,2,0.00139762403913347,38,0.026554856743536,4,0.00279524807826695,7,0.00489168413696716,4,0.00279524807826695,7,0.00489168413696716,50,0.0349406009783368,217,0.151642208245982,34,0.023759608665269,100,0.0698812019566737,7,0.00489168413696716,33,0.0230607966457023,43,0.0300489168413697,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-04-28,1227,186,0.15158924205379,29,0.0236348818255909,27,0.0220048899755501,9,0.00733496332518337,20,0.0162999185004075,0,0,0,0,6,0.00488997555012225,62,0.0505297473512632,7,0.00570497147514262,5,0.00407497962510187,21,0.0171149144254279,172,0.140179299103504,29,0.0236348818255909,13,0.0105949470252649,9,0.00733496332518337,0,0,19,0.0154849225753871,1,0.000814995925020375,0,0,0,0,6,0.00488997555012225,57,0.0464547677261614,5,0.00407497962510187,7,0.00570497147514262,5,0.00407497962510187,4,0.0032599837000815,17,0.0138549307253464,172,0.140179299103504,14,0.0114099429502852,64,0.052159739201304,7,0.00570497147514262,24,0.019559902200489,63,0.0513447432762836,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-04-27,1193,211,0.176865046102263,31,0.0259849119865884,44,0.0368818105616094,5,0.00419111483654652,27,0.0226320201173512,0,0,0,0,6,0.00502933780385583,79,0.066219614417435,0,0,4,0.00335289186923722,15,0.0125733445096396,187,0.15674769488684,31,0.0259849119865884,20,0.0167644593461861,3,0.00251466890192791,2,0.00167644593461861,26,0.0217937971500419,1,0.000838222967309304,0,0,0,0,6,0.00502933780385583,72,0.0603520536462699,7,0.00586756077116513,0,0,4,0.00335289186923722,3,0.00251466890192791,12,0.0100586756077117,187,0.15674769488684,24,0.0201173512154233,53,0.0444258172673931,0,0,30,0.0251466890192791,80,0.0670578373847443,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,2022-04-26,1282,192,0.149765990639626,24,0.0187207488299532,26,0.0202808112324493,10,0.0078003120124805,17,0.0132605304212168,0,0,0,0,6,0.0046801872074883,93,0.0725429017160686,4,0.0031201248049922,0,0,12,0.0093603744149766,180,0.140405616224649,24,0.0187207488299532,14,0.0109204368174727,10,0.0078003120124805,0,0,15,0.0117004680187207,2,0.0015600624024961,0,0,0,0,6,0.0046801872074883,89,0.0694227769110764,4,0.0031201248049922,4,0.0031201248049922,0,0,1,0.00078003120124805,11,0.00858034321372855,180,0.140405616224649,12,0.0093603744149766,54,0.0421216848673947,4,0.0031201248049922,15,0.0117004680187207,95,0.0741029641185647,0,0
