"butik","vecka","datum","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_convrate_Kampanj_2_om_vi_inte_har_två_kör_vi_Garant_hamburgerbröd_Brioche_ord_pris_ABP?","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1","kampanj_convrate_Kampanj_1","kampanj_count_Kampanj_2","kampanj_convrate_Kampanj_2","kampanj_count_Vara_1","kampanj_convrate_Vara_1","kampanj_count_OBS_endast_trianglen","kampanj_convrate_OBS_endast_trianglen","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris","skylttyp_count_veckans_klipp","skylttyp_convrate_veckans_klipp","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris"
"ÖRNSKÖLDSVIK DOMSJÖ",202218,2022-05-03,929,182,0.195909580193757,49,0.0527448869752422,39,0.0419806243272336,28,0.0301399354144241,35,0.0376749192680301,0,0,0,0,6,0.00645855758880517,7,0.00753498385360603,16,0.0172228202368138,2,0.00215285252960172,169,0.181916038751346,45,0.0484391819160387,13,0.0139935414424112,1,0.00107642626480086,35,0.0376749192680301,26,0.0279870828848224,2,0.00215285252960172,26,0.0279870828848224,35,0.0376749192680301,0,0,0,0,0,0,0,0,2,0.00215285252960172,4,0.00430570505920344,7,0.00753498385360603,15,0.0161463939720129,1,0.00107642626480086,0,0,2,0.00215285252960172,134,0.144241119483315,31,0.0333692142088267,35,0.0376749192680301,0,0,23,0.0247578040904198
"ÖRNSKÖLDSVIK DOMSJÖ",202218,2022-05-02,906,162.1,0.178918322295806,32,0.0353200883002208,53,0.0584988962472406,16,0.0176600441501104,18,0.0198675496688742,0.1,0.00011037527593819,1,0.0011037527593819,8,0.00883002207505519,3,0.0033112582781457,22,0.0242825607064018,9,0.00993377483443709,150.1,0.165673289183223,69,0.076158940397351,12,0.0132450331125828,2,0.0022075055187638,18,0.0198675496688742,41,0.0452538631346578,3,0.0033112582781457,13,0.0143487858719647,18,0.0198675496688742,0.1,0.00011037527593819,0,0,0,0,0,0,4,0.00441501103752759,5,0.00551876379690949,3,0.0033112582781457,22,0.0242825607064018,0,0,0,0,9,0.00993377483443709,132.1,0.145805739514349,20,0.022075055187638,18,0.0198675496688742,0.1,0.00011037527593819,25,0.0275938189845475
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-05-01,725,125.193,0.17268,46,0.063448275862069,26,0.0358620689655172,9,0.0124137931034483,22,0.0303448275862069,0.193,0.000266206896551724,2,0.00275862068965517,4,0.00551724137931034,6,0.00827586206896552,10,0.0137931034482759,0,0,103.193,0.142335172413793,32,0.0441379310344828,22,0.0303448275862069,2,0.00275862068965517,22,0.0303448275862069,4,0.00551724137931034,2,0.00275862068965517,7,0.0096551724137931,22,0.0303448275862069,0,0,0,0,0,0,0.193,0.000266206896551724,4,0.00551724137931034,2,0.00275862068965517,6,0.00827586206896552,10,0.0137931034482759,0,0,0,0,0,0,81.193,0.111990344827586,11,0.0151724137931034,22,0.0303448275862069,0.193,0.000266206896551724,16,0.0220689655172414
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-30,907,181.69,0.2003197353914,50,0.0551267916207277,25,0.0275633958103638,47,0.051819184123484,33,0.0363836824696803,0.69,0.000760749724366042,2,0.00220507166482911,2,0.00220507166482911,4,0.00441014332965821,16,0.0176405733186329,2,0.00220507166482911,166.69,0.183781697905182,34,0.0374862183020948,15,0.0165380374862183,2,0.00220507166482911,33,0.0363836824696803,10,0.0110253583241455,4,0.00441014332965821,43,0.0474090407938258,33,0.0363836824696803,0.196,0.000216097023153252,0,0,0,0,0.494,0.000544652701212789,3,0.00330760749724366,1,0.00110253583241455,4,0.00441014332965821,15,0.0165380374862183,1,0.00110253583241455,2,0.00220507166482911,0,0,133.69,0.147398015435502,46,0.0507166482910695,33,0.0363836824696803,0.69,0.000760749724366042,20,0.0220507166482911
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-29,978,111.071,0.113569529652352,24,0.0245398773006135,38,0.0388548057259714,21,0.0214723926380368,0,0,1.071,0.00109509202453988,1,0.00102249488752556,3,0.00306748466257669,9,0.00920245398773006,10,0.0102249488752556,4,0.00408997955010225,88.071,0.0900521472392638,43,0.0439672801635992,23,0.0235173824130879,1,0.00102249488752556,0,0,15,0.0153374233128834,0,0,21,0.0214723926380368,0,0,0.084,8.58895705521472e-05,0,0,0,0,0.987,0.00100920245398773,1,0.00102249488752556,3,0.00306748466257669,9,0.00920245398773006,7,0.00715746421267894,3,0.00306748466257669,1,0.00102249488752556,3,0.00306748466257669,88.071,0.0900521472392638,25,0.0255623721881391,0,0,1.071,0.00109509202453988,19,0.0194274028629857
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-28,915,92.588,0.101189071038251,17,0.0185792349726776,17,0.0185792349726776,31,0.033879781420765,3,0.00327868852459016,0.588,0.000642622950819672,5,0.00546448087431694,4,0.00437158469945355,0,0,13,0.014207650273224,2,0.00218579234972678,82.588,0.0902601092896175,26,0.0284153005464481,10,0.0109289617486339,4,0.00437158469945355,3,0.00327868852459016,7,0.00765027322404372,0,0,31,0.033879781420765,3,0.00327868852459016,0.066,7.21311475409836e-05,0,0,0,0,0.522,0.000570491803278689,7,0.00765027322404372,2,0.00218579234972678,0,0,13,0.014207650273224,0,0,1,0.00109289617486339,1,0.00109289617486339,79.588,0.0869814207650273,37,0.0404371584699454,3,0.00327868852459016,0.588,0.000642622950819672,13,0.014207650273224
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-27,877,176.12,0.200820980615735,56,0.0638540478905359,21,0.023945267958951,24,0.0273660205245154,38,0.0433295324971494,0.12,0.000136830102622577,11,0.0125427594070696,6,0.00684150513112885,3,0.00342075256556442,16,0.0182440136830103,1,0.00114025085518814,159.12,0.181436716077537,39,0.0444697833523375,17,0.0193842645381984,1,0.00114025085518814,38,0.0433295324971494,4,0.00456100342075257,4,0.00456100342075257,20,0.0228050171037628,38,0.0433295324971494,0,0,0,0,0,0,0.12,0.000136830102622577,13,0.0148232611174458,4,0.00456100342075257,3,0.00342075256556442,14,0.015963511972634,2,0.00228050171037628,1,0.00114025085518814,0,0,121.12,0.138107183580388,25,0.0285062713797035,38,0.0433295324971494,0.12,0.000136830102622577,19,0.0216647662485747
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-26,889,150.126,0.168870641169854,43,0.0483689538807649,26,0.0292463442069741,15,0.0168728908886389,22,0.0247469066366704,0.126,0.000141732283464567,9,0.0101237345331834,5,0.00562429696287964,5,0.00562429696287964,23,0.0258717660292463,2,0.00224971878515186,130.126,0.146373453318335,40,0.0449943757030371,20,0.0224971878515186,1,0.00112485939257593,22,0.0247469066366704,6,0.00674915635545557,1,0.00112485939257593,14,0.015748031496063,22,0.0247469066366704,0.126,0.000141732283464567,0,0,0,0,0,0,11,0.0123734533183352,3,0.00337457817772778,5,0.00562429696287964,23,0.0258717660292463,0,0,0,0,2,0.00224971878515186,108.126,0.121626546681665,18,0.0202474690663667,22,0.0247469066366704,0.126,0.000141732283464567,28,0.031496062992126
"ÖRNSKÖLDSVIK DOMSJÖ",202217,2022-04-25,909,136.182,0.149815181518152,31,0.0341034103410341,20,0.022002200220022,10,0.011001100110011,16,0.0176017601760176,0.182,0.0002002200220022,13,0.0143014301430143,3,0.0033003300330033,0,0,42,0.0462046204620462,1,0.0011001100110011,121.182,0.133313531353135,36,0.0396039603960396,15,0.0165016501650165,0,0,16,0.0176017601760176,5,0.0055005500550055,1,0.0011001100110011,9,0.0099009900990099,16,0.0176017601760176,0,0,0,0,0,0,0.182,0.0002002200220022,14,0.0154015401540154,2,0.0022002200220022,0,0,40,0.044004400440044,2,0.0022002200220022,1,0.0011001100110011,0,0,105.182,0.115711771177118,11,0.0121012101210121,16,0.0176017601760176,0.182,0.0002002200220022,42,0.0462046204620462
"NORRKÖPING LASARETTSGATAN",202240,2022-10-09,839,420,0.500595947556615,160,0.190703218116806,88,0.104886769964243,13,0.0154946364719905,106,0.126340882002384,0,0,6,0.00715137067938021,26,0.0309892729439809,5,0.00595947556615018,11,0.0131108462455304,5,0.00595947556615018,380,0.452920143027414,105,0.125148986889154,40,0.0476758045292014,14,0.0166865315852205,106,0.126340882002384,48,0.0572109654350417,0,0,13,0.0154946364719905,106,0.126340882002384,0,0,0,0,0,0,0,0,12,0.0143027413587604,20,0.0238379022646007,5,0.00595947556615018,11,0.0131108462455304,0,0,3,0.00357568533969011,2,0.00238379022646007,274,0.32657926102503,47,0.0560190703218117,106,0.126340882002384,0,0,16,0.0190703218116806
