"butik","vecka","antal_kvitton","zoner_count_TOTAL","zoner_convrate_TOTAL","zoner_count_Inkastare_entré","zoner_convrate_Inkastare_entré","zoner_count_F&G","zoner_convrate_F&G","zoner_count_Bröd","zoner_convrate_Bröd","zoner_count_Bake_off","zoner_convrate_Bake_off","zoner_count_Fisk","zoner_convrate_Fisk","zoner_count_Deli","zoner_convrate_Deli","zoner_count_Frys","zoner_convrate_Frys","zoner_count_Mejeri","zoner_convrate_Mejeri","zoner_count_Gavel_1","zoner_convrate_Gavel_1","zoner_count_Gavel_2","zoner_convrate_Gavel_2","zoner_count_Gavel_3","zoner_convrate_Gavel_3","kampanj_count_TOTAL","kampanj_convrate_TOTAL","skylttyp_count_kampanjvara","skylttyp_convrate_kampanjvara","kampanj_count_Kampanj_1_F&G_1","kampanj_convrate_Kampanj_1_F&G_1","kampanj_count_Kampanj_2_Hero_protein","kampanj_convrate_Kampanj_2_Hero_protein","kampanj_count_Kampanj_3_Bomben","kampanj_convrate_Kampanj_3_Bomben","kampanj_count_Kampanj_2_F&G_2","kampanj_convrate_Kampanj_2_F&G_2","kampanj_count_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_convrate_Kampanj_1_bröd_industribakat_hamburger_korv_tortillas_osv","kampanj_count_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_convrate_Kampanj_1_frallor_bullar_baguette_bake_off_bröd_om_ej_kampanj_multipris","kampanj_count_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_convrate_Kampanj_2_om_ej_två_kampanjer_multi_eller_ordinarie","kampanj_count_Kampanj_1_bladet_eller_Lax","kampanj_convrate_Kampanj_1_bladet_eller_Lax","kampanj_count_Mölnlycke","kampanj_convrate_Mölnlycke","kampanj_count_Triangeln","kampanj_convrate_Triangeln","kampanj_count_Trianglen","kampanj_convrate_Trianglen","kampanj_count_Dala_Järna","kampanj_convrate_Dala_Järna","kampanj_count_Kampanj_1_Frys","kampanj_convrate_Kampanj_1_Frys","kampanj_count_Kampanj_1_Mejeri","kampanj_convrate_Kampanj_1_Mejeri","kampanj_count_Kampanj_2_Mejeri","kampanj_convrate_Kampanj_2_Mejeri","kampanj_count_Vara_1_Gavel_1","kampanj_convrate_Vara_1_Gavel_1","kampanj_count_OBS_snabbnudlar_Trianglen","kampanj_convrate_OBS_snabbnudlar_Trianglen","kampanj_count_OBS_äggnudlar_Mölnlycke","kampanj_convrate_OBS_äggnudlar_Mölnlycke","kampanj_count_Kampanj_1_snacks","kampanj_convrate_Kampanj_1_snacks","kampanj_count_Kampanj_2_Snacks_choklad_ABP_om_det_finns","kampanj_convrate_Kampanj_2_Snacks_choklad_ABP_om_det_finns","skylttyp_count_TOTAL","skylttyp_convrate_TOTAL","skylttyp_count_Veckans_klipp","skylttyp_convrate_Veckans_klipp","skylttyp_count_alltid_bra_pris","skylttyp_convrate_alltid_bra_pris","skylttyp_count_ordinariepris","skylttyp_convrate_ordinariepris","skylttyp_count_klubbpris","skylttyp_convrate_klubbpris"
"FALUN HOSJÖ",202232,8584,791.85,0.0922472041006524,350.925,0.0408812907735322,104.925,0.0122233224603914,0,0,73,0.00850419384902143,0,0,0,0,17,0.00198042870456664,71,0.00827120223671948,38,0.00442684063373719,83,0.00966915191053122,54,0.00629077353215284,686.925,0.0800238816402609,175.925,0.0204945246971109,104.925,0.0122233224603914,0,0,246,0.0286579683131407,0,0,0,0,51,0.00594128611369991,22,0.00256290773532153,0,0,0,0,0,0,0,0,0,0,17,0.00198042870456664,30,0.00349487418452936,41,0.00477632805219012,38,0.00442684063373719,75,0.00873718546132339,8,0.000931966449207828,54,0.00629077353215284,0,0,686.925,0.0800238816402609,246,0.0286579683131407,235,0.02737651444548,0,0,30,0.00349487418452936
"FALUN HOSJÖ",202231,7434,592.902,0.0797554479418886,267.452,0.0359768630616088,74.45,0.0100147968792037,0,0,36,0.00484261501210654,0,0,0,0,5,0.00067258541834813,89,0.0119720204465967,19,0.00255582458972289,41,0.00551520043045467,61,0.00820554210384719,518.452,0.069740651062685,154.452,0.0207764326069411,74.45,0.0100147968792037,14.002,0.0018835082055421,179,0.0240785579768631,0,0,0,0,18,0.00242130750605327,18,0.00242130750605327,0,0,0,0,0,0,0,0,0,0,5,0.00067258541834813,46,0.0061877858488028,43,0.00578423459779392,19,0.00255582458972289,34,0.00457358084476729,7,0.000941619585687382,61,0.00820554210384719,0,0,518.452,0.069740651062685,179,0.0240785579768631,139,0.018697874630078,0,0,46,0.0061877858488028
"FALUN HOSJÖ",202230,7574,704.355,0.0929964351729601,321.505,0.0424485080538685,96.85,0.0127871666226565,0,0,31,0.00409294956429892,0,0,0,0,10,0.00132030631106417,86,0.0113546342751518,10,0.00132030631106417,91,0.0120147874306839,58,0.00765777660417217,607.505,0.0802092685503037,206.505,0.0272649854766306,96.85,0.0127871666226565,41.655,0.00549973593873779,183,0.0241616054924743,0,0,0,0,13,0.00171639820438342,18,0.0023765513599155,0,0,0,0,0,0,0,0,0,0,10,0.00132030631106417,38,0.00501716398204383,48,0.006337470293108,10,0.00132030631106417,80,0.0105624504885133,11,0.00145233694217058,58,0.00765777660417217,0,0,607.505,0.0802092685503037,183,0.0241616054924743,180,0.023765513599155,0,0,38,0.00501716398204383
"FALUN HOSJÖ",202229,7750,769.01,0.0992270967741935,281.005,0.0362587096774194,80.005,0.0103232258064516,0,0,75,0.00967741935483871,0,0,0,0,4,0.000516129032258065,75,0.00967741935483871,117,0.0150967741935484,83,0.0107096774193548,54,0.00696774193548387,689.005,0.0889038709677419,138.005,0.0178070967741935,80.005,0.0103232258064516,0,0,201,0.0259354838709677,0,0,0,0,51,0.00658064516129032,24,0.00309677419354839,0,0,0,0,0,0,0,0,0,0,4,0.000516129032258065,19,0.00245161290322581,56,0.0072258064516129,117,0.0150967741935484,77,0.00993548387096774,6,0.000774193548387097,54,0.00696774193548387,0,0,689.005,0.0889038709677419,201,0.0259354838709677,331,0.0427096774193548,0,0,19,0.00245161290322581
"FALUN HOSJÖ",202228,7691,684.18,0.0889585229489013,284.09,0.0369379794565076,111.09,0.0144441555064361,0,0,24,0.00312053049018333,0,0,0,0,8,0.00104017683006111,86,0.0111819009231569,53,0.00689117149915486,76,0.00988167988558055,42,0.00546092835782083,573.09,0.0745143674424652,161.09,0.020945260694318,111.09,0.0144441555064361,0,0,173,0.0224938239500715,0,0,0,0,12,0.00156026524509167,12,0.00156026524509167,0,0,0,0,0,0,0,0,0,0,8,0.00104017683006111,38,0.00494083994279027,48,0.00624106098036666,53,0.00689117149915486,60,0.00780132622545833,16,0.00208035366012222,42,0.00546092835782083,0,0,573.09,0.0745143674424652,173,0.0224938239500715,201,0.0261344428552854,0,0,38,0.00494083994279027
"FALUN HOSJÖ",202227,7603,640.61,0.0842575299223991,279.805,0.0368019202946205,99.805,0.0131270551098251,0,0,16,0.00210443246087071,0,0,0,0,8,0.00105221623043535,78,0.0102591082467447,43,0.00565566223859003,81,0.010653689333158,35,0.00460344600815468,540.805,0.071130474812574,142.805,0.0187827173484151,99.805,0.0131270551098251,0,0,180,0.0236748651847955,0,0,0,0,2,0.000263054057608839,14,0.00184137840326187,0,0,0,0,0,0,0,0,0,0,8,0.00105221623043535,34,0.00447191897935026,44,0.00578718926739445,43,0.00565566223859003,70,0.00920689201630935,11,0.00144679731684861,35,0.00460344600815468,0,0,540.805,0.071130474812574,180,0.0236748651847955,184,0.0242009733000132,0,0,34,0.00447191897935026
"FALUN HOSJÖ",202226,7690,665.8,0.0865799739921976,282.9,0.0367880364109233,98.9,0.0128608582574772,0,0,31,0.00403120936280884,0,0,0,0,12,0.00156046814044213,57,0.00741222366710013,40,0.00520156046814044,96,0.0124837451235371,48,0.00624187256176853,566.9,0.0737191157347204,158.9,0.0206631989596879,98.9,0.0128608582574772,0,0,184,0.023927178153446,0,0,0,0,7,0.000910273081924577,24,0.00312093628088427,0,0,0,0,0,0,0,0,0,0,12,0.00156046814044213,28,0.00364109232769831,29,0.00377113133940182,40,0.00520156046814044,84,0.0109232769830949,12,0.00156046814044213,48,0.00624187256176853,0,0,566.9,0.0737191157347204,184,0.023927178153446,196,0.0254876462938882,0,0,28,0.00364109232769831
"FALUN HOSJÖ",202225,8548,834.32,0.097604117922321,287.66,0.0336523163313056,93.66,0.0109569489939167,0,0,122,0.0142723444080487,0,0,0,0,16,0.00187178287318671,64,0.00748713149274684,31,0.00362657931679925,179,0.0209405708937763,41,0.00479644361254095,740.66,0.0866471689284043,150.66,0.0176251754796444,93.66,0.0109569489939167,0,0,194,0.0226953673373889,0,0,0,0,59,0.00690219934487599,63,0.00737014506317267,0,0,0,0,0,0,0,0,0,0,16,0.00187178287318671,19,0.00222274216190922,45,0.00526438933083762,31,0.00362657931679925,168,0.0196537201684605,11,0.00128685072531586,41,0.00479644361254095,0,0,740.66,0.0866471689284043,194,0.0226953673373889,377,0.0441038839494619,0,0,19,0.00222274216190922
"FALUN HOSJÖ",202224,8477,779.75,0.091984192520939,243.875,0.0287690220596909,93.875,0.0110740828123157,0,0,81,0.00955526719358264,0,0,0,0,12,0.00141559513979002,67,0.00790373953049428,25,0.00294915654122921,205,0.0241830836380795,52,0.00613424560575675,685.875,0.0809101097086233,157.875,0.0186239235578625,93.875,0.0110740828123157,0,0,150,0.0176949392473753,0,0,0,0,52,0.00613424560575675,29,0.00342102158782588,0,0,0,0,0,0,0,0,0,0,12,0.00141559513979002,33,0.00389288663442256,34,0.00401085289607172,25,0.00294915654122921,197,0.0232393535448862,8,0.000943730093193347,49,0.00578034682080925,3,0.000353898784947505,685.875,0.0809101097086233,150,0.0176949392473753,345,0.0406983602689631,0,0,33,0.00389288663442256
"FALUN HOSJÖ",202223,8312,740.52,0.0890904716073147,278.76,0.0335370548604427,95.76,0.0115206929740135,0,0,117,0.0140760346487007,0,0,0,0,8,0.000962463907603465,73,0.00878248315688162,34,0.00409047160731473,94,0.0113089509143407,40,0.00481231953801732,644.76,0.0775697786333013,143.76,0.0172954764196343,95.76,0.0115206929740135,0,0,183,0.0220163618864293,0,0,0,0,69,0.00830125120307989,48,0.00577478344562079,0,0,0,0,0,0,0,0,0,0,8,0.000962463907603465,33,0.00397016361886429,40,0.00481231953801732,34,0.00409047160731473,82,0.00986525505293552,12,0.0014436958614052,40,0.00481231953801732,0,0,644.76,0.0775697786333013,183,0.0220163618864293,285,0.0342877767083734,0,0,33,0.00397016361886429
