"butik","vecka","antal_kvitton","sales_zoner_count_TOTAL","sales_zoner_convrate_TOTAL","sales_zoner_count_Inkastare/entré","sales_zoner_convrate_Inkastare/entré","sales_zoner_count_F&G","sales_zoner_convrate_F&G","sales_zoner_count_Bröd","sales_zoner_convrate_Bröd","sales_zoner_count_Bake off","sales_zoner_convrate_Bake off","sales_zoner_count_Fisk - endast manuell disk","sales_zoner_convrate_Fisk - endast manuell disk","sales_zoner_count_Deli - endast manuell","sales_zoner_convrate_Deli - endast manuell","sales_zoner_count_Frys","sales_zoner_convrate_Frys","sales_zoner_count_Mejeri","sales_zoner_convrate_Mejeri","sales_zoner_count_Gavel 1","sales_zoner_convrate_Gavel 1","sales_zoner_count_Gavel 2","sales_zoner_convrate_Gavel 2","sales_zoner_count_Gavel 3","sales_zoner_convrate_Gavel 3","sales_kampanj_count_TOTAL","sales_kampanj_convrate_TOTAL","sales_kampanj_count_Kampanj 1 - F&G 1","sales_kampanj_convrate_Kampanj 1 - F&G 1","sales_kampanj_count_Kampanj 2 - F&G 2","sales_kampanj_convrate_Kampanj 2 - F&G 2","sales_kampanj_count_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_convrate_Kampanj 1 - bröd, industribakat, hamburger/korv, tortillas osv","sales_kampanj_count_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_convrate_Kampanj 2 -  om vi inte har två, kör vi Garant hamburgerbröd Brioche ord.pris/ABP?","sales_kampanj_count_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_convrate_Kampanj 1 - frallor, bullar, baguette, bake off bröd - om ej kampanj multipris","sales_kampanj_count_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_convrate_Kampanj 2 - om ej två kampanjer, multi ABP","sales_kampanj_count_Kampanj 1 - bladet eller skagen","sales_kampanj_convrate_Kampanj 1 - bladet eller skagen","sales_kampanj_count_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_convrate_Kampanj 1 - Triangeln, Mölnlycke, Dala-Järna","sales_kampanj_count_Kampanj 1 Frys","sales_kampanj_convrate_Kampanj 1 Frys","sales_kampanj_count_Kampanj 1 Mejeri","sales_kampanj_convrate_Kampanj 1 Mejeri","sales_kampanj_count_Kampanj 2 Mejeri","sales_kampanj_convrate_Kampanj 2 Mejeri","sales_kampanj_count_Kampanj 3 – Bomben","sales_kampanj_convrate_Kampanj 3 – Bomben","sales_kampanj_count_ABP","sales_kampanj_convrate_ABP","sales_kampanj_count_Kampanj 1 - dryck","sales_kampanj_convrate_Kampanj 1 - dryck","sales_kampanj_count_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_kampanj_convrate_Kampanj 2 - Snacks, choklad, ABP om det finns","sales_skylttyp_count_TOTAL","sales_skylttyp_convrate_TOTAL","sales_skylttyp_count_klubbvara","sales_skylttyp_convrate_klubbvara","sales_skylttyp_count_kampanjvara","sales_skylttyp_convrate_kampanjvara","sales_skylttyp_count_veckans klipp","sales_skylttyp_convrate_veckans klipp","sales_skylttyp_count_alltid bra pris","sales_skylttyp_convrate_alltid bra pris","sales_skylttyp_count_klubbpris","sales_skylttyp_convrate_klubbpris","sales_skylttyp_count_ordinarie","sales_skylttyp_convrate_ordinarie"
"HEMKÖP UPPSALA VÄSTERTORG",202234,8439,4999,0.592368764071572,1534,0.181775091835526,1291,0.152980210925465,182,0.0215665363194691,174,0.0206185567010309,0,0,0,0,119,0.0141011968242683,586,0.0694395070505984,878,0.104040763123593,18,0.00213295414148596,217,0.0257139471501363,4462,0.528735632183908,1534,0.181775091835526,754,0.0893470790378007,148,0.0175376229411068,34,0.00402891337836237,157,0.0186041000118497,17,0.00201445668918118,0,0,0,0,119,0.0141011968242683,318,0.0376821898329186,268,0.0317573172176798,878,0.104040763123593,18,0.00213295414148596,64,0.00758383694750563,153,0.0181301102026306,4462,0.528735632183908,537,0.0636331318876644,2269,0.268870719279535,878,0.104040763123593,175,0.0207370541533357,603,0.0714539637397796,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202233,8577,696,0.0811472542847149,76,0.00886090707706657,96,0.0111927247289262,35,0.00408068089075434,153,0.0178384050367261,0,0,0,0,16,0.0018654541214877,73,0.00851113442928763,23,0.00268159029963857,29,0.00338113559519646,195,0.0227352221056313,670,0.0781158913372974,76,0.00886090707706657,70,0.00816136178150869,31,0.00361431736038242,4,0.000466363530371925,146,0.0170222688585753,7,0.000816136178150869,0,0,0,0,16,0.0018654541214877,42,0.00489681706890521,31,0.00361431736038242,23,0.00268159029963857,29,0.00338113559519646,66,0.00769499825113676,129,0.0150402238544946,670,0.0781158913372974,26,0.00303136294741751,366,0.0426722630290311,23,0.00268159029963857,175,0.0204034044537717,80,0.0093272706074385,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202232,7464,1074,0.143890675241158,304,0.0407288317256163,297,0.0397909967845659,30,0.00401929260450161,149,0.019962486602358,0,0,0,0,24,0.00321543408360129,74,0.00991425509110396,19,0.00254555198285102,12,0.00160771704180064,165,0.0221061093247588,836,0.112004287245445,304,0.0407288317256163,59,0.00790460878885316,27,0.00361736334405145,3,0.000401929260450161,143,0.0191586280814577,6,0.000803858520900322,0,0,0,0,24,0.00321543408360129,43,0.0057609860664523,31,0.00415326902465166,19,0.00254555198285102,12,0.00160771704180064,58,0.00777063236870311,107,0.0143354769560557,836,0.112004287245445,238,0.0318863879957128,344,0.0460878885316184,19,0.00254555198285102,155,0.0207663451232583,80,0.0107181136120043,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202231,6750,923,0.136740740740741,80,0.0118518518518519,399,0.0591111111111111,36,0.00533333333333333,81,0.012,0,0,0,0,15,0.00222222222222222,63,0.00933333333333333,31,0.00459259259259259,10,0.00148148148148148,208,0.0308148148148148,898,0.133037037037037,80,0.0118518518518519,374,0.0554074074074074,34,0.00503703703703704,2,0.000296296296296296,81,0.012,0,0,0,0,0,0,15,0.00222222222222222,34,0.00503703703703704,29,0.0042962962962963,31,0.00459259259259259,10,0.00148148148148148,68,0.0100740740740741,140,0.0207407407407407,898,0.133037037037037,25,0.0037037037037037,688,0.101925925925926,31,0.00459259259259259,91,0.0134814814814815,63,0.00933333333333333,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202230,6874,719,0.104597032295607,164,0.0238580157113762,68,0.00989234797788769,33,0.00480069828338667,91,0.0132382892057026,0,0,0,0,28,0.00407331975560081,58,0.00843759092231597,21,0.00305498981670061,8,0.00116380564445738,248,0.0360779749781786,700,0.10183299389002,164,0.0238580157113762,49,0.00712830957230143,30,0.00436427116671516,3,0.000436427116671516,91,0.0132382892057026,0,0,0,0,0,0,28,0.00407331975560081,38,0.00552807681117253,20,0.00290951411114344,21,0.00305498981670061,8,0.00116380564445738,73,0.0106197265056736,175,0.0254582484725051,700,0.10183299389002,19,0.00276403840558627,503,0.0731742798952575,21,0.00305498981670061,99,0.01440209485016,58,0.00843759092231597,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202229,6775,554,0.0817712177121771,76,0.0112177121771218,77,0.0113653136531365,33,0.00487084870848708,70,0.0103321033210332,0,0,0,0,19,0.00280442804428044,64,0.00944649446494465,18,0.00265682656826568,17,0.00250922509225092,180,0.0265682656826568,537,0.0792619926199262,76,0.0112177121771218,60,0.00885608856088561,32,0.00472324723247233,1,0.00014760147601476,70,0.0103321033210332,0,0,0,0,0,0,19,0.00280442804428044,37,0.00546125461254613,27,0.00398523985239852,18,0.00265682656826568,17,0.00250922509225092,70,0.0103321033210332,110,0.0162361623616236,537,0.0792619926199262,17,0.00250922509225092,351,0.0518081180811808,18,0.00265682656826568,87,0.0128413284132841,64,0.00944649446494465,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202228,6838,643,0.0940333430827727,87,0.0127230184264405,80,0.0116993272886809,41,0.00599590523544896,135,0.019742614799649,0,0,0,0,25,0.00365603977771278,55,0.00804328751096812,23,0.00336355659549576,23,0.00336355659549576,174,0.025446036852881,626,0.091547236033928,87,0.0127230184264405,63,0.00921322023983621,35,0.00511845568879789,6,0.000877449546651068,130,0.0190114068441065,5,0.000731207955542556,0,0,0,0,25,0.00365603977771278,25,0.00365603977771278,30,0.00438724773325534,23,0.00336355659549576,23,0.00336355659549576,72,0.0105293945598128,102,0.0149166422930681,626,0.091547236033928,17,0.00248610704884469,373,0.0545481134834747,23,0.00336355659549576,153,0.0223749634396022,60,0.00877449546651068,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202227,6995,658,0.0940671908506076,82,0.011722659042173,61,0.0087205146533238,27,0.00385989992852037,92,0.0131522516082916,0,0,0,0,122,0.0174410293066476,59,0.00843459614010007,29,0.0041458184417441,18,0.00257326661901358,168,0.0240171551107934,648,0.0926375982844889,82,0.011722659042173,51,0.00729092208720515,21,0.00300214438884918,6,0.000857755539671194,87,0.0124374553252323,5,0.000714796283059328,0,0,0,0,122,0.0174410293066476,36,0.00514653323802716,23,0.00328806290207291,29,0.0041458184417441,18,0.00257326661901358,77,0.0110078627591137,91,0.0130092923516798,648,0.0926375982844889,10,0.00142959256611866,440,0.0629020729092209,29,0.0041458184417441,105,0.0150107219442459,64,0.0091493924231594,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202226,7297,677,0.0927778539125668,67,0.00918185555707825,85,0.0116486227216664,37,0.00507057694943127,142,0.0194600520761957,0,0,0,0,18,0.00246676716458819,66,0.00904481293682335,11,0.00150746882280389,17,0.00232972454433329,234,0.0320679731396464,650,0.0890777031656845,67,0.00918185555707825,58,0.00794847197478416,34,0.00465944908866658,3,0.000411127860764698,133,0.0182266684939016,9,0.00123338358229409,0,0,0,0,18,0.00246676716458819,30,0.00411127860764698,36,0.00493353432917637,11,0.00150746882280389,17,0.00232972454433329,126,0.0172673701521173,108,0.0148006029875291,650,0.0890777031656845,27,0.00370015074688228,387,0.053035494038646,11,0.00150746882280389,150,0.0205563930382349,75,0.0102781965191174,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202225,7309,698,0.09549870023259,103,0.014092215077302,98,0.0134081269667533,35,0.00478861677384047,150,0.0205226433164592,0,0,0,0,25,0.00342044055274319,54,0.0073881515939253,16,0.00218908195375564,18,0.0024627171979751,199,0.0272267067998358,668,0.0913941715692981,103,0.014092215077302,68,0.00930359830346149,31,0.00424134628540156,4,0.000547270488438911,144,0.0197017375838008,6,0.000820905732658366,0,0,0,0,25,0.00342044055274319,30,0.00410452866329183,24,0.00328362293063347,16,0.00218908195375564,18,0.0024627171979751,78,0.0106717745245588,121,0.0165549322752771,668,0.0913941715692981,30,0.00410452866329183,400,0.0547270488438911,16,0.00218908195375564,162,0.0221644547817759,60,0.00820905732658366,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202224,8162,917,0.112349914236707,191,0.0234011271747121,89,0.0109041901494732,39,0.00477824062729723,158,0.019358000490076,0,0,0,0,26,0.00318549375153149,167,0.0204606714040676,24,0.00294045577064445,16,0.0019603038470963,207,0.0253614310218084,885,0.108429306542514,191,0.0234011271747121,57,0.00698358245528057,34,0.00416564567507964,5,0.000612594952217594,152,0.0186228865474148,6,0.000735113942661112,0,0,0,0,26,0.00318549375153149,49,0.00600343053173242,118,0.0144572408723352,24,0.00294045577064445,16,0.0019603038470963,10,0.00122518990443519,197,0.0241362411173732,885,0.108429306542514,32,0.0039206076941926,488,0.0597892673364371,24,0.00294045577064445,168,0.0205831903945112,173,0.0211957853467287,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202223,8481,1031,0.121565853083363,115,0.013559721730928,93,0.0109656880084896,35,0.00412687183115199,178,0.0209880910270015,0,0,0,0,31,0.00365522933616319,310,0.0365522933616319,45,0.00530597806862398,22,0.00259403372243839,202,0.0238179459969343,1005,0.118500176865936,115,0.013559721730928,67,0.00790001179106238,30,0.00353731871241599,5,0.000589553118735998,168,0.0198089847895295,10,0.001179106237472,0,0,0,0,31,0.00365522933616319,265,0.0312463152930079,45,0.00530597806862398,45,0.00530597806862398,22,0.00259403372243839,25,0.00294776559367999,177,0.0208701804032543,1005,0.118500176865936,26,0.00306567621742719,424,0.0499941044688126,45,0.00530597806862398,190,0.0224030185119679,320,0.0377313995991039,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202222,8677,858,0.0988821021090239,93,0.0107179900887403,126,0.0145211478621643,44,0.00507087703123199,185,0.0213207329722254,0,0,0,0,29,0.0033421689524029,79,0.00910452921516653,24,0.00276593292612654,29,0.0033421689524029,249,0.0286965541085629,831,0.0957704275671315,93,0.0107179900887403,99,0.011409473320272,43,0.00495562982597672,1,0.000115247205255273,171,0.0197072720986516,14,0.00161346087357382,0,0,0,0,29,0.0033421689524029,40,0.0046098882102109,39,0.00449464100495563,24,0.00276593292612654,29,0.0033421689524029,76,0.00875878759940072,173,0.0199377665091622,831,0.0957704275671315,27,0.00311167454189236,487,0.0561253889593177,24,0.00276593292612654,200,0.0230494410510545,93,0.0107179900887403,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202221,8337,959,0.115029387069689,117,0.0140338251169485,101,0.0121146695454,37,0.00443804725920595,165,0.0197912918315941,0,0,0,0,30,0.00359841669665347,205,0.0245891807604654,33,0.00395825836631882,32,0.00383831114309704,239,0.028667386350006,921,0.110471392587262,117,0.0140338251169485,63,0.00755667506297229,35,0.00419815281276238,2,0.000239894446443565,153,0.0183519251529327,12,0.00143936667866139,0,0,0,0,30,0.00359841669665347,35,0.00419815281276238,170,0.020391027947703,33,0.00395825836631882,32,0.00383831114309704,49,0.00587741393786734,190,0.0227899724121387,921,0.110471392587262,38,0.00455799448242773,448,0.0537363560033585,33,0.00395825836631882,185,0.0221902362960297,217,0.0260285474391268,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202220,8764,1168,0.133272478320402,189,0.0215654952076677,110,0.0125513464171611,143,0.0163167503423094,184,0.0209949794614331,0,0,0,0,31,0.0035371976266545,79,0.00901414879050662,117,0.0133500684618895,25,0.00285257873117298,290,0.0330899132816066,1139,0.129963486992241,189,0.0215654952076677,81,0.00924235508900046,142,0.0162026471930625,1,0.000114103149246919,179,0.0204244637151985,5,0.000570515746234596,0,0,0,0,31,0.0035371976266545,41,0.00467822911912369,38,0.00433591967138293,117,0.0133500684618895,25,0.00285257873117298,107,0.0122090369694204,183,0.0208808763121862,1139,0.129963486992241,29,0.00330899132816066,705,0.080442720219078,117,0.0133500684618895,204,0.0232770424463715,84,0.00958466453674121,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202219,8617,802,0.093071834745271,124,0.0143901589880469,132,0.0153185563421144,40,0.0046419867703377,144,0.0167111523732157,0,0,0,0,35,0.00406173842404549,76,0.00881977486364164,49,0.00568643379366369,32,0.00371358941627016,170,0.0197284437739352,760,0.0881977486364164,124,0.0143901589880469,90,0.0104444702332598,38,0.00440988743182082,2,0.000232099338516885,131,0.015202506672856,13,0.00150864570035975,0,0,0,0,35,0.00406173842404549,47,0.0054543344551468,29,0.00336544040849484,49,0.00568643379366369,32,0.00371358941627016,22,0.00255309272368574,148,0.0171753510502495,760,0.0881977486364164,42,0.00487408610885459,417,0.0483927120807706,49,0.00568643379366369,163,0.0189160960891261,89,0.0103284205640014,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202218,8613,787,0.0913735051666086,128,0.0148612562405666,126,0.0146290491118077,49,0.0056890746545919,149,0.0172994310925345,0,0,0,0,25,0.00290258910948566,88,0.0102171136653895,34,0.0039475211889005,29,0.00336700336700337,159,0.0184604667363288,748,0.086845466155811,128,0.0148612562405666,87,0.0101010101010101,45,0.00522466039707419,4,0.000464414257517706,142,0.0164867061418786,7,0.000812724950655985,0,0,0,0,25,0.00290258910948566,48,0.00557297109021247,40,0.00464414257517706,34,0.0039475211889005,29,0.00336700336700337,23,0.00267038198072681,136,0.015790084755602,748,0.086845466155811,39,0.00452803901079763,409,0.0474863578311854,34,0.0039475211889005,171,0.0198537095088819,95,0.0110298386160455,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202217,8670,1367,0.157670126874279,210,0.0242214532871972,235,0.0271049596309112,41,0.00472895040369089,174,0.0200692041522491,0,0,0,0,32,0.00369088811995386,444,0.0512110726643599,26,0.00299884659746251,27,0.00311418685121107,178,0.0205305651672434,1245,0.143598615916955,210,0.0242214532871972,113,0.0130334486735871,37,0.00426758938869666,4,0.000461361014994233,165,0.0190311418685121,9,0.00103806228373702,0,0,0,0,32,0.00369088811995386,406,0.0468281430219146,38,0.00438292964244521,26,0.00299884659746251,27,0.00311418685121107,28,0.00322952710495963,150,0.0173010380622837,1245,0.143598615916955,122,0.0140715109573241,452,0.0521337946943483,26,0.00299884659746251,192,0.0221453287197232,453,0.0522491349480969,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202216,8624,1193,0.138334879406308,333,0.038613172541744,351,0.0407003710575139,42,0.00487012987012987,142,0.0164656771799629,0,0,0,0,27,0.00313079777365492,90,0.0104359925788497,34,0.00394248608534323,23,0.0026669758812616,151,0.0175092764378479,952,0.11038961038961,333,0.038613172541744,110,0.0127551020408163,36,0.00417439703153989,6,0.000695732838589981,127,0.0147263450834879,15,0.00173933209647495,0,0,0,0,27,0.00313079777365492,45,0.00521799628942486,45,0.00521799628942486,34,0.00394248608534323,23,0.0026669758812616,24,0.00278293135435993,127,0.0147263450834879,952,0.11038961038961,241,0.0279452690166976,422,0.0489332096474954,34,0.00394248608534323,150,0.0173933209647495,105,0.0121753246753247,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202215,7268,1256,0.172812328013209,379,0.052146395156852,407,0.0559988992845349,39,0.00536598789212988,130,0.0178866263070996,0,0,0,0,36,0.00495321959273528,80,0.0110071546505228,10,0.00137589433131536,15,0.00206384149697303,160,0.0220143093010457,935,0.128646119977986,379,0.052146395156852,86,0.0118326912493121,33,0.00454045129334067,6,0.000825536598789213,120,0.0165107319757843,10,0.00137589433131536,0,0,0,0,36,0.00495321959273528,48,0.0066042927903137,32,0.00440286186020914,10,0.00137589433131536,15,0.00206384149697303,57,0.00784259768849752,103,0.0141717116125482,935,0.128646119977986,321,0.0441662080352229,379,0.052146395156852,10,0.00137589433131536,135,0.0185745734727573,90,0.0123830489818382,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202214,7915,794,0.100315855969678,121,0.0152874289324068,142,0.0179406190777006,53,0.00669614655716993,113,0.0142766898294378,0,0,0,0,34,0.00429564118761845,87,0.0109917877447884,24,0.00303221730890714,39,0.0049273531269741,181,0.0228679722046747,737,0.0931143398610234,121,0.0152874289324068,85,0.0107391029690461,48,0.00606443461781428,5,0.000631711939355654,103,0.0130132659507265,10,0.00126342387871131,0,0,0,0,34,0.00429564118761845,44,0.00555906506632975,43,0.00543272267845862,24,0.00303221730890714,39,0.0049273531269741,10,0.00126342387871131,171,0.0216045483259634,737,0.0931143398610234,57,0.00720151610865445,417,0.0526847757422615,24,0.00303221730890714,142,0.0179406190777006,97,0.0122552116234997,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202213,8286,1481,0.178735216027034,505,0.0609461742698528,379,0.0457398020757905,47,0.00567221819937244,98,0.0118271783731595,0,0,0,0,119,0.0143615737388366,68,0.00820661356504948,47,0.00567221819937244,33,0.00398262128892107,185,0.0223268163166787,1196,0.144339850349988,505,0.0609461742698528,94,0.0113444363987449,46,0.00555153270576877,1,0.000120685493603669,92,0.0111030654115375,6,0.000724112961622013,0,0,0,0,119,0.0143615737388366,39,0.00470673425054309,29,0.0034998793145064,47,0.00567221819937244,33,0.00398262128892107,15,0.00181028240405503,170,0.0205165339126237,1196,0.144339850349988,285,0.0343953656770456,665,0.0802558532464398,47,0.00567221819937244,125,0.0150856867004586,74,0.00893072652667149,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202212,8440,904,0.107109004739336,137,0.0162322274881517,144,0.0170616113744076,38,0.00450236966824645,136,0.0161137440758294,0,0,0,0,6,0.000710900473933649,192,0.0227488151658768,55,0.00651658767772512,37,0.00438388625592417,159,0.0188388625592417,874,0.103554502369668,137,0.0162322274881517,114,0.0135071090047393,36,0.0042654028436019,2,0.00023696682464455,127,0.0150473933649289,9,0.00106635071090047,0,0,0,0,6,0.000710900473933649,52,0.00616113744075829,140,0.0165876777251185,55,0.00651658767772512,37,0.00438388625592417,15,0.00177725118483412,144,0.0170616113744076,874,0.103554502369668,30,0.00355450236966825,424,0.0502369668246445,55,0.00651658767772512,164,0.0194312796208531,201,0.0238151658767773,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202211,8251,1278,0.154890316325294,139,0.0168464428554115,523,0.0633862562113683,120,0.0145436916737365,148,0.0179372197309417,0,0,0,0,28,0.00339352805720519,88,0.0106653738940734,51,0.00618106896133802,28,0.00339352805720519,153,0.0185432068840141,1238,0.150042419100715,139,0.0168464428554115,483,0.0585383589867895,116,0.0140589019512786,4,0.000484789722457884,136,0.0164828505635681,12,0.00145436916737365,0,0,0,0,28,0.00339352805720519,50,0.00605987153072355,38,0.0046055023633499,51,0.00618106896133802,28,0.00339352805720519,36,0.00436310750212095,117,0.0141800993818931,1238,0.150042419100715,40,0.00484789722457884,883,0.107017331232578,51,0.00618106896133802,164,0.0198763786207732,100,0.0121197430614471,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202210,8070,1330,0.164807930607187,385,0.0477075588599752,365,0.0452292441140025,42,0.00520446096654275,146,0.018091697645601,0,0,0,0,27,0.0033457249070632,106,0.0131350681536555,53,0.00656753407682776,25,0.00309789343246592,181,0.0224287484510533,1036,0.128376703841388,385,0.0477075588599752,71,0.00879801734820322,38,0.0047087980173482,4,0.000495662949194548,136,0.0168525402726146,10,0.00123915737298637,0,0,0,0,27,0.0033457249070632,80,0.00991325898389095,26,0.00322180916976456,53,0.00656753407682776,25,0.00309789343246592,19,0.0023543990086741,162,0.0200743494423792,1036,0.128376703841388,294,0.0364312267657993,412,0.0510532837670384,53,0.00656753407682776,161,0.0199504337050805,116,0.0143742255266419,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202209,8308,1574,0.189455946076071,142,0.0170919595570534,526,0.0633124699085219,46,0.00553683196918633,105,0.0126384207992297,0,0,0,0,27,0.00324987963408763,488,0.0587385652383245,56,0.00674049109292248,44,0.00529610014443909,140,0.0168512277323062,1540,0.185363505055368,142,0.0170919595570534,492,0.059220028887819,44,0.00529610014443909,2,0.000240731824747232,91,0.010953298025999,14,0.00168512277323062,0,0,0,0,27,0.00324987963408763,443,0.0533220991815118,45,0.00541646605681271,56,0.00674049109292248,44,0.00529610014443909,20,0.00240731824747232,120,0.0144439094848339,1540,0.185363505055368,34,0.00409244102070294,813,0.0978574867597496,56,0.00674049109292248,135,0.0162493981704381,502,0.0604236880115551,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202208,7292,959,0.13151398793198,273,0.0374382885353812,118,0.0161821173889194,38,0.0052111903455842,167,0.0229018102029621,0,0,0,0,27,0.00370268787712562,94,0.0128908392759188,60,0.00822819528250137,22,0.00301700493691717,160,0.0219418540866703,912,0.125068568294021,273,0.0374382885353812,71,0.00973669775095996,36,0.00493691716950082,2,0.000274273176083379,154,0.0211190345584202,13,0.00178277564454196,0,0,0,0,27,0.00370268787712562,57,0.0078167855183763,37,0.00507405375754251,60,0.00822819528250137,22,0.00301700493691717,16,0.00219418540866703,144,0.0197476686780033,912,0.125068568294021,47,0.00644541963795941,522,0.0715852989577619,60,0.00822819528250137,176,0.0241360394953374,107,0.0146736149204608,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202207,8153,899,0.110266159695817,176,0.0215871458358886,161,0.0197473322703299,42,0.00515147798356433,142,0.0174169017539556,0,0,0,0,32,0.00392493560652521,101,0.0123880780080952,49,0.00601005764749172,25,0.00306635594259782,171,0.0209738746473691,813,0.099717895253281,176,0.0215871458358886,75,0.00919906782779345,40,0.00490616950815651,2,0.000245308475407825,132,0.0161903593769165,10,0.00122654237703913,0,0,0,0,32,0.00392493560652521,66,0.00809517968845824,35,0.00429289831963694,49,0.00601005764749172,25,0.00306635594259782,42,0.00515147798356433,129,0.0158223966638047,813,0.099717895253281,86,0.0105482644425365,410,0.0502882374586042,49,0.00601005764749172,157,0.0192567153195143,111,0.0136146203851343,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202206,7882,1088,0.138036031464095,149,0.0189038315148439,180,0.0228368434407511,42,0.00532859680284192,368,0.0466886577010911,0,0,0,0,38,0.00482111139304745,56,0.00710479573712256,47,0.005962953565085,37,0.00469424004059883,171,0.0216950012687135,1042,0.132199949251459,149,0.0189038315148439,134,0.0170007612281147,38,0.00482111139304745,4,0.000507485409794468,319,0.0404719614311089,49,0.00621669626998224,0,0,0,0,38,0.00482111139304745,35,0.0044404973357016,21,0.00266429840142096,47,0.005962953565085,37,0.00469424004059883,16,0.00202994163917787,155,0.0196650596295357,1042,0.132199949251459,46,0.00583608221263639,488,0.0619132199949251,47,0.005962953565085,356,0.0451662014717077,105,0.0133214920071048,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202205,7954,2643,0.332285642444053,941,0.118305255217501,429,0.0539351269801358,47,0.00590897661553935,120,0.0150867488056324,0,0,0,0,25,0.00314307266784008,316,0.0397284385214986,532,0.0668845863716369,29,0.00364596429469449,204,0.0256474729695751,2278,0.286396781493588,941,0.118305255217501,64,0.00804626602967061,39,0.00490319336183053,8,0.00100578325370883,106,0.0133266281116419,14,0.00176012069399044,0,0,0,0,25,0.00314307266784008,117,0.0147095800854916,199,0.025018858436007,532,0.0668845863716369,29,0.00364596429469449,20,0.00251445813427206,184,0.023133014835303,2278,0.286396781493588,365,0.0458888609504652,916,0.115162182549661,532,0.0668845863716369,135,0.0169725924063364,330,0.0414885592154891,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202204,7721,1082,0.140137287916073,245,0.0317316409791478,131,0.0169667141561974,39,0.0050511591762725,102,0.0132107239994819,0,0,0,0,31,0.00401502396062686,345,0.0446833311747183,22,0.00284937184302551,20,0.0025903380391141,147,0.0190389845874887,1034,0.133920476622199,245,0.0317316409791478,83,0.0107499028623235,37,0.00479212537236109,2,0.00025903380391141,89,0.0115270042740578,13,0.00168371972542417,0,0,0,0,31,0.00401502396062686,308,0.0398912058023572,37,0.00479212537236109,22,0.00284937184302551,20,0.0025903380391141,18,0.00233130423520269,129,0.016707680352286,1034,0.133920476622199,48,0.00621681129387385,497,0.0643699002719855,22,0.00284937184302551,109,0.0141173423131719,358,0.0463670509001425,0,0
"HEMKÖP UPPSALA VÄSTERTORG",202203,8031,1502,0.187025277051426,122,0.0151911343543768,798,0.0993649607769892,43,0.00535425227244428,92,0.0114556095131366,0,0,0,0,123,0.0153156518490848,102,0.0127007844602167,29,0.00361100734653219,45,0.00560328726186029,148,0.018428589216785,1455,0.181172954800149,122,0.0151911343543768,751,0.0935126385257129,38,0.00473166479890425,5,0.000622587473540032,79,0.00983688208193251,13,0.00161872743120408,0,0,0,0,123,0.0153156518490848,66,0.00821815465072843,36,0.00448262980948823,29,0.00361100734653219,45,0.00560328726186029,16,0.0019922799153281,132,0.0164363093014569,1455,0.181172954800149,47,0.0058523222512763,1140,0.141949943967127,29,0.00361100734653219,124,0.0154401693437928,115,0.0143195118914207,0,0
